Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)	HFC gas emissions (thousand metric tons of CO2 equivalent)	Agricultural methane emissions (thousand metric tons of CO2 equivalent)	Agricultural methane emissions (% of total)	Methane emissions in energy sector (thousand metric tons of CO2 equivalent)	Energy related methane emissions (% of total)	Methane emissions (kt of CO2 equivalent)	Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)	Agricultural nitrous oxide emissions (% of total)	Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)	Nitrous oxide emissions in industrial and energy processes (% of total nitrous oxide emissions)	Industrial nitrous oxide emissions (thousand metric tons of CO2 equivalent)	Nitrous oxide emissions (thousand metric tons of CO2 equivalent)	PFC gas emissions (thousand metric tons of CO2 equivalent)	PM10, country level (micrograms per cubic meter)	SF6 gas emissions (thousand metric tons of CO2 equivalent)	Bird species, threatened	Disaster risk reduction progress score (1-5 scale; 5=best)	GHG net emissions/removals by LUCF (Mt of CO2 equivalent)	Droughts, floods, extreme temperatures (% of population, average 1990-2009)	CO2 emissions from residential buildings and commercial and public services (million metric tons)	CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	CO2 emissions from electricity and heat production, total (million metric tons)	CO2 emissions from electricity and heat production, total (% of total fuel combustion)	CO2 emissions from manufacturing industries and construction (million metric tons)	CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	CO2 emissions from other sectors, excluding residential buildings and commercial and public services (million metric tons)	CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	CO2 emissions from transport (million metric tons)	CO2 emissions from transport (% of total fuel combustion)	Fish species, threatened	Plant species (higher), threatened	Mammal species, threatened	Population density (people per sq. km of land area)	Population living in areas where elevation is below 5 meters (% of total population)	Population in largest city	Population in the largest city (% of urban population)	Population in urban agglomerations of more than 1 million	Population in urban agglomerations of more than 1 million (% of total population)	Pump price for diesel fuel (US$ per liter)	Pump price for gasoline (US$ per liter)	GEF benefits index for biodiversity (0 = no biodiversity potential to 100 = maximum)	Water productivity, total (constant 2000 US$ GDP per cubic meter of total freshwater withdrawal)	Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)	Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)	Annual freshwater withdrawals, industry (% of total freshwater withdrawal)	Annual freshwater withdrawals, total (billion cubic meters)	Annual freshwater withdrawals, total (% of internal resources)	Renewable internal freshwater resources, total (billion cubic meters)	Renewable internal freshwater resources per capita (cubic meters)	Terrestrial protected areas (% of total land area)	Marine protected areas (% of territorial waters)	Terrestrial and marine protected areas (% of total territorial area)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	501.5055556	29.57482	26127	61.9761239	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.105546772	0	0.006721137	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.67301186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	137.5191489	0	20824	34.86833019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.560184538	NaN	5.560184538	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.04197613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.78782945	0	1963432	35.52100485	1963432	7.565974033	NaN	NaN	NaN	NaN	98.79	0.667	0.5558	23.12	42.03636364	NaN	NaN	0.366882032	NaN	0.366882032	0
0.7	0.7	12575.6	29.1564846	6377.4	14.78597959	43131.4	14788.1	40.18046853	113.5	0.308388717	0	36804.2	0	94.95129862	0	NaN	NaN	NaN	NaN	1.04	20.39215686	0.79	15.49019608	2.2	43.1372549	0	0	1.06	20.78431373	NaN	NaN	NaN	11.17058875	2.056975	2591388	37.97504877	2591388	18.6077739	NaN	NaN	NaN	14.25543467	32.79	38.41	28.81	0.6404	0.432702703	NaN	NaN	12.39982287	0.066622615	12.05923051	2
15.5	15.5	1794.6	69.60940227	371.7	14.41759435	2578.1	712.1	57.68794556	70.6	5.719377835	0	1234.4	0	55.52500076	0	NaN	NaN	NaN	NaN	0.29	9.119496855	0.33	10.37735849	0.53	16.66666667	0.54	16.98113208	1.48	46.5408805	NaN	NaN	NaN	112.1115328	8.206302	335336	26.17841037	NaN	NaN	NaN	NaN	NaN	2.005794008	57.67	29.95	12.37	1.838	6.832713755	NaN	NaN	7.113503075	0.963995458	6.045688823	1
878.1	0	518	2.14698117	22840.4	94.66777746	24126.9	453.6	44.87534626	177.4	17.55045509	0	1010.8	218	123.3506066	660.1	NaN	NaN	-9.665	NaN	1.28	1.487334418	30.92	35.92842203	39.16	45.50313735	0	0	14.7	17.0811062	NaN	NaN	NaN	36.28577751	7.322541	905669	38.37489453	905669	29.85566794	NaN	NaN	NaN	41.42015694	78.48	17.69	3.833	2.519	1679.333333	NaN	NaN	0.30371035	0.26542399	0.292287597	3
624.8	279.2	71613.2	71.42720356	17586.7	17.54102318	100260.4	35978.2	86.02512021	1410.9	3.660434834	120	41822.9	121.6	68.10831944	224	NaN	NaN	-43.2979	NaN	19.32	13.89628138	41.77	30.04387542	30.26	21.76508667	7.48	5.380133784	40.21	28.92181544	NaN	NaN	NaN	13.4946629	4.494384	11846990	35.6037371	14346938	38.8482604	NaN	NaN	NaN	8.7259363	66.07	21.71	12.2	32.57	11.80072464	NaN	NaN	5.460816955	1.103725578	5.248757415	2
42	42	903.1	35.2072044	1306.1	50.91809286	2565.1	356.1	77.98948752	5.2	1.138852387	0	456.6	0	82.76490361	0	NaN	NaN	NaN	NaN	0	0	1.59	46.76470588	0.72	21.17647059	0.52	15.29411765	0.56	16.47058824	NaN	NaN	NaN	108.009059	0	1111301	55.49457749	1111301	36.12696995	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.931016818	NaN	6.931016818	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	288.125	9.855739	47298	92.43125989	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.310137905	2.06937017	2.032424109	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.03717666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	176.4909091	32.30729	24781	99.41199257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.579209808	0.516489414	0.787164613	2
4198.9	2545.7	77593.2	59.34297894	31970.1	24.4506087	130753.8	57328.4	76.07635184	3851.7	7.406802873	1729.8	75356.4	1182	17.76398755	471.2	NaN	NaN	-13.50499191	NaN	10.52	3.105076741	197.3	58.23494687	52.59	15.52243211	4.15	1.224911452	74.25	21.91558442	NaN	NaN	NaN	2.493133567	7.214221	4077810	24.41595371	11588672	60.50577977	NaN	NaN	NaN	17.44299252	75.26	14.71	10.03	23.9	4.857723577	NaN	NaN	8.840387217	12.64169029	9.250029278	3
1501.3	1017.2	4433.9	49.41544908	1947.3	21.70249758	8972.7	2543.3	55.28552486	808.4	28.25902659	491.6	4600.3	106.7	36.49191687	377.4	NaN	NaN	-17.47110069	NaN	11.45	18.59974009	19.19	31.17283951	11.2	18.19363223	1.01	1.640675763	18.71	30.39311241	NaN	NaN	NaN	97.16878108	0	1549227	29.38811623	1549227	19.33738048	NaN	NaN	NaN	53.7260839	0.5591	18.67	80.77	3.575	6.5	NaN	NaN	22.89433415	NaN	22.89433415	3
41.3	8.5	4123.5	11.95331727	28874.2	83.70133955	34496.7	1582.1	75.92014972	135.8	6.516627477	0	2083.9	32.8	96.89335849	0	NaN	NaN	NaN	NaN	4.1	13.95982295	16.37	55.73714675	4.38	14.91317671	2.49	8.478038815	2.03	6.911814777	NaN	NaN	NaN	97.44067797	29.78408	1805977	43.82499849	1805977	22.43839922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.754736057	NaN	6.754736057	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.12026555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	248.2222352	0	327382	61.87867472	NaN	NaN	NaN	NaN	NaN	2.900468078	77.08	17.01	5.903	0.288	2.862823062	NaN	NaN	4.849381021	NaN	4.849381021	0
1276.7	997.7	6529.5	55.96314549	1526.7	13.08506535	11667.5	3138.4	51.04666482	850.9	30.3687318	1016.2	6148.1	25.2	28.11965767	253.8	NaN	NaN	-1.159433322	NaN	26.12	22.02360877	30.76	25.93591906	35.33	29.78920742	2.09	1.76222597	24.31	20.49747049	NaN	NaN	NaN	338.5485469	14.32144	1776353	17.84568484	1776353	17.32815998	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.589592615	0.043200407	6.298854798	3
0	0	2020.2	47.91632077	595.6	14.12679965	4216.1	2000	60.01140217	110.2	3.306628259	0	3332.7	0	49.82856635	0	NaN	NaN	NaN	NaN	0.3	21.27659574	0.05	3.546099291	0.15	10.63829787	0	0	0.91	64.53900709	NaN	NaN	NaN	58.92071958	14.06828	642413	25.73438836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.80738184	0	23.27300081	0
0	0	65720.9	73.9520601	7549.7	8.495255971	88869.6	16242.4	83.3563419	1442	7.400374638	0	19485.5	0	161.7664356	0	NaN	NaN	NaN	NaN	3.5	13.83399209	8.98	35.49407115	8.44	33.35968379	1.37	5.415019763	3	11.85770751	NaN	NaN	NaN	995.5617654	13.95883	10284947	33.62876676	14878793	11.48123451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.76917666	0.5148147	1.491346032	0
122.2	103.1	2359.5	20.12881761	1260.5	10.75328442	11722	2189.9	48.0114882	304.5	31.71314566	1142	4561.2	19.1	68.76315562	0	NaN	NaN	-10.27630977	NaN	1.3	3.093028789	25.96	61.76540566	8.52	20.27123483	0.87	2.069950036	5.38	12.80038068	NaN	NaN	NaN	73.85132423	1.527417	1128266	20.042924	1128266	13.80957463	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.485393186	0.396833718	4.256255219	2
236	0	18.5	0.781085075	2052.6	86.66244459	2368.5	11.8	18.75993641	23.5	37.3608903	0	62.9	236	52.79888453	0	NaN	NaN	NaN	NaN	0.18	1.27388535	8.97	63.48195329	3.46	24.48690729	0	0	1.52	10.75725407	NaN	NaN	NaN	898.8633803	66.63535	141707	25.11811258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.34984586	0	0.163751438	3
409.7	79.8	996.6	36.06557377	1073.5	38.84847827	2763.3	669.3	39.19765739	203.4	11.91215227	0	1707.5	329.9	25.62254535	0	NaN	NaN	NaN	NaN	0.09	0.65885798	8.76	64.12884334	1.5	10.98096633	1.09	7.979502196	2.22	16.25183016	NaN	NaN	NaN	72.42545098	0.07920434	403723	25.30103927	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.540274268	0.707011316	0.540313328	2
131.6	107.7	8360.4	74.098628	831	7.365193037	11282.8	8066.2	75.62606062	457.6	19.68047703	1641.5	10665.9	23.9	9.887335405	0	NaN	NaN	-30.90277833	NaN	6.39	10.88957055	32.61	55.57259714	12.17	20.73960464	2.26	3.85139741	5.24	8.929788684	NaN	NaN	NaN	49.32459081	0	1700376	24.31368007	1700376	16.99526237	NaN	NaN	NaN	2.936112606	19.36	26.88	53.76	4.338	11.66129032	NaN	NaN	7.220024912	NaN	7.220024912	2
