Wage and salaried workers, female (% of females employed)	Wage and salary workers, male (% of males employed)	Wage and salaried workers, total (% of total employed)	Contributing family workers, female (% of females employed)	Contributing family workers, male (% of males employed)	Contributing family workers, total (% of total employed)	GDP per person employed (constant 1990 PPP $)	Employees, industry, female (% of female employment)	Employees, industry, male (% of male employment)	Employment in industry (% of total employment)	Child employment in manufacturing, female (% of female economically active children ages 7-14)	Child employment in manufacturing, male (% of male economically active children ages 7-14)	Child employment in manufacturing (% of economically active children ages 7-14)	Child employment in services, female (% of female economically active children ages 7-14)	Child employment in services, male (% of male economically active children ages 7-14)	Child employment in services (% of economically active children ages 7-14)	Employees, services, female (% of female employment)	Employees, services, male (% of male employment)	Employment in services (% of total employment)	Economically active children, female (% of female children ages 7-14)	Economically active children, male (% of male children ages 7-14)	Economically active children, study and work, female (% of female economically active children, ages 7-14)	Economically active children, study and work, male (% of male economically active children, ages 7-14)	Economically active children, study and work (% of economically active children, ages 7-14)	Economically active children, work only, female (% of female economically active children, ages 7-14)	Economically active children, work only, male (% of male economically active children, ages 7-14)	Economically active children, work only (% of economically active children, ages 7-14)	Economically active children, total (% of children ages 7-14)	Labor force participation rate, female (% of female population ages 15-64)	Labor force participation rate, male (% of male population ages 15-64)	Labor force participation rate, total (% of total population ages 15-64)	Labor participation rate, female (% of female population ages 15+)	Ratio of female to male labor participation rate (%)	Labor participation rate, male (% of male population ages 15+)	Labor participation rate, total (% of total population ages 15+)	Part time employment, female (% of total female employment)	Part time employment, male (% of total male employment)	Part time employment, female (% of total part time employment)	Part time employment, total (% of total employment)	Labor force with primary education, female (% of female labor force)	Labor force with primary education, male (% of male labor force)	Labor force with primary education (% of total)	Labor force with secondary education, female (% of female labor force)	Labor force with secondary education, male (% of male labor force)	Labor force with secondary education (% of total)	Labor force with tertiary education, female (% of female labor force)	Labor force with tertiary education, male (% of male labor force)	Labor force with tertiary education (% of total)	Labor force, female (% of total labor force)	Labor force, total	Unemployment, youth female (% of female labor force ages 15-24)	Unemployment, youth male (% of male labor force ages 15-24)	Unemployment, youth total (% of total labor force ages 15-24)	Long-term unemployment, female (% of female unemployment)	Long-term unemployment, male (% of male unemployment)	Long-term unemployment (% of total unemployment)	Unemployment with primary education, female (% of female unemployment)	Unemployment with primary education, male (% of male unemployment)	Unemployment with primary education (% of total unemployment)	Unemployment with secondary education, female (% of female unemployment)	Unemployment with secondary education, male (% of male unemployment)	Unemployment with secondary education (% of total unemployment)	Unemployment with tertiary education, female (% of female unemployment)	Unemployment with tertiary education, male (% of male unemployment)	Unemployment with tertiary education (% of total unemployment)	Unemployment, female (% of female labor force)	Unemployment, male (% of male labor force)	Unemployment, total (% of total labor force)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.69999981	83	50.29999924	14.30000019	17.5460125	81.5	49.29999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.92161258	5970218.099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	1306	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.69999695	76.09999847	72.80000305	68.30000305	90.94541204	75.09999847	71.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.87729531	4667909.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	7137	NaN	NaN	9.600000381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.20000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57	78.5	67.80000305	51.90000153	69.75806514	74.40000153	63.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.39273128	1332463.963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	22970	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.5	92.80000305	76.19999695	31.79999924	34.49023893	92.19999695	75.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.75276035	1367555.515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
74.30000305	68.5	70.69999695	2.799999952	1	1.700000048	23030	12.10000038	32.59999847	24.89999962	NaN	NaN	NaN	NaN	NaN	NaN	87.19999695	65.90000153	73.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.40000153	82	64.5	41.40000153	54.68956829	75.69999695	58	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.90778383	14563342.46	37.6	29.9	33.2	NaN	NaN	NaN	NaN	NaN	55.70000076	NaN	NaN	28.70000076	NaN	NaN	4.800000191	19.39999962	15.80000019	17.20000076	2
NaN	NaN	NaN	NaN	NaN	NaN	7977	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.19999695	79.80000305	72	58.5	79.05405405	74	65.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.25300311	1478364.38	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.5	NaN	NaN	78.69999695	NaN	NaN	11.80000019	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
88.09999847	82.40000153	84.90000153	1.200000048	0.699999988	0.899999976	42532	11.19999981	31	22.39999962	NaN	NaN	NaN	NaN	NaN	NaN	85.30000305	62.90000153	72.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.30000305	83.80000305	74.09999847	53.59999847	72.72727367	73.69999695	63.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.81448224	9146226.781	14.8	16.5	15.7	24.60000038	31.29999924	28.5	53.90000153	51.5	52.40000153	33.20000076	35.59999847	34.59999847	13	12.89999962	12.89999962	8.199999809	8.800000191	8.5	3
85.69999695	85.40000153	85.59999847	5.5	2.200000048	3.599999905	40659	15.19999981	42.70000076	31	NaN	NaN	NaN	NaN	NaN	NaN	76.40000153	50.90000153	61.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61	80.40000153	70.69999695	47.79999924	68.57962888	69.69999695	58.20000076	21.70000076	2.599999905	86.40000153	10.89999962	30.70000076	20.5	25	60.90000153	70.59999847	66.40000153	8.300000191	8.899999619	8.699999809	43.00424559	3815677.941	6.5	6.2	6.3	28.20000076	22.39999962	24.89999962	40.90000153	35.79999924	38.20000076	54	59.09999847	56.70000076	5.099999905	5.099999905	5.099999905	4.5	3.900000095	4.099999905	3
NaN	NaN	NaN	NaN	NaN	NaN	3841	NaN	NaN	15.10000038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.29999924	75	67.40000153	56.29999924	78.63128553	71.59999847	63.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.35664308	3273625.588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.80000305	87.5	88.19999695	87.59999847	101.0380641	86.69999695	87.19999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.83445642	2877459.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
84.19999695	80.59999847	82	5.400000095	0.699999988	2.599999905	48517	13.30000019	37.29999924	27.60000038	NaN	NaN	NaN	NaN	NaN	NaN	84.59999847	59.59999847	69.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.90000153	72.09999847	62.09999847	40.29999924	66.39209017	60.70000076	50.20000076	30.20000076	4.400000095	82.19999695	14.80000019	29	34.70000076	32.29999924	36.59999847	38.79999924	37.90000153	34.40000153	26.5	29.79999924	41.41059636	4205040.65	24.4	17.3	20.5	63.29999924	58.90000153	61.29999924	49.70000076	59.5	54.09999847	37	28.70000076	33.29999924	13.19999981	11.80000019	12.60000038	12.39999962	7.400000095	9.5	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62	85.90000153	73.5	60.79999924	70.94515916	85.69999695	72.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.02998202	2302683.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
8.699999809	14.69999981	12.39999962	77.30000305	17.10000038	40.09999847	2523	7.599999905	10.80000019	9.600000381	NaN	NaN	NaN	NaN	NaN	NaN	11	33.70000076	25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.40000153	88.80000305	74.5	57.5	66.09195402	87	72.69999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.35723278	52575837.8	5.7	8	7	NaN	NaN	NaN	50.20000076	46	47.40000153	20.79999924	32.20000076	28.39999962	6	11.80000019	9.899999619	2.200000048	2.700000048	2.5	0
NaN	NaN	NaN	NaN	NaN	NaN	10936	NaN	NaN	32.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.90000153	69.90000153	66.90000153	51	86.58743409	58.90000153	54.79999924	0.600000024	0.800000012	45	0.699999988	NaN	NaN	27.60000038	NaN	NaN	52.90000153	NaN	NaN	19.10000038	48.00623945	3784723.276	NaN	NaN	NaN	61.5	61.90000153	61.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.39999962	13.5	13.5	2
NaN	NaN	NaN	NaN	NaN	NaN	9959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.59999847	89	67.19999695	32.20000076	36.84210549	87.40000153	65.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.47999088	265249.6486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
