Wage and salaried workers, female (% of females employed)	Wage and salary workers, male (% of males employed)	Wage and salaried workers, total (% of total employed)	Contributing family workers, female (% of females employed)	Contributing family workers, male (% of males employed)	Contributing family workers, total (% of total employed)	GDP per person employed (constant 1990 PPP $)	Employees, industry, female (% of female employment)	Employees, industry, male (% of male employment)	Employment in industry (% of total employment)	Child employment in manufacturing, female (% of female economically active children ages 7-14)	Child employment in manufacturing, male (% of male economically active children ages 7-14)	Child employment in manufacturing (% of economically active children ages 7-14)	Child employment in services, female (% of female economically active children ages 7-14)	Child employment in services, male (% of male economically active children ages 7-14)	Child employment in services (% of economically active children ages 7-14)	Employees, services, female (% of female employment)	Employees, services, male (% of male employment)	Employment in services (% of total employment)	Economically active children, female (% of female children ages 7-14)	Economically active children, male (% of male children ages 7-14)	Economically active children, study and work, female (% of female economically active children, ages 7-14)	Economically active children, study and work, male (% of male economically active children, ages 7-14)	Economically active children, study and work (% of economically active children, ages 7-14)	Economically active children, work only, female (% of female economically active children, ages 7-14)	Economically active children, work only, male (% of male economically active children, ages 7-14)	Economically active children, work only (% of economically active children, ages 7-14)	Economically active children, total (% of children ages 7-14)	Labor force participation rate, female (% of female population ages 15-64)	Labor force participation rate, male (% of male population ages 15-64)	Labor force participation rate, total (% of total population ages 15-64)	Labor participation rate, female (% of female population ages 15+)	Ratio of female to male labor participation rate (%)	Labor participation rate, male (% of male population ages 15+)	Labor participation rate, total (% of total population ages 15+)	Part time employment, female (% of total female employment)	Part time employment, male (% of total male employment)	Part time employment, female (% of total part time employment)	Part time employment, total (% of total employment)	Labor force with primary education, female (% of female labor force)	Labor force with primary education, male (% of male labor force)	Labor force with primary education (% of total)	Labor force with secondary education, female (% of female labor force)	Labor force with secondary education, male (% of male labor force)	Labor force with secondary education (% of total)	Labor force with tertiary education, female (% of female labor force)	Labor force with tertiary education, male (% of male labor force)	Labor force with tertiary education (% of total)	Labor force, female (% of total labor force)	Labor force, total	Unemployment, youth female (% of female labor force ages 15-24)	Unemployment, youth male (% of male labor force ages 15-24)	Unemployment, youth total (% of total labor force ages 15-24)	Long-term unemployment, female (% of female unemployment)	Long-term unemployment, male (% of male unemployment)	Long-term unemployment (% of total unemployment)	Unemployment with primary education, female (% of female unemployment)	Unemployment with primary education, male (% of male unemployment)	Unemployment with primary education (% of total unemployment)	Unemployment with secondary education, female (% of female unemployment)	Unemployment with secondary education, male (% of male unemployment)	Unemployment with secondary education (% of total unemployment)	Unemployment with tertiary education, female (% of female unemployment)	Unemployment with tertiary education, male (% of male unemployment)	Unemployment with tertiary education (% of total unemployment)	Unemployment, female (% of female labor force)	Unemployment, male (% of male labor force)	Unemployment, total (% of total labor force)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.5	82.09999847	49.70000076	14.10000038	17.49379733	80.59999847	48.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.95086965	7842380.85	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	2101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.40000153	77.59999847	70.90000153	63.20000076	82.39896125	76.69999695	69.80000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.27076404	6233328.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	14065	NaN	NaN	13.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.39999962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.70000076	77.09999847	66.30000305	49.90000153	69.69274105	71.59999847	60.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.70361587	1424786.859	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	22963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.70000076	92.80000305	78.30000305	39.20000076	42.47020527	92.30000305	77.80000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.78498443	2952919.344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
80.19999695	72.5	75.80000305	1.600000024	0.699999988	1.100000024	25789	10.80000019	32.90000153	23.60000038	NaN	NaN	NaN	NaN	NaN	NaN	88.5	65.40000153	75.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.90000153	82.69999695	69.19999695	48.70000076	63.57702576	76.59999847	62.20000076	39.29999924	15.89999962	64.59999847	25.79999924	29	39.79999924	35.09999847	32.79999924	34.40000153	33.70000076	36.79999924	24.10000038	29.60000038	40.52027838	17961984.33	29.3	19	23.4	NaN	NaN	NaN	30.10000038	45.59999847	37.29999924	45.59999847	37.40000153	41.79999924	23	15.89999962	19.70000076	12.30000019	8.399999619	10.10000038	2
NaN	NaN	48.79999924	NaN	NaN	NaN	26018	9.5	20.79999924	15.60000038	NaN	NaN	NaN	NaN	NaN	NaN	44.5	32.90000153	38.20000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.5	75.09999847	65.59999847	50.70000076	73.16017104	69.30000305	59.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.26560579	1426936.746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.800000191	NaN	NaN	79.80000305	NaN	NaN	14.39999962	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.099999905	26.10000038	15.60000038	NaN	NaN	NaN	NaN	NaN	NaN	93.80000305	69.5	81.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
90.69999695	84.90000153	87.5	0.400000006	0.200000003	0.300000012	48928	9.5	31.20000076	21.39999962	NaN	NaN	NaN	NaN	NaN	NaN	88.09999847	64.5	75.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.90000153	82.80000305	75.90000153	57.59999847	79.55800727	72.40000153	64.90000153	38.20000076	12.19999981	72	23.89999962	30.60000038	28.39999962	29.39999962	29.60000038	41.20000076	35.90000153	39.79999924	30.39999962	34.70000076	45.00511395	10806610.02	9.5	10.5	10	15.39999962	20.5	18.10000038	44.40000153	49.29999924	47.09999847	36	37.59999847	36.79999924	19.60000038	13.10000038	16.10000038	4.900000095	4.699999809	4.800000191	3
88.69999695	84.69999695	86.5	2.099999905	1	1.5	47226	13.39999962	40.40000153	28.20000076	NaN	NaN	NaN	NaN	NaN	NaN	80.90000153	54.20000076	66.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.69999695	79.90000153	73.30000305	52.09999847	76.84365211	67.80000305	59.70000076	31	5.099999905	83.59999847	16.79999924	21.79999924	15.89999962	18.60000038	62.20000076	64.80000305	63.59999847	16	19.29999924	17.79999924	45.24951483	4159763.222	9.3	8.8	9.1	25.10000038	29.5	27.29999924	44.40000153	41.5	42.90000153	53.20000076	55.09999847	54.09999847	2.400000095	3.400000095	2.900000095	5.199999809	4.300000191	4.699999809	3
33.79999924	47.5	41	NaN	NaN	NaN	12535	9	16.10000038	12.69999981	NaN	NaN	NaN	NaN	NaN	NaN	54.29999924	42.59999847	48.29999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.19999695	72.40000153	68.69999695	59.70000076	88.05309451	67.80000305	63.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.65626435	4135388.809	NaN	NaN	NaN	NaN	NaN	NaN	3.400000095	2.5	2.900000095	85.69999695	82.5	84	10.80000019	15.19999981	13.19999981	6.699999809	6.900000095	6.800000191	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.09999847	82.80000305	84	83.90000153	102.192452	82.09999847	83.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.45031568	3676536.724	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
88.19999695	82.40000153	84.90000153	3	0.400000006	1.5	55036	10.80000019	35.59999847	24.70000076	NaN	NaN	NaN	NaN	NaN	NaN	87.90000153	61.90000153	73.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.79999924	73.69999695	66.80000305	45.90000153	75.24590414	61	53.29999924	33.79999924	6.199999809	81.80000305	18.70000076	21.29999924	28.10000038	25.10000038	37.59999847	39.70000076	38.79999924	41	32.20000076	36.09999847	44.34101032	4673252.813	22.6	18.8	20.5	52.59999847	49.79999924	51.20000076	37.70000076	46.59999847	42.09999847	40.5	35.90000153	38.20000076	21.79999924	17.60000038	19.70000076	9.300000191	7.400000095	8.199999809	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.1	72.8	NaN	NaN	63.9	NaN	NaN	36.1	74.4	67.59999847	78.80000305	73.09999847	66.30000305	84.45860261	78.5	72.19999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.4836438	3159732.829	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	3385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.4	25.7	NaN	NaN	62.2	NaN	NaN	37.8	16.2	58.5	87.09999847	73	55.79999924	65.80188352	84.80000305	70.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.76134622	66646695.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
89.90000153	84.09999847	86.90000153	1.799999952	0.800000012	1.299999952	16505	28.10000038	40.09999847	34.5	NaN	NaN	NaN	NaN	NaN	NaN	65.59999847	49.90000153	57.20000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.5	69.40000153	65	47.20000076	80.96055125	58.29999924	52.59999847	2.5	1.399999976	60.70000076	1.899999976	15.5	19.20000076	17.5	53.90000153	62.29999924	58.29999924	30.60000038	18.5	24.20000076	46.63788577	3500175.408	20.3	18.9	19.5	56.40000153	55	55.70000076	38.59999847	41.40000153	40	47.79999924	50.59999847	49.20000076	13.5	8.100000381	10.69999981	9.300000191	8.600000381	9	2
