Wage and salaried workers, female (% of females employed)	Wage and salary workers, male (% of males employed)	Wage and salaried workers, total (% of total employed)	Contributing family workers, female (% of females employed)	Contributing family workers, male (% of males employed)	Contributing family workers, total (% of total employed)	GDP per person employed (constant 1990 PPP $)	Employees, industry, female (% of female employment)	Employees, industry, male (% of male employment)	Employment in industry (% of total employment)	Child employment in manufacturing, female (% of female economically active children ages 7-14)	Child employment in manufacturing, male (% of male economically active children ages 7-14)	Child employment in manufacturing (% of economically active children ages 7-14)	Child employment in services, female (% of female economically active children ages 7-14)	Child employment in services, male (% of male economically active children ages 7-14)	Child employment in services (% of economically active children ages 7-14)	Employees, services, female (% of female employment)	Employees, services, male (% of male employment)	Employment in services (% of total employment)	Economically active children, female (% of female children ages 7-14)	Economically active children, male (% of male children ages 7-14)	Economically active children, study and work, female (% of female economically active children, ages 7-14)	Economically active children, study and work, male (% of male economically active children, ages 7-14)	Economically active children, study and work (% of economically active children, ages 7-14)	Economically active children, work only, female (% of female economically active children, ages 7-14)	Economically active children, work only, male (% of male economically active children, ages 7-14)	Economically active children, work only (% of economically active children, ages 7-14)	Economically active children, total (% of children ages 7-14)	Labor force participation rate, female (% of female population ages 15-64)	Labor force participation rate, male (% of male population ages 15-64)	Labor force participation rate, total (% of total population ages 15-64)	Labor participation rate, female (% of female population ages 15+)	Ratio of female to male labor participation rate (%)	Labor participation rate, male (% of male population ages 15+)	Labor participation rate, total (% of total population ages 15+)	Part time employment, female (% of total female employment)	Part time employment, male (% of total male employment)	Part time employment, female (% of total part time employment)	Part time employment, total (% of total employment)	Labor force with primary education, female (% of female labor force)	Labor force with primary education, male (% of male labor force)	Labor force with primary education (% of total)	Labor force with secondary education, female (% of female labor force)	Labor force with secondary education, male (% of male labor force)	Labor force with secondary education (% of total)	Labor force with tertiary education, female (% of female labor force)	Labor force with tertiary education, male (% of male labor force)	Labor force with tertiary education (% of total)	Labor force, female (% of total labor force)	Labor force, total	Unemployment, youth female (% of female labor force ages 15-24)	Unemployment, youth male (% of male labor force ages 15-24)	Unemployment, youth total (% of total labor force ages 15-24)	Long-term unemployment, female (% of female unemployment)	Long-term unemployment, male (% of male unemployment)	Long-term unemployment (% of total unemployment)	Unemployment with primary education, female (% of female unemployment)	Unemployment with primary education, male (% of male unemployment)	Unemployment with primary education (% of total unemployment)	Unemployment with secondary education, female (% of female unemployment)	Unemployment with secondary education, male (% of male unemployment)	Unemployment with secondary education (% of total unemployment)	Unemployment with tertiary education, female (% of female unemployment)	Unemployment with tertiary education, male (% of male unemployment)	Unemployment with tertiary education (% of total unemployment)	Unemployment, female (% of female labor force)	Unemployment, male (% of male labor force)	Unemployment, total (% of total labor force)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.10000038	82	49.90000153	14.69999981	18.26086933	80.5	48.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.46308588	8416926.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	2698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.5	78.09999847	70.19999695	61.29999924	79.40414723	77.19999695	69.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.30659765	6591743.911	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	15897	NaN	NaN	17.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.90000153	77.09999847	66.5	49.79999924	69.7478966	71.40000153	60.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.6214921	1461828.662	27.2	27.1	27.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.5	12.5	13	1
99	95.09999847	95.80000305	0	0	0	22398	7.099999905	28.29999924	24.29999924	NaN	NaN	NaN	NaN	NaN	NaN	92.5	66.30000305	71.19999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.5	92.09999847	78.80000305	42.20000076	45.96949821	91.80000305	78.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.49491261	4011912.964	21.8	7.9	12.1	NaN	NaN	NaN	8.800000191	36.5	19.70000076	46.70000076	36.40000153	42.59999847	43	17.89999962	33.20000076	12	2	4	3
80.69999695	73.19999695	76.30000305	1.200000048	0.400000006	0.699999988	28581	10.30000019	33.59999847	23.89999962	NaN	NaN	NaN	NaN	NaN	NaN	88.80000305	64	74.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.20000076	81.80000305	68.90000153	48.79999924	64.80743328	75.30000305	61.5	37.40000153	15.5	63.5	24.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.05830358	18219196.35	22.2	16.5	18.8	NaN	NaN	NaN	NaN	NaN	48.07	NaN	NaN	36.65	NaN	NaN	15.28	9.699999809	6.5	7.800000191	2
59.59999847	62.29999924	61.09999847	17.10000038	7.599999905	11.80000019	30938	7.900000095	25.39999962	16.79999924	NaN	NaN	NaN	NaN	NaN	NaN	43.09999847	35.20000076	39	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54	73.19999695	62.79999924	48.09999847	70.42459198	68.30000305	57.09999847	30.10000038	19	56.20000076	24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.48541736	1397373.768	54.7	37.4	45.5	63.79999924	52.20000076	58.20000076	8	14.5	11.10000038	70.30000305	66.30000305	68.30000305	21.79999924	19.39999962	20.60000038	NaN	NaN	28.60000038	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	26.10000038	15.60000038	NaN	NaN	NaN	NaN	NaN	NaN	93.80000305	69.5	81.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
91	85.90000153	88.19999695	0.300000012	0.200000003	0.200000003	49427	9.399999619	31.70000076	21.60000038	NaN	NaN	NaN	NaN	NaN	NaN	88.40000153	64.09999847	75.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70	83.09999847	76.59999847	58.70000076	80.6318658	72.80000305	65.59999847	37.70000076	12.30000019	71.69999695	23.79999924	28	26.70000076	27.29999924	33.5	43.29999924	38.90000153	38.5	29.89999962	33.79999924	45.29505596	11394782.82	8.6	9.1	8.8	13.89999962	15.80000019	14.89999962	46.29999924	48.5	47.40000153	32.70000076	34.5	33.59999847	21.10000038	17	19	4.599999905	4	4.199999809	3
88.5	84.30000305	86.30000305	2.700000048	2	2.299999952	48317	12.19999981	38	26.20000076	NaN	NaN	NaN	NaN	NaN	NaN	82.40000153	56.70000076	68.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.30000305	81	74.69999695	53.40000153	77.84256955	68.59999847	60.70000076	31.29999924	6.300000191	80.69999695	17.70000076	21.39999962	15.69999981	18.29999924	62.5	65	63.79999924	16.10000038	19.39999962	17.79999924	45.51965368	4291082.932	8.2	7.9	8.1	22.60000038	25.79999924	24.20000076	40.20000076	34.70000076	37.5	51.79999924	57.09999847	54.5	7.800000191	8.300000191	8	4.099999905	3.599999905	3.799999952	3
37	47.70000076	42.40000153	NaN	NaN	NaN	17005	7.099999905	18.20000076	12.69999981	NaN	NaN	NaN	NaN	NaN	NaN	52.90000153	45	48.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.09999847	71.19999695	68.5	60.59999847	90.85457458	66.69999695	63.5	NaN	NaN	NaN	NaN	3.900000095	1.899999976	2.900000095	77.69999695	74.5	76.09999847	18.39999962	23.5	21	49.34172231	4361329.913	9.8	18.7	14.4	NaN	NaN	NaN	7.699999809	9.399999619	8.699999809	87.30000305	72.80000305	78.59999847	5.099999905	17.79999924	12.69999981	4.900000095	7.099999905	6.099999905	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.90000153	82.59999847	83.80000305	83.69999695	102.1977966	81.90000153	82.80000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.2819573	4006566.796	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
89.19999695	83	85.80000305	2.200000048	0.400000006	1.200000048	55351	10.30000019	36.29999924	24.70000076	NaN	NaN	NaN	NaN	NaN	NaN	88.69999695	61.79999924	73.80000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.09999847	73.69999695	67.40000153	47	77.04918033	61	53.79999924	32.5	6.300000191	81.30000305	18.29999924	19.70000076	25.29999924	22.79999924	38.90000153	42.09999847	40.70000076	41.40000153	32.5	36.5	44.94407452	4790895.406	18.7	17.3	18	48.09999847	47	47.59999847	30.60000038	37	33.90000153	44	37.20000076	40.5	20.10000038	17.89999962	19	7.599999905	6.5	7	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.09999847	78.69999695	73.19999695	66.69999695	85.07652506	78.40000153	72.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.48319051	3385160.216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	3662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.20000076	87	73.19999695	56.40000153	66.66666967	84.59999847	70.69999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.38119949	69410990.82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
90.19999695	85.30000305	87.59999847	1.5	0.600000024	1	17617	28.70000076	43.20000076	36.40000153	NaN	NaN	NaN	NaN	NaN	NaN	65.09999847	47.79999924	56.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.40000153	73.80000305	68.5	49.40000153	79.42122334	62.20000076	55.59999847	2.700000048	1.899999976	55.29999924	2.299999952	14.69999981	17.89999962	16.39999962	54.5	62.90000153	59	30.79999924	19.20000076	24.60000038	46.25987793	3665431.892	11.3	13.7	12.7	53.5	50	51.70000076	41.5	43.5	42.5	45	49.70000076	47.40000153	13.60000038	6.900000095	10.10000038	5.800000191	5.5	5.599999905	2
