Wage and salaried workers, female (% of females employed)	Wage and salary workers, male (% of males employed)	Wage and salaried workers, total (% of total employed)	Contributing family workers, female (% of females employed)	Contributing family workers, male (% of males employed)	Contributing family workers, total (% of total employed)	GDP per person employed (constant 1990 PPP $)	Employees, industry, female (% of female employment)	Employees, industry, male (% of male employment)	Employment in industry (% of total employment)	Child employment in manufacturing, female (% of female economically active children ages 7-14)	Child employment in manufacturing, male (% of male economically active children ages 7-14)	Child employment in manufacturing (% of economically active children ages 7-14)	Child employment in services, female (% of female economically active children ages 7-14)	Child employment in services, male (% of male economically active children ages 7-14)	Child employment in services (% of economically active children ages 7-14)	Employees, services, female (% of female employment)	Employees, services, male (% of male employment)	Employment in services (% of total employment)	Economically active children, female (% of female children ages 7-14)	Economically active children, male (% of male children ages 7-14)	Economically active children, study and work, female (% of female economically active children, ages 7-14)	Economically active children, study and work, male (% of male economically active children, ages 7-14)	Economically active children, study and work (% of economically active children, ages 7-14)	Economically active children, work only, female (% of female economically active children, ages 7-14)	Economically active children, work only, male (% of male economically active children, ages 7-14)	Economically active children, work only (% of economically active children, ages 7-14)	Economically active children, total (% of children ages 7-14)	Labor force participation rate, female (% of female population ages 15-64)	Labor force participation rate, male (% of male population ages 15-64)	Labor force participation rate, total (% of total population ages 15-64)	Labor participation rate, female (% of female population ages 15+)	Ratio of female to male labor participation rate (%)	Labor participation rate, male (% of male population ages 15+)	Labor participation rate, total (% of total population ages 15+)	Part time employment, female (% of total female employment)	Part time employment, male (% of total male employment)	Part time employment, female (% of total part time employment)	Part time employment, total (% of total employment)	Labor force with primary education, female (% of female labor force)	Labor force with primary education, male (% of male labor force)	Labor force with primary education (% of total)	Labor force with secondary education, female (% of female labor force)	Labor force with secondary education, male (% of male labor force)	Labor force with secondary education (% of total)	Labor force with tertiary education, female (% of female labor force)	Labor force with tertiary education, male (% of male labor force)	Labor force with tertiary education (% of total)	Labor force, female (% of total labor force)	Labor force, total	Unemployment, youth female (% of female labor force ages 15-24)	Unemployment, youth male (% of male labor force ages 15-24)	Unemployment, youth total (% of total labor force ages 15-24)	Long-term unemployment, female (% of female unemployment)	Long-term unemployment, male (% of male unemployment)	Long-term unemployment (% of total unemployment)	Unemployment with primary education, female (% of female unemployment)	Unemployment with primary education, male (% of male unemployment)	Unemployment with primary education (% of total unemployment)	Unemployment with secondary education, female (% of female unemployment)	Unemployment with secondary education, male (% of male unemployment)	Unemployment with secondary education (% of total unemployment)	Unemployment with tertiary education, female (% of female unemployment)	Unemployment with tertiary education, male (% of male unemployment)	Unemployment with tertiary education (% of total unemployment)	Unemployment, female (% of female labor force)	Unemployment, male (% of male labor force)	Unemployment, total (% of total labor force)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.5	81.90000153	50	15.10000038	18.75776445	80.5	49	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.83046436	8720341.854	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	2653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.20000076	78	70.5	62	80.41504699	77.09999847	69.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.60992942	6842908.856	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	17787	NaN	NaN	19.89999962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.90000153	77.19999695	66.5	49.79999924	69.7478966	71.40000153	60.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.66837458	1478120.917	28.3	26.2	27.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.89999962	12.19999981	13.80000019	1
NaN	NaN	NaN	NaN	NaN	NaN	20403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.20000076	92.19999695	79.09999847	42.90000153	46.68117608	91.90000153	78.80000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.61098308	4524065.667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
80.09999847	73	76	1.200000048	0.400000006	0.699999988	27478	9.800000191	32.79999924	23.10000038	NaN	NaN	NaN	NaN	NaN	NaN	89.40000153	64.80000305	75.19999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.40000153	81.19999695	68.69999695	48.79999924	65.41554991	74.59999847	61.20000076	36.70000076	14.80000019	64.5	24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.25456158	18357011.68	24.7	18.8	21.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.800000191	7.800000191	8.600000381	2
NaN	NaN	NaN	NaN	NaN	NaN	26270	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.5	73.90000153	63.40000153	48.70000076	70.4775714	69.09999847	57.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.52121539	1421419.659	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
91.19999695	85.90000153	88.40000153	0.300000012	0.200000003	0.300000012	49677	NaN	NaN	21.10000038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.09999847	82.59999847	76.40000153	58.79999924	81.21546685	72.40000153	65.5	38.29999924	13.19999981	70.80000305	24.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.40222299	11635867.07	10.4	12.5	11.5	14.30000019	15	14.69999981	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.400000095	5.699999809	5.599999905	3
89	84.5	86.59999847	2.5	1.799999952	2.200000048	46863	11.39999962	36.70000076	25	NaN	NaN	NaN	NaN	NaN	NaN	83.40000153	58	69.80000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.40000153	80.69999695	75	54.09999847	79.4419966	68.09999847	60.90000153	32.20000076	6.699999809	80.59999847	18.5	20.20000076	15	17.39999962	62.29999924	64.80000305	63.70000076	17.5	20.10000038	18.89999962	45.9206115	4332722.394	9.4	10.5	10	21	21.5	21.29999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.5	5	4.800000191	3
NaN	NaN	NaN	NaN	NaN	NaN	18509	6.599999905	18.79999924	12.89999962	NaN	NaN	NaN	NaN	NaN	NaN	53.20000076	44	48.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.19999695	71.5	68.80000305	60.79999924	90.47619345	67.19999695	63.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.15241093	4510050.315	15.5	13.4	14.5	NaN	NaN	NaN	7.099999905	13.5	9.899999619	81.69999695	68.30000305	75.80000305	11.19999981	18.10000038	14.30000019	6.900000095	5.199999809	6	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.90000153	82.59999847	83.69999695	83.69999695	102.1977966	81.90000153	82.80000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.19040981	4167504.34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
88.69999695	82.30000305	85.19999695	2.200000048	0.5	1.299999952	54022	9.699999809	34.70000076	23.5	NaN	NaN	NaN	NaN	NaN	NaN	89.30000305	63.40000153	75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.09999847	73.09999847	67.09999847	46.90000153	77.64900719	60.40000153	53.5	31.79999924	6.599999905	80.59999847	18.20000076	18.39999962	24.5	21.70000076	38.59999847	42	40.5	42.90000153	33.5	37.79999924	45.08140356	4802611.88	22.5	21.5	21.9	45	43.5	44.20000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.100000381	7.699999809	7.900000095	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.30000305	78.59999847	73.30000305	66.90000153	85.33163294	78.40000153	72.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.50108758	3500390.307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	3787	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.5	86.90000153	73.30000305	56.59999847	66.98224671	84.5	70.69999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.63327885	70773866.46	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.400000095	4.199999809	5	0
90.19999695	85.19999695	87.5	1.5	0.600000024	1	17207	26.89999962	42.59999847	35.20000076	NaN	NaN	NaN	NaN	NaN	NaN	67.40000153	48.70000076	57.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.70000076	73	67.80000305	48.79999924	79.34959226	61.5	54.90000153	2.700000048	2	54	2.299999952	14.10000038	17.5	15.89999962	54	63	58.79999924	31.89999962	19.5	25.29999924	46.32135199	3597908.267	13.8	17.7	16.1	46.40000153	40.70000076	43.29999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.599999905	7	6.800000191	2
98.19999695	95.80000305	96.30000305	0.800000012	0.5	0.5	14631	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.29999924	88.30000305	71.59999847	38.79999924	44.59770027	87	70	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.5129771	649394.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
