Wage and salaried workers, female (% of females employed)	Wage and salary workers, male (% of males employed)	Wage and salaried workers, total (% of total employed)	Contributing family workers, female (% of females employed)	Contributing family workers, male (% of males employed)	Contributing family workers, total (% of total employed)	GDP per person employed (constant 1990 PPP $)	Employees, industry, female (% of female employment)	Employees, industry, male (% of male employment)	Employment in industry (% of total employment)	Child employment in manufacturing, female (% of female economically active children ages 7-14)	Child employment in manufacturing, male (% of male economically active children ages 7-14)	Child employment in manufacturing (% of economically active children ages 7-14)	Child employment in services, female (% of female economically active children ages 7-14)	Child employment in services, male (% of male economically active children ages 7-14)	Child employment in services (% of economically active children ages 7-14)	Employees, services, female (% of female employment)	Employees, services, male (% of male employment)	Employment in services (% of total employment)	Economically active children, female (% of female children ages 7-14)	Economically active children, male (% of male children ages 7-14)	Economically active children, study and work, female (% of female economically active children, ages 7-14)	Economically active children, study and work, male (% of male economically active children, ages 7-14)	Economically active children, study and work (% of economically active children, ages 7-14)	Economically active children, work only, female (% of female economically active children, ages 7-14)	Economically active children, work only, male (% of male economically active children, ages 7-14)	Economically active children, work only (% of economically active children, ages 7-14)	Economically active children, total (% of children ages 7-14)	Labor force participation rate, female (% of female population ages 15-64)	Labor force participation rate, male (% of male population ages 15-64)	Labor force participation rate, total (% of total population ages 15-64)	Labor participation rate, female (% of female population ages 15+)	Ratio of female to male labor participation rate (%)	Labor participation rate, male (% of male population ages 15+)	Labor participation rate, total (% of total population ages 15+)	Part time employment, female (% of total female employment)	Part time employment, male (% of total male employment)	Part time employment, female (% of total part time employment)	Part time employment, total (% of total employment)	Labor force with primary education, female (% of female labor force)	Labor force with primary education, male (% of male labor force)	Labor force with primary education (% of total)	Labor force with secondary education, female (% of female labor force)	Labor force with secondary education, male (% of male labor force)	Labor force with secondary education (% of total)	Labor force with tertiary education, female (% of female labor force)	Labor force with tertiary education, male (% of male labor force)	Labor force with tertiary education (% of total)	Labor force, female (% of total labor force)	Labor force, total	Unemployment, youth female (% of female labor force ages 15-24)	Unemployment, youth male (% of male labor force ages 15-24)	Unemployment, youth total (% of total labor force ages 15-24)	Long-term unemployment, female (% of female unemployment)	Long-term unemployment, male (% of male unemployment)	Long-term unemployment (% of total unemployment)	Unemployment with primary education, female (% of female unemployment)	Unemployment with primary education, male (% of male unemployment)	Unemployment with primary education (% of total unemployment)	Unemployment with secondary education, female (% of female unemployment)	Unemployment with secondary education, male (% of male unemployment)	Unemployment with secondary education (% of total unemployment)	Unemployment with tertiary education, female (% of female unemployment)	Unemployment with tertiary education, male (% of male unemployment)	Unemployment with tertiary education (% of total unemployment)	Unemployment, female (% of female labor force)	Unemployment, male (% of male labor force)	Unemployment, total (% of total labor force)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.30000019	82.09999847	49.59999847	13.89999962	17.24565742	80.59999847	48.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.74964176	7600251.886	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.5	7.599999905	8.5	0
NaN	NaN	NaN	NaN	NaN	NaN	1825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.59999847	77.19999695	71.30000305	64.40000153	84.40366835	76.30000305	70.19999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.89333082	6062596.692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	13384	NaN	NaN	13.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.79999924	18.8	25	NaN	NaN	93.3	NaN	NaN	6.7	22	55.70000076	77.09999847	66.30000305	50	69.73500994	71.69999695	60.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.74825514	1406214.459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
98.69999695	96.59999847	96.90000153	0	0	0	21829	6.199999809	44.79999924	39.79999924	NaN	NaN	NaN	NaN	NaN	NaN	92.40000153	48.90000153	54.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.20000076	93	78	37.70000076	40.80086595	92.40000153	77.30000305	NaN	NaN	NaN	NaN	18.29999924	31	29.29999924	31.89999962	28.29999924	28.79999924	29.60000038	14.60000038	16.60000038	13.44192763	2532440.087	12.9	6.5	8	NaN	NaN	NaN	10.39999962	30.39999962	24.29999924	44.70000076	32.20000076	36	39.79999924	13.5	21.60000038	7.099999905	2.5	3.099999905	3
79	71.19999695	74.5	1.899999976	0.699999988	1.200000048	24767	11	32.70000076	23.5	NaN	NaN	NaN	NaN	NaN	NaN	88	65.59999847	75.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.79999924	82.69999695	69.09999847	48.79999924	63.70757207	76.59999847	62.20000076	40.90000153	17	63.90000153	27.10000038	31.60000038	41.5	37.20000076	31.29999924	32.79999924	32.20000076	35.79999924	24.10000038	29.20000076	40.60522781	17728869.95	28	21.6	24.2	NaN	NaN	NaN	34.90000153	45.90000153	40.29999924	42.79999924	36.79999924	39.79999924	21.39999962	15.19999981	18.39999962	12.39999962	9.199999809	10.60000038	2
NaN	NaN	48.20000076	NaN	NaN	NaN	22872	9.800000191	21.10000038	15.89999962	NaN	NaN	NaN	NaN	NaN	NaN	43.79999924	32.79999924	37.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.29999924	76.09999847	67	52.09999847	74.53504626	69.90000153	60.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.71322716	1438789.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.199999809	NaN	NaN	79.80000305	NaN	NaN	14	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	26.10000038	15.60000038	NaN	NaN	NaN	NaN	NaN	NaN	93.80000305	69.5	81.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
90.19999695	84.5	87.09999847	0.400000006	0.200000003	0.300000012	48482	9.800000191	30.79999924	21.29999924	NaN	NaN	NaN	NaN	NaN	NaN	87.80000305	64.69999695	75.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.19999695	82.59999847	75.40000153	57	78.94737176	72.19999695	64.5	38.70000076	12	72.40000153	24	32.5	29.79999924	31	29.79999924	40.09999847	35.5	37.70000076	30.10000038	33.5	44.84716422	10557576.43	10.4	10.9	10.6	15.39999962	20.70000076	18.29999924	49.5	53.40000153	51.59999847	29.60000038	28.70000076	29.10000038	20.89999962	17.89999962	19.29999924	5.199999809	4.900000095	5	3
89.09999847	84.80000305	86.69999695	1.899999976	1	1.399999976	46226	12.89999962	39.59999847	27.5	NaN	NaN	NaN	NaN	NaN	NaN	81.59999847	54.90000153	66.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.5	79.19999695	72.40000153	51.20000076	76.07726366	67.30000305	59	30.10000038	4.800000191	83.80000305	16.29999924	19.70000076	16.20000076	17.79999924	63.59999847	64.5	64.09999847	16.60000038	19.29999924	18.10000038	45.04654826	4078742.448	9.9	10.7	10.3	24.89999962	25.60000038	25.29999924	41.59999847	41.70000076	41.70000076	55.20000076	55	55	3.200000048	3.200000048	3.200000048	5.5	4.900000095	5.199999809	3
33.79999924	33.79999924	33.79999924	16.79999924	16.79999924	16.79999924	9620	8.699999809	15.19999981	12.10000038	0.6	0.7	0.7	7.5	7.4	7.4	54	43.70000076	48.59999847	4.5	5.8	NaN	NaN	93.7	NaN	NaN	6.3	5.2	64.80000305	73	68.80000305	59.29999924	86.69590338	68.40000153	63.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.33798752	4036833.874	NaN	NaN	NaN	NaN	NaN	NaN	4.900000095	4.800000191	4.800000191	83.40000153	83.5	83.5	11.69999981	11.60000038	11.69999981	8.300000191	8	8.100000381	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11	12.5	NaN	NaN	61.1	NaN	NaN	38.9	11.7	85.30000305	83	84.19999695	84.09999847	102.1871146	82.30000305	83.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.59069446	3518144.808	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
87.69999695	82.5	84.80000305	3.400000095	0.400000006	1.700000048	54235	11.30000019	35	24.70000076	NaN	NaN	NaN	NaN	NaN	NaN	87.19999695	62.5	73.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.59999847	74.09999847	66.90000153	45.79999924	74.47154347	61.5	53.40000153	33.09999847	6.699999809	80	18.5	21.79999924	28.70000076	25.70000076	38	39.79999924	39	40.09999847	31.39999962	35.29999924	44.17559666	4650197.165	22.1	21	21.5	52.79999924	50.70000076	51.70000076	39.29999924	45.09999847	42.20000076	41.29999924	37.29999924	39.29999924	19.39999962	17.60000038	18.5	9.5	7.599999905	8.399999619	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.40000153	78.80000305	73	66.09999847	84.0966918	78.59999847	72.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.50553621	3049306.489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
11.69999981	14.5	13.89999962	60.09999847	9.699999809	21.70000076	3245	12.5	15.10000038	14.5	NaN	NaN	NaN	NaN	NaN	NaN	19.39999962	43	37.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.20000076	87.19999695	73	55.5	65.29411765	85	70.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.44815064	65236013.21	13.6	8	9.3	NaN	NaN	NaN	34.40000153	32.20000076	33	18.60000038	28.20000076	24.39999962	10.69999981	19.39999962	15.89999962	7	3.400000095	4.300000191	0
88.80000305	83.09999847	85.69999695	2.299999952	0.899999976	1.5	16014	28.79999924	38.90000153	34.20000076	NaN	NaN	NaN	NaN	NaN	NaN	64	50.09999847	56.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.5	67.40000153	62.40000153	44.90000153	79.46902925	56.5	50.5	2.5	1.700000048	56.90000153	2.099999905	17.60000038	22	19.89999962	51.90000153	59.5	56	30.5	18.5	24.10000038	46.17146646	3371938.13	21	23.4	22.3	61.09999847	58.79999924	59.79999924	36.5	40.40000153	38.59999847	50.29999924	51.70000076	51	13.19999981	7.900000095	10.30000019	9.800000191	10.30000019	10.10000038	2
