Wage and salaried workers, female (% of females employed)	Wage and salary workers, male (% of males employed)	Wage and salaried workers, total (% of total employed)	Contributing family workers, female (% of females employed)	Contributing family workers, male (% of males employed)	Contributing family workers, total (% of total employed)	GDP per person employed (constant 1990 PPP $)	Employees, industry, female (% of female employment)	Employees, industry, male (% of male employment)	Employment in industry (% of total employment)	Child employment in manufacturing, female (% of female economically active children ages 7-14)	Child employment in manufacturing, male (% of male economically active children ages 7-14)	Child employment in manufacturing (% of economically active children ages 7-14)	Child employment in services, female (% of female economically active children ages 7-14)	Child employment in services, male (% of male economically active children ages 7-14)	Child employment in services (% of economically active children ages 7-14)	Employees, services, female (% of female employment)	Employees, services, male (% of male employment)	Employment in services (% of total employment)	Economically active children, female (% of female children ages 7-14)	Economically active children, male (% of male children ages 7-14)	Economically active children, study and work, female (% of female economically active children, ages 7-14)	Economically active children, study and work, male (% of male economically active children, ages 7-14)	Economically active children, study and work (% of economically active children, ages 7-14)	Economically active children, work only, female (% of female economically active children, ages 7-14)	Economically active children, work only, male (% of male economically active children, ages 7-14)	Economically active children, work only (% of economically active children, ages 7-14)	Economically active children, total (% of children ages 7-14)	Labor force participation rate, female (% of female population ages 15-64)	Labor force participation rate, male (% of male population ages 15-64)	Labor force participation rate, total (% of total population ages 15-64)	Labor participation rate, female (% of female population ages 15+)	Ratio of female to male labor participation rate (%)	Labor participation rate, male (% of male population ages 15+)	Labor participation rate, total (% of total population ages 15+)	Part time employment, female (% of total female employment)	Part time employment, male (% of total male employment)	Part time employment, female (% of total part time employment)	Part time employment, total (% of total employment)	Labor force with primary education, female (% of female labor force)	Labor force with primary education, male (% of male labor force)	Labor force with primary education (% of total)	Labor force with secondary education, female (% of female labor force)	Labor force with secondary education, male (% of male labor force)	Labor force with secondary education (% of total)	Labor force with tertiary education, female (% of female labor force)	Labor force with tertiary education, male (% of male labor force)	Labor force with tertiary education (% of total)	Labor force, female (% of total labor force)	Labor force, total	Unemployment, youth female (% of female labor force ages 15-24)	Unemployment, youth male (% of male labor force ages 15-24)	Unemployment, youth total (% of total labor force ages 15-24)	Long-term unemployment, female (% of female unemployment)	Long-term unemployment, male (% of male unemployment)	Long-term unemployment (% of total unemployment)	Unemployment with primary education, female (% of female unemployment)	Unemployment with primary education, male (% of male unemployment)	Unemployment with primary education (% of total unemployment)	Unemployment with secondary education, female (% of female unemployment)	Unemployment with secondary education, male (% of male unemployment)	Unemployment with secondary education (% of total unemployment)	Unemployment with tertiary education, female (% of female unemployment)	Unemployment with tertiary education, male (% of male unemployment)	Unemployment with tertiary education (% of total unemployment)	Unemployment, female (% of female labor force)	Unemployment, male (% of male labor force)	Unemployment, total (% of total labor force)	Income
91	85.5	88	0.400000006	0.200000003	0.300000012	49463	9.399999619	31.20000076	21.29999924	NaN	NaN	NaN	NaN	NaN	NaN	88.30000305	64.59999847	75.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.5	83.09999847	76.30000305	58.20000076	80.05502504	72.69999695	65.40000153	37.70000076	12.30000019	71.5	23.79999924	29.5	27.29999924	28.29999924	33.70000076	43.5	39	36.79999924	29.29999924	32.70000076	45.08713393	11112324.04	9.2	9.5	9.4	14.39999962	16.29999924	15.39999962	47.09999847	48.79999924	48	32	36.09999847	34.09999847	20.79999924	15	17.89999962	4.800000191	4	4.400000095	3
87.69999695	83.90000153	85.69999695	2.900000095	2	2.400000095	48119	12.89999962	39.09999847	27.29999924	NaN	NaN	NaN	NaN	NaN	NaN	81.19999695	55.29999924	67	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.40000153	81.19999695	74.30000305	52.79999924	76.63279836	68.90000153	60.5	31.39999962	5.599999905	82.09999847	17.29999924	23.10000038	16.39999962	19.39999962	61.29999924	64.30000305	62.90000153	15.60000038	19.39999962	17.60000038	45.20268435	4245062.183	9.1	8.3	8.7	27.10000038	26.60000038	26.79999924	39.59999847	36.3	38	50.40000153	53.8	52.09999847	10	9.8	9.899999619	5	3.900000095	4.400000095	3
32.70000076	50.70000076	41.79999924	NaN	NaN	NaN	15514	8.899999619	16.60000038	12.80000019	NaN	NaN	NaN	NaN	NaN	NaN	53.09999847	43.90000153	48.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.59999847	71.80000305	68.59999847	60.09999847	89.4345256	67.19999695	63.5	NaN	NaN	NaN	NaN	4.300000191	3	3.599999905	76.19999695	72.09999847	74.09999847	19.5	24.89999962	22.29999924	48.98962004	4228843.519	10.4	18.2	14	NaN	NaN	NaN	4.800000191	7.300000191	6.300000191	81.80000305	76.90000153	78.90000153	13.39999962	15.80000019	14.89999962	5.300000191	7.800000191	6.5	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85	82.59999847	83.80000305	83.80000305	102.1951257	82	82.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.38903978	3840164.336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
88.5	82.59999847	85.19999695	2.5	0.400000006	1.299999952	55752	11	35	24.39999962	NaN	NaN	NaN	NaN	NaN	NaN	87.59999847	62.70000076	73.69999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.79999924	74	67.5	46.70000076	76.18271019	61.29999924	53.79999924	32.20000076	6.400000095	80.69999695	18.10000038	21	26.79999924	24.20000076	37.5	40.90000153	39.40000153	41.5	32.29999924	36.5	44.67670398	4752703.621	20.9	17.1	18.8	51.40000153	49.29999924	50.40000153	31.29999924	36.5	33.90000153	42.79999924	37.09999847	40	19	17.79999924	18.39999962	8.399999619	6.699999809	7.5	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.80000305	78.69999695	73.19999695	66.5	84.7133758	78.5	72.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.47661777	3271684.714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	3524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.79999924	87	73.09999847	56.09999847	66.23376682	84.69999695	70.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.09665841	67990978.35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
90.59999847	84.90000153	87.59999847	1.600000024	0.699999988	1.200000048	17029	28.5	41.59999847	35.5	NaN	NaN	NaN	NaN	NaN	NaN	65.40000153	49.09999847	56.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.29999924	71.5	66.90000153	48.59999847	80.73089345	60.20000076	54.09999847	2.099999905	1.299999952	59.29999924	1.700000048	14.89999962	17.60000038	16.29999924	54.59999847	63.59999847	59.29999924	30.5	18.79999924	24.29999924	46.73075025	3584315.83	16	14.5	15.1	61	56.59999847	58.79999924	42.79999924	40.79999924	41.79999924	46.90000153	52.40000153	49.70000076	10.5	6.800000191	8.600000381	7.300000191	6.5	6.900000095	2
98.30000305	95.59999847	96.09999847	0.699999988	0.5	0.5	13702	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.09999847	87.19999695	69.5	37.59999847	43.87397878	85.69999695	67.80000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.64544642	479858.9089	NaN	NaN	NaN	NaN	NaN	NaN	21.89999962	28.20000076	22.70000076	39.09999847	37.20000076	38.79999924	33.09999847	21.89999962	31.70000076	NaN	NaN	NaN	3
73.59999847	72.69999695	72.90000153	8.899999619	2	4.400000095	27367	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.5	67.30000305	52.40000153	32.29999924	55.02555165	58.70000076	44.79999924	NaN	NaN	NaN	NaN	86	90.69999695	89	14	9.300000191	11	0	0	0	37.92435909	1424368.346	62.3	55.4	58.6	NaN	NaN	NaN	95.09999847	96.59999847	95.69999695	NaN	NaN	NaN	4.900000095	3.400000095	4	33.70000076	27.39999962	29.70000076	2
NaN	NaN	NaN	NaN	NaN	NaN	24716	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63	69.90000153	66.30000305	50.29999924	80.86816498	62.20000076	55.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.90520874	4596296.341	NaN	NaN	NaN	NaN	NaN	NaN	9.699999809	10.5	10	42.20000076	32.90000153	39	48.09999847	56.59999847	51	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.70000076	83.69999695	66.19999695	46.20000076	56.96670978	81.09999847	63.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.59445231	124159.0724	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	5.900000095	8.5	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
22.70000076	43.09999847	34	34.40000153	15	23.70000076	7510	9.199999809	28.10000038	19.70000076	NaN	NaN	NaN	NaN	NaN	NaN	52.5	37.5	44.20000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.90000153	82.5	73.09999847	62.29999924	76.62976248	81.30000305	71.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.28544005	4239193.542	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	4.5	5.199999809	1
67.19999695	63	64.80000305	7.699999809	4.5	5.900000095	12732	13.19999981	28.39999962	22	NaN	NaN	8.7	NaN	NaN	33.5	72.80000305	49.79999924	59.5	4	8.1	NaN	NaN	93.4	NaN	NaN	6.6	6.1	63.09999847	85.30000305	74	58.29999924	71.88656021	81.09999847	69.40000153	29.10000038	10.30000019	67.69999695	18.29999924	37.79999924	43.59999847	41.09999847	34.29999924	27.70000076	30.60000038	11.89999962	7.300000191	9.300000191	43.12291321	96514745.03	21.9	12.9	16.8	NaN	NaN	NaN	46.40000153	53.20000076	49.29999924	39.90000153	30	35.70000076	4.5	3.5	4.099999905	10.80000019	6	8.100000381	2
NaN	NaN	NaN	NaN	NaN	NaN	20384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.19999695	84.5	80.40000153	64.69999695	85.13157493	76	70.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.79545495	155267.0898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.5	6.400000095	7.400000095	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.5	80.5	69.59999847	55.90000153	72.12903423	77.5	66.69999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.77422918	183002.2339	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67	78	73	64.90000153	84.72585224	76.59999847	71.19999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.01734043	334867.3393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.700000048	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.09999847	82.19999695	78.19999695	71	87.65432099	81	76	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.5575224	968916.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.09999847	85.69999695	78.80000305	71.80000305	84.07494352	85.40000153	78.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.85710962	1919113.653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
88.59999847	80.80000305	84.5	0.200000003	0.100000001	0.200000003	49225	10.5	31.5	21.60000038	NaN	NaN	NaN	NaN	NaN	NaN	88.30000305	65.5	76.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.19999695	82.5	78.40000153	61.90000153	85.37931245	72.5	67.09999847	26.29999924	11.10000038	67.90000153	18.29999924	11.80000019	15.60000038	13.80000019	36.59999847	43.09999847	40	51.59999847	41.29999924	46.20000076	46.87577035	18325168.05	10	12.3	11.2	6.199999809	8.399999619	7.400000095	25.29999924	29.70000076	27.70000076	37.90000153	43.59999847	41.09999847	36.79999924	26.70000076	31.20000076	5.599999905	6.400000095	6	3
86	82	83.80000305	3.200000048	1.700000048	2.400000095	42422	11.60000038	33.29999924	23.70000076	NaN	NaN	NaN	NaN	NaN	NaN	85.59999847	61.79999924	72.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.09999847	88.19999695	81.69999695	60.09999847	79.1831321	75.90000153	67.69999695	45.59999847	8.699999809	81.30000305	25.39999962	18.89999962	15	16.79999924	58.29999924	49.29999924	53.40000153	22.70000076	35.59999847	29.70000076	45.65706552	4304360.619	7.4	6.8	7.1	43	37.90000153	40.79999924	28.39999962	29.39999962	28.79999924	56.79999924	48.5	53.20000076	14.80000019	22.10000038	17.89999962	4.5	2.900000095	3.599999905	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
74.40000153	70.80000305	72.09999847	2.799999952	0.899999976	1.600000024	30004	10.89999962	30.5	23.39999962	NaN	NaN	NaN	NaN	NaN	NaN	83.5	53.40000153	64.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.59999847	78.5	61.5	40	54.42176871	73.5	56.40000153	13.89999962	5.199999809	56.90000153	8	20.20000076	26.89999962	24.39999962	48.5	49.5	49.09999847	30.5	22.10000038	25.20000076	36.16433875	7160450.139	20.8	16.1	17.8	NaN	NaN	NaN	14.60000038	18.89999962	17	55.90000153	59.70000076	57.90000153	29.39999962	21	24.79999924	8.600000381	6.300000191	7.099999905	2
NaN	NaN	NaN	NaN	NaN	NaN	9768	NaN	NaN	26.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.90000153	85.69999695	81	68.80000305	85.14851541	80.80000305	74.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.81426766	782454972	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	2
NaN	NaN	NaN	NaN	NaN	NaN	2885	NaN	NaN	NaN	4.16	2.14	3.14	9.08	7.39	8.22	NaN	NaN	NaN	43.4	43.5	NaN	NaN	78.1	NaN	NaN	21.9	43.4	64.69999695	77	70.90000153	63.09999847	81.94804997	77	69.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.54022615	7549312.828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.299999952	2.5	2.900000095	1
55.59999847	53.29999924	54.20000076	5.699999809	3.200000048	4.199999809	17708	15.60000038	21.5	19.20000076	11.96	10.27	10.76	65.81	38.01	46.1	78	49.70000076	61.09999847	2.3	5.3	NaN	NaN	75.2	NaN	NaN	24.8	3.9	53.90000153	80.40000153	66.90000153	50.70000076	65.16709354	77.80000305	63.79999924	23.89999962	11.5	58.09999847	16.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.95032499	19826779.33	27.5	16.3	21.1	NaN	NaN	NaN	19.5	24.20000076	21.79999924	58.20000076	54.20000076	56.29999924	21.20000076	17.5	19.39999962	15.5	9.5	12	2
