Wage and salaried workers, female (% of females employed)	Wage and salary workers, male (% of males employed)	Wage and salaried workers, total (% of total employed)	Contributing family workers, female (% of females employed)	Contributing family workers, male (% of males employed)	Contributing family workers, total (% of total employed)	GDP per person employed (constant 1990 PPP $)	Employees, industry, female (% of female employment)	Employees, industry, male (% of male employment)	Employment in industry (% of total employment)	Child employment in manufacturing, female (% of female economically active children ages 7-14)	Child employment in manufacturing, male (% of male economically active children ages 7-14)	Child employment in manufacturing (% of economically active children ages 7-14)	Child employment in services, female (% of female economically active children ages 7-14)	Child employment in services, male (% of male economically active children ages 7-14)	Child employment in services (% of economically active children ages 7-14)	Employees, services, female (% of female employment)	Employees, services, male (% of male employment)	Employment in services (% of total employment)	Economically active children, female (% of female children ages 7-14)	Economically active children, male (% of male children ages 7-14)	Economically active children, study and work, female (% of female economically active children, ages 7-14)	Economically active children, study and work, male (% of male economically active children, ages 7-14)	Economically active children, study and work (% of economically active children, ages 7-14)	Economically active children, work only, female (% of female economically active children, ages 7-14)	Economically active children, work only, male (% of male economically active children, ages 7-14)	Economically active children, work only (% of economically active children, ages 7-14)	Economically active children, total (% of children ages 7-14)	Labor force participation rate, female (% of female population ages 15-64)	Labor force participation rate, male (% of male population ages 15-64)	Labor force participation rate, total (% of total population ages 15-64)	Labor participation rate, female (% of female population ages 15+)	Ratio of female to male labor participation rate (%)	Labor participation rate, male (% of male population ages 15+)	Labor participation rate, total (% of total population ages 15+)	Part time employment, female (% of total female employment)	Part time employment, male (% of total male employment)	Part time employment, female (% of total part time employment)	Part time employment, total (% of total employment)	Labor force with primary education, female (% of female labor force)	Labor force with primary education, male (% of male labor force)	Labor force with primary education (% of total)	Labor force with secondary education, female (% of female labor force)	Labor force with secondary education, male (% of male labor force)	Labor force with secondary education (% of total)	Labor force with tertiary education, female (% of female labor force)	Labor force with tertiary education, male (% of male labor force)	Labor force with tertiary education (% of total)	Labor force, female (% of total labor force)	Labor force, total	Unemployment, youth female (% of female labor force ages 15-24)	Unemployment, youth male (% of male labor force ages 15-24)	Unemployment, youth total (% of total labor force ages 15-24)	Long-term unemployment, female (% of female unemployment)	Long-term unemployment, male (% of male unemployment)	Long-term unemployment (% of total unemployment)	Unemployment with primary education, female (% of female unemployment)	Unemployment with primary education, male (% of male unemployment)	Unemployment with primary education (% of total unemployment)	Unemployment with secondary education, female (% of female unemployment)	Unemployment with secondary education, male (% of male unemployment)	Unemployment with secondary education (% of total unemployment)	Unemployment with tertiary education, female (% of female unemployment)	Unemployment with tertiary education, male (% of male unemployment)	Unemployment with tertiary education (% of total unemployment)	Unemployment, female (% of female labor force)	Unemployment, male (% of male labor force)	Unemployment, total (% of total labor force)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.89999962	82.19999695	49.5	13.60000038	16.85254138	80.69999695	48.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.50285725	7114121.694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	1449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.69999695	76.59999847	72.09999847	66.40000153	87.7146687	75.69999695	70.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.89457342	5715628.841	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	12045	NaN	NaN	13.39999962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.70000076	77.40000153	66.5	50.20000076	69.62552264	72.09999847	61	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.74599391	1369180.549	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	21690	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.79999924	92.80000305	77.40000153	36.09999847	39.19652451	92.09999847	76.69999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.97243326	2033024.264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
78.59999847	69.90000153	73.59999847	2.400000095	1.100000024	1.700000048	23751	11.39999962	29.20000076	21.70000076	NaN	NaN	NaN	NaN	NaN	NaN	87.09999847	68.30000305	76.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.79999924	79.40000153	65.5	44.70000076	61.06557736	73.19999695	58.5	42.70000076	19.20000076	62.29999924	29.29999924	32.40000153	44.70000076	39.5	33.09999847	32.20000076	32.59999847	33.29999924	21.89999962	26.79999924	39.54526563	16234783	39	32.2	35.3	NaN	NaN	NaN	36.40000153	48.5	42.5	37.59999847	35	36.29999924	24.39999962	14.60000038	19.39999962	18.70000076	14.10000038	16.10000038	2
NaN	NaN	48.90000153	NaN	NaN	NaN	18022	10.60000038	21.89999962	16.5	NaN	NaN	NaN	NaN	NaN	NaN	46.59999847	29.29999924	37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.40000153	77.80000305	69.5	54.79999924	76.96629436	71.19999695	62.20000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.35961567	1459501.725	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.400000095	NaN	NaN	81.59999847	NaN	NaN	13	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.099999905	26.10000038	15.60000038	NaN	NaN	NaN	NaN	NaN	NaN	93.80000305	69.5	81.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
90	83.80000305	86.59999847	0.5	0.300000012	0.400000006	48438	10	30.10000038	21.10000038	NaN	NaN	NaN	NaN	NaN	NaN	87.40000153	65	75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67	82	74.5	55.90000153	77.96374324	71.69999695	63.70000076	39.29999924	12.19999981	72.30000305	24.29999924	35.40000153	30.39999962	32.59999847	30.29999924	41.59999847	36.5	34.40000153	28	30.79999924	44.58751553	10121976.15	11.3	12.6	12	17.39999962	24.79999924	21.5	49.20000076	51	50.20000076	32.5	31.5	32	18.29999924	17.5	17.89999962	6	5.900000095	5.900000095	3
88.5	85.69999695	87	3.200000048	1.299999952	2.099999905	45266	13	42.5	29.29999924	NaN	NaN	NaN	NaN	NaN	NaN	81.19999695	52.09999847	65.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.59999847	80.09999847	72.30000305	50.59999847	73.97660431	68.40000153	59.09999847	26.70000076	3.099999905	87.5	13.69999981	23	16	19.10000038	59.90000153	66.69999695	63.70000076	17.10000038	17.20000076	17.20000076	44.55539395	4012347.856	6.5	7.5	7	23.89999962	25	24.5	43.20000076	39.40000153	41	54.40000153	56.59999847	55.70000076	2.400000095	4	3.299999952	4.199999809	4.300000191	4.300000191	3
31	34.29999924	32.70000076	20.70000076	17.20000076	18.89999962	7094	7.5	15.19999981	11.5	NaN	NaN	NaN	NaN	NaN	NaN	53.5	43.79999924	48.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.90000153	74.19999695	68.90000153	58.59999847	84.19540195	69.59999847	63.90000153	24.29999924	13.30000019	56.59999847	17.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.83890865	3833111.68	NaN	NaN	NaN	NaN	NaN	NaN	10	7.900000095	8.899999619	83.09999847	82.40000153	82.69999695	6.800000191	9.600000381	8.300000191	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.90000153	83.69999695	84.80000305	84.59999847	101.927709	83	83.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.86838099	3227265.21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
87.30000305	83	84.80000305	3.200000048	0.5	1.700000048	52867	11.60000038	34.90000153	24.89999962	NaN	NaN	NaN	NaN	NaN	NaN	87.30000305	62.79999924	73.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.79999924	72.80000305	64.90000153	43.59999847	72.18542611	60.40000153	51.70000076	33.70000076	6.199999809	81.09999847	18.29999924	24.70000076	32.5	29.10000038	38.20000076	38	38.09999847	37.09999847	29.5	32.79999924	43.45169025	4455610.01	21.3	22.2	21.8	47.09999847	43.79999924	45.40000153	38	48.70000076	43.70000076	41.90000153	34.70000076	38.09999847	20.10000038	16.60000038	18.20000076	8.899999619	7.699999809	8.199999809	3
4.199999809	16.29999924	10.10000038	18.20000076	13.89999962	16.10000038	NaN	9.199999809	9.800000191	9.5	NaN	NaN	NaN	NaN	NaN	NaN	57.5	34.5	46.20000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67	78.90000153	72.69999695	65.69999695	83.48157496	78.69999695	71.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.6087309	2831500.898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
13.30000019	13.80000019	13.69999981	48	9.899999619	18.39999962	3012	18.39999962	12.30000019	13.69999981	15.49	11.56	12.66	18.28	25.17	23.25	23	37.90000153	34.59999847	13.91297156	20.90367561	36.02421784	37.12944492	36.70591769	63.9757768	62.87055508	63.29408026	17.53850332	57.59999847	87.40000153	72.80000305	55	64.47830953	85.30000305	70.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.02676106	62105107.2	5.8	7	6.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.900000095	4.199999809	4.300000191	0
87.40000153	80.59999847	83.80000305	2.700000048	1.399999976	2	14861	28	35.79999924	32.09999847	NaN	NaN	NaN	NaN	NaN	NaN	63.40000153	50.5	56.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.29999924	66.30000305	61.79999924	45	80.35714286	56	50.29999924	2.799999952	1.899999976	57.79999924	2.400000095	18.20000076	23.70000076	21.10000038	52.29999924	58.20000076	55.40000153	29.5	18.10000038	23.39999962	46.38579917	3369956.791	24.1	29.4	27.1	67.69999695	66.30000305	66.90000153	33	40.90000153	37.29999924	50.29999924	51.29999924	50.79999924	16.79999924	7.800000191	11.89999962	13.19999981	14.19999981	13.69999981	2
