Wage and salaried workers, female (% of females employed)	Wage and salary workers, male (% of males employed)	Wage and salaried workers, total (% of total employed)	Contributing family workers, female (% of females employed)	Contributing family workers, male (% of males employed)	Contributing family workers, total (% of total employed)	GDP per person employed (constant 1990 PPP $)	Employees, industry, female (% of female employment)	Employees, industry, male (% of male employment)	Employment in industry (% of total employment)	Child employment in manufacturing, female (% of female economically active children ages 7-14)	Child employment in manufacturing, male (% of male economically active children ages 7-14)	Child employment in manufacturing (% of economically active children ages 7-14)	Child employment in services, female (% of female economically active children ages 7-14)	Child employment in services, male (% of male economically active children ages 7-14)	Child employment in services (% of economically active children ages 7-14)	Employees, services, female (% of female employment)	Employees, services, male (% of male employment)	Employment in services (% of total employment)	Economically active children, female (% of female children ages 7-14)	Economically active children, male (% of male children ages 7-14)	Economically active children, study and work, female (% of female economically active children, ages 7-14)	Economically active children, study and work, male (% of male economically active children, ages 7-14)	Economically active children, study and work (% of economically active children, ages 7-14)	Economically active children, work only, female (% of female economically active children, ages 7-14)	Economically active children, work only, male (% of male economically active children, ages 7-14)	Economically active children, work only (% of economically active children, ages 7-14)	Economically active children, total (% of children ages 7-14)	Labor force participation rate, female (% of female population ages 15-64)	Labor force participation rate, male (% of male population ages 15-64)	Labor force participation rate, total (% of total population ages 15-64)	Labor participation rate, female (% of female population ages 15+)	Ratio of female to male labor participation rate (%)	Labor participation rate, male (% of male population ages 15+)	Labor participation rate, total (% of total population ages 15+)	Part time employment, female (% of total female employment)	Part time employment, male (% of total male employment)	Part time employment, female (% of total part time employment)	Part time employment, total (% of total employment)	Labor force with primary education, female (% of female labor force)	Labor force with primary education, male (% of male labor force)	Labor force with primary education (% of total)	Labor force with secondary education, female (% of female labor force)	Labor force with secondary education, male (% of male labor force)	Labor force with secondary education (% of total)	Labor force with tertiary education, female (% of female labor force)	Labor force with tertiary education, male (% of male labor force)	Labor force with tertiary education (% of total)	Labor force, female (% of total labor force)	Labor force, total	Unemployment, youth female (% of female labor force ages 15-24)	Unemployment, youth male (% of male labor force ages 15-24)	Unemployment, youth total (% of total labor force ages 15-24)	Long-term unemployment, female (% of female unemployment)	Long-term unemployment, male (% of male unemployment)	Long-term unemployment (% of total unemployment)	Unemployment with primary education, female (% of female unemployment)	Unemployment with primary education, male (% of male unemployment)	Unemployment with primary education (% of total unemployment)	Unemployment with secondary education, female (% of female unemployment)	Unemployment with secondary education, male (% of male unemployment)	Unemployment with secondary education (% of total unemployment)	Unemployment with tertiary education, female (% of female unemployment)	Unemployment with tertiary education, male (% of male unemployment)	Unemployment with tertiary education (% of total unemployment)	Unemployment, female (% of female labor force)	Unemployment, male (% of male labor force)	Unemployment, total (% of total labor force)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.89999962	83	50.40000153	14.5	17.79141104	81.5	49.29999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.11427873	5817174.921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	1119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.30000305	75.80000305	73	68.90000153	91.98931926	74.90000153	71.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.11497107	4556759.662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	6416	NaN	NaN	10.19999981	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.39999962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.29999924	78.59999847	68.09999847	52.29999924	70.01338872	74.69999695	63.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.30381762	1346966.445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	22554	13.80000019	36.20000076	33.59999847	NaN	NaN	NaN	NaN	NaN	NaN	86.09999847	54.70000076	58.29999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32	92.80000305	75.90000153	31.29999924	33.94793956	92.19999695	75.09999847	NaN	NaN	NaN	NaN	33.40000153	45.40000153	44	21.89999962	15.60000038	16.29999924	31.5	15	16.89999962	11.69736435	1288630.36	5.7	6.4	6.3	NaN	NaN	NaN	12.60000038	45	40	35.5	20.79999924	23	49	15.19999981	20.29999924	2.400000095	1.700000048	1.799999952	3
74.90000153	68	70.59999847	2.099999905	1	1.399999976	21927	14.80000019	34.5	27	NaN	NaN	NaN	NaN	NaN	NaN	84.40000153	64.40000153	72	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.09999847	82.40000153	64.5	41.29999924	54.27069654	76.09999847	58.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.75005794	14356299.88	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.90000153	NaN	NaN	28	NaN	NaN	4.800000191	22.29999924	16.5	18.79999924	2
NaN	NaN	NaN	NaN	NaN	NaN	7327	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.19999695	79.69999695	72	58.79999924	79.24528525	74.19999695	65.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.08255352	1497698.791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.699999809	NaN	NaN	80.09999847	NaN	NaN	11.19999981	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
87.90000153	82.09999847	84.59999847	1.299999952	0.699999988	0.899999976	41259	11.39999962	31.5	22.79999924	NaN	NaN	NaN	NaN	NaN	NaN	85	62.5	72.19999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.19999695	84	74.19999695	53.59999847	72.43243037	74	63.70000076	NaN	NaN	NaN	NaN	36.90000153	33.29999924	34.90000153	17.70000076	15.89999962	16.60000038	45.40000153	50.79999924	48.5	42.65050379	9040986.09	14.8	15.9	15.4	27.10000038	35.40000153	32	53	52	52.40000153	31.60000038	36.40000153	34.5	15.39999962	11.60000038	13.10000038	8.100000381	8.800000191	8.5	3
85.90000153	85.59999847	85.69999695	5.300000191	1.899999976	3.400000095	39932	16.5	43.40000153	32	NaN	NaN	NaN	NaN	NaN	NaN	75	50	60.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.5	81.09999847	71.30000305	48.20000076	68.27195723	70.59999847	58.90000153	21.60000038	3.099999905	84.19999695	11.10000038	33.70000076	21.89999962	27	58.20000076	69.19999695	64.40000153	8.100000381	8.899999619	8.600000381	42.89018074	3853394.519	5.6	4.8	5.2	30.39999962	27.89999962	29.10000038	46.09999847	38	42	49.90000153	57.40000153	53.59999847	4.400000095	4.5	4.5	4.300000191	3.099999905	3.700000048	3
NaN	NaN	NaN	NaN	NaN	NaN	3869	NaN	NaN	17.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.09999847	74.80000305	67.19999695	56.09999847	78.35195485	71.59999847	63.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.2244301	3220867.917	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.5	88.19999695	88.90000153	88.19999695	100.7999965	87.5	87.90000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.67551934	2889127.136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
83.59999847	81	82.09999847	5.400000095	0.600000024	2.5	47980	13.60000038	38.09999847	28.29999924	NaN	NaN	NaN	NaN	NaN	NaN	84.30000305	58.90000153	69.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.59999847	72.09999847	62	40.20000076	66.00985182	60.90000153	50.29999924	29.89999962	4.300000191	82.09999847	14.60000038	31.20000076	36.70000076	34.40000153	36.5	37.90000153	37.29999924	32.29999924	25.39999962	28.20000076	41.2370349	4199946.019	23.7	19.7	21.5	63.20000076	61.40000153	62.40000153	52.70000076	58.40000153	55.29999924	35.70000076	30.5	33.29999924	11.60000038	11.10000038	11.39999962	12.19999981	7.300000191	9.300000191	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.20000076	86.90000153	73.5	60	69.28406589	86.59999847	72.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.50092804	2234825.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	2441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.09999847	89	75	58.40000153	66.97248116	87.19999695	73.19999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.66156363	51381761.37	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	12401	NaN	NaN	33.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.59999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.5	70.19999695	67.40000153	51.70000076	87.03703609	59.40000153	55.40000153	0.600000024	1.100000024	40	0.800000012	NaN	NaN	30	NaN	NaN	51.20000076	NaN	NaN	18.79999924	48.09384817	3823716.656	NaN	NaN	NaN	65.90000153	62.40000153	64.09999847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.80000019	15.5	15.69999981	2
NaN	NaN	NaN	NaN	NaN	NaN	9885	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.90000153	89.09999847	67.09999847	31.60000038	36.11428615	87.5	65.40000153	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.0942415	255593.67	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
