Wage and salaried workers, female (% of females employed)	Wage and salary workers, male (% of males employed)	Wage and salaried workers, total (% of total employed)	Contributing family workers, female (% of females employed)	Contributing family workers, male (% of males employed)	Contributing family workers, total (% of total employed)	GDP per person employed (constant 1990 PPP $)	Employees, industry, female (% of female employment)	Employees, industry, male (% of male employment)	Employment in industry (% of total employment)	Child employment in manufacturing, female (% of female economically active children ages 7-14)	Child employment in manufacturing, male (% of male economically active children ages 7-14)	Child employment in manufacturing (% of economically active children ages 7-14)	Child employment in services, female (% of female economically active children ages 7-14)	Child employment in services, male (% of male economically active children ages 7-14)	Child employment in services (% of economically active children ages 7-14)	Employees, services, female (% of female employment)	Employees, services, male (% of male employment)	Employment in services (% of total employment)	Economically active children, female (% of female children ages 7-14)	Economically active children, male (% of male children ages 7-14)	Economically active children, study and work, female (% of female economically active children, ages 7-14)	Economically active children, study and work, male (% of male economically active children, ages 7-14)	Economically active children, study and work (% of economically active children, ages 7-14)	Economically active children, work only, female (% of female economically active children, ages 7-14)	Economically active children, work only, male (% of male economically active children, ages 7-14)	Economically active children, work only (% of economically active children, ages 7-14)	Economically active children, total (% of children ages 7-14)	Labor force participation rate, female (% of female population ages 15-64)	Labor force participation rate, male (% of male population ages 15-64)	Labor force participation rate, total (% of total population ages 15-64)	Labor participation rate, female (% of female population ages 15+)	Ratio of female to male labor participation rate (%)	Labor participation rate, male (% of male population ages 15+)	Labor participation rate, total (% of total population ages 15+)	Part time employment, female (% of total female employment)	Part time employment, male (% of total male employment)	Part time employment, female (% of total part time employment)	Part time employment, total (% of total employment)	Labor force with primary education, female (% of female labor force)	Labor force with primary education, male (% of male labor force)	Labor force with primary education (% of total)	Labor force with secondary education, female (% of female labor force)	Labor force with secondary education, male (% of male labor force)	Labor force with secondary education (% of total)	Labor force with tertiary education, female (% of female labor force)	Labor force with tertiary education, male (% of male labor force)	Labor force with tertiary education (% of total)	Labor force, female (% of total labor force)	Labor force, total	Unemployment, youth female (% of female labor force ages 15-24)	Unemployment, youth male (% of male labor force ages 15-24)	Unemployment, youth total (% of total labor force ages 15-24)	Long-term unemployment, female (% of female unemployment)	Long-term unemployment, male (% of male unemployment)	Long-term unemployment (% of total unemployment)	Unemployment with primary education, female (% of female unemployment)	Unemployment with primary education, male (% of male unemployment)	Unemployment with primary education (% of total unemployment)	Unemployment with secondary education, female (% of female unemployment)	Unemployment with secondary education, male (% of male unemployment)	Unemployment with secondary education (% of total unemployment)	Unemployment with tertiary education, female (% of female unemployment)	Unemployment with tertiary education, male (% of male unemployment)	Unemployment with tertiary education (% of total unemployment)	Unemployment, female (% of female labor force)	Unemployment, male (% of male labor force)	Unemployment, total (% of total labor force)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.19999981	83	50.09999847	13.80000019	16.93251557	81.5	49	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.52387285	6418923.02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	1310	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.80000305	76.30000305	72.5	67.5	89.52254461	75.40000153	71.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.46139949	5044257.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	8251	NaN	NaN	8.699999809	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.20000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.5	78.30000305	67.40000153	51.29999924	69.79591733	73.5	62.20000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.75974018	1327433.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	21320	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.90000153	92.59999847	76.80000305	33.20000076	36.12622439	91.90000153	76	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.86465376	1624183.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
75.90000153	70.09999847	72.40000153	2	0.899999976	1.399999976	25125	10.60000038	32.20000076	23.60000038	NaN	NaN	NaN	NaN	NaN	NaN	88.80000305	66.30000305	75.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.59999847	81	64.59999847	42.20000076	56.56836679	74.59999847	57.90000153	32.5	12.30000019	63.59999847	20.39999962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.70526289	15197086.35	25.2	23	24	NaN	NaN	NaN	42.59999847	58.29999924	51.40000153	35.90000153	29.20000076	32.09999847	20.5	11	15.10000038	15.19999981	13.30000019	14.10000038	2
NaN	NaN	53.79999924	NaN	NaN	NaN	10101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.90000153	79.09999847	71.5	57.79999924	79.2866914	72.90000153	64.69999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.68300503	1465580.967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.099999905	NaN	NaN	81.40000153	NaN	NaN	11.5	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
88.90000153	82.90000153	85.5	1.200000048	0.5	0.800000012	45913	10.19999981	29.89999962	21.29999924	NaN	NaN	NaN	NaN	NaN	NaN	86.30000305	64	73.69999695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.40000153	82.59999847	73.59999847	53.79999924	74.2068955	72.5	63	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.3995006	9434436.145	12.6	14	13.3	26.20000076	35.09999847	31.29999924	45.5	47.20000076	46.5	38.70000076	40.79999924	39.90000153	15.80000019	12	13.60000038	6.699999809	7.099999905	6.900000095	3
86.90000153	85.90000153	86.30000305	4.300000191	1.600000024	2.799999952	43040	14.19999981	42.59999847	30.39999962	NaN	NaN	NaN	NaN	NaN	NaN	79	51.79999924	63.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.70000076	80	70.90000153	48.29999924	69.99999889	69	58.20000076	24.39999962	2.799999952	87.19999695	12.30000019	25.89999962	18.39999962	21.70000076	61.29999924	64.90000153	63.40000153	12.69999981	16.60000038	14.89999962	43.37397382	3853930.631	5.7	4.6	5.1	30.89999962	27.79999924	29.20000076	36.90000153	33.79999924	35.20000076	58.79999924	61.40000153	60.29999924	4.199999809	4.900000095	4.599999905	3.900000095	3.599999905	3.700000048	3
NaN	NaN	NaN	NaN	NaN	NaN	4780	7.800000191	14.19999981	11.19999981	NaN	NaN	NaN	NaN	NaN	NaN	44.59999847	48.29999924	46.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.09999847	75.59999847	68.09999847	56.70000076	79.07950234	71.69999695	63.79999924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.66903129	3459552.883	19.9	17	18.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.60000038	14.19999981	16.29999924	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.09999847	85.40000153	86.30000305	85.80000305	101.2987086	84.69999695	85.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.17363285	2866438.303	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
84	81.80000305	82.69999695	5.300000191	0.400000006	2.5	51144	11.39999962	36.20000076	25.79999924	NaN	NaN	NaN	NaN	NaN	NaN	86.59999847	61.09999847	71.80000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.79999924	73	64.5	43	70.37643384	61.09999847	51.79999924	36.59999847	7.300000191	79	19.89999962	28.29999924	37.09999847	33.29999924	36.09999847	34.70000076	35.29999924	35.59999847	28.20000076	31.39999962	42.78983564	4387084.637	22.4	22.7	22.6	60.90000153	60.09999847	60.5	48.20000076	58.40000153	53.09999847	35.09999847	31.39999962	33.40000153	16.70000076	10.19999981	13.60000038	10.19999981	7.5	8.600000381	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.40000153	82.59999847	73.19999695	63.20000076	76.69902863	82.40000153	72.30000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.95351277	2487733.209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	2829	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.40000153	88.09999847	73.09999847	55.09999847	63.9953536	86.09999847	71	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.71557803	56084014.53	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	12221	NaN	NaN	28.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.70000076	69	65.30000305	48.59999847	84.08304345	57.79999924	53	1	0.400000006	66.5	0.699999988	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.40764699	3649373.227	NaN	NaN	NaN	55.5	55.09999847	55.29999924	39.20000076	43.09999847	41.29999924	51.40000153	50.90000153	51.20000076	9.399999619	6	7.599999905	14.10000038	14	14.10000038	2
NaN	NaN	NaN	NaN	NaN	NaN	10180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.59999847	88.40000153	67.5	34.29999924	39.56170755	86.69999695	65.80000305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.82700958	296042.4811	NaN	NaN	NaN	NaN	NaN	NaN	16.10000038	50.79999924	40.5	45.70000076	34.40000153	37.79999924	37.40000153	12.80000019	20.10000038	NaN	NaN	NaN	3
