PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19530000	27000000	NaN	NaN	19530000	NaN	NaN	27000000	0.753989	235.1057555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	169630000	226030000	NaN	NaN	169630000	NaN	NaN	226030000	NaN	7.333350655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
-42267000	-4499000	-265860000	-167175000	0	-167175000	0	37099000	37099000	37099000	-5168000	0	47664000	0	0	-209671000	-162007000	459310000	628700000	NaN	NaN	459310000	17.58847533	7.808384456	628700000	7.680197711	36.88429641	NaN	59051000	9766000	994139000	18.38955205	16.90061073	0	945114000	0	17.48268914	945114000	16.06717352	17.48268914	0	653000	653000	0.069092194	653000	59704000	0	637509000	0	0	247901000	885410000	1579763000	788843000	347557000	441286000	103.1451285	2
38519000	42456000	40503000	81682000	0	81682000	0	31469000	39183000	34981000	77702000	0	0	0	0	3980000	3980000	226550000	296940000	NaN	NaN	226550000	36.31782589	7.343555559	296940000	20.16825425	72.78488028	33.59148881	6879000	2942000	21310000	4.667104687	0.690757753	9196000	10761000	0	4.370784056	10761000	0.348814837	2.356767411	0	855000	2257000	20.97388719	906000	9136000	0	0	0	0	1625000	1625000	0	407698000	406907000	791000	1455.106008	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6710000	7550000	6710000	7550000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-1660136000	-182489000	7901420000	6897129000	835443000	6061686000	468549000	0	384567000	-2200000	-1275569000	7639829000	-102488000	487262000	348181000	-200086000	7337255000	130780000	173540000	NaN	NaN	130780000	0.2657557	0.049039001	173540000	0.325776476	3.706168878	NaN	1754417000	216361000	12930832000	39.3131061	4.848716022	700778000	10996628000	4034547000	23.29709248	6962081000	2.610594097	21.16654435	608149000	0	1199047000	17.22253734	2200000	2953464000	3564441000	239869000	2002728000	2031819000	204307000	4008617000	0	6034203000	5668603000	365600000	8273.078622	2
-2285000	11353000	152847000	106688000	0	106688000	5068000	86239000	108973000	87544000	106688000	0	0	0	0	0	0	292160000	384810000	NaN	NaN	292160000	91.44480395	17.79657069	384810000	31.70620537	92.1005553	NaN	26419000	3952000	42700000	9.569914162	2.601018513	3176000	39461000	0	9.555794617	39461000	2.403718771	8.843990228	380000	771000	13042000	33.05035351	777000	39461000	0	0	0	0	0	0	0	117722000	117722000	0	2094.575844	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3870000	5100000	NaN	NaN	3870000	2.025000036	0.777143107	5100000	0.7749644	54.9325763	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1620.404919	2
