PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31687.15287	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17151.5445	3
107894000	117682000	34457000	102907000	-35436000	138343000	0	54986000	56547000	56894000	164441000	0	-17195000	0	-35436000	-8903000	-26098000	349310000	482950000	NaN	NaN	349310000	16.20041719	5.969767899	482950000	9.859465013	42.74499966	NaN	21729000	11941000	159726000	5.90667712	2.729744775	54689000	101332000	37215000	4.39345305	64117000	1.095770543	2.37105053	0	1933000	16243000	25.33337492	2832000	37972000	0	17242000	0	37215000	8903000	26145000	0	360465000	360465000	0	1006.5873	2
3687000	-313000	30976000	24230000	0	24230000	0	20602000	22517000	22517000	26204000	0	0	0	0	-1974000	-1974000	171990000	264000000	NaN	NaN	171990000	527.7057501	21.66887903	264000000	107.4546895	25.83956812	NaN	313000	313000	23311000	59.1937344	2.936933769	2529000	18604000	0	73.57055788	18604000	2.3439027	47.23955121	0	15763000	16317000	87.70694474	16317000	16630000	0	0	0	0	1974000	1974000	0	220149000	196440000	23709000	122.3442324	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38525.60453	3
-12479000	-7160000	8504000	21522000	0	21522000	0	15749000	34001000	36327000	21522000	0	0	0	0	0	0	219040000	335540000	NaN	NaN	219040000	44.14941862	7.87557469	335540000	23.44365222	31.5711262	66.38144313	17915000	12596000	55595000	8.955456254	1.998916065	10164000	42386000	0	11.46514115	42386000	1.523986983	6.827699771	0	7111000	24471000	57.73368565	22145000	42386000	0	0	0	0	0	0	0	475440000	475440000	0	637.3996079	0
-163249000	-162424000	148397000	46451000	0	46451000	-6528000	145083000	210736000	211473000	47487000	0	-935000	0	0	-101000	-1036000	906250000	1330230000	NaN	NaN	906250000	8.230012002	1.821421572	1330230000	9.531598623	6.749639605	20.99669235	298076000	297251000	716057000	10.21803529	1.439163218	91054000	613003000	0	10.04679694	613003000	1.232040704	8.747468829	6528000	156053000	303099000	49.44494562	296113000	601175000	0	935000	0	0	10893000	11828000	0	2959031000	2895499000	63532000	370.3865075	0
-154862000	-1404000	207151000	-184641000	252565000	-437206000	-39419000	0	-56667000	22225000	-211529000	-237936000	16110000	0	252565000	-3851000	-225677000	327220000	490050000	327220000	490050000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	182886000	29428000	1396403000	16.46361652	8.554978517	284197000	1059026000	476537000	10.21824355	582489000	3.568583626	6.867555803	78102000	0	155183000	26.64136147	627000	338069000	237936000	2633000	0	476537000	3851000	244420000	0	614333000	516224000	98109000	7642.82873	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61580000	90210000	NaN	NaN	61580000	3.593584418	0.773018977	90210000	0.786694914	95.9085458	2.768890745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-17860000	-11503000	331222000	31725000	7302000	24423000	-44726000	93268000	46077000	91195000	28217000	0	-3794000	0	7302000	0	-3794000	555780000	851810000	NaN	NaN	555780000	45.0221476	7.762316687	851810000	11.45479132	147.1920608	NaN	38126000	19769000	173711000	7.757220295	2.426139469	26077000	145020000	41291000	5.796603195	103729000	1.448733937	4.632111403	44726000	3576000	61809000	59.58700074	6640000	99935000	0	3794000	0	41291000	0	3794000	3013000	727297000	727297000	0	5614.813651	2
59503000	34459000	404348000	164386000	172600000	-8214000	-14811000	0	-41395000	0	18108000	0	10824000	0	172600000	-37146000	-26322000	39280000	58270000	39280000	58270000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21085000	5824000	369226000	3.948561101	2.534791652	32216000	285688000	125800000	2.054390486	159888000	1.097655007	1.709867499	18671000	0	50412000	31.5295707	0	71497000	0	12390000	0	125800000	76001000	88391000	2573000	54725000	39373000	15352000	2715.928661	2
-10031000	-4900000	50034000	57555000	15900000	41655000	-1670000	0	9667000	978000	-364000	131116000	-85835000	0	15900000	-3262000	42019000	22380000	31940000	NaN	NaN	22380000	10.6192743	2.610839532	31940000	3.204208717	84.38914027	NaN	14259000	9128000	188596000	38.50359554	22.0015144	0	186919000	400000	38.07955703	186519000	21.75921263	38.07955703	6956000	0	17324000	9.288061806	3731000	31583000	11884000	133862000	0	400000	9190000	154936000	0	172203000	161308000	10895000	4695.03576	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20000	30000	20000	30000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24462.54689	3
13059000	19103000	130172000	173051000	-109891000	282942000	0	89134000	267698000	273527000	280757000	0	2804000	0	-109891000	-619000	2185000	689330000	1018120000	NaN	NaN	689330000	53.51222306	8.951424908	1018120000	28.96447982	79.72212157	30.29290594	22508000	14869000	477702000	28.80235083	6.203289544	18079000	444823000	229336000	21.07902279	215487000	2.798247137	12.99247684	0	14672000	191624000	88.9260141	26058000	214132000	0	700000	0	229336000	655000	1355000	2521000	1142264000	1126389000	15875000	691.6707693	1
-723798000	208163000	-16247342000	-21383691000	-13816515000	-7567176000	-121127000	0	-232088000	2789000	-955886000	-1485318000	-4403986000	-2932360000	-10884155000	-721986000	-6611290000	207730000	308210000	NaN	NaN	207730000	0.254370527	0.042698835	308210000	0.249570975	1.158630686	0.180731701	2862876000	599085000	51977661000	70.99959108	10.68399159	5113614000	46099047000	24274559000	36.79646582	21824488000	4.486016526	29.81145542	1521503000	0	3328231000	15.24998433	6104000	6191107000	6257528000	8471502000	4986862000	19287697000	904351000	15633381000	0	20955551000	14409251000	6546300000	2714.742823	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3310000	4790000	NaN	NaN	3310000	0.643179243	0.139420912	4790000	0.204279317	12.31339258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13115.93137	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1820000	-550000	-1820000	-550000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68440.97978	3
70646000	9629000	92380000	91402000	0	91402000	0	4975000	20756000	20756000	91402000	0	0	0	0	0	0	73580000	111150000	NaN	NaN	73580000	24.49994746	14.61795481	111150000	NaN	121.4143334	74.09692552	4242000	4242000	6458000	NaN	1.282994729	0	6443000	0	NaN	6443000	1.280014717	NaN	0	496000	2201000	34.16110508	2201000	6443000	0	0	0	0	0	0	0	165137000	165137000	0	646.2070602	1
-14075000	-13626000	-63929000	-57929000	0	-57929000	-4015000	-540000	-41301000	-10999000	-55376000	0	-1626000	0	0	-927000	-2553000	37190000	50470000	NaN	NaN	37190000	2.264711687	0.689575812	50470000	1.190917895	20.5685185	NaN	15702000	15253000	60766000	1.957948721	1.126721264	0	59766000	0	NaN	59766000	1.108179295	1.925737404	4015000	540000	41511000	69.45587792	11209000	57213000	0	1626000	0	0	927000	2553000	0	31948000	31948000	0	470.1672226	2
0	0	-143000	451000	0	451000	0	680000	451000	680000	451000	0	0	0	0	0	0	60240000	89830000	NaN	NaN	60240000	64.53845935	5.829955757	89830000	NaN	15.73158942	NaN	0	0	930000	NaN	0.090004297	238000	340000	0	24.98141101	340000	0.032904797	NaN	0	111000	340000	100	111000	340000	0	0	0	0	0	0	0	30620000	30620000	0	419.5782511	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35376.9795	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21812.59186	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-71557000	-31970000	-121143000	-528143000	-1431516000	903373000	-222393000	-736000	-337887000	-2113000	-409444000	1708326000	-419164000	-646464000	-785052000	23655000	1312817000	-7340000	7500000	NaN	NaN	-7340000	-0.050386392	-0.0113952	7500000	-0.029547158	-0.465028141	-0.051967953	72511000	32924000	7725922000	32.62768092	11.99433645	0	7599922000	6119690000	6.251232847	1480232000	2.298030014	6.251232847	252079000	736000	463427000	31.30772744	2113000	535938000	0	943024000	646464000	5473226000	1270000	944294000	0	1419254000	705689000	713565000	4976.443343	2
-1229198000	-1068573000	-2644895000	-9885870000	-1543000000	-8342870000	-1169586000	27804000	-1643990000	20651000	-2873188000	-1477563000	-844595000	-108599000	-1434401000	-3147524000	-5469682000	1496780000	2109530000	NaN	NaN	1496780000	0.271892559	0.104023789	2109530000	0.426066783	1.168994064	0.959187338	1870075000	1531334000	31082710000	8.316682517	2.160198073	0	28943685000	15930000000	3.482022209	13013685000	0.90443006	3.482022209	2981389000	179952000	4271748000	32.82504533	191266000	6141823000	1577563000	959595000	198599000	15731401000	4334704000	6871862000	0	10931220000	9131201000	1800019000	377.3719048	2
-101328000	-51420000	-375264000	-202076000	-56383000	-145693000	-35659000	35918000	-44173000	47624000	-145501000	0	0	0	-56383000	-192000	-192000	605850000	953770000	NaN	NaN	605850000	28.13955369	5.935353696	953770000	17.22432677	36.92387015	NaN	148122000	98214000	349377000	11.86140519	3.42275492	2437000	322240000	56383000	8.831147339	265857000	2.604531365	8.780592316	36468000	13840000	117543000	44.21286632	24649000	265665000	0	0	0	56383000	192000	192000	54360000	1001230000	962739000	38491000	633.9437363	1
-136899000	-10483000	-3151176000	-3363176000	-495055000	-2868121000	134176000	-755000	-388436000	-15986000	-525335000	-1621420000	-615631000	-75166000	-419889000	-105735000	-2342786000	438400000	585710000	NaN	NaN	438400000	2.617814583	0.459458404	585710000	2.311822952	10.67234404	2.538381202	205810000	66842000	6842661000	45.73670065	7.171346037	0	6682661000	1789501000	32.70613496	4893160000	5.128201379	32.70613496	345499000	755000	1300396000	26.57579151	15986000	1506206000	2121420000	1080915000	75166000	1714335000	184619000	3386954000	0	1972943000	1449866000	523077000	2470.530148	2
-775000	-775000	10146000	7635000	0	7635000	0	10474000	8410000	8410000	7635000	0	0	0	0	0	0	27580000	42320000	NaN	NaN	27580000	99.72674694	11.0140495	42320000	NaN	46.49594551	NaN	775000	775000	5041000	NaN	2.013119054	354000	4562000	0	NaN	4562000	1.821830813	NaN	0	1723000	3787000	83.01183691	3787000	4562000	0	0	0	0	0	0	0	21812000	21812000	0	605.3870318	0
-5013000	-4121000	14903000	11724000	0	11724000	0	20804000	17991000	20648000	12978000	0	51000	0	0	-1305000	-1254000	91520000	141870000	NaN	NaN	91520000	41.14489106	15.09617837	141870000	20.87775555	202.1469276	NaN	5023000	4131000	22886000	11.3857998	3.775034289	6000	22880000	0	11.3857998	22880000	3.774044592	11.3828148	0	1174000	12170000	53.19055944	9513000	17193000	0	20000	0	0	5667000	5687000	0	141626000	128402000	13224000	1874.510654	1
-88104000	-70621000	-163995000	-463821000	-32253000	-431568000	-19243000	-176000	-177752000	5324000	-265856000	-166279000	6229000	0	-32253000	-5662000	-165712000	-340000	13000000	NaN	NaN	-340000	-0.008922927	-0.002094112	13000000	-0.004082175	-0.083268086	NaN	98433000	80950000	676020000	9.264968458	4.163709852	0	634766000	32253000	8.257542588	602513000	3.710969075	8.257542588	30890000	176000	323008000	53.61012957	17516000	421441000	166279000	9131000	0	32253000	5662000	181072000	0	674524000	525180000	149344000	4092.413193	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63680000	101680000	NaN	NaN	63680000	2.061441844	0.193087737	101680000	NaN	5.698212705	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3254.967657	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1850000	-2800000	-1850000	-2800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34250000	56440000	34250000	56440000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9149.071732	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	160210000	254830000	160210000	254830000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4964.245336	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22560.5008	3
3311000	3375000	24030000	20572000	0	20572000	779000	1550000	2501000	1523000	5812000	2123000	11196000	0	0	1441000	14760000	29600000	42550000	NaN	NaN	29600000	56.1235965	9.70940468	42550000	15.83732264	427.1222637	NaN	2522000	2458000	12064000	9.581980906	3.957238448	13000	11368000	0	9.039499725	11368000	3.72893623	9.029174315	248000	269000	6943000	61.07494722	5762000	9465000	1581000	0	0	0	322000	1903000	0	50287000	48845000	1442000	5266.387996	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35525.77796	3
-127353000	-70261000	795563000	155515000	161882000	-6367000	10579000	-761000	31510000	-25075000	-95843000	-82796000	98514000	0	161882000	73758000	89476000	144960000	211780000	NaN	NaN	144960000	2.577433324	0.570290986	211780000	1.249289001	16.35977049	NaN	232588000	116009000	670534000	7.855181462	2.637965617	26906000	589691000	26118000	6.917351983	563573000	2.217167506	6.602153183	46043000	761000	135861000	24.10708107	26703000	368449000	82796000	62161000	0	26118000	50167000	195124000	0	2833424000	1306657000	1526767000	3278.187682	2
