PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25070000	38860000	NaN	NaN	25070000	NaN	NaN	38860000	0.911673405	294.3835793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	230750000	343460000	NaN	NaN	230750000	NaN	NaN	343460000	NaN	9.692901574	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
-60119000	-5652000	223741000	225611000	0	225611000	0	27095000	26473000	27095000	-33646000	0	412957000	0	0	-153700000	259257000	354660000	534520000	NaN	NaN	354660000	18.14339322	5.530202403	534520000	5.687709985	27.72462705	NaN	67999000	13532000	1010883000	19.22770251	15.76266733	0	964533000	0	18.34609305	964533000	15.03993322	18.34609305	0	792000	1414000	0.146599442	792000	69413000	0	712872000	0	0	182248000	895120000	94924000	855031000	323597000	531434000	110.9115985	2
23653000	28295000	56696000	41106000	0	41106000	0	17892000	19077000	19977000	42730000	0	0	0	0	-1624000	-1624000	168110000	242530000	NaN	NaN	168110000	45.57897991	7.485449502	242530000	20.48591753	54.37106351	29.09538073	8262000	3620000	24233000	8.539361477	1.07902503	8447000	13749000	0	7.821551906	13749000	0.612202993	4.844950314	0	1020000	3193000	23.22350716	1509000	11455000	0	0	0	0	2294000	2294000	0	343571000	343531000	40000	1348.699885	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1740000	2410000	1740000	2410000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-1717436000	-150397000	9837169000	2991208000	2530686000	460522000	162430000	0	412465000	-2124000	-1304971000	2034720000	-130903000	809830000	1720856000	-138324000	1765493000	102010000	143720000	NaN	NaN	102010000	0.179825708	0.035578947	143720000	0.207465255	2.856228554	NaN	1931930000	247051000	18192235000	49.81887375	6.345069724	754858000	16105731000	4697825000	33.30735361	11407906000	3.978838168	31.24019829	634522000	0	1260366000	11.0481801	2124000	3192296000	7892587000	169913000	2273681000	2424144000	153110000	8215610000	0	6436499000	6022199000	414300000	8311.227867	2
21626000	732000	127869000	87968000	0	87968000	307000	75271000	66342000	75903000	87968000	0	0	0	0	0	0	166130000	233330000	NaN	NaN	166130000	53.14825541	9.558179857	233330000	16.73145873	52.99479781	NaN	5130000	489000	23966000	5.107952002	1.378867986	3278000	20045000	0	4.970907308	20045000	1.15327584	4.272256442	621000	1219000	14915000	74.40758294	1227000	20045000	0	0	0	0	0	0	73700000	196095000	191095000	5000000	2085.449977	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4300000	6020000	NaN	NaN	4300000	1.889002816	0.771028998	6020000	0.852917625	59.45632035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1698.334119	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25131.78392	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15958.1705	3
-7050000	2614000	110553000	23516000	0	23516000	0	54865000	22509000	54865000	15459000	0	0	0	0	8057000	8057000	184090000	260410000	NaN	NaN	184090000	13.5695803	4.656673518	260410000	8.629017856	23.48610978	NaN	9673000	9000	77871000	6.639564201	1.969796423	8147000	69256000	0	6.599660821	69256000	1.751874524	5.90501802	0	487000	59583000	86.03297909	487000	69256000	0	0	0	0	0	0	0	298254000	274083000	24171000	661.9193443	2
