PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17860.5156	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11507.84859	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
21634000	21051000	52922000	49523000	0	49523000	0	17745000	27411000	24930000	49045000	0	38000	0	0	440000	478000	125400000	328960000	NaN	NaN	125400000	85.60571008	12.47071823	328960000	NaN	28.52878814	NaN	1707000	1597000	8156000	NaN	0.811093923	901000	5555000	0	NaN	5555000	0.552430939	NaN	0	388000	1583000	28.49684968	724000	3290000	0	1029000	0	0	1236000	2265000	NaN	332510000	299621000	32889000	161.1334588	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
50348000	46554000	239320000	252830000	0	252830000	0	10345000	26746000	21995000	77094000	0	3421000	0	0	172315000	175736000	79700000	207500000	NaN	NaN	79700000	22.77479434	6.31674456	207500000	11.75943961	20.91135736	NaN	4431000	2005000	25066000	12.91912156	1.986643904	70000	14556000	0	7.538301758	14556000	1.15365789	7.502223465	0	604000	5181000	35.59356966	2219000	9612000	0	1115000	0	0	3829000	4944000	NaN	295563000	197469000	98094000	365.8215831	0
424194000	416578000	736037000	702950000	0	702950000	-3394000	178777000	262906000	238933000	687100000	0	3798000	0	0	12052000	15850000	1338400000	3395040000	NaN	NaN	1338400000	41.52588387	7.27019892	3395040000	47.54566046	15.71696388	NaN	80932000	77559000	217160000	21.38363834	1.179614762	70740000	124620000	0	19.23700307	124620000	0.676936782	12.27127008	3394000	8816000	27367000	21.96035949	13808000	108299000	0	218000	0	0	16103000	16321000	NaN	2963989000	2768689000	195300000	267.2012847	0
0	0	495305000	495305000	0	495305000	0	0	0	0	0	0	446877000	0	0	48428000	495305000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	158587000	1.712417665	0.807225382	0	158587000	0	1.712417665	158587000	0.807225382	1.712417665	0	0	0	0	0	0	0	69188000	0	0	89399000	158587000	NaN	1827505000	14982000	1812523000	3348.033173	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	156000000	386040000	NaN	NaN	156000000	11.79489202	4.400960233	386040000	3.546311962	406.4775851	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
720000	9000	8195000	5932000	0	5932000	0	0	1105000	542000	1825000	0	1306000	0	0	2801000	4107000	12030000	29400000	NaN	NaN	12030000	32.33870968	6.899913966	29400000	NaN	78.19384617	NaN	543000	57000	6428000	NaN	3.686836822	0	5691000	0	NaN	5691000	3.264123889	NaN	0	0	2137000	37.55051836	1938000	2680000	0	796000	0	0	2215000	3011000	NaN	25167000	18825000	6342000	3238.8035	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70000	180000	NaN	NaN	70000	NaN	0.008449005	180000	NaN	1.277372263	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
16950000	28030000	-314266000	-5857000	38800000	-44657000	-5818000	10883000	55540000	44117000	72490000	-16836000	-81523000	0	38800000	-18788000	-117147000	148120000	366880000	NaN	NaN	148120000	16.94687315	2.841540825	366880000	13.02955665	26.50089592	NaN	73465000	11536000	544221000	59.25751307	10.44036045	15609000	314812000	26000000	33.14688589	288812000	5.540582559	31.44729965	24371000	660000	45994000	15.92523856	3517000	119459000	16836000	89304000	0	26000000	63213000	169353000	NaN	718858000	627526000	91332000	710.7596138	1
-132600000	27066000	-407212000	-924812000	-1881600000	956788000	212052000	0	417006000	-8480000	284406000	-355567000	373056000	0	-1881600000	654893000	672382000	207540000	564990000	NaN	NaN	207540000	0.349291612	0.077663651	564990000	0.521811279	1.6275774	NaN	1084471000	117090000	19214901000	81.87353956	7.19041803	0	17051901000	6725800000	43.99889642	10326101000	3.86413559	43.99889642	411118000	0	566724000	5.488267062	8480000	1651195000	467562000	6700863000	0	6725800000	1506481000	8674906000	NaN	18923722000	7895347000	11028375000	1180.116703	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12660000	31790000	NaN	NaN	12660000	5.652177381	1.282903018	31790000	1.818834854	50.47665754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8999.940582	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	270000	750000	NaN	NaN	270000	NaN	NaN	750000	NaN	1.341275006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	833000	833000	0	833000	0	0	833000	833000	833000	0	0	0	0	0	0	11250000	29020000	NaN	NaN	11250000	21.47162125	9.301174992	29020000	NaN	24.79103909	NaN	0	0	3000	NaN	0.002480313	0	3000	0	NaN	3000	0.002480313	NaN	0	0	3000	100	3000	3000	0	0	0	0	0	0	NaN	4868000	4868000	0	453.0164887	1
4927000	5577000	39711000	45411000	0	45411000	5828000	-239000	10762000	2393000	15689000	-113000	27903000	0	0	1932000	29722000	101140000	247290000	NaN	NaN	101140000	26.47038422	9.693779101	247290000	12.54093167	94.54925508	NaN	1371000	589000	14496000	2.24585667	1.389371385	0	13796000	0	NaN	13796000	1.322279775	2.137406086	7895000	239000	9647000	69.92606553	668000	11018000	113000	2097000	0	0	568000	2778000	NaN	224988000	222011000	2977000	575.422181	2
6668000	9095000	9979000	13310000	0	13310000	0	1769000	6957000	5578000	13625000	0	0	0	0	-315000	-315000	89460000	239730000	NaN	NaN	89460000	179.2500177	12.07202409	239730000	33.33812973	37.10222729	NaN	2802000	375000	8639000	5.054085736	1.165774828	2231000	4708000	0	4.05953246	4708000	0.635312871	2.754327543	0	356000	964000	20.4757859	578000	3766000	0	0	0	0	942000	942000	NaN	82727000	82727000	0	329.6900449	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16031.07431	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23794.0146	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-141637000	-47552000	-648833000	-514713000	-793000000	278287000	4202000	-917000	9803000	-2206000	-131834000	-7137000	524844000	0	-793000000	-107586000	410121000	-8840000	-5400000	NaN	NaN	-8840000	-0.321922467	-0.039634031	-5400000	-0.116823047	-0.766876887	NaN	141821000	47553000	3676127000	71.32570819	16.48186997	42120000	3193007000	2171000000	20.64662398	1022007000	4.582155752	19.82939464	28100000	917000	53859000	5.269924766	2206000	195680000	7137000	620035000	0	2171000000	199155000	826327000	NaN	643719000	396553000	247166000	2463.748243	2
575125000	395103000	-287261000	-5623000	0	-5623000	0	883000	883000	883000	576008000	18700000	-296030000	0	0	-304301000	-581631000	523380000	1434630000	NaN	NaN	523380000	0.768554837	0.257114373	1434630000	2.678368558	0.518901877	NaN	157815000	11543000	2124830000	8.592462291	1.043838767	33638000	1843192000	0	7.589591168	1843192000	0.905481975	7.453564641	0	0	0	0	0	157815000	21580000	385554000	0	0	1278243000	1685377000	NaN	3061698000	1648227000	1413471000	203.4880745	2
23456000	43877000	121049000	11768000	85000000	-73232000	2225000	30519000	29148000	28020000	52604000	0	-61672000	0	85000000	-64164000	-125836000	211980000	561400000	NaN	NaN	211980000	11.67411067	3.083068499	561400000	9.729715677	21.96330704	NaN	67609000	31348000	387177000	21.50915168	5.631159601	3719000	346458000	76000000	15.23157285	270458000	3.933581188	15.02496828	17027000	1792000	31898000	11.79406784	4528000	99507000	0	84678000	0	76000000	86273000	170951000	NaN	878939000	682801000	196138000	458.7168629	1
83806000	-44755000	516832000	553832000	192000000	361832000	90591000	-862000	150570000	23534000	234376000	-10062000	101082000	0	192000000	36436000	127456000	95940000	257640000	NaN	NaN	95940000	1.200858369	0.253960963	257640000	1.170381506	3.41371808	NaN	102152000	52006000	1491431000	29.9836105	3.94793884	0	1104431000	228000000	17.61969929	876431000	2.319983952	17.61969929	186604000	862000	253189000	28.88864041	5231000	355341000	10062000	430909000	0	228000000	80119000	521090000	NaN	3766181000	2747670000	1018511000	2271.335716	2
8782000	7719000	14307000	15507000	0	15507000	0	1810000	6155000	5082000	14937000	0	570000	0	0	0	570000	38070000	99500000	NaN	NaN	38070000	113.2741094	35.3627019	99500000	74.31349668	108.0257423	NaN	335000	327000	878000	3.751317709	0.815562182	0	678000	0	2.896803424	678000	0.62978492	2.896803424	0	46000	223000	32.89085546	214000	558000	0	120000	0	0	0	120000	NaN	89694000	89694000	0	488.3986819	0
13464000	7177000	21446000	21446000	0	21446000	0	0	7982000	1113000	21446000	0	0	0	0	0	0	51390000	128310000	NaN	NaN	51390000	NaN	NaN	128310000	44.50857873	166.7261461	NaN	1106000	6000	1457000	4.403431494	NaN	0	1457000	0	4.403431494	1457000	NaN	4.403431494	0	0	351000	24.09059712	65000	1457000	0	0	0	0	0	0	NaN	62034000	62034000	0	NaN	1
59754000	36358000	9573000	11903000	-21300000	33203000	-8454000	-101000	-532000	14684000	59222000	-9613000	-18110000	0	-21300000	1704000	-26019000	79910000	181410000	NaN	NaN	79910000	12.41854838	3.627785571	181410000	5.526279391	32.25365068	NaN	38172000	4368000	244648000	21.39653665	11.10662601	12130000	231318000	96300000	12.86933706	135018000	6.129600203	11.80846598	28172000	101000	49992000	37.02617429	4589000	88164000	9613000	32824000	0	96300000	4417000	46854000	NaN	840933000	694799000	146134000	2281.365247	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16100000	40190000	NaN	NaN	16100000	0.300157884	0.078353168	40190000	NaN	1.625347014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3742.506603	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	570000	1400000	NaN	NaN	570000	NaN	NaN	1400000	NaN	31.46389932	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30880000	77220000	NaN	NaN	30880000	4.508586517	1.413307803	77220000	2.094736938	44.63769457	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3020.795359	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8955.151106	3
502000	502000	7377000	7377000	0	7377000	0	0	6875000	6875000	7377000	0	0	0	0	0	0	16760000	41610000	NaN	NaN	16760000	75.29451048	23.19663769	41610000	32.92730845	222.9731528	NaN	548000	548000	920000	2.813455657	1.273323787	0	920000	0	2.813455657	920000	1.273323787	2.813455657	0	0	372000	40.43478261	372000	920000	0	0	0	0	0	0	NaN	13325000	13325000	0	3910.199191	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10866.06137	3
181262000	81618000	-4289000	149388000	-10300000	159688000	14651000	-257000	58182000	33257000	239444000	0	-120159000	0	-10300000	40403000	-79756000	135580000	301230000	NaN	NaN	135580000	8.527043682	1.758518203	301230000	7.558256216	22.3555177	NaN	115909000	8878000	395832000	34.53428721	5.13407418	13630000	305755000	49900000	23.51116734	255855000	3.318525408	22.32202059	10277000	257000	14860000	5.807977175	3498000	130769000	0	120159000	0	49900000	4927000	125086000	NaN	622223000	589062000	33161000	2244.046491	2
84597000	-99043000	-1501504000	-1761504000	0	-1761504000	-20885000	0	-20897000	-1758000	63700000	-85376000	-853939000	0	0	-885889000	-1825204000	136400000	386290000	NaN	NaN	136400000	0.809271402	0.310744418	386290000	0.916811732	6.787539272	NaN	429387000	108430000	4563461000	31.76639013	10.39640785	0	4379461000	0	30.48556056	4379461000	9.97722183	30.48556056	49426000	0	55807000	1.274289233	1758000	485194000	85376000	1518001000	0	0	2290890000	3894267000	NaN	8872988000	3565343000	5307645000	1354.430988	2
-388977000	-10716000	-913799000	-878799000	-26300000	-852499000	9722000	-608000	65459000	11055000	-323518000	-18253000	-518240000	0	-26300000	7512000	-528981000	52390000	135160000	NaN	NaN	52390000	1.837364515	0.422140876	135160000	1.331046748	6.234652865	NaN	420332000	12453000	2144348000	78.43262619	17.27842993	0	1939348000	832400000	40.48822238	1106948000	8.919412077	40.48822238	31517000	608000	61956000	5.59701088	2703000	482288000	18253000	538895000	0	832400000	67512000	624660000	NaN	1012137000	858663000	153474000	1804.83497	2
