PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24970000	41970000	NaN	NaN	24970000	NaN	2.624562382	41970000	1.584020271	386.2813651	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	507530000	758620000	NaN	NaN	507530000	NaN	NaN	758620000	NaN	25.80379799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
12923000	53474000	70415000	-7785000	0	-7785000	0	0	32628000	15304000	45551000	0	1013000	0	0	-54349000	-53336000	277080000	419460000	NaN	NaN	277080000	17.55023438	2.811680509	419460000	6.529669605	26.00831744	NaN	87245000	8373000	388520000	10.68654417	3.942522417	0	335720000	0	9.23423919	335720000	3.406732281	9.23423919	0	0	4614000	1.374359585	160000	91859000	0	13545000	0	0	230316000	243861000	0	1498708000	586685000	912023000	197.7830769	2
19434000	5787000	152372000	45272000	0	45272000	0	0	0	0	19434000	0	0	0	0	25838000	25838000	331950000	479110000	NaN	NaN	331950000	397.0660744	29.70558374	479110000	97.54628269	100.8447016	NaN	225000	7000	3568000	4.298795181	0.319293637	0	3568000	0	4.298795181	3568000	0.319293637	4.298795181	0	0	0	0	0	225000	0	0	0	0	3343000	3343000	0	86518000	51288000	35230000	788.7853996	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7660000	-11220000	NaN	NaN	-7660000	NaN	NaN	-11220000	NaN	-4.010865991	-0.188281621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
325010000	9789000	-668076000	-1566445000	132000000	-1698445000	-106727000	0	-155474000	-2994000	169536000	-731233000	-1008501000	262690000	-130690000	-128247000	-1867981000	273680000	397050000	NaN	NaN	273680000	0.985549782	0.148854517	397050000	1.557477806	8.269882203	NaN	261217000	129000	5420097000	33.59841929	2.947990066	1227931000	3880166000	133000000	30.83992685	3747166000	2.038083109	23.22815522	566585000	0	976553000	26.06110858	2994000	1237770000	1231233000	1142652000	2310000	130690000	135511000	2509396000	859842000	3026029000	2625017000	401012000	7009.963132	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2720000	4150000	NaN	NaN	2720000	0.33056158	0.131643242	4150000	NaN	0.774476225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7230000	10620000	NaN	NaN	7230000	4.684215661	1.91224877	10620000	1.786296005	115.2117793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1680.919773	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20790.37649	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13719.22788	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	300000	530000	NaN	NaN	300000	0.110375304	NaN	530000	NaN	0.041259799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
6405000	6405000	52629000	48531000	0	48531000	0	35259000	45157000	53211000	51562000	0	-1263000	0	0	-1768000	-3031000	256400000	388530000	NaN	NaN	256400000	152.4200341	22.17698498	388530000	71.63290442	44.79361569	95.38630731	11953000	11953000	38402000	29.93792134	3.321531113	410000	36656000	0	28.8963854	36656000	3.170513111	28.57675237	0	4302000	21672000	59.12265386	12019000	33625000	0	1263000	0	0	1768000	3031000	0	480255000	480181000	74000	163.8246425	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
12534000	12856000	90648000	70347000	0	70347000	0	38062000	57813000	62420000	70347000	0	0	0	0	0	0	265660000	403620000	NaN	NaN	265660000	97.59393493	14.38354674	403620000	29.43857627	53.8418837	NaN	5660000	5338000	29457000	5.418927729	1.594881188	160000	26797000	0	4.9590262	26797000	1.450861636	4.929592503	0	3774000	21137000	78.87823264	11102000	26797000	0	0	0	0	0	0	57808000	433791000	433791000	0	441.3438253	0
-57448000	-44240000	506452000	384222000	0	384222000	-5072000	208250000	417260000	444212000	359812000	0	-4400000	0	0	28810000	24410000	1880240000	2815650000	NaN	NaN	1880240000	35.94720182	5.94664239	2815650000	47.76243134	17.44698735	NaN	243262000	230054000	592527000	27.060183	1.873987457	163966000	416561000	0	26.51215363	416561000	1.317459101	19.02397172	5072000	46977000	127979000	30.72275129	100928000	371241000	0	4400000	0	0	40920000	45320000	0	4252770000	4223696000	29074000	277.7143162	0
-21417000	0	281699000	-32458000	0	-32458000	58182000	0	12660000	0	-8757000	-10284000	57041000	0	0	-70458000	-23701000	315680000	493740000	315680000	493740000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31741000	0	275507000	6.571425164	2.801980492	6083000	220446000	0	5.403196184	220446000	2.241995272	5.258103757	0	0	45522000	20.64995509	0	77263000	10284000	48902000	0	0	83997000	143183000	411578000	252745000	222117000	30628000	4801.935522	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94700000	140020000	NaN	NaN	94700000	7.173085975	1.969969469	140020000	1.223320851	186.9011319	8.288454092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10000	10000	NaN	NaN	10000	NaN	NaN	10000	NaN	0.0024053	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	187030000	268870000	187030000	268870000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
6078000	591000	13896000	9807000	0	9807000	-606000	0	-338000	973000	5740000	0	1688000	0	0	2379000	4067000	21770000	32150000	NaN	NaN	21770000	16.99453552	5.017045435	32150000	7.002251528	112.2164948	28.87842409	4063000	2004000	16370000	6.367172306	3.772578492	424000	15495000	0	6.191754181	15495000	3.570928756	6.026837806	2535000	0	6587000	42.51048725	2881000	10650000	0	3062000	0	0	1783000	4845000	0	50948000	44608000	6340000	3606.696423	1
