PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
6865000	6865000	197077000	142468000	0	142468000	0	44271000	135603000	135603000	142468000	0	0	0	0	0	0	4964880000	5126880000	NaN	NaN	4964880000	160.4143441	48.9126782	5126880000	NaN	157.0054936	210.7855937	0	0	4711000	NaN	0.04641152	197000	4514000	0	0.618609785	4514000	0.044470728	NaN	0	0	4514000	100	4514000	4514000	0	0	0	0	0	0	842459000	543533000	543533000	0	NaN	0
437395000	547020000	1394904000	1289224000	0	1289224000	0	604000	-360000	327000	437035000	0	956977000	0	0	-104788000	852189000	247670000	256990000	NaN	NaN	247670000	3.03564839	0.468628405	256990000	0.717337332	14.13208636	NaN	504560000	177991000	4461711000	9.842849899	8.442219519	0	4357391000	0	9.612712604	4357391000	8.244830593	9.612712604	0	7081000	9732000	0.223344657	9045000	514292000	0	3604592000	0	0	238507000	3843099000	21195000	14235220000	12851297000	1383923000	263.692327	2
-6711000	1091000	271520000	180566000	103319000	77247000	5352000	37006000	86254000	45478000	79543000	0	465000	0	103319000	-2761000	-2296000	307450000	312440000	NaN	NaN	307450000	9.651847703	2.793472851	312440000	5.133187201	96.99763224	NaN	39184000	31382000	152835000	4.485867627	1.388649937	15138000	112188000	25000000	3.003375476	87188000	0.792185106	2.559059291	75000	11421000	44210000	50.70651925	17761000	83394000	0	16000	0	25000000	3778000	3794000	0	1188002000	977531000	210471000	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-99763000	-6101000	-10895162000	1018251000	218509000	799742000	-882071000	0	-1058932000	26757000	-1158695000	1959222000	-619000	876691000	-658182000	-166000	1958437000	101340000	106900000	NaN	NaN	101340000	0.160580576	0.039661841	106900000	0.153622103	2.574167601	NaN	111503000	16005000	8970143000	12.29324003	3.510680731	0	8070708000	3222976000	6.643632447	4847732000	1.897276256	6.643641959	1387365000	0	3431886000	70.79364123	2812000	3543389000	1303546000	631000	1364794000	1858182000	166000	1304343000	982567000	7092105000	7084046000	8059000	12108.54668	2
93078000	93078000	724404000	601874000	421490000	180384000	-1070000	78884000	87344000	95639000	180422000	0	0	0	421490000	-38000	-38000	350060000	381740000	NaN	NaN	350060000	10.06391525	3.690645672	381740000	8.49274139	113.870979	22.31141051	3479000	3479000	188977000	7.303432264	1.992364587	24424000	149234000	122590000	1.973635304	26644000	0.280904883	1.029716046	1070000	14086000	23127000	86.80003003	14832000	26606000	0	0	0	122590000	38000	38000	0	394685000	394685000	0	4908.540425	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7380000	7670000	NaN	NaN	7380000	1.286511218	0.59366209	7670000	0.730094246	85.87886193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2027.594112	2
