PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19447.24107	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13412.92705	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
19823000	19823000	50810000	56008000	0	56008000	0	45259000	43238000	50019000	63061000	0	-5748000	0	0	-1305000	-7053000	262550000	403660000	NaN	NaN	262550000	159.5337789	23.5004687	403660000	76.93274094	46.86953293	NaN	9991000	9991000	42400000	43.41542402	3.795162342	990000	39712000	0	41.67675916	39712000	3.55456337	40.66304997	0	3479000	20306000	51.13315874	10361000	30297000	0	5748000	0	0	3667000	9415000	0	457152000	457054000	98000	162.9285385	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
27974000	27974000	74507000	88101000	0	88101000	0	52675000	60307000	69383000	88281000	0	0	0	0	-180000	-180000	266880000	410510000	NaN	NaN	266880000	101.7899954	14.77652465	410510000	54.27979431	55.9129143	NaN	1214000	1214000	37098000	9.864278944	2.054029944	2025000	31484000	0	8.909971512	31484000	1.743195826	8.371528338	0	2910000	30090000	95.57235421	11525000	31304000	0	0	0	0	180000	180000	12357000	372353000	372353000	0	426.5381174	0
-28578000	-15201000	616040000	721608000	0	721608000	-5348000	423671000	705858000	698663000	677280000	0	19912000	0	0	24416000	44328000	2092760000	3223760000	NaN	NaN	2092760000	40.72945167	6.804208385	3223760000	50.55500203	19.8825671	NaN	323461000	310083000	735489000	34.55974581	2.39130164	244546000	481687000	0	34.12481747	481687000	1.566113039	22.63389429	5348000	40478000	112948000	23.4484219	89825000	436409000	0	2286000	0	0	42992000	45278000	0	4220736000	4116922000	103814000	275.2375167	0
35365000	0	-523383000	-440983000	0	-440983000	0	0	8084000	0	43449000	49031000	74131000	0	0	-607594000	-484432000	13620000	21350000	13620000	21350000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	995000	0	1374476000	19.44096181	7.202753217	0	1316476000	0	18.62059406	1316476000	6.898812161	18.62059406	0	0	35599000	2.704113102	0	36594000	15498000	578304000	0	0	686080000	1279882000	0	270805000	24751000	246054000	3983.24706	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	137500000	210130000	NaN	NaN	137500000	19.78568627	3.881672572	210130000	1.482649842	278.9663435	12.26862796	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10000	20000	NaN	NaN	10000	NaN	NaN	20000	NaN	0.002321157	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
2093000	2979000	356000	3225000	0	3225000	1661000	0	344000	-368000	2437000	0	950000	0	0	-162000	788000	30320000	46490000	NaN	NaN	30320000	26.99910953	7.463384909	46490000	11.26300149	160.4232804	44.15641156	5397000	1637000	18274000	7.162061532	4.498215562	3239000	14649000	0	7.010777974	14649000	3.605907834	5.74132863	1758000	0	5415000	36.96498054	2525000	10812000	0	3675000	0	0	162000	3837000	0	60899000	49809000	11090000	3783.333333	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42190000	58940000	NaN	NaN	42190000	NaN	2.621473737	58940000	NaN	697.3553719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
9052000	70746000	-111721000	-12799000	-37620000	24821000	-36175000	44544000	18416000	66143000	27468000	0	-2153000	0	-37620000	-494000	-2647000	545440000	835300000	NaN	NaN	545440000	89.416046	11.7895176	835300000	40.29550827	81.91681502	NaN	77301000	14144000	385251000	38.69924661	8.327081706	58587000	312544000	37620000	33.50185836	274924000	5.942397582	27.61667504	36175000	4117000	185906000	67.62086977	24087000	263207000	0	2153000	0	37620000	9564000	11717000	152785000	1123354000	1106926000	16428000	682.6462711	1
-424641000	43750000	-3970061000	-3072845000	-592777000	-2480068000	-1193160000	0	-1482556000	-6261000	-1907197000	115412000	-798964000	0	-592777000	110681000	-572871000	151060000	225800000	NaN	NaN	151060000	0.162151138	0.03359339	225800000	0.368897897	1.009420595	0.095650742	745943000	42250000	8155872000	22.45126765	1.81373882	996216000	7159656000	1467777000	18.41081014	5691879000	1.265785179	15.66845322	1975306000	0	2483538000	43.63300766	6261000	3229481000	84588000	1662518000	0	1467777000	715292000	2462398000	1316365000	15199033000	7468286000	7730747000	1624.68324	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2630000	4200000	NaN	NaN	2630000	0.816062825	0.154710871	4200000	0.275840369	10.1348357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10588.25345	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3880000	5920000	NaN	NaN	3880000	0.589974832	0.110209998	5920000	NaN	15.38919187	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20205.48996	3
835000	835000	4218000	3449000	0	3449000	0	1886000	6858000	6858000	7693000	0	0	0	0	-4244000	-4244000	46000000	72010000	NaN	NaN	46000000	50.49589367	15.45242262	72010000	NaN	82.36347359	74.64183116	397000	397000	5212000	NaN	1.750826668	0	4987000	0	NaN	4987000	1.675244166	NaN	0	104000	346000	6.938038901	346000	743000	0	0	0	0	4244000	4244000	0	48406000	48406000	0	603.4808925	1
-12739000	-1350000	-78184000	-78084000	0	-78084000	-26126000	-388000	-43857000	6259000	-56596000	0	-217000	0	0	-21271000	-21488000	145220000	228630000	NaN	NaN	145220000	10.24985114	3.940065234	228630000	5.788098212	105.0513936	14.35468316	19205000	5206000	105285000	4.348714456	2.85656086	0	105085000	0	NaN	105085000	2.851134521	4.340453613	33131000	388000	64392000	61.27610982	5149000	83597000	0	217000	0	0	21271000	21488000	0	410362000	373194000	37168000	760.9645577	2
10724000	13374000	94874000	96276000	0	96276000	0	68366000	86918000	88925000	97642000	0	0	0	0	-1366000	-1366000	248890000	379910000	NaN	NaN	248890000	135.9408378	16.98823252	379910000	57.54683063	84.80712504	NaN	6857000	2717000	29117000	13.21255638	1.987409563	10981000	16551000	0	12.49332357	16551000	1.129704835	7.510424176	0	2016000	8328000	50.31720138	4639000	15185000	0	0	0	0	1366000	1366000	4398000	235831000	235831000	0	320.5812867	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28897.86181	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20555.5563	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-96331000	-41467000	-109939000	117515000	1021900000	-904385000	2182000	-798000	6823000	-2513000	-89508000	-8486000	-683141000	0	1021900000	-123250000	-814877000	103540000	159440000	NaN	NaN	103540000	1.302820994	0.347454673	159440000	0.909281717	7.8511833	NaN	163537000	41467000	2771510000	25.8901064	9.300503207	326454000	2135056000	523100000	18.107689	1611956000	5.409326305	15.05811357	248949000	798000	575994000	35.73261305	2513000	739531000	8486000	720236000	0	523100000	143703000	872425000	4171765000	1549788000	1363744000	186044000	3457.019432	2
483566000	683907000	5018407000	3812657000	0	3812657000	175889000	488394000	711901000	490568000	1195467000	-414662000	1480404000	0	0	1551448000	2617190000	2032370000	3071130000	NaN	NaN	2032370000	1.575410573	0.56771396	3071130000	4.175988329	1.790342543	NaN	936655000	338212000	7056976000	11.68547631	1.971266941	555290000	5852726000	0	10.6108791	5852726000	1.63487665	9.69138779	415386000	18504000	445802000	7.616997618	20418000	1382457000	691662000	1766459000	0	0	2012148000	4470269000	0	9298291000	5279651000	4018640000	257.5400103	2
269454000	59064000	424242000	242322000	-94119000	336441000	-16233000	-4241000	58739000	-8188000	328193000	0	-55970000	0	-94119000	64218000	8248000	444380000	688360000	NaN	NaN	444380000	22.37206084	4.163320465	688360000	14.61167186	36.48194756	27.37490264	77312000	41745000	516355000	20.52429808	4.83764197	12600000	461265000	146748000	13.0023856	314517000	2.946656156	12.50155544	90846000	4241000	140943000	44.81252206	10458000	218255000	0	66438000	0	146748000	29824000	96262000	75277000	1964194000	1610722000	353472000	420.4689031	1
-221808000	-28669000	-2099732000	-1752732000	-485200000	-1267532000	-538202000	-819000	-444591000	-14069000	-666399000	-31539000	-436310000	0	-485200000	-133284000	-601133000	88540000	135400000	NaN	NaN	88540000	1.188087095	0.231820369	135400000	0.931019979	2.666600729	NaN	360593000	54661000	3889436000	43.09146909	10.18353839	0	3746436000	631800000	34.50737868	3114636000	8.154913791	34.50737868	751394000	819000	1003265000	32.21130816	17541000	1363858000	31539000	1310694000	0	631800000	408545000	1750778000	0	4034237000	3467671000	566566000	3123.012282	2
3863000	3863000	931000	4101000	0	4101000	0	347000	238000	238000	4101000	0	0	0	0	0	0	44880000	68660000	NaN	NaN	44880000	91.26851509	18.00039598	68660000	48.07278361	102.4947702	NaN	292000	292000	1109000	2.907173996	0.444795881	0	959000	0	2.513958397	959000	0.38463413	2.513958397	0	334000	667000	69.55161627	667000	959000	0	0	0	0	0	0	0	56536000	56536000	0	555.1371442	0
4270000	557000	8733000	6453000	0	6453000	0	1907000	2333000	4594000	6603000	0	0	0	0	-150000	-150000	105280000	170130000	NaN	NaN	105280000	135.730767	34.10913495	170130000	68.78031299	302.3853633	NaN	1803000	182000	5745000	9.084012608	1.861293506	0	5625000	0	8.894268219	5625000	1.822415312	8.894268219	0	87000	3672000	65.28	1411000	5475000	0	0	0	0	150000	150000	0	99853000	99853000	0	1618.36474	1
36855000	63709000	-318358000	-237522000	-3000000	-234522000	-73297000	-192000	-66951000	-1555000	-30096000	-65707000	-129988000	0	-3000000	-8731000	-204426000	226980000	345530000	NaN	NaN	226980000	16.59193025	3.174120469	345530000	8.377500554	73.92907395	NaN	43748000	11894000	504814000	24.11339861	7.059390477	28836000	443978000	8000000	22.20272271	435978000	6.096778103	20.82531646	78490000	192000	156339000	35.85937823	14978000	200087000	65707000	160229000	0	8000000	9955000	235891000	640950000	1054793000	1040227000	14566000	2993.478723	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50810000	78510000	NaN	NaN	50810000	0.715152114	0.181238133	78510000	NaN	4.806851784	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4116.713449	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2990000	4410000	NaN	NaN	2990000	NaN	NaN	4410000	NaN	114.7880835	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38130000	58240000	NaN	NaN	38130000	2.521583543	0.671050115	58240000	1.123108746	49.73502047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5808.205655	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13680000	21590000	13680000	21590000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13730.12976	3
2638000	2638000	5866000	7445000	0	7445000	0	803000	4891000	3282000	7529000	0	-84000	0	0	0	-84000	19640000	30290000	NaN	NaN	19640000	28.94699543	12.1699224	30290000	13.74672715	276.908327	NaN	554000	554000	5768000	6.170450493	3.574140143	1559000	4059000	0	6.009984548	4059000	2.515158606	4.342208487	0	67000	3421000	84.28184282	3392000	3975000	0	84000	0	0	0	84000	0	22967000	22967000	0	5257.28277	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14587.66813	3
-15227000	4333000	-70664000	-8451000	-8210000	-241000	5929000	-341000	14070000	10943000	-1157000	0	0	0	-8210000	916000	916000	101660000	154190000	NaN	NaN	101660000	5.716447198	1.504085416	154190000	3.958414454	14.12991235	NaN	67785000	15312000	232142000	12.10333681	3.434599613	66698000	146929000	8210000	10.70995829	138719000	2.052382696	7.232481752	32957000	341000	69775000	50.29952638	10345000	137560000	0	0	0	8210000	1159000	1159000	7483000	510221000	483116000	27105000	1974.402027	2
166532000	168244000	-2835823000	-1546256000	0	-1546256000	96913000	0	183023000	-2290000	349555000	-120151000	-1649808000	0	0	-125852000	-1895811000	331650000	504300000	NaN	NaN	331650000	1.869679585	0.553163972	504300000	2.664356627	13.1091195	NaN	1056944000	113970000	8804411000	65.04968278	14.68500817	61767000	8563544000	0	63.72643717	8563544000	14.28326252	63.27008367	203396000	0	428802000	5.007296045	11568000	1485746000	120326000	1855977000	0	0	5101495000	7077798000	0	12953861000	5254094000	7699767000	1701.933577	2
