PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-2259000	-2259000	116025000	99104000	0	99104000	0	24709000	101363000	101363000	99104000	0	0	0	0	0	0	6235260000	6331410000	NaN	NaN	6235260000	284.6089787	49.57084519	6331410000	NaN	186.4704423	115.5407233	2259000	2259000	10179000	NaN	0.080923912	509000	9670000	0	0.695682423	9670000	0.076877319	NaN	0	2381000	7411000	76.63908997	7411000	9670000	0	0	0	0	0	0	1332000	386763000	386763000	0	NaN	0
647345000	707062000	788495000	270205000	0	270205000	0	10424000	11634000	12131000	658979000	0	-339226000	0	0	-49548000	-388774000	238710000	243750000	NaN	NaN	238710000	2.078022664	0.347622871	243750000	0.489322646	12.86491622	NaN	440766000	327215000	3553690000	8.546135935	5.175082408	0	3522690000	0	8.471585197	3522690000	5.129938472	8.471585197	0	8764000	11476000	0.325773769	10979000	452242000	0	2881001000	0	0	189447000	3070448000	0	15503145000	13418662000	2084483000	323.5685666	2
13518000	14566000	431971000	548552000	139333000	409219000	6241000	19546000	126322000	72620000	139840000	0	250876000	0	139333000	18503000	269379000	356960000	349370000	NaN	NaN	356960000	10.23011535	2.972346027	349370000	5.05743879	111.8042499	NaN	52088000	43466000	226847000	5.80474507	1.888916907	14522000	201033000	51498000	4.19802361	149535000	1.245152855	3.823743055	633000	14848000	64081000	42.85351256	22843000	116169000	0	33085000	0	51498000	281000	33366000	40694000	1192813000	1030441000	162372000	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
206937000	-3176000	-5692232000	-4469618000	-3102923000	-1366695000	66633000	0	851759000	269673000	1058696000	-2334647000	-401000	-536537000	-2566386000	-90343000	-2425391000	126730000	124390000	NaN	NaN	126730000	0.197265339	0.042578486	124390000	0.204809515	3.163309701	NaN	221743000	26510000	12126918000	17.26151214	4.074377091	0	12006304000	7048557000	7.056880406	4957747000	1.665693691	7.066113708	961783000	0	2217878000	44.73560268	21293000	2439621000	2427376000	407000	1012133000	6036424000	90343000	2518126000	0	7510419000	7504640000	5779000	10064.24593	2
597039000	597039000	1358154000	868458000	-28337000	896795000	48111000	120895000	299758000	250371000	896797000	0	0	0	-28337000	-2000	-2000	525970000	530500000	NaN	NaN	525970000	17.54261256	5.96702737	530500000	12.41398755	170.4938672	25.48820054	19586000	19586000	423255000	20.61123969	4.801745669	27122000	378737000	334630000	3.468637091	44107000	0.500385338	2.147877636	1363000	21329000	24519000	55.58981568	23156000	44105000	0	0	0	334630000	2000	2000	0	419210000	419210000	0	5533.736546	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5640000	5950000	NaN	NaN	5640000	2.533777038	0.484757692	5950000	0.732084212	64.23543883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1638.4171	2
