PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1700000	-2910000	-1700000	-2910000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	410360000	704380000	NaN	NaN	410360000	NaN	16.67000915	704380000	NaN	15.3707679	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
-1033655000	-999964000	-1172135000	-1146000000	0	-1146000000	0	9338000	3094000	9071000	-1030561000	0	-46429000	0	0	-69010000	-115439000	282730000	459470000	NaN	NaN	282730000	23.60706423	3.833598276	459470000	3.414089868	19.65006988	NaN	1036487000	1002796000	2231316000	33.00865855	30.25490457	0	2208991000	0	32.67839681	2208991000	29.95219499	32.67839681	0	2115000	9735000	0.440698944	2589000	1046222000	0	1092144000	0	0	70625000	1162769000	0	291824000	118553000	173271000	136.5461799	2
32270000	20784000	65410000	75215000	-4209000	79424000	0	31717000	47320000	39405000	79590000	0	312000	0	-4209000	-478000	-166000	268530000	430940000	NaN	NaN	268530000	23.82848314	6.338384691	430940000	15.00838364	87.25934871	NaN	9199000	5349000	38530000	3.847997603	0.909462489	14357000	22965000	4209000	3.307000899	18756000	0.442716804	1.873164886	0	2543000	9077000	48.39518021	4549000	18276000	0	2000	0	4209000	478000	480000	10964000	446999000	444525000	2474000	1575.60495	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2370000	4050000	2370000	4050000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-983249000	-318696000	-9990306000	-9441119000	-5220237000	-4220882000	-59469000	0	634917000	0	-348332000	-3630788000	-181191000	-1922340000	-3297897000	-60571000	-3872550000	145560000	240720000	NaN	NaN	145560000	0.382058984	0.055776533	240720000	0.357354914	3.9021915	NaN	992938000	327591000	15123010000	41.40148829	5.794923496	1597418000	12489592000	5447603000	23.65166113	7041989000	2.698390566	19.27849186	1388325000	0	2176373000	30.90565748	0	3169311000	3630788000	181319000	2091279000	3356324000	60571000	3872678000	0	6657512000	6559752000	97760000	9231.017498	2
-12090000	11287000	39402000	41532000	-1030000	42562000	-820000	52051000	55216000	54431000	43126000	0	-663000	0	-1030000	99000	-564000	211630000	307170000	NaN	NaN	211630000	50.5607118	9.69479822	307170000	20.81090423	69.02906573	NaN	24241000	864000	54524000	8.474650425	2.497751633	11431000	41613000	1030000	8.08452181	40583000	1.859112584	6.307804603	820000	2975000	15679000	38.63440357	3116000	39920000	0	663000	0	1030000	0	663000	0	291027000	274316000	16711000	2926.819637	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8540000	12070000	NaN	NaN	8540000	3.957571771	1.110260325	12070000	1.588974072	107.8759553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1649.46511	2
