PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11500000	20220000	11500000	20220000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	136010000	222730000	NaN	NaN	136010000	NaN	NaN	222730000	NaN	5.241068335	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
-238594000	-205128000	-908596000	-634916000	0	-634916000	0	22098000	-31833000	16197000	-270427000	0	-232057000	0	0	-132432000	-364489000	302210000	473610000	NaN	NaN	302210000	21.99145199	4.056817265	473610000	4.054219025	21.70055333	NaN	248918000	215452000	1705265000	20.73936194	22.8911965	0	1679565000	0	20.4267996	1679565000	22.54620393	20.4267996	0	1612000	55543000	3.306987226	7513000	304461000	0	1242405000	0	0	132699000	1375104000	0	478110000	158611000	319499000	119.2390425	2
9308000	4406000	118864000	101684000	-924000	102608000	0	62146000	94280000	64180000	103588000	0	324000	0	-924000	-1304000	-980000	317850000	499370000	NaN	NaN	317850000	34.85484996	8.385470914	499370000	21.06920323	103.4716471	NaN	9611000	6119000	28046000	3.422748352	0.739905356	8241000	18198000	924000	3.113863803	17274000	0.455720071	2.108127898	0	2211000	6359000	36.81255065	3124000	15970000	0	0	0	924000	1304000	1304000	28380000	464306000	461366000	2940000	1539.430576	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3200000	5180000	3200000	5180000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27135.51403	3
-1332651000	-343537000	-7089628000	-4877292000	-3061588000	-1815704000	-220020000	0	-157323000	-959000	-1489974000	31064000	-280326000	-2009984000	-1051604000	-76468000	-325730000	52490000	62550000	NaN	NaN	52490000	0.114058816	0.018973023	62550000	0.109180559	1.421310379	NaN	1346133000	354109000	26842517000	69.36647646	9.702489739	1474576000	23636035000	7543775000	45.3962464	16092260000	5.816704429	41.58564468	1238787000	0	2080472000	12.9284016	959000	3426605000	12306809000	282378000	3417632000	4126143000	76468000	12665655000	0	5660744000	5366703000	294041000	9122.415671	2
-2133000	563000	27503000	59505000	21252000	38253000	-858000	51621000	42617000	53306000	40484000	0	-343000	0	21252000	-1888000	-2231000	215890000	300040000	NaN	NaN	215890000	60.57792677	10.98976804	300040000	21.22779627	70.18306959	NaN	6397000	3701000	45778000	8.314482837	2.330305254	18636000	24706000	0	7.872041486	24706000	1.257646066	4.487256171	858000	2733000	15514000	62.79446288	2868000	21911000	0	343000	0	0	2452000	2795000	14354000	273960000	258209000	15751000	2550.23236	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9790000	13710000	NaN	NaN	9790000	3.485823614	1.291543417	13710000	1.740117675	126.0688163	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1885.102983	2
