PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11260000	17430000	NaN	NaN	11260000	NaN	NaN	17430000	0.533310401	129.6831631	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	164200000	247240000	NaN	NaN	164200000	NaN	NaN	247240000	NaN	6.701893922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
-403497000	-321176000	-561844000	-696808000	0	-696808000	0	34460000	35118000	34460000	-368379000	0	-303103000	0	0	-25326000	-328429000	335270000	506270000	NaN	NaN	335270000	14.63973434	6.41007845	506270000	5.863629129	25.51859016	NaN	448002000	365681000	1532042000	41.41583112	29.29134551	0	1487006000	0	40.19836882	1487006000	28.43029533	40.19836882	0	1304000	1304000	0.087692988	1304000	449306000	0	852116000	0	0	185584000	1037700000	528247000	725045000	249672000	475373000	113.6967	2
9914000	15463000	65320000	74293000	-762000	75055000	0	62512000	67328000	67748000	77242000	0	0	0	-762000	-2187000	-2187000	268620000	391130000	NaN	NaN	268620000	60.43068584	9.634406207	391130000	28.28710432	87.24156287	35.13038454	11629000	6080000	21649000	5.687526272	0.776469585	1963000	17601000	762000	4.939575452	16839000	0.60395267	4.423865069	0	1215000	2982000	17.70889008	1363000	14611000	0	0	0	762000	2228000	2228000	4542000	428839000	428839000	0	1437.136671	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3460000	4930000	3460000	4930000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-1568697000	-293753000	2904040000	6430574000	2734377000	3696197000	1303453000	0	2090526000	-2048000	521829000	3503274000	-199361000	606959000	2127418000	-129545000	3174368000	79060000	106370000	NaN	NaN	79060000	0.132661649	0.027117705	106370000	0.150971512	2.187928138	NaN	1585708000	304703000	21353332000	57.0617752	7.324226771	920973000	18858758000	7266134000	33.43965518	11592624000	3.976288434	30.97857068	725103000	0	1396546000	12.04684979	2048000	2982254000	8264421000	213424000	3368552000	3897582000	132525000	8610370000	159000	9090355000	8965263000	125092000	9043.033329	2
41774000	29852000	125356000	56711000	0	56711000	-751000	41224000	10129000	46667000	51903000	0	4808000	0	0	0	4808000	194200000	276200000	NaN	NaN	194200000	53.58889861	9.937944459	276200000	18.34654373	62.46178558	NaN	15463000	534000	61381000	13.25322797	3.141096647	4011000	55570000	0	12.86457659	55570000	2.84372592	11.99853176	751000	1659000	39915000	71.82832464	1674000	55378000	0	192000	0	0	0	192000	31314000	297440000	267440000	30000000	2417.92955	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9880000	13500000	NaN	NaN	9880000	3.701709657	1.649415755	13500000	1.886056081	133.1715865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1767.556145	2
