PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25800000	34190000	NaN	NaN	25800000	NaN	NaN	34190000	1.263149257	321.2031423	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	212530000	282160000	NaN	NaN	212530000	NaN	NaN	282160000	NaN	9.456005814	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
55222000	23325000	-221801000	138764000	0	138764000	0	29944000	27776000	29944000	82998000	0	255064000	0	0	-199298000	55766000	416420000	567500000	NaN	NaN	416420000	NaN	11.29257996	567500000	9.679105642	34.40036249	NaN	33608000	9638000	463932000	12.04489458	12.58102206	0	411187000	0	10.67549569	411187000	11.15067018	10.67549569	0	369000	2537000	0.616994214	369000	36145000	0	141067000	0	0	233975000	375042000	436552000	1187012000	615517000	571495000	92.28874887	2
20878000	22398000	-105536000	67237000	0	67237000	0	42771000	47405000	42771000	68283000	0	1000	0	0	-1047000	-1046000	180600000	230740000	NaN	NaN	180600000	35.4712465	7.317372741	230740000	20.88827203	57.49574512	29.1520868	3341000	1821000	10419000	2.773223316	0.42214677	2467000	4952000	0	1.974713867	4952000	0.200640254	1.318072931	0	564000	564000	11.38933764	564000	3905000	0	0	0	0	1047000	1047000	5905000	343772000	330711000	13061000	1383.44461	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5410000	5920000	NaN	NaN	5410000	NaN	NaN	5920000	NaN	2.303559788	0.11486472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-732729000	458250000	16649870000	1586186000	200000000	1386186000	376330000	0	806711000	-2275000	73982000	1542233000	-108765000	-437514000	637514000	-121264000	1312204000	142560000	173390000	NaN	NaN	142560000	0.308004231	0.056259809	173390000	0.406495839	4.09006873	NaN	1600916000	171374000	8854092000	30.16139368	3.49417455	758871000	7367844000	2150000000	20.35963191	5217844000	2.059167412	17.77454391	564677000	0	1128825000	21.6339354	2275000	2729741000	2087797000	213844000	1271751000	878249000	186462000	2488103000	248291000	6700304000	6204608000	495696000	8369.372558	2
-2889000	-71000	138176000	92815000	0	92815000	3170000	88296000	95704000	88296000	92815000	0	0	0	0	0	0	217590000	283100000	NaN	NaN	217590000	80.43101091	14.83772619	283100000	29.37424317	67.50801152	NaN	2889000	71000	11276000	3.184141417	0.768924126	1725000	9551000	0	3.184141417	9551000	0.651294282	2.697032163	181000	202000	6662000	69.75185844	202000	9551000	0	0	0	0	0	0	0	188868000	188868000	0	1963.454068	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2270000	2970000	NaN	NaN	2270000	1.351786526	0.485576875	2970000	0.481960871	33.07013199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1653.492177	2
