PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19812.31416	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11324.44437	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20530000	17512000	64333000	50385000	0	50385000	0	16199000	34916000	30746000	55446000	0	-4716000	0	0	-345000	-5061000	137160000	384430000	NaN	NaN	137160000	86.04761615	12.12084675	384430000	52.97939983	28.27693168	NaN	6421000	6218000	26212000	20.42051342	2.316357795	3252000	21160000	0	19.01821966	21160000	1.869911908	16.48474225	0	3078000	8553000	40.42060491	5521000	14974000	0	5841000	0	0	345000	6186000	NaN	356057000	351720000	4337000	165.8820123	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1830000	3731000	26427000	-2659000	0	-2659000	0	17575000	19765000	21266000	21595000	0	-728000	0	0	-23526000	-24254000	93910000	261100000	NaN	NaN	93910000	100.4524013	9.167141509	261100000	19.88232084	22.68261059	NaN	4766000	2388000	49152000	14.36706125	4.798033643	1152000	41238000	0	12.39053805	41238000	4.025498685	12.05381006	0	1641000	10679000	25.89601824	5029000	15445000	0	728000	0	0	25065000	25793000	NaN	363598000	320890000	42708000	449.3191402	0
67283000	61642000	414347000	457858000	0	457858000	-3247000	256852000	405626000	419438000	472909000	0	-636000	0	0	-14415000	-15051000	1128030000	2862230000	NaN	NaN	1128030000	31.98375119	5.129704903	2862230000	38.65708988	12.2235156	NaN	106657000	100822000	330014000	25.80278009	1.500735294	123840000	192774000	0	24.75507529	192774000	0.876637796	15.07240641	3247000	22172000	53984000	28.00377644	39098000	160641000	0	636000	0	0	31497000	32133000	NaN	3845688000	3651789000	193899000	272.7803407	0
29611000	6675000	742712000	745712000	0	745712000	0	0	43084000	0	72695000	0	562654000	0	0	110363000	673017000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9688000	0	1178226000	10.22765625	6.733569722	0	1175226000	0	10.20161458	1175226000	6.716424701	10.20161458	0	0	0	0	0	9688000	0	716304000	0	0	449234000	1165538000	NaN	3095705000	276236000	2819469000	2785.52543	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74060000	187090000	NaN	NaN	74060000	5.688776108	2.204096471	187090000	1.862023404	177.6321628	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
12626000	13245000	8452000	8247000	0	8247000	2134000	0	391000	-2758000	13017000	0	572000	0	0	-5342000	-4770000	21930000	47160000	NaN	NaN	21930000	48.51769912	11.00351229	47160000	14.19417476	131.9494585	NaN	4143000	379000	17546000	13.37857415	8.803813347	430000	15941000	0	12.48265345	15941000	7.998494732	12.1547846	305000	0	4287000	26.89291763	3097000	8430000	0	1695000	0	0	5816000	7511000	NaN	33851000	33851000	0	2956.722588	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	940000	3040000	NaN	NaN	940000	NaN	0.084654179	3040000	NaN	16.78571429	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-42975000	15357000	-218425000	-194528000	-83300000	-111228000	-16725000	-53000	-35183000	37993000	-78158000	-1990000	-3359000	0	-83300000	-27721000	-33070000	196380000	482540000	NaN	NaN	196380000	18.76272687	3.968627492	482540000	17.86409533	32.96464786	NaN	104433000	33054000	365508000	49.56712775	7.386521526	28897000	331611000	83300000	37.59262273	248311000	5.018096859	33.67385408	27256000	1768000	108542000	43.71211908	8079000	212975000	1990000	3359000	0	83300000	29987000	35336000	NaN	937433000	852694000	84739000	713.4260763	1
75147000	2076000	-9770263000	-6250843000	-2426900000	-3823943000	-31678000	0	44320000	-7846000	119467000	-350511000	-4025051000	0	-2426900000	432152000	-3943410000	122380000	381790000	NaN	NaN	122380000	0.285889855	0.057982451	381790000	0.411541178	0.898223168	NaN	667818000	35956000	11470004000	39.13475042	5.434376108	402420000	9629584000	2426900000	25.94801597	7202684000	3.412561481	24.57499062	796386000	0	1079069000	14.98148468	7846000	1746887000	350511000	4518411000	0	2426900000	586875000	5455797000	NaN	17210334000	7784705000	9425629000	1383.754561	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7290000	18730000	NaN	NaN	7290000	3.94361959	0.612898777	18730000	0.950084713	28.65352037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11174.47712	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1400000	3750000	NaN	NaN	1400000	NaN	NaN	3750000	NaN	6.391234878	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2908000	2908000	5446000	5446000	0	5446000	0	487000	2538000	2538000	5446000	0	0	0	0	0	0	23390000	63170000	NaN	NaN	23390000	31.19153279	16.60992883	63170000	NaN	47.69206301	NaN	13000	13000	28000	NaN	0.019883626	0	28000	0	NaN	28000	0.019883626	NaN	0	0	15000	53.57142857	15000	28000	0	0	0	0	0	0	NaN	56711000	56711000	0	514.7379424	1
4592000	4525000	21214000	24514000	0	24514000	5468000	-358000	35605000	3128000	40197000	-57000	-16074000	0	0	448000	-15683000	95620000	254950000	NaN	NaN	95620000	37.31081807	9.391977069	254950000	11.37519069	80.84186462	NaN	7853000	2693000	47553000	5.35025149	4.670745509	0	47253000	0	NaN	47253000	4.641278942	5.316498089	13497000	358000	20094000	42.52428417	2438000	27947000	57000	16209000	0	0	3040000	19306000	NaN	305693000	291642000	14051000	460.6417807	2
14193000	19352000	37457000	35955000	0	35955000	0	9973000	23251000	21053000	37444000	0	0	0	0	-1489000	-1489000	103850000	291560000	NaN	NaN	103850000	78.05359091	12.11002962	291560000	35.83206585	39.53723353	NaN	6752000	1593000	26232000	14.21840364	3.058934012	13498000	11534000	0	13.56797346	11534000	1.34498875	6.251718037	0	644000	2787000	24.16334316	1597000	9539000	0	0	0	0	1995000	1995000	NaN	128457000	126084000	2373000	334.8651361	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18466.55598	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22031.34694	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-51457000	-27191000	-868799000	-517179000	-649400000	132221000	194168000	-824000	372607000	-2587000	321150000	-6229000	-178531000	0	-649400000	-4169000	-188929000	40010000	108700000	NaN	NaN	40010000	1.411535393	0.277792905	108700000	0.639454043	3.304638346	NaN	52041000	27191000	2271388000	48.35394749	15.77044414	64220000	1967168000	735400000	27.58935756	1231768000	8.552272193	26.22222411	36681000	824000	128245000	10.41145735	2587000	180286000	6229000	879055000	0	735400000	166198000	1051482000	NaN	1692451000	1206359000	486092000	2478.34215	2
375637000	381632000	3621043000	3397316000	0	3397316000	328050000	207944000	568864000	224130000	944501000	950956000	572969000	0	0	928890000	2452815000	938750000	2467650000	NaN	NaN	938750000	0.798242966	0.305276948	2467650000	2.272947386	0.893162962	NaN	191249000	43439000	2478044000	8.360190277	0.805847892	1573000	1882771000	0	6.357221416	1882771000	0.612267999	6.351914578	25501000	3842000	30002000	1.593502343	4501000	221251000	20463000	127065000	0	0	1513992000	1661520000	NaN	4919000000	2999237000	1919763000	233.8640461	2
17971000	46052000	-188119000	-281133000	-249974000	-31159000	11560000	1313000	21535000	-1755000	39506000	0	-25533000	0	-249974000	-45132000	-70665000	152480000	428270000	NaN	NaN	152480000	7.519920136	1.93160807	428270000	5.634818589	14.49587431	NaN	76941000	37324000	653804000	30.22534699	8.282352327	5986000	612818000	361930000	11.87528033	250888000	3.178235084	11.59854766	34904000	2664000	54045000	21.54148465	5737000	130986000	0	25796000	0	361930000	94106000	119902000	NaN	1089453000	942787000	146666000	477.9200874	1
173349000	-19256000	308931000	436931000	29633000	407298000	271156000	-423000	405151000	10902000	578500000	-963000	-242309000	0	29633000	72070000	-171202000	61080000	186990000	NaN	NaN	61080000	0.919830307	0.184082949	186990000	0.887017136	2.036438581	NaN	212438000	49313000	1971652000	42.71343154	5.942166239	0	1612652000	205667000	30.48061092	1406985000	4.240372422	30.48061092	318042000	423000	424167000	30.14722971	8915000	636605000	1215000	616307000	0	205667000	152858000	770380000	NaN	5353958000	3422457000	1931501000	2391.270136	2
7657000	7710000	21029000	20329000	0	20329000	0	5416000	12797000	11631000	20454000	0	-125000	0	0	0	-125000	47130000	129740000	NaN	NaN	47130000	125.5331151	41.59102647	129740000	71.32514993	122.1807435	NaN	403000	350000	2180000	10.64548869	1.923794562	0	1880000	0	9.180513181	1880000	1.659052191	9.180513181	0	128000	1352000	71.91489362	861000	1755000	0	125000	0	0	0	125000	NaN	67329000	67329000	0	518.2815549	0
2848000	5467000	13572000	12992000	0	12992000	0	1481000	9253000	9165000	12101000	0	0	0	0	891000	891000	64310000	178690000	NaN	NaN	64310000	NaN	48.4889501	178690000	63.47846091	195.779969	NaN	2697000	78000	5140000	15.65364154	3.875496867	0	4720000	0	14.37455021	4720000	3.558822026	14.37455021	0	38000	1942000	41.1440678	919000	4639000	0	0	0	0	81000	81000	NaN	70969000	70378000	591000	NaN	1
-19949000	27224000	-76447000	-167177000	-34940000	-132237000	45831000	-198000	76352000	20235000	56403000	-34673000	-146874000	0	-34940000	-7093000	-188640000	279290000	582980000	NaN	NaN	279290000	42.34208231	6.186608038	582980000	17.29446223	103.7566991	NaN	86718000	4598000	526638000	41.46102976	11.66566251	35790000	487848000	34940000	38.47409857	452908000	10.0324547	35.65643206	38271000	198000	85146000	18.79984456	10482000	171864000	34673000	234447000	0	34940000	11924000	281044000	NaN	767537000	614132000	153405000	2375.773404	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17990000	45780000	NaN	NaN	17990000	0.272867022	0.080070695	45780000	NaN	1.786638782	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4150.048599	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70000	170000	NaN	NaN	70000	NaN	NaN	170000	NaN	3.470156653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36860000	83090000	NaN	NaN	36860000	4.998726712	1.511516478	83090000	2.407878679	52.37640532	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3702.936268	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9397.837649	3
23000	23000	2374000	4834000	0	4834000	0	951000	4811000	4816000	4834000	0	0	0	0	0	0	16590000	44660000	NaN	NaN	16590000	59.07808071	17.7651308	44660000	25.25114155	225.2943493	NaN	230000	230000	3828000	9.917098446	4.099151338	2460000	1368000	0	9.917098446	1368000	1.464900478	3.544041451	0	33000	1138000	83.1871345	1133000	1368000	0	0	0	0	0	0	NaN	6170000	6170000	0	3997.608993	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12545.97922	3
33150000	41525000	60867000	27559000	-17231000	44790000	-4957000	-303000	74451000	39890000	107601000	0	-89784000	0	-17231000	26973000	-62811000	206930000	427630000	NaN	NaN	206930000	23.31217076	4.37902599	427630000	11.44334458	31.92304037	NaN	76119000	11314000	302206000	22.47887533	6.395244422	50960000	223404000	23291000	18.67546861	200113000	4.234765515	14.88493008	21569000	303000	30893000	15.43777766	7023000	107012000	0	89784000	0	23291000	3317000	93101000	NaN	791693000	713607000	78086000	2153.734497	2
-374529000	-133522000	-994346000	-969346000	0	-969346000	76044000	0	-8216000	2052000	-382745000	387386000	-274581000	0	0	-699406000	-586601000	172850000	523340000	NaN	NaN	172850000	0.863014178	0.30664942	523340000	1.317468968	7.821869358	NaN	753188000	135441000	5002360000	36.36462503	8.874577918	0	4874360000	0	35.43412982	4874360000	8.647495906	35.43412982	72087000	0	191979000	3.93854783	1649000	945167000	112614000	1298034000	0	0	2518545000	3929193000	NaN	7459750000	1930398000	5529352000	1633.022514	2
