PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17318.4909	3
51170000	62109000	70575000	98828000	20000	98808000	0	72278000	74197000	80168000	125367000	0	-18070000	0	20000	-8489000	-26559000	300700000	380540000	NaN	NaN	300700000	7.773058386	4.400188971	380540000	5.712115821	36.51886666	NaN	34173000	23234000	218186000	7.01729672	3.192749022	82026000	133308000	53485000	5.205386491	79823000	1.168062136	2.567265984	0	2464000	19091000	23.91666562	3384000	53264000	0	18070000	0	53485000	8489000	26559000	0	334925000	334925000	0	1050.301949	2
-353000	-353000	-15911000	31891000	0	31891000	0	21672000	24653000	25467000	24300000	0	0	0	0	7591000	7591000	227760000	295650000	NaN	NaN	227760000	368.8837423	29.31229948	295650000	117.4435977	33.30426375	NaN	353000	353000	29297000	63.54929792	3.770470837	305000	28032000	0	47.18527281	28032000	3.607667628	60.80423923	0	18931000	23926000	85.35245434	23112000	24279000	0	0	0	0	3753000	3753000	0	173353000	160988000	12365000	114.0370739	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36726.54888	3
2299000	2299000	-11732000	35283000	0	35283000	0	18800000	32984000	35316000	35283000	0	0	0	0	0	0	299820000	385770000	NaN	NaN	299820000	44.76120832	8.528556641	385770000	26.45036942	41.84522042	63.8656038	1533000	1533000	38357000	5.212124404	1.091087476	10280000	26538000	0	10.1150626	26538000	0.754889054	3.606104686	0	8749000	25005000	94.2233778	22673000	26538000	0	0	0	0	0	0	0	461150000	461150000	0	640.2295745	0
-79061000	-78128000	359927000	305593000	0	305593000	-6998000	339579000	408194000	396017000	329133000	0	-4588000	0	0	-18952000	-23540000	1394890000	1766640000	NaN	NaN	1394890000	11.48005393	2.546453403	1766640000	12.06154831	10.21786888	29.58984223	195464000	194531000	661927000	8.153474994	1.208386512	74709000	574218000	0	7.993343779	574218000	1.048268595	7.07309432	6998000	179137000	345482000	60.16565137	337157000	540946000	0	4588000	0	0	28684000	33272000	0	3586913000	3518706000	68207000	379.6443938	0
-94136000	-9224000	747020000	-25776000	295784000	-321560000	92193000	0	68371000	41684000	-25765000	-313012000	20940000	47823000	247961000	-3723000	-295795000	423420000	544250000	423420000	544250000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119722000	34810000	1118202000	9.860227348	5.321736349	127163000	922023000	258712000	6.970344672	663311000	3.156823418	5.849030195	92636000	0	223134000	33.63942404	1619000	342856000	313012000	3720000	4195000	254517000	3723000	320455000	0	660040000	586589000	73451000	8107.112799	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	131770000	168890000	NaN	NaN	131770000	6.465379452	1.423847647	168890000	1.654442387	203.6114493	5.701945303	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-4114000	3232000	16580000	273882000	253107000	20775000	-41255000	43616000	29432000	41124000	25318000	0	-4543000	0	253107000	0	-4543000	541920000	705610000	NaN	NaN	541920000	34.35772868	6.086980344	705610000	8.824520462	143.262105	18.16801708	27779000	20433000	216175000	7.57864339	2.428131414	53193000	159302000	64112000	5.20199765	95190000	1.069197776	3.337162319	41255000	4577000	62868000	66.0447526	8033000	90647000	0	4543000	0	64112000	0	4543000	0	695677000	695677000	0	5599.791888	2
-491000	6763000	184738000	-72727000	49900000	-122627000	-18630000	0	-42836000	0	-43327000	0	-21627000	0	49900000	-57673000	-79300000	48430000	63330000	48430000	63330000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14036000	6267000	419428000	3.584150124	2.349666134	33520000	331893000	162200000	1.73652188	169693000	0.950632517	1.450082462	19222000	0	43428000	25.59209867	0	57464000	0	23258000	0	162200000	88971000	112229000	0	40530000	24603000	15927000	3029.014784	2
17316000	-4318000	147421000	114071000	2500000	111571000	-5067000	0	14930000	352000	32246000	70221000	21378000	0	2500000	-12274000	79325000	11780000	15260000	NaN	NaN	11780000	6.28630636	1.304469508	15260000	1.553494986	43.03982463	NaN	12462000	8085000	155281000	29.1266805	17.19518928	0	153631000	2500000	28.34824834	151131000	16.73563508	28.34824834	7212000	0	21443000	14.18835315	3525000	33905000	29779000	75173000	0	2500000	12274000	117226000	0	148620000	142971000	5649000	6523.277013	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30000	40000	30000	40000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25762.31603	3
-2065000	6697000	461283000	444840000	92650000	352190000	0	128280000	355540000	352560000	353475000	0	-424000	0	92650000	-861000	-1285000	938410000	1192820000	NaN	NaN	938410000	87.74545065	12.06091581	1192820000	38.74040261	106.4450401	41.16098479	22274000	13512000	432567000	21.27952501	5.55956796	20348000	397019000	131526000	17.50399599	265493000	3.412249146	13.06055463	0	14375000	241305000	90.88940198	50426000	263579000	0	946000	0	131526000	968000	1914000	0	1226711000	1209337000	17374000	733.9890702	1
-1399045000	226059000	-11673355000	-15662038000	-7432923000	-8229115000	-718966000	0	-2337785000	-3456000	-3736830000	-248943000	-3753806000	1678366000	-9111289000	-489536000	-4492285000	198280000	259500000	NaN	NaN	198280000	0.227571406	0.03709298	259500000	0.231746134	1.091651403	0.143847699	2382879000	495473000	58290736000	67.10123582	10.90466564	13204734000	43406002000	22734092000	38.99701452	20671910000	3.867171391	23.7964178	2010191000	0	4685334000	22.66522058	5021000	7068213000	8248943000	4795928000	3481258000	19252834000	558826000	13603697000	0	29766288000	14545172000	15221116000	2924.652784	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19880000	26050000	NaN	NaN	19880000	3.564841353	0.768196445	26050000	1.125350646	73.79662867	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12374.9183	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	470000	580000	470000	580000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76177.28109	3
74979000	7487000	88498000	85180000	0	85180000	0	6288000	10201000	10201000	85180000	0	0	0	0	0	0	77340000	101680000	NaN	NaN	77340000	22.28783138	13.10761607	101680000	NaN	123.8567592	67.04509472	4636000	4636000	7208000	5.111051136	1.221614903	0	7148000	0	NaN	7148000	1.211446078	NaN	0	582000	2512000	35.14269726	2512000	7148000	0	0	0	0	0	0	0	184235000	184235000	0	609.867937	1
-5461000	-5461000	-24022000	-36022000	0	-36022000	-3370000	-536000	-28064000	-8790000	-33525000	0	-1626000	0	0	-871000	-2497000	27850000	35060000	NaN	NaN	27850000	1.148080874	0.377831804	35060000	0.718155302	15.21752316	NaN	13109000	13109000	50491000	1.246645394	0.684994815	0	49491000	0	NaN	49491000	0.671428144	1.221942757	3370000	536000	33885000	68.466994	8933000	46994000	0	1626000	0	0	871000	2497000	0	48925000	48925000	0	533.6488382	2
-124000	0	2140000	-124000	0	-124000	0	0	0	0	-124000	0	0	0	0	0	0	51250000	66830000	NaN	NaN	51250000	73.63229222	4.508097113	66830000	NaN	13.17455319	NaN	124000	0	604000	NaN	0.053129574	171000	124000	0	27.64868224	124000	0.010907396	NaN	0	0	0	0	0	124000	0	0	0	0	0	0	0	27171000	27171000	0	402.6386772	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39604.72413	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20062.13201	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-40997000	-8157000	-22482000	-1015982000	-1784715000	768733000	-170033000	-731000	-122792000	-2986000	-163789000	1608157000	-674018000	-454775000	-1329940000	-1617000	932522000	85690000	111460000	NaN	NaN	85690000	0.548704299	0.123245629	111460000	0.288812278	5.369117256	0.57922083	55972000	16640000	8038683000	28.41923205	11.56182216	0	7839183000	6370805000	5.191170634	1468378000	2.111928696	5.191170634	207507000	731000	263774000	17.96363062	2986000	319746000	191843000	955097000	784775000	5586030000	1692000	1148632000	0	1560861000	682085000	878776000	5095.869373	2
-1745380000	-1437630000	10248372000	-9542769000	-294647000	-9248122000	-1215692000	-78454000	-3010313000	-80484000	-4755693000	629560000	-1015015000	-58424000	-236223000	-4106974000	-4492429000	1358550000	1718660000	NaN	NaN	1358550000	0.20093219	0.083187377	1718660000	0.287306556	1.054447377	0.792387299	2018856000	1692529000	37508790000	7.485321581	2.296755991	0	34886931000	20911000000	2.789061922	13975931000	0.855780825	2.789061926	2690716000	219527000	5318504000	38.05473854	223327000	7337360000	976571000	1080015000	233424000	20677576000	4581985000	6638571000	0	9817712000	8092704000	1725008000	386.6793557	2
-143157000	-90295000	-564072000	-251830000	-94350000	-157480000	-10622000	23230000	-1055000	31064000	-144212000	0	-10747000	0	-94350000	-2521000	-13268000	885980000	1141780000	NaN	NaN	885980000	37.17534649	6.764990887	1141780000	22.40256906	52.78917233	NaN	183129000	130267000	436055000	13.47294672	3.329542542	12880000	410028000	106350000	8.720292439	303678000	2.318764422	9.382847379	45659000	13208000	107281000	35.3272216	24766000	290410000	0	10747000	0	106350000	2521000	13268000	85075000	1022976000	976727000	46249000	654.9742196	1
-207476000	-91302000	-1812694000	-1557694000	-1638294000	80600000	629741000	-750000	1681361000	162893000	1473885000	-1020351000	-284345000	-357096000	-1281198000	-88589000	-1393285000	800370000	967040000	NaN	NaN	800370000	4.522510749	0.874600842	967040000	3.891186417	19.17884715	3.9433063	231067000	105893000	8644928000	53.09714006	9.446707528	0	8492928000	2919071000	34.23462472	5573857000	6.09080803	34.23462472	357163000	750000	1607120000	28.83317602	17085000	1838187000	3067711000	552136000	357096000	2561975000	115823000	3735670000	0	1224023000	1221084000	2939000	2551.077435	2
996000	996000	1652000	7045000	0	7045000	0	6621000	6049000	6049000	7045000	0	0	0	0	0	0	24540000	31990000	NaN	NaN	24540000	73.39181384	7.632466946	31990000	NaN	40.27764328	NaN	0	0	3039000	NaN	0.945194256	379000	2582000	0	NaN	2582000	0.803057443	NaN	0	2010000	2582000	100	2582000	2582000	0	0	0	0	0	0	0	13634000	13634000	0	608.3556915	0
-5805000	-4844000	19974000	16554000	0	16554000	0	17203000	23499000	22724000	17694000	0	1756000	0	0	-2896000	-1140000	147220000	194050000	NaN	NaN	147220000	58.30063585	18.41546015	194050000	25.41524182	320.0219116	NaN	6023000	5062000	19032000	7.010999839	2.380675435	21000	19011000	0	7.010999839	19011000	2.378048586	7.003263868	0	1779000	10002000	52.61164589	8437000	16025000	0	90000	0	0	2896000	2986000	5299000	139349000	125679000	13670000	1962.868628	1
-62946000	-51199000	249070000	183420000	-31570000	214990000	-17803000	-175000	129952000	61157000	67006000	74753000	78820000	0	-31570000	-5589000	147984000	29030000	39020000	NaN	NaN	29030000	0.802773503	0.172759215	39020000	0.30819574	6.977630721	NaN	84337000	55590000	831333000	9.979401294	4.947310948	0	769333000	31570000	8.856178014	737763000	4.390470445	8.856178014	24392000	175000	236023000	31.99171007	26012000	320360000	375247000	36567000	0	31570000	5589000	417403000	0	752918000	574764000	178154000	4394.455112	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75020000	100880000	NaN	NaN	75020000	2.457335648	0.212275296	100880000	NaN	6.693415943	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3367.649692	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1430000	-1870000	-1430000	-1870000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14390000	18950000	14390000	18950000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8497.525165	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	263270000	344740000	263270000	344740000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5323.860057	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22458.53328	3
778000	901000	55252000	5617000	0	5617000	193000	-100000	6451000	2628000	7229000	-492000	-1120000	0	0	0	-1612000	11170000	14170000	NaN	NaN	11170000	16.98046311	3.495758295	14170000	5.986749934	161.416185	NaN	2788000	2665000	14989000	12.42490865	4.690950859	52000	13535000	0	11.2627416	13535000	4.235907657	11.21963697	458000	367000	8135000	60.10343554	6693000	10923000	1492000	1120000	0	0	0	2612000	0	36117000	36117000	0	5826.557514	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37361.90323	3
-200899000	-123552000	-34822000	881718000	-180587000	1062305000	-21934000	-756000	40572000	-23460000	-160327000	506686000	357907000	0	-180587000	358039000	1222632000	68860000	91250000	NaN	NaN	68860000	2.162184221	0.346466755	91250000	0.650848816	7.655025381	NaN	246181000	149657000	923893000	9.9554217	4.648536308	28188000	835105000	180587000	7.356507872	654518000	3.293185127	7.052767691	52884000	756000	146962000	22.45346958	26884000	393143000	106848000	90887000	0	180587000	63640000	261375000	0	2703000000	1172788000	1530212000	3401.596423	2
