PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7380000	-11680000	NaN	NaN	-7380000	NaN	NaN	-11680000	-0.269506266	-83.44451731	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	142860000	209480000	NaN	NaN	142860000	NaN	NaN	209480000	NaN	5.665618571	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
-410486000	-377451000	-688582000	-440662000	0	-440662000	0	37442000	35901000	37442000	-374585000	0	-29277000	0	0	-36800000	-66077000	387540000	580760000	NaN	NaN	387540000	23.20601142	8.215028284	580760000	5.458455931	28.68207444	NaN	439342000	406307000	1428246000	26.77802255	30.27579421	0	1383536000	0	25.93975983	1383536000	29.32803678	25.93975983	0	1397000	2938000	0.212354431	1397000	442280000	0	864581000	0	0	76675000	941256000	0	527532000	167785000	359747000	112.1179863	2
17046000	20195000	126444000	116782000	-2986000	119768000	0	78932000	104647000	87309000	121693000	0	0	0	-2986000	-1925000	-1925000	488150000	728200000	NaN	NaN	488150000	74.59563822	13.96524048	728200000	43.92603257	158.8655021	NaN	7955000	4806000	23890000	3.792665502	0.683457124	4265000	18368000	4053000	2.949674552	14315000	0.409530713	2.27258295	0	1712000	4435000	30.98148795	1961000	12390000	0	0	0	4053000	1925000	1925000	0	468294000	468294000	0	1459.019798	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3330000	4800000	3330000	4800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-1641047000	-330658000	-7086367000	-2962882000	-3021962000	59080000	591358000	0	1005597000	-1973000	-635450000	996035000	-202986000	-2183526000	-838436000	-98519000	694530000	76560000	95110000	NaN	NaN	76560000	0.149900437	0.027735942	95110000	0.164650239	2.095179093	NaN	1657052000	341200000	25482118000	74.72229273	9.231590239	1020875000	22899463000	10970975000	37.971965	11928488000	4.321419177	34.97841004	981515000	0	1792134000	15.02398292	1973000	3449186000	8159830000	220953000	3513598000	7457377000	98519000	8479302000	0	8776206000	7927547000	848659000	9272.633825	2
-3700000	-4013000	83042000	68911000	0	68911000	-946000	63544000	58953000	73552000	55253000	0	-237000	0	0	13895000	13658000	209180000	293570000	NaN	NaN	209180000	61.76172008	11.00702791	293570000	21.83826446	67.68212503	NaN	20013000	5649000	58503000	12.27275588	3.078421236	16052000	39991000	0	11.75669722	39991000	2.104321892	8.389309614	946000	2116000	19741000	49.36360681	2198000	39754000	0	237000	0	0	0	237000	0	289761000	263656000	26105000	2520.650928	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10740000	13090000	NaN	NaN	10740000	3.652877219	1.709082366	13090000	1.902696515	141.3436863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1828.506357	2
