PPG, bilateral (NTR, current US$)	PPG, bilateral concessional (NTR, current US$)	Net transfers on external debt, total (NTR, current US$)	Net transfers on external debt, long-term (NTR, current US$)	Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)	Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)	PPG, IBRD (NTR, current US$)	PPG, IDA (NTR, current US$)	PPG, multilateral (NTR, current US$)	PPG, multilateral concessional (NTR, current US$)	PPG, official creditors (NTR, current US$)	PPG, bonds (NTR, current US$)	PPG, commercial banks (NTR, current US$)	PNG, bonds (NTR, current US$)	PNG, commercial banks and other creditors (NTR, current US$)	PPG, other private creditors (NTR, current US$)	PPG, private creditors (NTR, current US$)	Net official development assistance and official aid received (current US$)	Net official development assistance and official aid received (constant 2010 US$)	Net official aid received (current US$)	Net official aid received (constant 2010 US$)	Net official development assistance received (current US$)	Net ODA received (% of gross capital formation)	Net ODA received (% of GNI)	Net official development assistance received (constant 2010 US$)	Net ODA received (% of imports of goods and services)	Net ODA received per capita (current US$)	Net ODA received (% of central government expense)	PPG, bilateral (TDS, current US$)	PPG, bilateral concessional (TDS, current US$)	Debt service on external debt, total (TDS, current US$)	Total debt service (% of exports of goods, services and income)	Total debt service (% of GNI)	IMF repurchases and charges (TDS, current US$)	Debt service on external debt, long-term (TDS, current US$)	Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)	Debt service (PPG and IMF only, % of exports, excluding workers' remittances)	Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)	Public and publicly guaranteed debt service (% of GNI)	Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)	PPG, IBRD (TDS, current US$)	PPG, IDA (TDS, current US$)	Multilateral debt service (TDS, current US$)	Multilateral debt service (% of public and publicly guaranteed debt service)	PPG, multilateral concessional (TDS, current US$)	PPG, official creditors (TDS, current US$)	PPG, bonds (TDS, current US$)	PPG, commercial banks (TDS, current US$)	PNG, bonds (TDS, current US$)	PNG, commercial banks and other creditors (TDS, current US$)	PPG, other private creditors (TDS, current US$)	PPG, private creditors (TDS, current US$)	Total amount of debt rescheduled (current US$)	Undisbursed external debt, total (UND, current US$)	Undisbursed external debt, official creditors (UND, current US$)	Undisbursed external debt, private creditors (UND, current US$)	Agriculture value added per worker (constant 2000 US$)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	78204000	70828000	0	70828000	0	6693000	70828000	70828000	70828000	0	0	0	0	0	0	6426380000	6426380000	NaN	NaN	6426380000	228.8894305	42.38419816	6426380000	NaN	186.8944973	80.81768127	0	0	9225000	NaN	0.060842065	12000	7979000	0	0.44621552	7979000	0.052624264	NaN	0	1684000	7979000	100	7979000	7979000	0	0	0	0	0	0	0	193030000	193030000	0	NaN	0
3263639000	-43961000	1774152000	1656962000	0	1656962000	0	-4763000	-3411000	-2951000	3260228000	0	-1800427000	0	0	197161000	-1603266000	238230000	238230000	NaN	NaN	238230000	2.28442613	0.320636324	238230000	0.544811864	12.48459798	NaN	381924000	220057000	2308966000	4.494337713	3.107662216	5635000	2272907000	0	4.435118248	2272907000	3.059130019	4.406074045	0	11092000	13861000	0.609835774	13401000	395785000	0	1824030000	0	0	53092000	1877122000	0	16931101000	14604915000	2326186000	333.2955616	2
-16398000	-9040000	99096000	380938000	161094000	219844000	2763000	8954000	80259000	62124000	63861000	398068000	-285307000	0	161094000	43222000	155983000	340700000	340700000	NaN	NaN	340700000	11.14887713	2.898669041	340700000	5.014447646	106.3264055	NaN	51470000	44112000	464470000	11.14190952	3.951701818	12449000	444268000	33244000	10.15845556	411024000	3.496984279	9.859823499	344000	17076000	68437000	16.65036592	27032000	119907000	0	290849000	0	33244000	268000	291117000	0	1167758000	1027706000	140052000	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-310170000	-6524000	13481870000	-7024923000	-2443553000	-4581370000	-101319000	0	235971000	119879000	-74199000	-4422940000	-405000	500638000	-2944191000	-83826000	-4507171000	121120000	121120000	NaN	NaN	121120000	0.149301017	0.033776305	121120000	0.150170451	2.99710168	NaN	328655000	25009000	14039825000	16.69840962	3.91523627	0	13870196000	6743873000	8.475765226	7126323000	1.987292454	8.48622177	888226000	0	2200587000	30.87969771	23888000	2529242000	4512850000	405000	1535892000	5207981000	83826000	4597081000	8115132000	6188979000	6183204000	5775000	12957.24287	2
41931000	41931000	1048000000	817209000	677888000	139321000	51704000	11831000	97392000	37276000	139323000	0	0	0	677888000	-2000	-2000	342820000	342820000	NaN	NaN	342820000	10.96312483	3.530651821	342820000	7.093566296	110.8706395	16.09769645	29255000	29255000	967725000	33.40795874	9.966454797	29966000	917129000	858144000	3.070780788	58985000	0.607477678	2.036289696	1672000	23740000	29728000	50.39925405	27516000	58983000	0	0	0	858144000	2000	2000	0	463764000	456975000	6789000	4722.804127	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19070000	19070000	NaN	NaN	19070000	NaN	1.699822949	19070000	2.637248618	214.9701274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1697.592535	2
