Customs and other import duties (current LCU)	Customs and other import duties (% of tax revenue)	Taxes on international trade (current LCU)	Taxes on international trade (% of revenue)	Other taxes (current LCU)	Other taxes (% of revenue)	Tax revenue (current LCU)	Tax revenue (% of GDP)	Taxes on income, profits and capital gains (current LCU)	Taxes on income, profits and capital gains (% of revenue)	Taxes on income, profits and capital gains (% of total taxes)	Compensation of employees (current LCU)	Compensation of employees (% of expense)	Goods and services expense (current LCU)	Goods and services expense (% of expense)	Interest payments (current LCU)	Interest payments (% of revenue)	Interest payments (% of expense)	Other expense (current LCU)	Other expense (% of expense)	Expense (current LCU)	Expense (% of GDP)	Subsidies and other transfers (current LCU)	Subsidies and other transfers (% of expense)	Business extent of disclosure index (0=less disclosure to 10=more disclosure)	Ease of doing business index (1=most business-friendly regulations)	New business density (new registrations per 1,000 people ages 15-64)	New businesses registered (number)	Credit depth of information index (0=low to 6=high)	Private credit bureau coverage (% of adults)	Public credit registry coverage (% of adults)	Average time to clear exports through customs (days)	Delay in obtaining an electrical connection (days)	Power outages in firms in a typical month (number)	Time required to get electricity (days)	Firing cost (weeks of wages)	Cost to export (US$ per container)	Documents to export (number)	Time to export (days)	Firms using banks to finance investment (% of firms)	Informal payments to public officials (% of firms)	Losses due to theft, robbery, vandalism, and arson (% sales)	Time required to obtain an operating license (days)	Firms with female participation in ownership (% of firms)	Firms formally registered when operations started (% of firms)	Firms that do not report all sales for tax purposes (% of firms)	ISO certification ownership (% of firms)	Value lost due to electrical outages (% of sales)	Firms offering formal training (% of firms)	Management time dealing with officials (% of management time)	Cost to import (US$ per container)	Documents to import (number)	Time to import (days)	Time to resolve insolvency (years)	Strength of legal rights index (0=weak to 10=strong)	Time required to enforce a contract (days)	Procedures to enforce a contract (number)	Time required to register property (days)	Procedures to register property (number)	Cost of business start-up procedures (% of GNI per capita)	Time required to start a business (days)	Start-up procedures to register a business (number)	Time to prepare and pay taxes (hours)	Firms expected to give gifts in meetings with tax officials (% of firms)	Labor tax and contributions (% of commercial profits)	Average number of times firms spent in meetings with tax officials	Other taxes payable by businesses (% of commercial profits)	Tax payments (number)	Profit tax (% of commercial profits)	Total tax rate (% of commercial profits)	Income
5573000000	2.860501165	5573000000	2.606458855	266000000	0.124406613	1.94826E+11	24.22422572	1.34432E+11	62.87304445	69.00105735	21382000000	10.32537835	20798000000	10.04336446	10339000000	4.835488623	4.992708203	11691000000	5.64558967	2.07082E+11	25.74810913	1.45428E+11	70.22725297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	395	29	NaN	NaN	2	2	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
-1300000	-0.002741966	-1300000	-0.001492687	3802160000	4.365719362	47411230000	21.07203633	21706660000	24.92403945	45.78379426	11645920000	12.73983623	4934550000	5.398058622	6764590000	7.767243234	7.399996631	3464790000	3.790242177	91413420000	40.62891654	65433970000	71.58026688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1	NaN	397	27	NaN	NaN	6.1	28	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.7	NaN	267	39	NaN	NaN	16.8	105	14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	667	48	NaN	NaN	203.8	43	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	1080500000	0.907133994	69908900000	25.31500311	41891500000	35.17001731	59.92298549	8321200000	6.974617562	3015500000	2.527515173	13514700000	11.34626912	11.32767677	3956800000	3.31648882	1.19307E+11	43.20271875	91121700000	76.37588438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9	NaN	505	28	NaN	NaN	11.1	56	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
79493299020	24.54018934	81983911000	21.3168617	35811186101	9.31136478	3.23931E+11	15.66473594	71307000000	18.54072877	22.01301623	1.0572E+11	38.74699007	84082000000	30.81653821	12266000000	3.189316323	4.495559783	67286000000	24.66070728	2.72847E+11	13.19440012	3493000000	1.280204657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	NaN	825	42	NaN	NaN	148	32	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
84609840000	34.8744811	84609840000	25.13062395	10989090000	3.26395474	2.42612E+11	8.071474792	38064300000	11.30577258	15.68934194	69136780000	25.32988825	43907460000	16.08653245	56159770000	16.68044829	20.57545489	25862290000	9.47525927	2.72945E+11	9.080623102	77879160000	28.53286514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	NaN	1442	41	NaN	NaN	63.9	50	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
231276000	3.543149484	231276000	1.852583011	5928000	0.047484876	6527413000	18.22701502	1477235000	11.83304997	22.63124763	1355585000	11.57531974	2739916000	23.39610113	720959000	5.775075647	6.156257957	276088000	2.357511241	11710994000	32.70154096	6618446000	56.51480993	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3	NaN	564	40	NaN	NaN	10.4	32	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
49800000	36.16557734	49800000	4.569645807	25900000	2.376582859	137700000	3.757162347	40900000	3.752982199	29.70225127	519400000	59.7767292	134400000	15.46783289	49400000	4.532941824	5.685349292	NaN	NaN	868900000	23.70804911	165700000	19.07008862	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
960220355.8	33.49638469	960220355.8	17.65818759	294455359	5.414952865	2866638787	19.762774	94708415.86	1.741661655	3.303814079	1587071592	30.70225721	1348040546	26.07814781	107904068.6	1.984326071	2.087428497	153197582.3	2.963641714	5169234241	35.63700055	1973020452	38.16852477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3	NaN	895	41	NaN	NaN	47.3	68	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
6.7011E+11	10.36098807	9.5716E+11	8.904132763	1.12073E+12	10.42575376	6.46763E+12	17.68812191	6.87844E+11	6.398777943	10.63518449	1.25572E+12	12.17262365	1.73869E+12	16.85440988	1.83954E+11	1.711263132	1.783199993	6.47345E+11	6.275182369	1.0316E+13	28.212817	6.49024E+12	62.91458411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.8	NaN	250	28	NaN	NaN	18.6	79	16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
455178732.1	5.667867297	455178732.1	3.223037399	1235756192	8.750163712	8030864314	12.97300032	893363390.1	6.325742866	11.12412507	4238001704	24.27015488	2929667092	16.7775945	1566203978	11.09000408	8.96932464	754866261.7	4.322962179	17461782696	28.20763788	7781557330	44.5633614	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.8	NaN	591	40	NaN	NaN	184.4	60	15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
8142559331	3.109141186	8142559331	2.289922015	29677576690	8.346188643	2.61891E+11	15.40582113	98294703848	27.6432995	37.53268471	75842059537	17.88161048	48605852280	11.46001206	1.13024E+11	31.78572768	26.64826324	524962694.9	0.123772726	4.24134E+11	24.94984494	1.86137E+11	43.88634149	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.24	NaN	NaN	NaN	46	NaN	NaN	NaN	27.83	NaN	0.39	NaN	NaN	NaN	NaN	NaN	1.62	67.05	7.19	NaN	NaN	NaN	10	NaN	751	46	NaN	NaN	13.1	152	17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
115159000	4.243834667	115922000	1.652406025	105458000	1.50324731	2713560000	9.534310109	1272687000	18.14147157	46.90100827	1947018000	36.23542198	2093209000	38.95614289	168887000	2.407393734	3.143109983	792337000	14.74596822	5373245000	18.8793261	371794000	6.919356925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	275	47	NaN	NaN	11.9	62	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.2	NaN	987	29	NaN	NaN	11.6	108	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.8	NaN	660	43	NaN	NaN	192.9	22	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	7138000000	3.032092263	NaN	NaN	1.65645E+11	13.65384219	1.16404E+11	49.44629696	70.27317456	26116000000	11.7655009	18638000000	8.396592348	35169000000	14.93915001	15.8439616	5397000000	2.431398696	2.21971E+11	18.29670081	1.40368E+11	63.23708953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8	NaN	570	36	NaN	NaN	0.6	3	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1046807000	2.40318195	1046807000	1.260438767	1999000000	2.406954763	43559207000	9.951134424	14041055000	16.90654538	32.23441373	6346297938	7.403014514	7587066147	8.850381963	3363351000	4.049741725	3.923379663	3894395000	4.54284734	85725861085	19.58413906	64534751000	75.28037652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	NaN	417	32	NaN	NaN	8.6	20	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	3.1739E+11	2.998125876	3.4741E+11	3.281700465	8.34129E+12	16.30546227	2.48455E+12	23.46952848	29.78616017	2.1306E+12	20.82987081	8.3249E+11	8.138861895	5.8704E+11	5.545290697	5.739213068	1.14909E+12	11.2341107	1.02286E+13	19.99471607	5.94275E+12	58.09946249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.6	NaN	480	36	NaN	NaN	12.1	27	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	-1.0561E+11	-8.437931944	12390000000	0.989924977	1.15979E+12	8.538996219	2.5853E+11	20.65579534	22.29110442	NaN	NaN	NaN	NaN	95510000000	7.630971309	6.730322035	20000000	0.001409344	1.4191E+12	10.44817556	8.8412E+11	62.30145867	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.64	27.77	NaN	NaN	91	NaN	NaN	NaN	28.76	72.57	0.12	11.57	NaN	NaN	49.45	35.92	1.31	84.78	18.3	NaN	NaN	NaN	2.4	NaN	406	35	NaN	NaN	17.8	48	13	NaN	38.74	NaN	14.4	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.2	NaN	800	43	NaN	NaN	176.8	45	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
1.96745E+12	6.41641243	1.96745E+12	4.007579283	5.10819E+11	1.040506042	3.06628E+13	11.22677404	1.30578E+13	26.59781223	42.58494243	1.10475E+13	18.91551763	4.14327E+12	7.094111427	1.23243E+13	25.10376232	21.10161929	6.53328E+12	11.18627344	5.84044E+13	21.38396138	2.47264E+13	42.33650136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	NaN	1510	37	NaN	NaN	28	60	19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
