Customs and other import duties (current LCU)	Customs and other import duties (% of tax revenue)	Taxes on international trade (current LCU)	Taxes on international trade (% of revenue)	Other taxes (current LCU)	Other taxes (% of revenue)	Tax revenue (current LCU)	Tax revenue (% of GDP)	Taxes on income, profits and capital gains (current LCU)	Taxes on income, profits and capital gains (% of revenue)	Taxes on income, profits and capital gains (% of total taxes)	Compensation of employees (current LCU)	Compensation of employees (% of expense)	Goods and services expense (current LCU)	Goods and services expense (% of expense)	Interest payments (current LCU)	Interest payments (% of revenue)	Interest payments (% of expense)	Other expense (current LCU)	Other expense (% of expense)	Expense (current LCU)	Expense (% of GDP)	Subsidies and other transfers (current LCU)	Subsidies and other transfers (% of expense)	Business extent of disclosure index (0=less disclosure to 10=more disclosure)	Ease of doing business index (1=most business-friendly regulations)	New business density (new registrations per 1,000 people ages 15-64)	New businesses registered (number)	Credit depth of information index (0=low to 6=high)	Private credit bureau coverage (% of adults)	Public credit registry coverage (% of adults)	Average time to clear exports through customs (days)	Delay in obtaining an electrical connection (days)	Power outages in firms in a typical month (number)	Time required to get electricity (days)	Firing cost (weeks of wages)	Cost to export (US$ per container)	Documents to export (number)	Time to export (days)	Firms using banks to finance investment (% of firms)	Informal payments to public officials (% of firms)	Losses due to theft, robbery, vandalism, and arson (% sales)	Time required to obtain an operating license (days)	Firms with female participation in ownership (% of firms)	Firms formally registered when operations started (% of firms)	Firms that do not report all sales for tax purposes (% of firms)	ISO certification ownership (% of firms)	Value lost due to electrical outages (% of sales)	Firms offering formal training (% of firms)	Management time dealing with officials (% of management time)	Cost to import (US$ per container)	Documents to import (number)	Time to import (days)	Time to resolve insolvency (years)	Strength of legal rights index (0=weak to 10=strong)	Time required to enforce a contract (days)	Procedures to enforce a contract (number)	Time required to register property (days)	Procedures to register property (number)	Cost of business start-up procedures (% of GNI per capita)	Time required to start a business (days)	Start-up procedures to register a business (number)	Time to prepare and pay taxes (hours)	Firms expected to give gifts in meetings with tax officials (% of firms)	Labor tax and contributions (% of commercial profits)	Average number of times firms spent in meetings with tax officials	Other taxes payable by businesses (% of commercial profits)	Tax payments (number)	Profit tax (% of commercial profits)	Total tax rate (% of commercial profits)	Income
5644000000	2.154371152	5658000000	1.967534635	365000000	0.126926501	2.61979E+11	23.99881645	1.89369E+11	65.85190285	72.28403803	27854000000	10.46399363	29371000000	11.03388945	9605000000	3.340079564	3.608338436	16015000000	6.01640188	2.66189E+11	24.3844772	1.88392E+11	70.77377352	8	NaN	6.383504	89960	5	100	0	NaN	NaN	NaN	NaN	4	930	6	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1120	5	8	1	9	395	28	5	5	0.8	2	2	107	NaN	NaN	NaN	NaN	12	NaN	50.6	3
-7660000	-0.013993475	-7660000	-0.007450724	4379980000	4.260316238	54739800000	19.97658716	26362340000	25.64210457	48.15936485	13582200000	12.84243588	5842260000	5.524057182	7436290000	7.233125958	7.031267212	5969550000	5.644414242	1.0576E+11	38.5958672	73889710000	69.86525474	3	NaN	0.6610219	3656	6	40.6	1.3	NaN	NaN	NaN	NaN	2	898	4	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	913	5	8	1.1	7	397	26	32	3	5.4	28	8	170	NaN	NaN	NaN	NaN	14	NaN	53	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	NaN	0.9363952	5145	4	0	1.4	NaN	NaN	NaN	NaN	22	2715	8	43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2945	10	52	2.7	6	267	39	61	7	6.9	36	12	952	NaN	NaN	NaN	NaN	37	NaN	40.9	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	NaN	NaN	NaN	1	0	0.2	NaN	NaN	NaN	NaN	26	2347	9	47	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4035	10	71	NaN	3	558	44	94	5	241.2	14	9	140	NaN	NaN	NaN	NaN	32	NaN	278.7	0
NaN	NaN	NaN	NaN	8068360000	5.972766938	84081400000	25.03808656	49876800000	36.9223116	59.31965928	9342400000	6.793667369	3438000000	2.500067265	12132200000	8.981106822	8.82237233	3696300000	2.687899544	1.37516E+11	40.95013907	1.0989E+11	79.91045425	8	NaN	4.458849	30646	4	0	57.2	NaN	NaN	NaN	NaN	16	1410	4	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1600	5	9	0.9	7	505	28	132	7	5.3	4	3	156	NaN	NaN	NaN	NaN	11	NaN	58	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	1	0	7.8	NaN	NaN	NaN	NaN	36	965	7	34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1202	8	38	4	3	825	42	120	4	197.1	31	7	270	NaN	NaN	NaN	NaN	55	NaN	73.3	0
1.35517E+11	35.63323563	1.35517E+11	27.09267384	17604030000	3.519401864	3.80311E+11	8.049301331	86220381000	17.23719907	22.67102583	1.18302E+11	24.83869791	61686189000	12.95166187	1.03517E+11	20.69509708	21.73443053	53132090000	11.15563913	4.7628E+11	10.08049509	1.39643E+11	29.31957055	6	NaN	NaN	NaN	2	0	0.7	8.42	50.28	101.56	NaN	104	844	6	28	24.68	85.08	0.08	6.01	16.08	NaN	NaN	7.82	10.56	NaN	3.22	1148	8	32	4	7	1442	41	425	8	46.2	74	8	400	54.37	NaN	1.31	NaN	21	NaN	37	0
193015000	1.38652641	193015000	0.870928932	-10293000	-0.046444429	13920759000	23.13009158	3641274000	16.43028198	26.15715134	3293519000	18.21553194	2551148000	14.10968568	618719000	2.791805187	3.421961649	1048377000	5.798279813	18080828000	30.0422705	10569065000	58.45454091	10	NaN	9.809634	49328	6	3	25.4	2.63	85.62	3.89	NaN	9	1329	5	23	40.46	16.19	0.24	48.03	39.24	96.52	16.38	22.25	1.2	36.51	17.37	1377	6	18	3.3	8	564	40	19	8	8.4	32	9	616	6.15	NaN	2.12	NaN	17	NaN	36.7	2
80060000	85.57075673	80060000	3.930870318	NaN	NaN	93560000	1.347020459	10370000	0.509157197	11.08379649	710170000	54.30596764	339420000	25.95509742	65900000	3.235627703	5.03930505	59680000	4.563668063	1307720000	18.82776394	132550000	10.13596183	8	NaN	NaN	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	4	805	6	14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	845	7	15	2.5	4	635	48	31	2	0.7	9	7	36	NaN	NaN	NaN	NaN	25	NaN	15	3
5154289.89	0.106847918	5154289.89	0.058913097	208916591.9	2.387898938	4823949756	22.09172814	289056150.4	3.3038873	5.992105329	2240032169	27.53970654	1978513365	24.32450668	104669492.6	1.196363429	1.286841836	301393999.2	3.705438879	8133827300	37.24962127	3509218275	43.14350607	3	NaN	NaN	NaN	5	63.7	0	NaN	NaN	NaN	NaN	31	1030	8	19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	985	9	18	3.3	5	595	37	331	7	30.1	63	12	368	NaN	NaN	NaN	NaN	40	NaN	44.1	2
1.85409E+12	8.042333261	6.28133E+12	16.90028584	1.78022E+12	4.789796819	2.30541E+13	23.72669873	2.28395E+12	6.145090329	9.90688952	3.79052E+12	11.25606457	4.67679E+12	13.88787333	3.43881E+11	0.925231948	1.021165694	1.81701E+12	5.395659561	3.36753E+13	34.65778225	2.30471E+13	68.43923684	5	NaN	0.495633	3394	3	0	1.1	NaN	NaN	NaN	NaN	22	1672	9	22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2067	10	38	5.8	2	225	28	231	7	8.8	48	10	987	NaN	NaN	NaN	NaN	124	NaN	120.8	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	NaN	4.589808	778	0	0	0	NaN	NaN	NaN	NaN	24	1495	6	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1635	6	21	1	8	892	51	60	8	53.1	44	9	147	NaN	NaN	NaN	NaN	41	NaN	34.8	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
895627523.2	5.125084901	895627523.2	3.342221243	2456726850	9.16778957	17475369492	16.96486573	2583552386	9.64106556	14.7839643	4991368000	22.21606867	3189479067	14.19604524	2142386180	7.99476168	9.535541856	1470875230	6.546715272	22467377442	21.81104335	10494864518	46.71156901	1	NaN	0.3617196	2021	6	22.6	12.1	NaN	NaN	NaN	NaN	NaN	1110	8	24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1452	7	36	1.8	1	591	40	92	7	134.1	50	15	1080	NaN	NaN	NaN	NaN	42	NaN	80	1
12252868594	2.738960901	12252868594	1.789450554	48445015386	7.075074621	4.47355E+11	16.80935035	1.82155E+11	26.60249348	40.71819103	1.16372E+11	16.3276801	52302835811	7.338399467	1.75578E+11	25.64201293	24.63464458	1019427137	0.143031701	7.12728E+11	26.78075851	3.67456E+11	51.55624415	6	NaN	2.102897	271996	5	46.4	17.1	NaN	NaN	NaN	NaN	46	825	7	18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1185	8	22	4	3	731	45	44	13	10.4	149	16	2600	NaN	NaN	NaN	NaN	10	NaN	69.1	2
216930943	8.939253118	217109602	8.569826642	216843603	8.559327036	2426723353	35.5908036	936265621	36.9566062	38.58147324	809148389	29.58537137	366980875	13.4181389	388975598	15.35378174	14.22234497	26094111	0.954094422	2734961069	40.11147878	1169856207	42.77414477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	NaN	NaN	NaN	0	0	0	NaN	NaN	NaN	NaN	4	515	6	27	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	590	6	19	2.5	7	540	47	298	7	9	116	18	144	NaN	NaN	NaN	NaN	15	NaN	37.4	3
144690000	3.890694842	163932000	1.019281806	22050000	0.137100528	3718873000	7.519482778	2109058000	13.11351321	56.71228891	3595032000	39.5399374	3972530000	43.69184684	443294000	2.756273997	4.87556634	776746000	8.543036117	9092154000	18.38414364	304552000	3.349613304	4	NaN	0.0306142	13	0	0	0	NaN	NaN	NaN	NaN	10	1150	8	38	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2080	12	38	NaN	3	275	47	92	3	10.4	48	8	274	NaN	NaN	NaN	NaN	6	NaN	40.8	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	NaN	NaN	NaN	4	58.3	0	NaN	NaN	NaN	NaN	90	2328	6	33	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2595	8	43	1.7	7	987	29	11	4	9.9	108	11	140	NaN	NaN	NaN	NaN	19	NaN	17.2	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	2	0	1.4	NaN	NaN	NaN	NaN	22	4581	8	57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4534	17	66	4.8	3	660	43	75	5	210.8	22	11	504	NaN	NaN	NaN	NaN	54	NaN	203.8	0
NaN	NaN	3794000000	1.297218195	NaN	NaN	2.09704E+11	13.70982663	1.60936E+11	55.02612216	76.74436348	31634000000	11.93213537	21100000000	7.958780307	31543000000	10.78496403	11.89781077	8796000000	3.317792966	2.65116E+11	17.33249912	1.76094E+11	66.42149097	8	NaN	9.133396	207000	6	100	0	NaN	NaN	NaN	NaN	28	1385	3	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1425	4	11	0.8	7	570	36	17	6	0.9	3	2	119	NaN	NaN	NaN	NaN	9	NaN	45.9	3
1040331000	1.9961022	1040331000	1.070797252	2345009000	2.413682946	52118123000	10.00154766	18118805000	18.64941697	34.76488399	6358355637	7.040981937	7492474862	8.296858996	4286034588	4.411551765	4.746178704	3864973308	4.279912732	90304955956	17.32965942	68303117561	75.63606763	0	NaN	3.55022	18284	5	24	0	NaN	NaN	NaN	NaN	13	1238	4	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1333	5	9	3	8	417	32	16	4	2.1	18	6	63	NaN	NaN	NaN	NaN	19	NaN	29.1	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	3.0042E+11	1.276551031	5.7916E+11	2.460978947	1.83736E+13	20.31834093	9.41209E+12	39.99405232	51.22608896	3.10794E+12	21.00051475	1.66535E+12	11.25284489	5.21302E+11	2.215127507	3.522467418	1.59422E+12	10.77220866	1.47993E+13	16.36574492	8.50348E+12	57.45850728	7	NaN	2.389798	26239	5	33.5	26.2	NaN	NaN	NaN	NaN	52	645	6	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	635	6	21	4.5	4	480	36	31	6	8.6	27	9	316	NaN	NaN	NaN	NaN	10	NaN	25.6	2
1.45077E+11	5.497040471	1.45077E+11	3.186325409	1.9452E+11	4.27225379	2.63918E+12	9.928816567	7.55877E+11	16.60132561	28.64056461	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	NaN	NaN	NaN	4	0	49.2	NaN	NaN	NaN	NaN	91	390	8	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	430	6	24	1.7	5	406	35	29	4	8.4	35	13	872	NaN	NaN	NaN	NaN	35	NaN	81.2	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	2	0	1	NaN	NaN	NaN	NaN	33	1032	9	27	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1918	10	33	3.2	3	800	43	93	5	130.1	38	11	654	NaN	NaN	NaN	NaN	45	NaN	51.1	1
5.91614E+12	10.08821233	5.91614E+12	5.689370258	8.21038E+12	7.895678852	5.86441E+13	13.60423691	1.73363E+13	16.67181246	29.56193329	2.04679E+13	18.6049092	5.64532E+12	5.131467317	2.75622E+13	26.50570803	25.05340498	8.15463E+12	7.412377308	1.10014E+14	25.52095101	4.90979E+13	44.62889394	8	NaN	1.030968	28801	5	39.9	0	NaN	NaN	NaN	NaN	59	1440	5	24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1440	6	20	3	5	1346	34	23	9	18.6	42	11	268	NaN	NaN	NaN	NaN	69	NaN	82.6	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	0	0	0	NaN	NaN	NaN	NaN	100	1105	10	30	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1108	10	21	NaN	3	506	43	30	4	188.4	24	11	100	NaN	NaN	NaN	NaN	20	NaN	217.9	0
5376341261	21.08306472	5376341261	13.80259054	60405454	0.155077907	25500757750	23.77648692	7455483553	19.14033759	29.23632163	12282986004	40.55733269	6339420706	20.93220611	1885255273	4.83998417	6.224946059	1926596558	6.361451324	30285487701	28.23769039	7851229159	25.92406382	1	NaN	NaN	NaN	3	0	20.3	NaN	NaN	NaN	NaN	91	899	5	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	895	5	21	NaN	2	425	37	83	6	40.1	52	12	186	NaN	NaN	NaN	NaN	55	NaN	53.1	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	NaN	12.65388	37067	5	52.7	6.1	NaN	NaN	NaN	NaN	29	1100	6	17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1100	7	19	3.5	3	877	40	21	6	12.7	77	12	402	NaN	NaN	NaN	NaN	42	NaN	54.8	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	90043295.96	0.736228888	716929164.8	5.861890725	8597682453	54.14498679	3683915568	30.12112153	42.84777424	3744570919	34.80166418	1171246288	10.88544479	1141858343	9.336276386	10.61231619	132587471.9	1.232254581	10759746717	67.76085847	4701558586	43.69581097	NaN	NaN	38.16941	29016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
