IDA grants (current US$)	PPG, IBRD (DIS, current US$)	PPG, IDA (DIS, current US$)	PPG, multilateral (DIS, current US$)	PPG, multilateral concessional (DIS, current US$)	PPG, official creditors (DIS, current US$)	PPG, bonds (DIS, current US$)	PPG, commercial banks (DIS, current US$)	PNG, bonds (DIS, current US$)	PNG, commercial banks and other creditors (DIS, current US$)	PPG, other private creditors (DIS, current US$)	PPG, private creditors (DIS, current US$)	External debt stocks, concessional (DOD, current US$)	Concessional debt (% of total external debt)	PPG, bilateral (DOD, current US$)	PPG, bilateral concessional (DOD, current US$)	External debt stocks, total (DOD, current US$)	Total change in external debt stocks (current US$)	External debt stocks (% of exports of goods, services and income)	External debt stocks (% of GNI)	Use of IMF credit (DOD, current US$)	External debt stocks, long-term (DOD, current US$)	External debt stocks, private nonguaranteed (PNG) (DOD, current US$)	External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)	External debt stocks, short-term (DOD, current US$)	Short-term debt (% of total reserves)	Short-term debt (% of exports of goods, services and income)	Short-term debt (% of total external debt)	Debt forgiveness grants (current US$)	PPG, IBRD (DOD, current US$)	PPG, IDA (DOD, current US$)	PPG, multilateral (DOD, current US$)	Multilateral debt (% of total external debt)	PPG, multilateral concessional (DOD, current US$)	IBRD loans and IDA credits (DOD, current US$)	PPG, official creditors (DOD, current US$)	PPG, bonds (DOD, current US$)	PPG, commercial banks (DOD, current US$)	PNG, bonds (DOD, current US$)	PNG, commercial banks and other creditors (DOD, current US$)	PPG, other private creditors (DOD, current US$)	External debt stocks, long-term private sector (DOD, current US$)	PPG, private creditors (DOD, current US$)	External debt stocks, long-term public sector (DOD, current US$)	Present value of external debt (current US$)	Present value of external debt (% of exports of goods, services and income)	Present value of external debt (% of GNI)	Residual, debt stock-flow reconciliation (current US$)	External debt stocks, variable rate (DOD, current US$)	Debt buyback (current US$)	Debt stock reduction (current US$)	Debt stock rescheduled (current US$)	Average grace period on new external debt commitments (years)	Average grace period on new external debt commitments, official (years)	Average grace period on new external debt commitments, private (years)	Average grant element on new external debt commitments (%)	Average grant element on new external debt commitments, official (%)	Average grant element on new external debt commitments, private (%)	Average interest on new external debt commitments (%)	Average interest on new external debt commitments, official (%)	Average interest on new external debt commitments, private (%)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	0	30313000	30313000	30313000	119143000	0	396131000	0	0	34677000	430808000	1490220000	12.9584	2034923000	1370915000	11500021000	207275000	298.5707832	311.8603973	0	9542515000	0	9542515000	1957506000	919.7368462	50.82200281	17.0218	NaN	0	80576000	191486000	1.6651	119305000	80576000	2226409000	0	872780000	0	0	6443326000	29461000	7316106000	9513054000	NaN	NaN	NaN	55850825.2	1286745000	0	0	0	0.429	0.4167	0.4291	5.3882	6.404	5.3805	8.0973	8.065	8.0975	2
NaN	0	43335000	47969000	43335000	72188000	0	1000	0	0	0	1000	262990000	57.3138	192423000	153198000	458860000	-424255000	122.1346819	18.59163708	64519000	332006000	0	332006000	62335000	23.49621416	16.5916955	13.5848	NaN	0	108992000	114613000	24.9778	109792000	108992000	307036000	0	0	0	0	24970000	0	24970000	332006000	NaN	NaN	NaN	-219153624.5	54151000	30000000	146000000	225000000	7.4905	7.3498	11.7395	50.7183	50.5472	55.884	3.3015	3.3099	3.0475	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	941007000	0	1935536000	0	2803723000	3630030000	105079000	834237000	1515763000	65198000	3800307000	2745282000	2.7881	11284530000	2736825000	98464911000	23645627000	335.4199329	38.85814447	6130863000	70979223000	16066427000	54912796000	21354825000	133.6392527	72.74504081	21.6878	NaN	4913253000	0	9373044000	9.5192	8457000	4913253000	20657574000	32670030000	792666000	7582427000	8484000000	792526000	16088405000	34255222000	54890818000	NaN	NaN	NaN	2639777024	36521337000	0	862613000	0	4.6662	4.7021	4.6209	14.1201	19.651	7.1505	6.8995	6.4889	7.4169	2
NaN	3351000	88498000	102366000	88498000	102366000	0	0	0	0	0	0	105877000	28.5647	90251000	14939000	370657000	156327000	104.6669302	25.2755507	70237000	298280000	0	298280000	2140000	1.924764414	0.604297857	0.5774	NaN	4820000	90938000	208029000	56.1244	90938000	95758000	298280000	0	0	0	0	0	0	0	298280000	NaN	NaN	NaN	15679280	189267000	0	0	0	9.1548	9.1548	0	72.4197	72.4197	0	1.2826	1.2826	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	30204000	89521000	30204000	102058000	0	0	0	0	0	0	30194000	9.4066	107300000	0	320987000	208172000	40.39437073	10.56251571	100873000	206082000	0	206082000	14032000	11.60780362	1.765846624	4.3715	NaN	0	30194000	98782000	30.7745	30194000	30194000	206082000	0	0	0	0	0	0	0	206082000	NaN	NaN	NaN	5904879.9	175888000	0	0	0	9.4035	9.4035	0	71.8136	71.8136	0	1.3703	1.3703	0	2
NaN	0	27345000	40570000	40336000	44810000	0	0	0	0	0	0	1051057000	90.4559	167134000	167134000	1161955000	34550000	831.5862683	117.6046068	47798000	1099258000	0	1099258000	14899000	6.894222186	10.6628947	1.2822	NaN	0	591412000	930499000	80.0805	883923000	591412000	1097633000	0	0	0	0	1625000	0	1625000	1099258000	NaN	NaN	NaN	53202602	0	0	0	0	9.8433	9.8433	0	78.4152	78.4152	0	0.8247	0.8247	0	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	30816000	80023000	74041000	90301000	0	0	0	0	0	0	1013884000	72.6012	378986000	178086000	1396512000	14407000	218.9788291	71.07037706	84138000	1265370000	0	1265370000	47004000	23.74593249	7.370420651	3.3658	NaN	0	498253000	882258000	63.1758	835798000	498253000	1261244000	0	0	0	0	4126000	0	4126000	1265370000	NaN	NaN	NaN	58086167.9	120388000	0	0	0	8.9263	8.9263	0	68.1269	68.1269	0	1.6765	1.6765	0	0
NaN	0	197622000	494122000	494122000	677368000	0	0	0	0	79495000	79495000	14665212000	93.2554	5057064000	5051079000	15725858000	244276000	334.4807847	40.22291314	621530000	14905131000	0	14905131000	199197000	8.383091998	4.236816132	1.2667	NaN	54605000	5637768000	9669472000	61.4877	9614133000	5692373000	14726536000	0	12410000	0	0	166185000	0	178595000	14905131000	NaN	NaN	NaN	298183507.3	12410000	0	0	0	9.9787	9.9787	0	69.5127	69.5127	0	1.8824	1.8824	0	0
NaN	14526000	0	37732000	0	129192000	33018000	96416000	0	0	0	129434000	375926000	3.622	1720242000	375926000	10378825000	550290000	149.8509262	82.12988044	716668000	9149883000	342000000	8807883000	512274000	31.32813768	7.396283623	4.9358	NaN	443540000	0	1230193000	11.8529	0	443540000	2950435000	5412267000	394115000	0	342000000	51066000	342000000	5857448000	8807883000	NaN	NaN	NaN	663800986.7	7144917000	0	0	0	5.0479	5.3853	3.2061	24.5333	25.0489	21.7194	5.527	5.9181	3.3925	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48263000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	472437000	0	NaN	NaN	NaN	472437000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	11228000	0	77159000	0	131060000	0	19977000	0	0	107289000	127266000	476701000	28.1374	581545000	476701000	1694190000	397575000	32.14171884	12.16947351	282730000	1301534000	442000	1301092000	109926000	29.15651221	2.085486625	6.4884	NaN	115533000	0	187684000	11.0781	0	115533000	769229000	0	46251000	0	442000	485612000	442000	531863000	1301092000	NaN	NaN	NaN	-3404548.5	696533000	0	0	0	4.8194	5.5952	1.5691	25.834	30.5889	5.9137	5.6533	5.073	8.0845	2
NaN	5568000	0	12392000	3445000	25826000	0	4826000	0	0	522000	5348000	93534000	36.6573	85505000	49922000	255158000	56492000	85.00265677	42.62353119	0	219438000	0	219438000	35720000	94.97852879	11.8996657	13.9992	NaN	29508000	0	89467000	35.0634	43612000	29508000	174972000	0	38668000	0	0	5798000	0	44466000	219438000	NaN	NaN	NaN	30050293.2	56573000	0	0	0	3.8507	3.9153	0.3	22.9737	23.3432	2.6681	5.9551	5.9076	8.565	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
