IDA grants (current US$)	PPG, IBRD (DIS, current US$)	PPG, IDA (DIS, current US$)	PPG, multilateral (DIS, current US$)	PPG, multilateral concessional (DIS, current US$)	PPG, official creditors (DIS, current US$)	PPG, bonds (DIS, current US$)	PPG, commercial banks (DIS, current US$)	PNG, bonds (DIS, current US$)	PNG, commercial banks and other creditors (DIS, current US$)	PPG, other private creditors (DIS, current US$)	PPG, private creditors (DIS, current US$)	External debt stocks, concessional (DOD, current US$)	Concessional debt (% of total external debt)	PPG, bilateral (DOD, current US$)	PPG, bilateral concessional (DOD, current US$)	External debt stocks, total (DOD, current US$)	Total change in external debt stocks (current US$)	External debt stocks (% of exports of goods, services and income)	External debt stocks (% of GNI)	Use of IMF credit (DOD, current US$)	External debt stocks, long-term (DOD, current US$)	External debt stocks, private nonguaranteed (PNG) (DOD, current US$)	External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)	External debt stocks, short-term (DOD, current US$)	Short-term debt (% of total reserves)	Short-term debt (% of exports of goods, services and income)	Short-term debt (% of total external debt)	Debt forgiveness grants (current US$)	PPG, IBRD (DOD, current US$)	PPG, IDA (DOD, current US$)	PPG, multilateral (DOD, current US$)	Multilateral debt (% of total external debt)	PPG, multilateral concessional (DOD, current US$)	IBRD loans and IDA credits (DOD, current US$)	PPG, official creditors (DOD, current US$)	PPG, bonds (DOD, current US$)	PPG, commercial banks (DOD, current US$)	PNG, bonds (DOD, current US$)	PNG, commercial banks and other creditors (DOD, current US$)	PPG, other private creditors (DOD, current US$)	External debt stocks, long-term private sector (DOD, current US$)	PPG, private creditors (DOD, current US$)	External debt stocks, long-term public sector (DOD, current US$)	Present value of external debt (current US$)	Present value of external debt (% of exports of goods, services and income)	Present value of external debt (% of GNI)	Residual, debt stock-flow reconciliation (current US$)	External debt stocks, variable rate (DOD, current US$)	Debt buyback (current US$)	Debt stock reduction (current US$)	Debt stock rescheduled (current US$)	Average grace period on new external debt commitments (years)	Average grace period on new external debt commitments, official (years)	Average grace period on new external debt commitments, private (years)	Average grant element on new external debt commitments (%)	Average grant element on new external debt commitments, official (%)	Average grant element on new external debt commitments, private (%)	Average interest on new external debt commitments (%)	Average interest on new external debt commitments, official (%)	Average interest on new external debt commitments, private (%)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	0	35764000	36422000	35764000	80927000	0	549013000	0	0	160258000	709271000	2385485000	22.1204	3122511000	2173315000	10784075000	835804000	291.5268831	206.1823807	0	9099551000	0	9099551000	1684524000	827.9642976	45.53789093	15.6205	NaN	0	178689000	279159000	2.5886	212170000	178689000	3401670000	0	2648209000	0	0	3049672000	26190000	5697881000	9073361000	NaN	NaN	NaN	819889084.5	1654560000	0	0	0	0.9904	1.89	0.9021	12.4289	58.9771	7.8563	6.9622	1.4491	7.5038	2
NaN	0	63727000	70310000	69111000	91853000	0	0	0	0	41000	41000	453338000	71.2594	248002000	221266000	636180000	114112000	167.1343001	22.81742439	64446000	536828000	21001000	515827000	34906000	8.352282194	9.170344683	5.4868	NaN	0	220080000	241944000	38.0307	232072000	220080000	489946000	0	0	0	21001000	25881000	22270000	25881000	514558000	NaN	NaN	NaN	16954433.2	73280000	0	0	0	9.9254	9.9254	0	61.1141	61.1141	0	2.598	2.598	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	2028556000	0	3487072000	0	3504083000	11767695000	14063000	3975511000	6025000000	2980000	11784738000	2199944000	1.5738	7060811000	2197125000	1.39788E+11	13255796000	373.5511704	47.94757038	5442163000	1.0339E+11	27865489000	75524492000	30956044000	124.5428265	82.72277244	22.145	NaN	7188440000	0	13316534000	9.5262	2819000	7188440000	20377345000	54072579000	659676000	11873197000	15992292000	414892000	27929359000	55147147000	75460622000	NaN	NaN	NaN	1434260311	52550018000	2099860000	2728860000	0	10.1312	3.985	13.781	5.8552	7.6014	4.8183	8.8765	8.5117	9.0931	2
NaN	0	42883000	50044000	48341000	107281000	0	5000000	0	0	0	5000000	347361000	43.1919	163176000	46930000	804227000	165742000	173.6466295	41.15532059	190440000	568617000	0	568617000	45170000	15.40780481	9.752990456	5.6166	NaN	9727000	292840000	400441000	49.792	300431000	302567000	563617000	0	5000000	0	0	0	0	5000000	568617000	NaN	NaN	NaN	126318232	133767000	0	0	31314000	8.3715	8.8315	5.4167	64.8255	66.2917	55.409	1.4473	1.6727	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	20635000	44746000	26530000	70334000	0	0	0	69441000	0	0	162288000	22.9674	104203000	14861000	706603000	198543000	67.44184049	15.93912941	321228000	383895000	72338000	311557000	1480000	0.329958933	0.141258845	0.2095	NaN	0	141309000	201983000	28.5851	147427000	141309000	306186000	0	0	0	72338000	5371000	72338000	5371000	311557000	NaN	NaN	NaN	71977032.5	221607000	0	0	0	6.973	7.9899	2.2694	56.5742	67.7149	5.0461	2.7072	1.3945	8.7786	2
NaN	0	23985000	29994000	29994000	29994000	0	0	0	0	562000	562000	1051016000	93.6875	156693000	156693000	1121832000	52874000	1556.171146	126.6932791	19667000	1082070000	0	1082070000	20095000	28.51136861	27.87517131	1.7913	NaN	0	603432000	924116000	82.3756	894323000	603432000	1080809000	0	0	0	0	1261000	0	1261000	1082070000	NaN	NaN	NaN	69552124.1	0	0	0	0	0.1667	0	0.1667	12.2466	0	12.2466	2	0	2	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	19892000	43349000	32171000	58795000	0	0	0	0	0	0	1096562000	76.4726	299401000	192512000	1433928000	22574000	244.0007396	61.77596844	93533000	1254448000	0	1254448000	85947000	32.86844457	14.62495437	5.9938	NaN	0	542785000	951476000	66.3545	904050000	542785000	1250877000	0	0	0	0	3571000	0	3571000	1254448000	NaN	NaN	NaN	84919204.1	13884000	0	0	0	8.6485	8.6485	0	64.625	64.625	0	1.9779	1.9779	0	0
NaN	0	349968000	635037000	635037000	719926000	0	0	0	0	0	0	14789517000	95.4002	4322836000	4322322000	15502613000	1252481000	260.2496214	34.0545707	421608000	14931285000	0	14931285000	149720000	7.734384663	2.513419726	0.9658	NaN	35884000	6167831000	10503180000	67.751	10467195000	6203715000	14826016000	0	0	0	0	105269000	0	105269000	14931285000	NaN	NaN	NaN	161981015.9	0	0	0	0	10.0609	10.0609	0	72.5897	72.5897	0	1.5896	1.5896	0	0
NaN	196595000	0	534660000	630000	537271000	0	0	0	305697000	0	0	358923000	3.1471	1296893000	354123000	11404851000	305183000	181.387089	89.25878913	1115533000	8526481000	553704000	7972777000	1762837000	57.66645166	28.03683028	15.4569	NaN	697094000	0	1446034000	12.6791	4800000	697094000	2742927000	5019956000	204851000	0	553704000	5043000	553704000	5229850000	7972777000	NaN	NaN	NaN	-25557508.1	7236969000	0	0	0	6.7475	6.8798	0.8574	40.7348	41.2976	15.6631	4.1463	4.1122	5.6669	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	0	134857000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76794000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	581079000	311782000	NaN	NaN	NaN	892861000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	3567000	0	29564000	0	110709000	0	11394000	0	990000	22654000	34048000	85714000	3.589	204615000	85714000	2388241000	304772000	33.52293591	15.78572856	242557000	798144000	1762000	796382000	1347540000	191.7505865	18.91496589	56.424	NaN	134887000	0	283286000	11.8617	0	134887000	487901000	0	54839000	0	1762000	253642000	1762000	308481000	796382000	NaN	NaN	NaN	-1452082.7	530299000	0	0	0	2.937	1.75	2.9444	19.1806	16.8946	19.1948	5.0504	5.7	5.0464	2
NaN	4035000	0	19004000	1693000	24706000	0	14000000	0	0	0	14000000	109127000	32.3761	98856000	70451000	337060000	-113036000	100.9736077	51.0873112	0	286540000	3600000	282940000	50520000	114.5968016	15.13435787	14.9884	NaN	41431000	0	118624000	35.1937	38676000	41431000	217480000	0	65304000	0	3600000	156000	3600000	65460000	282940000	NaN	NaN	NaN	3701642.9	65545000	0	0	0	4.2153	4.9488	2.8636	20.1035	23.8733	13.1579	6.5885	6.4145	6.9091	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
