IDA grants (current US$)	PPG, IBRD (DIS, current US$)	PPG, IDA (DIS, current US$)	PPG, multilateral (DIS, current US$)	PPG, multilateral concessional (DIS, current US$)	PPG, official creditors (DIS, current US$)	PPG, bonds (DIS, current US$)	PPG, commercial banks (DIS, current US$)	PNG, bonds (DIS, current US$)	PNG, commercial banks and other creditors (DIS, current US$)	PPG, other private creditors (DIS, current US$)	PPG, private creditors (DIS, current US$)	External debt stocks, concessional (DOD, current US$)	Concessional debt (% of total external debt)	PPG, bilateral (DOD, current US$)	PPG, bilateral concessional (DOD, current US$)	External debt stocks, total (DOD, current US$)	Total change in external debt stocks (current US$)	External debt stocks (% of exports of goods, services and income)	External debt stocks (% of GNI)	Use of IMF credit (DOD, current US$)	External debt stocks, long-term (DOD, current US$)	External debt stocks, private nonguaranteed (PNG) (DOD, current US$)	External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)	External debt stocks, short-term (DOD, current US$)	Short-term debt (% of total reserves)	Short-term debt (% of exports of goods, services and income)	Short-term debt (% of total external debt)	Debt forgiveness grants (current US$)	PPG, IBRD (DOD, current US$)	PPG, IDA (DOD, current US$)	PPG, multilateral (DOD, current US$)	Multilateral debt (% of total external debt)	PPG, multilateral concessional (DOD, current US$)	IBRD loans and IDA credits (DOD, current US$)	PPG, official creditors (DOD, current US$)	PPG, bonds (DOD, current US$)	PPG, commercial banks (DOD, current US$)	PNG, bonds (DOD, current US$)	PNG, commercial banks and other creditors (DOD, current US$)	PPG, other private creditors (DOD, current US$)	External debt stocks, long-term private sector (DOD, current US$)	PPG, private creditors (DOD, current US$)	External debt stocks, long-term public sector (DOD, current US$)	Present value of external debt (current US$)	Present value of external debt (% of exports of goods, services and income)	Present value of external debt (% of GNI)	Residual, debt stock-flow reconciliation (current US$)	External debt stocks, variable rate (DOD, current US$)	Debt buyback (current US$)	Debt stock reduction (current US$)	Debt stock rescheduled (current US$)	Average grace period on new external debt commitments (years)	Average grace period on new external debt commitments, official (years)	Average grace period on new external debt commitments, private (years)	Average grant element on new external debt commitments (%)	Average grant element on new external debt commitments, official (%)	Average grant element on new external debt commitments, private (%)	Average interest on new external debt commitments (%)	Average interest on new external debt commitments, official (%)	Average interest on new external debt commitments, private (%)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
270767053.3	0	27090000	108774000	108774000	108774000	0	0	0	0	0	0	1985574000	89.3376	1079938000	969283000	2222552000	133675000	NaN	NaN	105821000	2096626000	0	2096626000	20105000	NaN	NaN	0.9046	4810000	0	465822000	1016291000	45.7263	1016291000	465822000	2096229000	0	0	0	0	397000	0	397000	2096626000	NaN	NaN	NaN	3749225.1	0	0	254000	0	0	0	0	0	0	0	0	0	0	0
6862199.24	0	19188000	23110000	23110000	1111221000	0	2541775000	0	0	139899000	2681674000	4361941000	26.2512	4373186000	3921814000	16616172000	1515700000	39.95960949	24.1968091	359064000	13628562000	0	13628562000	2628546000	19.23687899	6.321291792	15.8192	0	0	385211000	440902000	2.6535	440127000	385211000	4814088000	0	7939258000	0	0	875216000	493000	8814474000	13628069000	NaN	NaN	NaN	267597892.9	8183468000	0	17678000	0	1.4699	1.7273	1.2374	14.9376	23.8619	6.8717	5.0248	3.4302	6.466	2
0	6874000	34394000	190403000	95463000	256009000	0	283961000	0	190831000	18784000	302745000	1713202000	36.5074	663793000	637401000	4692747000	789174000	120.0818173	39.31670854	71489000	3786344000	983343000	2803001000	834914000	35.24416612	21.34949416	17.7916	0	24297000	849414000	1468661000	31.2964	1075801000	873711000	2132454000	0	635478000	0	983343000	35069000	983343000	670547000	2803001000	NaN	NaN	NaN	221248917.2	2172558000	0	0	0	4.3831	5.7892	3.0437	21.3582	45.9067	-2.027	7.0721	2.9784	10.9717	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	1028416000	0	3069637000	290966000	3498317000	92729000	6000	475596000	3470038000	0	92735000	2360508000	1.9625	6176151000	1778059000	1.20283E+11	1380765000	171.2109298	40.41232799	0	1.00651E+11	27723253000	72927477000	19631948000	40.89393855	27.98076967	16.3215	0	5304855000	0	16156585000	13.4322	582449000	5304855000	22332736000	49670379000	208327000	6850054000	20873199000	716035000	27784748000	50594741000	72865982000	NaN	NaN	NaN	1884999298	48058577000	0	0	0	4.348	3.9341	19	56.5413	57.0134	39.8301	1.9497	1.8521	5.4032	2
0	49474000	142224000	324277000	273527000	940902000	0	0	0	306293000	0	0	2320220000	47.4915	948184000	948184000	4885543000	1479761000	237.9111831	56.10599793	586708000	3777506000	1401216000	2376290000	521329000	26.01931125	25.38714717	10.6709	0	53394000	1160829000	1426750000	29.2035	1372036000	1214223000	2374934000	0	0	0	1401216000	1356000	1401216000	1356000	2376290000	NaN	NaN	NaN	11651641.7	1955930000	0	0	0	5.9326	5.9326	0	48.4	48.4	0	2.8581	2.8581	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	121558000	44848000	367359000	74383000	431332000	0	345612000	0	50134000	42963000	388575000	1499497000	33.0906	716768000	632582000	4531492000	268975000	19.3667839	11.25701644	61798000	3659694000	313823000	3345871000	810000000	15.10128953	3.457534961	17.8749	0	199288000	739338000	1461422000	32.2503	866915000	938626000	2178190000	0	948742000	0	313823000	218939000	313823000	1167681000	3345871000	NaN	NaN	NaN	-579977.3	2056069000	0	0	0	6.0476	6.5544	3.5	57.3413	62.8805	29.4934	1.9371	1.4304	4.4844	2
0	0	8678000	23581000	23581000	23581000	0	0	0	0	0	0	404788000	78.9564	97428000	93439000	512673000	-925510000	437.0341724	38.50837805	90912000	414658000	0	414658000	7103000	2.198469082	6.055204339	1.3855	1037470000	0	147247000	317230000	61.8776	311349000	147247000	414658000	0	0	0	0	0	0	0	414658000	NaN	NaN	NaN	591193897.7	0	0	664538260	20135000	10	10	0	73.3873	73.3873	0	1	1	0	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	51404000	117130000	116593000	149975000	0	0	0	0	0	0	985270000	91.871	188118000	186233000	1072449000	155684000	72.03363239	16.23634626	38832000	989586000	0	989586000	44031000	3.580228574	2.957448669	4.1056	7700000	0	309173000	801468000	74.7325	799037000	309173000	989586000	0	0	0	0	0	0	0	989586000	NaN	NaN	NaN	-1308458.7	0	0	0	0	8.8635	8.8635	0	72.9968	72.9968	0	1.2591	1.2591	0	0
31458215.66	0	297021000	1429897000	711590000	1498967000	0	0	0	0	0	0	19943005000	83.7886	2726216000	2712425000	23801585000	921779000	139.2083811	24.41565286	674506000	21186863000	0	21186863000	1940216000	18.76137711	11.34774547	8.1516	5730000	0	10746036000	18376372000	77.2065	17230580000	10746036000	21102588000	0	14520000	0	0	69755000	0	84275000	21186863000	NaN	NaN	NaN	-10935714.6	1145792000	0	0	0	7.3434	7.3434	0	54.5644	54.5644	0	1.9919	1.9919	0	0
0	369677000	0	446330000	0	519942000	0	0	0	7670655000	0	0	943590000	1.7638	815034000	789103000	53498862000	4896193000	219.332653	114.0702064	0	34920762000	30148486000	4772276000	18578100000	100.3022295	76.16209463	34.7262	0	1509462000	0	2506806000	4.6857	154487000	1509462000	3321840000	1429836000	19449000	146430000	30002056000	1151000	30148486000	1450436000	4772276000	NaN	NaN	NaN	98562672.7	32071986000	0	0	0	5.3431	5.3431	0	51.622	51.622	0	1.9773	1.9773	0	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	64000	33425000	270647000	43678000	316349000	0	12243000	0	72870000	0	12243000	1991265000	20.6888	844837000	758590000	9624825000	1321670000	151.3371963	54.59359049	286307000	7661518000	4091068000	3570450000	1677000000	36.65484144	26.4205327	17.4237	2650000	417385000	1102435000	2198119000	22.838	1232675000	1519820000	3042956000	321529000	205965000	0	4091068000	0	4091068000	527494000	3570450000	NaN	NaN	NaN	356372033.6	5577169000	0	27561000	0	4.7809	4.7846	4.5	50.3431	50.3426	50.3807	1.6561	1.6648	1	2
0	216170000	0	216170000	0	1254024000	0	9649000	0	889385000	1429000	11078000	3189943000	18.2386	4432938000	3189943000	17490050000	5223691000	69.01796672	35.3285603	2871362000	6594488000	1771893000	4822595000	8024200000	142.2676515	31.66451603	45.8787	0	255630000	0	261344000	1.4942	0	255630000	4694282000	0	45858000	19397000	1752496000	82455000	1771893000	128313000	4822595000	NaN	NaN	NaN	55456739	5254219000	0	0	0	4.4541	4.6571	2.3337	32.8725	33.4496	26.8417	4.0509	4.1346	3.1758	2
0	0	0	40392000	13705000	69903000	0	1045000	0	0	0	1045000	222196000	20.75	162040000	150366000	1070823000	26976000	146.1340579	86.63616505	7368000	1053938000	13632000	1040306000	9517000	4.453787059	1.298774708	0.8888	0	16157000	0	254480000	23.7649	71830000	16157000	416520000	20957000	602829000	0	13632000	0	18571000	623786000	1035367000	NaN	NaN	NaN	-104401.6	223774000	0	0	0	4.5687	4.5687	0	54.6568	54.6568	0	1.9373	1.9373	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
