IDA grants (current US$)	PPG, IBRD (DIS, current US$)	PPG, IDA (DIS, current US$)	PPG, multilateral (DIS, current US$)	PPG, multilateral concessional (DIS, current US$)	PPG, official creditors (DIS, current US$)	PPG, bonds (DIS, current US$)	PPG, commercial banks (DIS, current US$)	PNG, bonds (DIS, current US$)	PNG, commercial banks and other creditors (DIS, current US$)	PPG, other private creditors (DIS, current US$)	PPG, private creditors (DIS, current US$)	External debt stocks, concessional (DOD, current US$)	Concessional debt (% of total external debt)	PPG, bilateral (DOD, current US$)	PPG, bilateral concessional (DOD, current US$)	External debt stocks, total (DOD, current US$)	Total change in external debt stocks (current US$)	External debt stocks (% of exports of goods, services and income)	External debt stocks (% of GNI)	Use of IMF credit (DOD, current US$)	External debt stocks, long-term (DOD, current US$)	External debt stocks, private nonguaranteed (PNG) (DOD, current US$)	External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)	External debt stocks, short-term (DOD, current US$)	Short-term debt (% of total reserves)	Short-term debt (% of exports of goods, services and income)	Short-term debt (% of total external debt)	Debt forgiveness grants (current US$)	PPG, IBRD (DOD, current US$)	PPG, IDA (DOD, current US$)	PPG, multilateral (DOD, current US$)	Multilateral debt (% of total external debt)	PPG, multilateral concessional (DOD, current US$)	IBRD loans and IDA credits (DOD, current US$)	PPG, official creditors (DOD, current US$)	PPG, bonds (DOD, current US$)	PPG, commercial banks (DOD, current US$)	PNG, bonds (DOD, current US$)	PNG, commercial banks and other creditors (DOD, current US$)	PPG, other private creditors (DOD, current US$)	External debt stocks, long-term private sector (DOD, current US$)	PPG, private creditors (DOD, current US$)	External debt stocks, long-term public sector (DOD, current US$)	Present value of external debt (current US$)	Present value of external debt (% of exports of goods, services and income)	Present value of external debt (% of GNI)	Residual, debt stock-flow reconciliation (current US$)	External debt stocks, variable rate (DOD, current US$)	Debt buyback (current US$)	Debt stock reduction (current US$)	Debt stock rescheduled (current US$)	Average grace period on new external debt commitments (years)	Average grace period on new external debt commitments, official (years)	Average grace period on new external debt commitments, private (years)	Average grant element on new external debt commitments (%)	Average grant element on new external debt commitments, official (%)	Average grant element on new external debt commitments, private (%)	Average interest on new external debt commitments (%)	Average interest on new external debt commitments, official (%)	Average interest on new external debt commitments, private (%)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
200473127	0	84124000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	293550000	NaN	NaN	NaN	293550000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
5725708	0	30211000	34149000	34149000	320653000	0	3235894000	0	0	119305000	3355199000	1758852000	14.863	2802673000	1392249000	11833761000	2471605000	48.67459302	44.48534732	0	9518005000	0	9518005000	2315756000	72.43866483	9.525161174	19.5691	0	0	319346000	371006000	3.1351	366603000	319346000	3173679000	0	5061689000	0	0	1282637000	11673000	6344326000	9506332000	NaN	NaN	NaN	250007917.3	5554268000	0	0	0	1.8236	2.0247	1.3256	14.8427	16.622	10.4388	6.5606	6.5471	6.5939	2
0	0	33742000	82793000	54467000	116418000	0	437000	0	376998000	0	437000	1189036000	57.877	488353000	449586000	2054420000	498088000	100.3350372	24.05404772	91853000	1807529000	426090000	1381439000	155038000	10.76957774	7.571841931	7.5466	0	0	655409000	868672000	42.2831	739450000	655409000	1357025000	0	2484000	0	426090000	21930000	426090000	24414000	1381439000	NaN	NaN	NaN	11419858.9	654466000	0	0	0	6.7011	6.7011	0	54.0772	54.0772	0	2.0165	2.0165	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	361821000	0	985478000	1091000	989272000	2193797000	55000	540000000	967139000	0	2193852000	1265675000	1.013	4773515000	1264584000	1.24939E+11	-37439254000	243.3851983	70.75720427	9512834000	80585912000	26360824000	54225088000	34840563000	124.0684263	67.8716409	27.886	0	6880617000	0	15570640000	12.4626	1091000	6880617000	20344155000	33372647000	171234000	8772000000	17588824000	337052000	26381074000	33880933000	54204838000	NaN	NaN	NaN	-7926714390	44452340000	0	29338081000	18400493000	3.8459	4.6399	3.7134	20.1253	35.5579	17.551	4.9215	4.1977	5.0422	2
0	0	34345000	36566000	36566000	50259000	0	0	0	117360000	0	0	899890000	48.8469	113083000	113083000	1842267000	-127443000	98.33541292	36.6040697	176399000	1368018000	445510000	922508000	297850000	44.48972409	15.89845703	16.1676	0	6314000	746036000	807952000	43.8564	786807000	752350000	921035000	0	0	0	445510000	1473000	445510000	1473000	922508000	NaN	NaN	NaN	-2218390.4	466655000	0	0	0	10.0044	10.0044	0	79.8741	79.8741	0	0.7898	0.7898	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	47540000	57466000	54066000	70303000	0	235648000	0	124372000	0	235648000	990690000	51.0434	499859000	448156000	1940879000	94475000	22.74362655	16.73324404	163626000	1591253000	187240000	1404013000	186000000	15.79290969	2.17958695	9.5833	0	0	500610000	629846000	32.4516	542534000	500610000	1129705000	0	274308000	0	187240000	0	187240000	274308000	1404013000	NaN	NaN	NaN	-76821351.3	564211000	0	0	0	5.2888	7.661	2.9804	46.1817	59.3357	33.3819	2.9282	2.3455	3.4952	2
0	0	27383000	42139000	42139000	42139000	0	0	0	0	0	0	1207150000	91.3245	165725000	161725000	1321825000	-68540000	1338.625208	170.2948689	58171000	1229595000	0	1229595000	34059000	33.86419682	34.49165899	2.5767	17200000	0	750805000	1061758000	80.3252	1045425000	750805000	1227483000	0	0	0	0	2112000	0	2112000	1229595000	NaN	NaN	NaN	56999282.7	277000	0	0	0	10.1919	10.1919	0	82.6357	82.6357	0	0.75	0.75	0	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	49198000	92484000	92484000	96719000	0	0	0	0	0	0	1430681000	93.0404	87695000	87695000	1537699000	-60094000	192.8275935	36.10702149	52797000	1444018000	0	1444018000	40884000	6.246140983	5.126857294	2.6588	27660000	0	770800000	1356323000	88.2047	1342986000	770800000	1444018000	0	0	0	0	0	0	0	1444018000	NaN	NaN	NaN	-16670567.3	174000	0	0	0	9.2705	9.2705	0	68.7968	68.7968	0	1.3087	1.3087	0	0
5524454	0	547425000	814172000	727027000	878466000	0	0	0	0	0	0	17012170000	92.5507	3156596000	3153053000	18381468000	-1204583000	172.3041762	29.01331456	308409000	17384631000	0	17384631000	688428000	24.36909075	6.453185317	3.7452	40950000	0	8687879000	14044123000	76.4037	13859117000	8687879000	17200719000	0	32287000	0	0	151625000	0	183912000	17384631000	NaN	NaN	NaN	14763813.5	185006000	0	0	0	9.1949	9.1949	0	71.1067	71.1067	0	1.4537	1.4537	0	0
0	199851000	0	328244000	34547000	382941000	0	18924000	249151000	3059280000	0	18924000	673941000	4.2927	587309000	553801000	15699698000	33218000	88.8299687	54.17689499	660084000	10597154000	5522000000	5075154000	4442460000	51.07989546	25.13574355	28.2965	0	1453051000	0	2457405000	15.6526	120140000	1453051000	3044714000	1919653000	110787000	526146000	4995854000	0	5522000000	2030440000	5075154000	NaN	NaN	NaN	-944982363.5	7820642000	0	0	0	4.7094	4.7334	1.9167	41.6896	41.8495	23.0773	3.0346	3.0248	4.1738	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	55591000	132507000	59327000	149668000	0	0	0	386457000	0	0	1574980000	25.3132	688537000	566472000	6221961000	633035000	147.2105364	55.47161491	61959000	5323002000	2767455000	2555547000	837000000	32.85426235	19.80327729	13.4524	3790000	481410000	921431000	1712187000	27.5184	1008508000	1402841000	2400724000	0	154823000	0	2767455000	0	2767455000	154823000	2555547000	NaN	NaN	NaN	-10680350.7	3622947000	0	0	0	5.8623	5.8623	0	51.4692	51.4692	0	1.8977	1.8977	0	2
0	6841000	0	6841000	0	187590000	0	33707000	0	394500000	32398000	66105000	145798000	3.0781	485037000	145798000	4736549000	707617000	25.8123968	15.64995562	0	1233449000	447900000	785549000	3503100000	261.070896	19.09056725	73.9589	0	58670000	0	81439000	1.7194	0	58670000	566476000	0	56718000	0	447900000	162355000	456139000	219073000	777310000	NaN	NaN	NaN	44071660.1	1059627000	0	0	0	1.4153	1.4432	1.0833	15.5382	16.7528	1.1276	5.3064	5.0077	8.8506	2
0	860000	0	13805000	3982000	47779000	143132000	11797000	0	0	9922000	164851000	148292000	14.5254	123554000	96757000	1020917000	50532000	161.0817599	102.0432695	0	1014068000	24600000	989468000	6849000	9.598150159	1.08064512	0.6709	1750000	35166000	0	224627000	22.0025	51535000	35166000	348181000	481507000	148574000	0	24600000	11206000	24600000	641287000	989468000	NaN	NaN	NaN	-7217316.6	177863000	0	0	0	1.4459	1	1.579	27.2763	67.1546	15.3682	3.6136	0	4.6927	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
