IDA grants (current US$)	PPG, IBRD (DIS, current US$)	PPG, IDA (DIS, current US$)	PPG, multilateral (DIS, current US$)	PPG, multilateral concessional (DIS, current US$)	PPG, official creditors (DIS, current US$)	PPG, bonds (DIS, current US$)	PPG, commercial banks (DIS, current US$)	PNG, bonds (DIS, current US$)	PNG, commercial banks and other creditors (DIS, current US$)	PPG, other private creditors (DIS, current US$)	PPG, private creditors (DIS, current US$)	External debt stocks, concessional (DOD, current US$)	Concessional debt (% of total external debt)	PPG, bilateral (DOD, current US$)	PPG, bilateral concessional (DOD, current US$)	External debt stocks, total (DOD, current US$)	Total change in external debt stocks (current US$)	External debt stocks (% of exports of goods, services and income)	External debt stocks (% of GNI)	Use of IMF credit (DOD, current US$)	External debt stocks, long-term (DOD, current US$)	External debt stocks, private nonguaranteed (PNG) (DOD, current US$)	External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)	External debt stocks, short-term (DOD, current US$)	Short-term debt (% of total reserves)	Short-term debt (% of exports of goods, services and income)	Short-term debt (% of total external debt)	Debt forgiveness grants (current US$)	PPG, IBRD (DOD, current US$)	PPG, IDA (DOD, current US$)	PPG, multilateral (DOD, current US$)	Multilateral debt (% of total external debt)	PPG, multilateral concessional (DOD, current US$)	IBRD loans and IDA credits (DOD, current US$)	PPG, official creditors (DOD, current US$)	PPG, bonds (DOD, current US$)	PPG, commercial banks (DOD, current US$)	PNG, bonds (DOD, current US$)	PNG, commercial banks and other creditors (DOD, current US$)	PPG, other private creditors (DOD, current US$)	External debt stocks, long-term private sector (DOD, current US$)	PPG, private creditors (DOD, current US$)	External debt stocks, long-term public sector (DOD, current US$)	Present value of external debt (current US$)	Present value of external debt (% of exports of goods, services and income)	Present value of external debt (% of GNI)	Residual, debt stock-flow reconciliation (current US$)	External debt stocks, variable rate (DOD, current US$)	Debt buyback (current US$)	Debt stock reduction (current US$)	Debt stock rescheduled (current US$)	Average grace period on new external debt commitments (years)	Average grace period on new external debt commitments, official (years)	Average grace period on new external debt commitments, private (years)	Average grant element on new external debt commitments (%)	Average grant element on new external debt commitments, official (%)	Average grant element on new external debt commitments, private (%)	Average interest on new external debt commitments (%)	Average interest on new external debt commitments, official (%)	Average interest on new external debt commitments, private (%)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
121971402.6	0	43845000	95796000	95796000	96400000	0	0	0	0	0	0	1874148000	89.7204	1080754000	970660000	2088877000	115165000	NaN	19.62472983	87312000	1984639000	0	1984639000	16926000	NaN	NaN	0.8103	15470000	0	437607000	903488000	43.2523	903488000	437607000	1984242000	0	0	0	0	397000	0	397000	1984639000	NaN	NaN	NaN	54354060.1	0	0	0	0	9.9576	9.9576	0	80.5234	80.5234	0	0.4824	0.4824	0	0
16299670.42	0	12074000	16159000	16159000	1100458000	0	3275765000	0	0	245140000	3520905000	3519857000	23.3096	3579565000	3099903000	15100472000	3607992000	23.35159788	21.43109727	0	12682832000	0	12682832000	2417640000	13.52948859	3.738674997	16.0104	30020000	0	368888000	421132000	2.7889	419954000	368888000	4000697000	0	7790360000	0	0	891775000	1048000	8682135000	12681784000	NaN	NaN	NaN	17965077.5	9160125000	0	6387000	23240000	1.0162	10.4082	0.8393	17.7754	83.0684	16.5458	4.4156	0.5918	4.4877	2
0	11736000	27037000	171428000	76469000	210088000	0	345485000	0	238931000	11006000	356491000	1541173000	39.4811	584362000	557598000	3903573000	1049386000	90.6380017	29.71839918	80481000	2893507000	668143000	2225364000	929585000	39.32600835	21.58671617	23.8137	0	17107000	817396000	1295047000	33.1759	983575000	834503000	1879409000	0	330609000	0	668143000	15346000	668143000	345955000	2225364000	NaN	NaN	NaN	-48827487.6	1402689000	0	0	7574000	7.0432	8.3454	6	41.3195	64.0383	23.1201	4.2399	1.8468	6.157	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	331789000	0	1999763000	248118000	2021597000	2025275000	6000	0	2990000000	0	2025281000	1998584000	1.6809	5794434000	1701095000	1.18902E+11	1584722000	135.4328688	37.21405089	0	98924844000	30297668000	68627176000	19977069000	43.06759771	22.75422954	16.8013	0	5069214000	0	14780251000	12.4306	297489000	5069214000	20574685000	47088380000	205131000	7921186000	22376482000	758980000	30385806000	48052491000	68539038000	NaN	NaN	NaN	-360598341.9	46618182000	0	0	0	6.7744	3.6469	11.3199	32.7824	40.4829	21.5903	4.6876	3.2592	6.7638	2
0	0	79976000	92423000	92423000	164000000	0	0	0	611900000	0	0	1439422000	42.2641	333342000	333342000	3405782000	507721000	123.7824885	28.06992796	134768000	2818162000	1372510000	1445652000	452852000	32.19020008	16.45881841	13.2966	0	4872000	1025362000	1110952000	32.6196	1106080000	1030234000	1444294000	0	0	0	1372510000	1358000	1372510000	1358000	1445652000	NaN	NaN	NaN	6011083.4	1377382000	0	0	0	8.7779	8.7779	0	71.8457	71.8457	0	1.2235	1.2235	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	56328000	49831000	213190000	76411000	283481000	0	166781000	0	215655000	75362000	242143000	1434996000	33.6655	718692000	638000000	4262517000	741060000	13.023928	10.39841214	79241000	3014276000	326849000	2687427000	1169000000	18.0757192	3.571717521	27.4251	0	77730000	697699000	1139509000	26.7332	796996000	775429000	1858201000	0	633972000	0	326849000	195254000	326849000	829226000	2687427000	NaN	NaN	NaN	-15411617.5	1546543000	0	0	0	4.9124	4.8215	5.0258	39.2997	48.2252	28.1642	3.6701	2.7461	4.823	2
0	0	13824000	24329000	24329000	24824000	0	0	0	0	0	0	1288066000	89.562	143679000	139679000	1438183000	-17478000	877.7416034	123.4930934	116906000	1303158000	0	1303158000	18119000	6.797926155	11.06001813	1.2599	50550000	0	818524000	1159479000	80.6211	1148387000	818524000	1303158000	0	0	0	0	0	0	0	1303158000	NaN	NaN	NaN	93737697.8	69000	0	0	0	6.3514	6.3514	0	61.4458	61.4458	0	1	1	0	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	84119000	138157000	138157000	143312000	0	0	0	0	0	0	849691000	92.6836	164871000	162604000	916765000	152612000	54.72828439	13.7408888	22442000	856842000	0	856842000	37481000	2.96679456	2.237509969	4.0884	9820000	0	255437000	691971000	75.4796	687087000	255437000	856842000	0	0	0	0	0	0	0	856842000	NaN	NaN	NaN	-16380461.8	0	0	0	0	7.95	7.95	0	65.3979	65.3979	0	1.468	1.468	0	0
16468395.65	0	820307000	1451106000	1317669000	1705629000	0	0	0	0	26509000	26509000	19743770000	86.2934	2906556000	2891986000	22879806000	1581622000	129.3376971	26.41790731	685581000	20299889000	0	20299889000	1894336000	32.73232182	10.70852855	8.2795	755380000	0	10612974000	17295644000	75.5935	16851784000	10612974000	20202200000	0	17736000	0	0	79953000	0	97689000	20299889000	NaN	NaN	NaN	774809524.8	443860000	0	0	0	9.5166	9.5166	0	75.3619	75.3619	0	1.172	1.172	0	0
0	55874000	0	226653000	0	362157000	0	8098000	0	15174695000	0	8098000	957184000	1.9694	821417000	799484000	48602669000	15635898000	152.2384119	98.67263478	0	30268469000	25871249000	4397220000	18334200000	102.2521641	57.47923944	37.7226	0	1206673000	0	2197904000	4.5222	157700000	1206673000	3019321000	1342272000	34367000	521888000	25349361000	1260000	25871249000	1377899000	4397220000	NaN	NaN	NaN	-351297262.4	27570720000	127159000	169093000	0	5.1031	5.0702	9.1667	51.9127	51.81	64.5826	2.2887	2.2911	2	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
0	0	28642000	128004000	39728000	162764000	0	26184000	0	282302000	0	26184000	1909865000	23.0017	815997000	703830000	8303155000	-519519000	103.259337	43.40110307	2000	7398153000	4398000000	3000153000	905000000	20.20167811	11.25472185	10.8995	6830000	442852000	1077370000	1984058000	23.8952	1206035000	1520222000	2800055000	0	200098000	0	4398000000	0	4398000000	200098000	3000153000	NaN	NaN	NaN	-18345829.3	5381366000	0	0	0	4.4269	4.324	5.9865	33.1325	31.8787	52.1418	4.4431	4.6582	1.1817	2
0	16371000	0	16371000	0	1562884000	0	0	0	1141200000	4792000	4792000	2649648000	21.6009	3496974000	2649648000	12266359000	1925597000	32.53995485	20.05995016	2000	5307657000	1588500000	3719157000	6958700000	227.1743909	18.4599019	56.73	0	42321000	0	50178000	0.4091	0	42321000	3547152000	0	68006000	19397000	1569103000	103999000	1588500000	172005000	3719157000	NaN	NaN	NaN	2092677.8	4472168000	0	0	0	4.1901	4.1901	0	20.0447	20.0447	0	6.1213	6.1213	0	2
0	0	0	15897000	7958000	39578000	0	1747000	0	0	0	1747000	201157000	19.2707	155595000	140432000	1043847000	-16110000	119.6395718	87.179772	0	1036388000	16019000	1020369000	7459000	4.488968356	0.854906482	0.7146	0	20623000	0	230177000	22.0508	60725000	20623000	385772000	21997000	610120000	0	16019000	2480000	16027000	634597000	1020361000	NaN	NaN	NaN	212790.6	204757000	0	0	6600000	4.8191	4.3043	12.5	36.9179	36.3669	45.1385	3.8235	3.7949	4.25	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
