Water pollution, clay and glass industry (% of total BOD emissions)	Water pollution, chemical industry (% of total BOD emissions)	Water pollution, food industry (% of total BOD emissions)	Water pollution, metal industry (% of total BOD emissions)	Water pollution, other industry (% of total BOD emissions)	Water pollution, paper and pulp industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day)	Water pollution, textile industry (% of total BOD emissions)	Water pollution, wood industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day per worker)	Energy production (kt of oil equivalent)	Access to electricity (% of population)	Electricity production from coal sources (kWh)	Electricity production from coal sources (% of total)	Electricity production from oil, gas and coal sources (% of total)	Electricity production from hydroelectric sources (kWh)	Electricity production from hydroelectric sources (% of total)	Electric power transmission and distribution losses (kWh)	Electric power transmission and distribution losses (% of output)	Electricity production from natural gas sources (kWh)	Electricity production from natural gas sources (% of total)	Electricity production from nuclear sources (kWh)	Electricity production from nuclear sources (% of total)	Electricity production from oil sources (kWh)	Electricity production from oil sources (% of total)	Electricity production (kWh)	Electricity production from renewable sources (kWh)	Electricity production from renewable sources, excluding hydroelectric (kWh)	Electricity production from renewable sources, excluding hydroelectric (% of total)	GDP per unit of energy use (PPP $ per kg of oil equivalent)	GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)	Energy imports, net (% of energy use)	Alternative and nuclear energy (% of total energy use)	Fossil fuel energy consumption (% of total)	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)	Energy use (kt of oil equivalent)	Combustible renewables and waste (metric tons of oil equivalent)	Combustible renewables and waste (% of total energy)	Electric power consumption (kWh)	Electric power consumption (kWh per capita)	Energy use (kg of oil equivalent per capita)	CO2 intensity (kg per kg of oil equivalent energy use)	CO2 emissions from gaseous fuel consumption (kt)	CO2 emissions from gaseous fuel consumption (% of total)	CO2 emissions (kg per 2000 US$ of GDP)	CO2 emissions (kt)	CO2 emissions from liquid fuel consumption (kt)	CO2 emissions from liquid fuel consumption (% of total)	CO2 emissions (metric tons per capita)	CO2 emissions (kg per PPP $ of GDP)	CO2 emissions (kg per 2005 PPP $ of GDP)	CO2 emissions from solid fuel consumption (kt)	CO2 emissions from solid fuel consumption (% of total)	Income
9.13349	50.42935	4.7619	NaN	4.13739	29.19594	263.7079	0.15613	2.18579	0.205861	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	1.37191958	1771.161	1771.161	100	24.40523335	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	352.032	25.6	NaN	1375.125	924.084	67.2	0.065402881	NaN	NaN	18.335	1.333333333	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30535.47	NaN	0	0	6.315789474	890000000	93.68421053	270000000	28.42105263	0	0	0	0	60000000	6.315789474	950000000	890000000	0	0	2.750400698	3.529699625	-386.7243533	1.220019931	24.96466182	283.3102265	6273.668	4630.929	73.81533419	680000000	59.79730472	551.6888781	0.924689352	1048.762	18.0783818	0.989571474	5801.194	2995.939	51.64348925	0.510140831	0.336201686	0.26197395	0	0	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1326.482	NaN	0	0	4.824813326	3314000000	95.17518667	1655000000	47.53015508	0	0	0	0	168000000	4.824813326	3482000000	3314000000	0	0	5.416399163	6.951082619	-0.098175268	21.50679794	53.27943881	143.8624823	1325.181	346.427	26.14186289	1684000000	522.1865725	410.9214515	1.768221096	157.681	6.729264476	1.01730304	2343.213	1488.802	63.53677621	0.726599979	0.32645694	0.254380676	601.388	25.66510172	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	131286.803	NaN	0	0	100	0	0	1956000000	9.00138058	20924000000	96.29084215	0	0	806000000	3.709157846	21730000000	0	0	0	4.668008286	5.990642544	-460.5236295	0	99.88692765	166.927002	23422.171	26.483	0.113068084	19774000000	9319.867427	11039.32075	2.817003215	35628.572	53.9987773	0.944401931	65980.331	27513.501	41.69954982	31.09780205	0.603470054	0.470233901	0	0	3
4.54299	12.47529	27.58017	3.98722	27.78285	6.76128	181367	14.73049	2.13971	0.2111389	56949.771	NaN	1166000000	1.893594907	48.47992724	23867000000	38.76023126	12479000000	20.26601273	21543000000	34.98603352	7750000000	12.5860725	7143000000	11.60029882	61576000000	23974000000	107000000	0.173769001	5.074585926	6.512419961	-14.04924989	8.155223035	87.65073762	153.5527509	49934.367	1968.619	3.942413048	50850000000	1496.378895	1469.434276	2.375300262	40839.379	34.43190601	0.487336232	118609.115	67205.109	56.66099861	3.49034762	0.468077651	0.364733889	2302.876	1.941567476	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	370.129	NaN	0	0	31.80301827	4293000000	68.19698173	2390000000	37.96664019	1456000000	23.12946783	0	0	546000000	8.673550437	6295000000	4293000000	0	0	1.745229808	2.239723518	83.01544276	16.94183532	82.56555475	446.4836807	2179.209	0.931	0.042721923	4019000000	1192.449619	646.57799	1.344493805	1536.473	52.44055069	2.217309046	2929.933	1283.45	43.80475594	0.869320102	0.7703821	0.600294543	7.334	0.250312891	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.482998823	308.028	308.028	100	4.721603973	0.39224834	0.305646429	0	0	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	174930.373	NaN	1.313E+11	80.4347027	89.44976047	16539000000	10.13183205	9916000000	6.074565971	12295000000	7.531947218	0	0	2421000000	1.48311055	1.63238E+11	17222000000	683000000	0.418407479	3.689044223	4.656344134	-91.86411355	1.648853182	93.77407818	214.7607589	91174.097	4173.102	4.577069735	1.53736E+11	8701.87355	5160.700572	3.313625316	34180.107	11.31354081	0.969819264	302116.796	88796.405	29.39141623	17.10062806	0.8982341	0.711636688	175982.997	58.24998786	3
6.39789	11.15023	11.87629	6.52516	37.71452	7.59228	81818.47	9.77119	8.97244	0.152908	8765.442	NaN	3740000000	7.281647911	25.80117597	36706000000	71.46528562	3171000000	6.173825007	6780000000	13.20042054	0	0	2732000000	5.319107511	51362000000	38049000000	1343000000	2.614773568	6.680898737	8.097919799	65.76592431	12.44374608	77.03738915	123.4885038	25604.436	2756.209	10.76457611	48771000000	6169.145469	3238.75849	2.273575759	12871.17	22.11023622	0.372124035	58213.625	31378.519	53.9023622	7.363562791	0.340309867	0.280760469	11499.712	19.75433071	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16391.978	NaN	0	0	87.43455497	2400000000	12.56544503	3800000000	19.89528796	100000000	0.523560209	0	0	16600000000	86.91099476	19100000000	2400000000	0	0	0.898200369	1.152696614	6.065526489	1.182778267	98.74262762	867.5309599	17450.439	4.418	0.025317415	15400000000	2054.703135	2328.277385	2.480468715	17297.239	39.96103016	8.17907401	43285.268	25676.334	59.31887496	5.775219213	2.761598413	2.151883405	11.001	0.025415114	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.33287268	337.364	319.029	94.56521739	0.056859488	0.112796385	0.087892819	18.335	5.434782609	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12101.77	NaN	18718000000	26.71404921	38.54113147	254000000	0.362504995	3673000000	5.242050579	6812000000	9.721984358	41927000000	59.83758634	1475000000	2.105097905	70068000000	507000000	253000000	0.36107781	4.145008381	5.126738692	75.77777158	21.92114104	76.18770186	195.0557772	49961.423	752.984	1.507130812	69392000000	6881.072143	4954.290927	2.180173451	21543.625	19.77848101	0.56955093	108924.568	51880.716	47.62994883	10.80121355	0.525975644	0.425255427	31704.882	29.10719095	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1837.652	NaN	0	0	100	0	0	43000000	NaN	0	0	0	0	26000000	100	26000000	0	0	0	2.648187302	3.398525141	-3.885710862	0	3.835510654	294.2452854	1768.917	1681.033	95.03176237	216000000	40.8274206	334.3533258	0.640563124	0	0	0.711795603	1133.103	880.08	77.66990291	0.214174411	0.241887394	0.188482679	0	0	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11955.994	NaN	0	0	93.39561156	608000000	6.604388442	1792000000	19.46556594	7973000000	86.60656094	0	0	625000000	6.789050619	9206000000	608000000	0	0	4.972524451	6.38144037	14.53583485	0.37376652	49.44651274	156.7044338	13989.482	7019.884	50.17972788	7414000000	65.81712215	124.1903757	1.244309761	10399.612	59.74299558	0.52001237	17407.249	6750.947	38.78238888	0.154531297	0.250237032	0.194988857	121.011	0.695175901	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9283.871	NaN	17398000000	45.78782535	58.11511435	1942000000	5.11092981	5847000000	15.38805695	3040000000	8.000631629	13973000000	36.77395584	1644000000	4.326657368	37997000000	1942000000	0	0	1.934685267	2.492167738	57.85441203	17.28910128	81.98921132	401.2571002	22028.097	149.513	0.678737705	32260000000	3807.696906	2600.00982	3.147266965	7832.712	11.29800063	5.69128157	69328.302	28378.913	40.934095	8.182925017	1.626759153	1.262863216	32119.253	46.32920766	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13855.595	NaN	0	0	100	0	0	201000000	4.734982332	4245000000	100	0	0	0	0	4245000000	0	0	0	1.97873844	2.539394524	-197.5737878	0	100.0000215	393.7946588	4656.188	0	0	4044000000	7596.334825	8746.281665	3.251810923	12519.138	82.68345846	2.432583574	15141.043	2508.228	16.56575442	28.44125426	1.643375829	1.280545773	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3128.127	NaN	960000000	28.85482417	28.85482417	2367000000	71.14517583	663000000	19.92786294	0	0	0	0	0	0	3327000000	2367000000	0	0	NaN	NaN	16.29918828	5.44680719	89.6707545	NaN	3737.272	163.291	4.369256506	2887000000	785.0700186	1016.286872	0.875227706	498.712	15.24663677	NaN	3270.964	1437.464	43.94618834	0.889482428	NaN	NaN	1257.781	38.4529148	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3221.591	NaN	0	0	99.94306092	19000000	0.056939075	4047000000	12.12802302	24009000000	71.95001349	0	0	9341000000	27.99304744	33369000000	19000000	0	0	1.338227374	1.717400948	89.77347401	0.005186923	94.84990319	582.2752112	31502.301	253.51	0.804734867	35327000000	3450.239281	3076.697041	2.363354378	29053.641	39.02378959	6.280458882	74451.101	37616.086	50.52455302	7.271325422	1.766033504	1.37612267	6835.288	9.180909225	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.613026356	377.701	377.701	100	1.842443902	0.466231951	0.363295689	0	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.182684408	480.377	480.377	100	7.875032787	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5148.215	NaN	0	0	41.72010562	1502000000	56.65786496	378000000	14.25877028	1052000000	39.68313844	0	0	54000000	2.036967182	2651000000	1545000000	43000000	1.622029423	5.933732371	7.614997105	-71.66885301	4.307281083	69.6893417	131.3198135	2998.922	778.703	25.96609715	2286000000	320.2486228	420.1227648	2.680317794	1342.122	16.69708029	1.241959763	8038.064	4444.404	55.2919708	1.126062522	0.451708575	0.351978833	0	0	1
