Water pollution, clay and glass industry (% of total BOD emissions)	Water pollution, chemical industry (% of total BOD emissions)	Water pollution, food industry (% of total BOD emissions)	Water pollution, metal industry (% of total BOD emissions)	Water pollution, other industry (% of total BOD emissions)	Water pollution, paper and pulp industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day)	Water pollution, textile industry (% of total BOD emissions)	Water pollution, wood industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day per worker)	Energy production (kt of oil equivalent)	Access to electricity (% of population)	Electricity production from coal sources (kWh)	Electricity production from coal sources (% of total)	Electricity production from oil, gas and coal sources (% of total)	Electricity production from hydroelectric sources (kWh)	Electricity production from hydroelectric sources (% of total)	Electric power transmission and distribution losses (kWh)	Electric power transmission and distribution losses (% of output)	Electricity production from natural gas sources (kWh)	Electricity production from natural gas sources (% of total)	Electricity production from nuclear sources (kWh)	Electricity production from nuclear sources (% of total)	Electricity production from oil sources (kWh)	Electricity production from oil sources (% of total)	Electricity production (kWh)	Electricity production from renewable sources (kWh)	Electricity production from renewable sources, excluding hydroelectric (kWh)	Electricity production from renewable sources, excluding hydroelectric (% of total)	GDP per unit of energy use (PPP $ per kg of oil equivalent)	GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)	Energy imports, net (% of energy use)	Alternative and nuclear energy (% of total energy use)	Fossil fuel energy consumption (% of total)	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)	Energy use (kt of oil equivalent)	Combustible renewables and waste (metric tons of oil equivalent)	Combustible renewables and waste (% of total energy)	Electric power consumption (kWh)	Electric power consumption (kWh per capita)	Energy use (kg of oil equivalent per capita)	CO2 intensity (kg per kg of oil equivalent energy use)	CO2 emissions from gaseous fuel consumption (kt)	CO2 emissions from gaseous fuel consumption (% of total)	CO2 emissions (kg per 2000 US$ of GDP)	CO2 emissions (kt)	CO2 emissions from liquid fuel consumption (kt)	CO2 emissions from liquid fuel consumption (% of total)	CO2 emissions (metric tons per capita)	CO2 emissions (kg per PPP $ of GDP)	CO2 emissions (kg per 2005 PPP $ of GDP)	CO2 emissions from solid fuel consumption (kt)	CO2 emissions from solid fuel consumption (% of total)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	2273.54	2273.54	100	22.51118856	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.356430032	575.719	575.719	100	7.391626438	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.667	0.523560209	NaN	700.397	579.386	82.72251309	0.023420762	0.031306458	0.031306458	88.008	12.56544503	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70906.346	NaN	0	0	20.35175879	2219000000	79.64824121	662000000	23.76166547	0	0	0	0	567000000	20.35175879	2786000000	2219000000	0	0	6.077754743	6.077754743	-679.0871937	2.096798579	27.24824001	164.5344444	9101.208	6430.454	70.65495042	2124000000	128.8129841	551.9556316	2.104820371	1250.447	6.527565084	1.308160185	19156.408	4737.764	24.73200613	1.161767457	0.34631545	0.34631545	0	0	2
NaN	NaN	42.45906	NaN	NaN	NaN	3348.865	57.54095	NaN	0.2599445	1166.305	NaN	0	0	1.286055484	5373000000	98.71394452	2017000000	37.05677016	0	0	0	0	70000000	1.286055484	5443000000	5373000000	0	0	8.425481766	8.425481766	48.73909617	20.40977781	68.08063174	118.6875751	2275.233	229.964	10.10727253	3797000000	1208.542874	724.181361	2.022687347	33.003	0.717131474	0.960064121	4602.085	4250.053	92.35059761	1.464792476	0.240067856	0.240067856	73.34	1.593625498	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	174351.189	NaN	0	0	100	0	0	4436000000	7.308313289	59401000000	97.86319154	0	0	1297000000	2.136808462	60698000000	0	0	0	6.292945597	6.292945597	-303.2940981	0	99.96086443	158.9080955	43231.773	16.92	0.039137881	56262000000	13825.79867	10623.75653	2.674603329	78290.45	67.70899404	0.853588065	115627.844	30659.787	26.51592033	28.41433458	0.425016121	0.425016121	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84685.03	NaN	2172000000	2.058670205	59.95071324	34004000000	32.22975214	15956000000	15.12345386	55332000000	52.44490782	6873000000	6.514383205	5747000000	5.447135207	1.05505E+11	35381000000	1377000000	1.305151415	6.257070541	6.257070541	-26.44831498	7.050611306	89.06145789	159.8191987	66972.051	2270.404	3.390076855	93685000000	2421.979229	1731.386204	2.372991578	73552.686	46.28164009	0.506731298	158924.113	78180.44	49.193567	4.10856488	0.379249613	0.379249613	3402.976	2.141258451	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	861.287	NaN	0	0	28.93778692	1773000000	28.06712047	1001000000	15.84612949	1828000000	28.93778692	2716000000	42.99509261	0	0	6317000000	1773000000	0	0	5.013673173	5.013673173	65.61795797	34.34200289	68.2957499	199.4545647	2505.049	1.003	0.040039137	4536000000	1479.474252	817.0536805	1.736118535	3065.612	70.48903879	1.279043123	4349.062	982.756	22.59696459	1.418502039	0.346276767	0.346276767	0	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.36604529	11.36604529	NaN	NaN	0	87.9813492	137	NaN	NaN	NaN	NaN	1632.584966	2.997839416	0	0	0.416798099	410.704	410.704	100	4.894227561	0.263753957	0.263753957	0	0	2
