Water pollution, clay and glass industry (% of total BOD emissions)	Water pollution, chemical industry (% of total BOD emissions)	Water pollution, food industry (% of total BOD emissions)	Water pollution, metal industry (% of total BOD emissions)	Water pollution, other industry (% of total BOD emissions)	Water pollution, paper and pulp industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day)	Water pollution, textile industry (% of total BOD emissions)	Water pollution, wood industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day per worker)	Energy production (kt of oil equivalent)	Access to electricity (% of population)	Electricity production from coal sources (kWh)	Electricity production from coal sources (% of total)	Electricity production from oil, gas and coal sources (% of total)	Electricity production from hydroelectric sources (kWh)	Electricity production from hydroelectric sources (% of total)	Electric power transmission and distribution losses (kWh)	Electric power transmission and distribution losses (% of output)	Electricity production from natural gas sources (kWh)	Electricity production from natural gas sources (% of total)	Electricity production from nuclear sources (kWh)	Electricity production from nuclear sources (% of total)	Electricity production from oil sources (kWh)	Electricity production from oil sources (% of total)	Electricity production (kWh)	Electricity production from renewable sources (kWh)	Electricity production from renewable sources, excluding hydroelectric (kWh)	Electricity production from renewable sources, excluding hydroelectric (% of total)	GDP per unit of energy use (PPP $ per kg of oil equivalent)	GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)	Energy imports, net (% of energy use)	Alternative and nuclear energy (% of total energy use)	Fossil fuel energy consumption (% of total)	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)	Energy use (kt of oil equivalent)	Combustible renewables and waste (metric tons of oil equivalent)	Combustible renewables and waste (% of total energy)	Electric power consumption (kWh)	Electric power consumption (kWh per capita)	Energy use (kg of oil equivalent per capita)	CO2 intensity (kg per kg of oil equivalent energy use)	CO2 emissions from gaseous fuel consumption (kt)	CO2 emissions from gaseous fuel consumption (% of total)	CO2 emissions (kg per 2000 US$ of GDP)	CO2 emissions (kt)	CO2 emissions from liquid fuel consumption (kt)	CO2 emissions from liquid fuel consumption (% of total)	CO2 emissions (metric tons per capita)	CO2 emissions (kg per PPP $ of GDP)	CO2 emissions (kg per 2005 PPP $ of GDP)	CO2 emissions from solid fuel consumption (kt)	CO2 emissions from solid fuel consumption (% of total)	Income
NaN	41.00204	12.67894	NaN	36.60532	7.87321	306.7644	NaN	1.84049	0.1568325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.940962614	1686.82	1686.82	100	19.07261256	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.45813746	513.38	513.38	100	8.023442994	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	242.022	29.07488987	NaN	832.409	502.379	60.35242291	0.033012123	NaN	NaN	3.667	0.440528634	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43552.195	NaN	0	0	33.03370787	894000000	66.96629213	194000000	14.53183521	0	0	0	0	441000000	33.03370787	1335000000	894000000	0	0	4.044771449	4.657988546	-506.0043728	1.069797749	23.91339709	214.6849418	7186.779	5391.292	75.01680516	1141000000	84.4461138	531.8979468	1.274075493	1048.762	11.45374449	1.033203349	9156.499	3711.004	40.52863436	0.677678139	0.314993198	0.273524823	0	0	2
NaN	NaN	40.35375	NaN	11.93362	NaN	2190.389	47.71263	NaN	0.2391516	1069.951	NaN	0	0	2.09375579	5284000000	97.90624421	2213000000	41.00426163	0	0	0	0	113000000	2.09375579	5397000000	5284000000	0	0	6.823152174	7.857592222	38.81358103	26.03732886	57.22272991	127.2654487	1748.674	261.94	14.97935007	3542000000	1152.722746	569.0955097	1.711166289	29.336	0.980392157	0.87090133	2992.272	2790.587	93.25980392	0.973817052	0.250788235	0.217772346	121.011	4.044117647	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	142746.954	NaN	0	0	100	0	0	884000000	2.381080644	35868000000	96.61153908	0	0	1258000000	3.388460917	37126000000	0	0	0	5.008907123	5.768294279	-335.589811	0	99.94837197	173.3614742	32770.958	16.92	0.051631081	36242000000	12510.01885	11311.88407	2.391592916	57025.517	72.76002433	0.832688909	78374.791	15320.726	19.54802789	27.05342181	0.47746801	0.414610074	0	0	3
4.28698	14.23173	29.19576	3.77019	24.02907	7.87734	182852.7	14.50962	2.09933	0.2227643	80057.948	NaN	1973000000	2.451906348	63.87135259	21392000000	26.58448079	11932000000	14.82825471	45571000000	56.63245017	7106000000	8.830839588	3852000000	4.786996073	80468000000	21966000000	574000000	0.713327037	5.501318875	6.335359274	-32.51137321	6.115258685	88.19771422	157.8442448	60415.907	2975.424	4.924901649	74167000000	2029.691063	1653.371803	2.408111245	67674.485	46.51543793	0.507876222	145488.225	72071.218	49.53749212	3.98150323	0.437733442	0.380106501	2156.196	1.482041588	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	645.742	NaN	0	0	42.66223544	1200000000	20.99002974	1437000000	25.13556061	2439000000	42.66223544	2078000000	36.34773483	0	0	5717000000	1200000000	0	0	3.178702517	3.660617195	64.54653315	35.39839869	65.68451706	273.177977	1821.379	1.003	0.055068165	4039000000	1306.855832	589.3240329	1.679100286	2277.207	74.46043165	1.69427598	3058.278	630.724	20.6235012	0.989534152	0.528234485	0.458693219	7.334	0.239808153	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.440512412	348.365	348.365	100	4.584654866	0.321022766	0.278760608	0	0	2
