Water pollution, clay and glass industry (% of total BOD emissions)	Water pollution, chemical industry (% of total BOD emissions)	Water pollution, food industry (% of total BOD emissions)	Water pollution, metal industry (% of total BOD emissions)	Water pollution, other industry (% of total BOD emissions)	Water pollution, paper and pulp industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day)	Water pollution, textile industry (% of total BOD emissions)	Water pollution, wood industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day per worker)	Energy production (kt of oil equivalent)	Access to electricity (% of population)	Electricity production from coal sources (kWh)	Electricity production from coal sources (% of total)	Electricity production from oil, gas and coal sources (% of total)	Electricity production from hydroelectric sources (kWh)	Electricity production from hydroelectric sources (% of total)	Electric power transmission and distribution losses (kWh)	Electric power transmission and distribution losses (% of output)	Electricity production from natural gas sources (kWh)	Electricity production from natural gas sources (% of total)	Electricity production from nuclear sources (kWh)	Electricity production from nuclear sources (% of total)	Electricity production from oil sources (kWh)	Electricity production from oil sources (% of total)	Electricity production (kWh)	Electricity production from renewable sources (kWh)	Electricity production from renewable sources, excluding hydroelectric (kWh)	Electricity production from renewable sources, excluding hydroelectric (% of total)	GDP per unit of energy use (PPP $ per kg of oil equivalent)	GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)	Energy imports, net (% of energy use)	Alternative and nuclear energy (% of total energy use)	Fossil fuel energy consumption (% of total)	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)	Energy use (kt of oil equivalent)	Combustible renewables and waste (metric tons of oil equivalent)	Combustible renewables and waste (% of total energy)	Electric power consumption (kWh)	Electric power consumption (kWh per capita)	Energy use (kg of oil equivalent per capita)	CO2 intensity (kg per kg of oil equivalent energy use)	CO2 emissions from gaseous fuel consumption (kt)	CO2 emissions from gaseous fuel consumption (% of total)	CO2 emissions (kg per 2000 US$ of GDP)	CO2 emissions (kt)	CO2 emissions from liquid fuel consumption (kt)	CO2 emissions from liquid fuel consumption (% of total)	CO2 emissions (metric tons per capita)	CO2 emissions (kg per PPP $ of GDP)	CO2 emissions (kg per 2005 PPP $ of GDP)	CO2 emissions from solid fuel consumption (kt)	CO2 emissions from solid fuel consumption (% of total)	Income
NaN	55.90703	16.59135	NaN	12.26598	13.16979	318.4803	NaN	2.06585	0.2056038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	1.114959097	1851.835	1851.835	100	21.74510633	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.439422651	458.375	458.375	100	7.062244819	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	282.359	25.32894737	NaN	1114.768	744.401	66.77631579	0.046827027	NaN	NaN	3.667	0.328947368	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41559.425	NaN	0	0	23.64746946	875000000	76.35253054	115000000	10.03490401	0	0	0	0	271000000	23.64746946	1146000000	875000000	0	0	3.766754331	4.463260579	-510.979779	1.106276816	23.44986361	224.051449	6802.095	5131.764	75.44387428	1031000000	80.59575507	531.7361615	1.085205514	1067.097	14.45603577	0.918435809	7381.671	3333.303	45.15648286	0.577043014	0.288100953	0.243141868	0	0	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1101.871	NaN	0	0	3.009259259	5028000000	96.99074074	2913000000	56.19212963	0	0	0	0	156000000	3.009259259	5184000000	5028000000	0	0	7.741781667	9.173305687	8.721285673	35.82056911	41.27167295	109.0119564	1207.15	287.539	23.81965787	2143000000	693.1008809	390.4231117	1.278885805	36.67	2.375296912	0.557534987	1543.807	1411.795	91.44893112	0.499306576	0.165192699	0.139413844	44.004	2.850356295	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	147193.332	NaN	0	0	100	0	0	1885000000	6.637323944	27226000000	95.86619718	0	0	1174000000	4.133802817	28400000000	0	0	0	5.020703226	5.949075734	-378.0706403	0	99.9426614	168.0933383	30789.034	17.655	0.057341845	26515000000	10152.74103	11789.29243	1.352628309	53200.836	127.7450031	0.456637848	41646.119	-17099.221	-41.05837809	15.94653068	0.26941013	0.227367808	0	0	3
4.41665	14.29828	28.09509	3.98255	24.99792	7.53487	186121	14.58347	2.09117	0.2177162	77473.134	NaN	1789000000	2.474549076	49.59887131	28015000000	38.75041496	11758000000	16.2636937	32019000000	44.28875733	7961000000	11.01167423	2050000000	2.8355649	72296000000	28477000000	462000000	0.639039504	5.500356821	6.517421529	-32.35920195	7.662864083	87.05159603	153.4349122	58532.488	2647.504	4.523135938	65893000000	1844.970768	1638.880144	2.300908668	61554.262	45.70479484	0.471711162	134677.909	66922.75	49.69096305	3.77091353	0.418319891	0.353039719	2779.586	2.063876712	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	539.265	NaN	0	0	50.29026373	1390000000	23.05523304	1244000000	20.63360425	3013000000	49.97512025	1607000000	26.65450323	19000000	0.315143473	6029000000	1390000000	0	0	2.74484249	3.252388184	70.84251829	29.10714353	71.10761826	307.4663734	1849.491	0.931	0.050338174	4728000000	1508.21287	589.9801457	1.772540661	2680.577	81.76733781	2.013055115	3278.298	436.373	13.31096197	1.045763798	0.645771358	0.544996649	14.668	0.447427293	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.463762509	337.364	337.364	100	4.664749316	0.347739349	0.293473499	0	0	2
