Water pollution, clay and glass industry (% of total BOD emissions)	Water pollution, chemical industry (% of total BOD emissions)	Water pollution, food industry (% of total BOD emissions)	Water pollution, metal industry (% of total BOD emissions)	Water pollution, other industry (% of total BOD emissions)	Water pollution, paper and pulp industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day)	Water pollution, textile industry (% of total BOD emissions)	Water pollution, wood industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day per worker)	Energy production (kt of oil equivalent)	Access to electricity (% of population)	Electricity production from coal sources (kWh)	Electricity production from coal sources (% of total)	Electricity production from oil, gas and coal sources (% of total)	Electricity production from hydroelectric sources (kWh)	Electricity production from hydroelectric sources (% of total)	Electric power transmission and distribution losses (kWh)	Electric power transmission and distribution losses (% of output)	Electricity production from natural gas sources (kWh)	Electricity production from natural gas sources (% of total)	Electricity production from nuclear sources (kWh)	Electricity production from nuclear sources (% of total)	Electricity production from oil sources (kWh)	Electricity production from oil sources (% of total)	Electricity production (kWh)	Electricity production from renewable sources (kWh)	Electricity production from renewable sources, excluding hydroelectric (kWh)	Electricity production from renewable sources, excluding hydroelectric (% of total)	GDP per unit of energy use (PPP $ per kg of oil equivalent)	GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)	Energy imports, net (% of energy use)	Alternative and nuclear energy (% of total energy use)	Fossil fuel energy consumption (% of total)	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)	Energy use (kt of oil equivalent)	Combustible renewables and waste (metric tons of oil equivalent)	Combustible renewables and waste (% of total energy)	Electric power consumption (kWh)	Electric power consumption (kWh per capita)	Energy use (kg of oil equivalent per capita)	CO2 intensity (kg per kg of oil equivalent energy use)	CO2 emissions from gaseous fuel consumption (kt)	CO2 emissions from gaseous fuel consumption (% of total)	CO2 emissions (kg per 2000 US$ of GDP)	CO2 emissions (kt)	CO2 emissions from liquid fuel consumption (kt)	CO2 emissions from liquid fuel consumption (% of total)	CO2 emissions (metric tons per capita)	CO2 emissions (kg per PPP $ of GDP)	CO2 emissions (kg per 2005 PPP $ of GDP)	CO2 emissions from solid fuel consumption (kt)	CO2 emissions from solid fuel consumption (% of total)	Income
NaN	46.35352	14.09147	NaN	28.18294	9.64153	281.2785	NaN	1.73053	0.1738433	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.941592293	1668.485	1668.485	100	19.21620003	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.449664493	484.044	484.044	100	7.534227812	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	264.024	25	NaN	1056.096	707.731	67.01388889	0.043105014	NaN	NaN	3.667	0.347222222	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42968.403	NaN	0	0	19.57511381	1060000000	80.42488619	192000000	14.56752656	0	0	0	0	258000000	19.57511381	1318000000	1060000000	0	0	4.067470735	4.752812332	-529.8169227	1.33619373	21.59698603	210.4017433	6822.364	5257.779	77.06682024	1126000000	85.70385816	519.2743486	1.071231468	1085.432	14.85198194	0.851376611	7308.331	2764.918	37.83241345	0.556263023	0.263365501	0.225388968	0	0	2
NaN	NaN	38.60747	NaN	1.59435	NaN	2429.137	59.79818	NaN	0.2451198	1085.445	NaN	0	0	2.900552486	4921000000	97.09944751	3189000000	62.92423047	0	0	0	0	147000000	2.900552486	5068000000	4921000000	0	0	8.199714359	9.581311351	16.66609086	32.49119979	43.93558665	104.369847	1302.525	274.453	21.07084317	2258000000	733.3461728	423.0299928	1.345713902	33.003	1.882845188	0.561686532	1752.826	1628.148	92.88702929	0.569277342	0.164117168	0.140451954	55.005	3.138075314	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	150933.187	NaN	0	0	100	0	0	1793000000	5.369549593	32172000000	96.34643028	0	0	1220000000	3.653569717	33392000000	0	0	0	4.92009264	5.749095322	-372.359249	0	99.94704731	173.9404105	31953.05	16.92	0.052952692	31599000000	11467.62272	11596.11134	2.550473523	55951.086	68.65550756	0.890972378	81495.408	19134.406	23.47912167	29.57557493	0.518379167	0.443630411	0	0	3
4.16226	14.15929	28.21683	3.82305	25.01094	7.51714	188298.4	15.09112	2.01937	0.217992	79678.457	NaN	1704000000	2.302298245	53.53789199	26435000000	35.71669842	11223000000	15.16355235	34092000000	46.06217827	7453000000	10.06985259	3829000000	5.173415481	74013000000	26935000000	500000000	0.675556997	5.643277062	6.594131479	-32.62288556	7.021667234	86.84404101	151.6499941	60078.965	2997.418	4.989130555	70947000000	1963.40675	1662.641766	2.291548265	61664.272	44.79011293	0.464327055	137673.848	69632.663	50.57798849	3.810023855	0.406066943	0.347513281	2841.925	2.06424462	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	547.288	NaN	0	0	49.50734938	1537000000	24.82636085	1764000000	28.49297367	3065000000	49.50734938	1589000000	25.66628978	0	0	6191000000	1537000000	0	0	2.931681348	3.425650034	70.95277826	28.99398768	72.59141079	291.9154	1884.132	1.003	0.053234062	4068000000	1308.416806	606.0054016	1.808070241	2794.254	82.02368138	1.949548926	3406.643	447.374	13.13240043	1.095700333	0.616734913	0.527803548	14.668	0.430570506	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.439356234	333.697	333.697	100	4.497870333	0.324874987	0.278028967	0	0	2
