Water pollution, clay and glass industry (% of total BOD emissions)	Water pollution, chemical industry (% of total BOD emissions)	Water pollution, food industry (% of total BOD emissions)	Water pollution, metal industry (% of total BOD emissions)	Water pollution, other industry (% of total BOD emissions)	Water pollution, paper and pulp industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day)	Water pollution, textile industry (% of total BOD emissions)	Water pollution, wood industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day per worker)	Energy production (kt of oil equivalent)	Access to electricity (% of population)	Electricity production from coal sources (kWh)	Electricity production from coal sources (% of total)	Electricity production from oil, gas and coal sources (% of total)	Electricity production from hydroelectric sources (kWh)	Electricity production from hydroelectric sources (% of total)	Electric power transmission and distribution losses (kWh)	Electric power transmission and distribution losses (% of output)	Electricity production from natural gas sources (kWh)	Electricity production from natural gas sources (% of total)	Electricity production from nuclear sources (kWh)	Electricity production from nuclear sources (% of total)	Electricity production from oil sources (kWh)	Electricity production from oil sources (% of total)	Electricity production (kWh)	Electricity production from renewable sources (kWh)	Electricity production from renewable sources, excluding hydroelectric (kWh)	Electricity production from renewable sources, excluding hydroelectric (% of total)	GDP per unit of energy use (PPP $ per kg of oil equivalent)	GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)	Energy imports, net (% of energy use)	Alternative and nuclear energy (% of total energy use)	Fossil fuel energy consumption (% of total)	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)	Energy use (kt of oil equivalent)	Combustible renewables and waste (metric tons of oil equivalent)	Combustible renewables and waste (% of total energy)	Electric power consumption (kWh)	Electric power consumption (kWh per capita)	Energy use (kg of oil equivalent per capita)	CO2 intensity (kg per kg of oil equivalent energy use)	CO2 emissions from gaseous fuel consumption (kt)	CO2 emissions from gaseous fuel consumption (% of total)	CO2 emissions (kg per 2000 US$ of GDP)	CO2 emissions (kt)	CO2 emissions from liquid fuel consumption (kt)	CO2 emissions from liquid fuel consumption (% of total)	CO2 emissions (metric tons per capita)	CO2 emissions (kg per PPP $ of GDP)	CO2 emissions (kg per 2005 PPP $ of GDP)	CO2 emissions from solid fuel consumption (kt)	CO2 emissions from solid fuel consumption (% of total)	Income
6.59748	49.44403	4.81838	NaN	3.3358	32.32024	293.3924	0.22239	3.26168	0.2174888	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	1.175538451	1811.498	1811.498	100	21.80714827	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.444760764	425.372	425.372	100	6.521409846	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	308.028	25.68807339	NaN	1199.109	803.073	66.97247706	0.051839219	NaN	NaN	7.334	0.611620795	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39794.024	NaN	0	0	10.01945525	925000000	89.98054475	292000000	28.40466926	0	0	0	0	103000000	10.01945525	1028000000	925000000	0	0	3.518690751	4.249702829	-501.0393803	1.201504093	23.20654935	235.3105712	6620.868	5004.842	75.59193145	736000000	59.10352955	531.6802547	1.584578789	1048.762	9.996504719	1.40845941	10491.287	7077.31	67.45893044	0.842489254	0.450331928	0.37286814	0	0	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1324.645	NaN	0	0	3.374957813	5726000000	96.62504219	2887000000	48.71751603	0	0	0	0	200000000	3.374957813	5926000000	5726000000	0	0	7.221511844	8.721789292	6.309765634	34.82928955	45.26302537	114.6553725	1413.856	301.246	21.30669601	2809000000	902.4618349	454.2367676	1.426488978	44.004	2.181818182	0.654077267	2016.85	1756.493	87.09090909	0.647963742	0.197533288	0.163554625	113.677	5.636363636	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	142062.163	NaN	0	0	100	0	0	2418000000	9.099804305	25676000000	96.6280295	0	0	896000000	3.371970495	26572000000	0	0	0	4.494092457	5.427745369	-355.4503587	0	99.94340139	184.2385617	31191.58	17.655	0.056601814	24154000000	9763.203708	12607.83926	1.316361627	54282.601	132.2050549	0.487078185	41059.399	-16967.209	-41.32356881	16.5964758	0.292909334	0.242524573	0	0	3
4.15167	12.67831	27.95761	4.56223	26.92218	6.87657	153699.9	15.02713	1.8243	0.21544	72042.808	NaN	1878000000	2.6949459	55.89357977	22912000000	32.87891399	12212000000	17.52432339	32396000000	46.48853428	7459000000	10.70372815	4676000000	6.71009959	69686000000	23277000000	365000000	0.52377809	5.254814219	6.346507958	-29.57545351	7.041753919	87.59897752	157.5669654	55599.117	2690.488	4.839084045	60910000000	1726.125909	1575.621021	2.32409709	57590.235	44.5683637	0.489296401	129217.746	65976.664	51.05851637	3.661896228	0.442279592	0.366200926	3102.282	2.4008173	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	741.771	NaN	0	0	37.3028645	1572000000	25.29771484	2349000000	37.80173801	2191000000	35.25909237	2324000000	37.39942066	127000000	2.043772127	6214000000	1572000000	0	0	2.725639411	3.291894155	58.05791152	41.88944678	58.05796806	303.7764742	1768.56	0.931	0.052641697	3865000000	1218.403088	557.5210777	1.474214615	2042.519	78.34036568	1.654156833	2607.237	414.371	15.8931083	0.821905721	0.540869276	0.447831718	14.668	0.562587904	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.465272479	322.696	322.696	100	4.580496806	0.355596993	0.294429023	0	0	2
