Water pollution, clay and glass industry (% of total BOD emissions)	Water pollution, chemical industry (% of total BOD emissions)	Water pollution, food industry (% of total BOD emissions)	Water pollution, metal industry (% of total BOD emissions)	Water pollution, other industry (% of total BOD emissions)	Water pollution, paper and pulp industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day)	Water pollution, textile industry (% of total BOD emissions)	Water pollution, wood industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day per worker)	Energy production (kt of oil equivalent)	Access to electricity (% of population)	Electricity production from coal sources (kWh)	Electricity production from coal sources (% of total)	Electricity production from oil, gas and coal sources (% of total)	Electricity production from hydroelectric sources (kWh)	Electricity production from hydroelectric sources (% of total)	Electric power transmission and distribution losses (kWh)	Electric power transmission and distribution losses (% of output)	Electricity production from natural gas sources (kWh)	Electricity production from natural gas sources (% of total)	Electricity production from nuclear sources (kWh)	Electricity production from nuclear sources (% of total)	Electricity production from oil sources (kWh)	Electricity production from oil sources (% of total)	Electricity production (kWh)	Electricity production from renewable sources (kWh)	Electricity production from renewable sources, excluding hydroelectric (kWh)	Electricity production from renewable sources, excluding hydroelectric (% of total)	GDP per unit of energy use (PPP $ per kg of oil equivalent)	GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)	Energy imports, net (% of energy use)	Alternative and nuclear energy (% of total energy use)	Fossil fuel energy consumption (% of total)	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)	Energy use (kt of oil equivalent)	Combustible renewables and waste (metric tons of oil equivalent)	Combustible renewables and waste (% of total energy)	Electric power consumption (kWh)	Electric power consumption (kWh per capita)	Energy use (kg of oil equivalent per capita)	CO2 intensity (kg per kg of oil equivalent energy use)	CO2 emissions from gaseous fuel consumption (kt)	CO2 emissions from gaseous fuel consumption (% of total)	CO2 emissions (kg per 2000 US$ of GDP)	CO2 emissions (kt)	CO2 emissions from liquid fuel consumption (kt)	CO2 emissions from liquid fuel consumption (% of total)	CO2 emissions (metric tons per capita)	CO2 emissions (kg per PPP $ of GDP)	CO2 emissions (kg per 2005 PPP $ of GDP)	CO2 emissions from solid fuel consumption (kt)	CO2 emissions from solid fuel consumption (% of total)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	1.38838846	1723.49	1723.49	100	25.2392877	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	363.033	25.44987147	NaN	1426.463	960.754	67.35218509	0.07014534	NaN	NaN	22.002	1.542416452	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32754.745	NaN	0	0	11.29883844	840000000	88.70116156	270000000	28.51108765	0	0	0	0	107000000	11.29883844	947000000	840000000	0	0	3.701697293	4.854688253	-440.7185447	1.192545009	24.09807593	205.9864502	6057.633	4525.618	74.70934604	677000000	61.52917728	550.5482641	0.72944911	1067.097	24.14937759	0.567574286	4418.735	1514.471	34.27385892	0.401596941	0.197058012	0.150256633	0	0	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1398.195	NaN	0	0	3.902293715	3226000000	96.09770629	1411000000	42.03157581	0	0	0	0	131000000	3.902293715	3357000000	3226000000	0	0	4.738830758	6.214862492	-3.390865752	20.51527021	55.88916684	160.9046059	1352.339	362.952	26.83883257	1436000000	439.5492722	413.9412418	1.765250429	198.018	8.294930876	1.135902425	2387.217	1287.117	53.91705069	0.730709955	0.372507591	0.284036925	799.406	33.48694316	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	133962.036	NaN	0	0	100	0	0	1682000000	8.999946493	17997000000	96.29728717	0	0	692000000	3.702712826	18689000000	0	0	0	4.743617123	6.221139695	-501.4425782	0	99.85467903	160.7422513	22273.454	32.368	0.145320973	17007000000	8443.990974	11058.79018	2.610130337	34029.76	58.53412388	0.842626612	58136.618	20590.205	35.41692948	28.86488373	0.550240517	0.419558227	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54321.957	NaN	825000000	1.476351533	52.45790161	19384000000	34.68799771	11397000000	20.39512536	20820000000	37.25774413	7081000000	12.67156994	7669000000	13.72380594	55881000000	19486000000	102000000	0.182530735	4.686706909	6.146503319	-8.739145569	7.03090953	88.81029028	162.6941284	49956.211	1855.786	3.71482537	47289000000	1409.927477	1489.450708	2.431076548	48342.061	39.8049458	0.528473356	121447.373	63684.789	52.43817748	3.620968686	0.518717427	0.39552188	2805.255	2.309852351	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	262.715	NaN	0	0	66.1928032	3044000000	33.8071968	2530000000	28.09862283	2060000000	22.87872057	0	0	3900000000	43.31408263	9004000000	3044000000	0	0	0.991211735	1.299950336	93.61864096	6.358745011	93.02746985	769.2601574	4116.913	0.931	0.022614031	6757000000	1958.584787	1193.328869	0.894278796	3109.616	84.46215139	2.541019549	3681.668	0	0	1.067168704	0.902207636	0.687933047	374.034	10.15936255	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.484793289	293.36	293.36	100	4.597974985	0.402337189	0.306781984	0	0	2
