Water pollution, clay and glass industry (% of total BOD emissions)	Water pollution, chemical industry (% of total BOD emissions)	Water pollution, food industry (% of total BOD emissions)	Water pollution, metal industry (% of total BOD emissions)	Water pollution, other industry (% of total BOD emissions)	Water pollution, paper and pulp industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day)	Water pollution, textile industry (% of total BOD emissions)	Water pollution, wood industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day per worker)	Energy production (kt of oil equivalent)	Access to electricity (% of population)	Electricity production from coal sources (kWh)	Electricity production from coal sources (% of total)	Electricity production from oil, gas and coal sources (% of total)	Electricity production from hydroelectric sources (kWh)	Electricity production from hydroelectric sources (% of total)	Electric power transmission and distribution losses (kWh)	Electric power transmission and distribution losses (% of output)	Electricity production from natural gas sources (kWh)	Electricity production from natural gas sources (% of total)	Electricity production from nuclear sources (kWh)	Electricity production from nuclear sources (% of total)	Electricity production from oil sources (kWh)	Electricity production from oil sources (% of total)	Electricity production (kWh)	Electricity production from renewable sources (kWh)	Electricity production from renewable sources, excluding hydroelectric (kWh)	Electricity production from renewable sources, excluding hydroelectric (% of total)	GDP per unit of energy use (PPP $ per kg of oil equivalent)	GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)	Energy imports, net (% of energy use)	Alternative and nuclear energy (% of total energy use)	Fossil fuel energy consumption (% of total)	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)	Energy use (kt of oil equivalent)	Combustible renewables and waste (metric tons of oil equivalent)	Combustible renewables and waste (% of total energy)	Electric power consumption (kWh)	Electric power consumption (kWh per capita)	Energy use (kg of oil equivalent per capita)	CO2 intensity (kg per kg of oil equivalent energy use)	CO2 emissions from gaseous fuel consumption (kt)	CO2 emissions from gaseous fuel consumption (% of total)	CO2 emissions (kg per 2000 US$ of GDP)	CO2 emissions (kt)	CO2 emissions from liquid fuel consumption (kt)	CO2 emissions from liquid fuel consumption (% of total)	CO2 emissions (metric tons per capita)	CO2 emissions (kg per PPP $ of GDP)	CO2 emissions (kg per 2005 PPP $ of GDP)	CO2 emissions from solid fuel consumption (kt)	CO2 emissions from solid fuel consumption (% of total)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	179.683	179.683	100	2.868273605	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1202.776	38.27304551	NaN	3142.619	1140.437	36.28938156	0.179392614	NaN	NaN	425.372	13.53558926	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18336.721	NaN	0	0	13.02729529	701000000	86.97270471	202000000	25.06203474	0	0	0	0	105000000	13.02729529	806000000	701000000	0	0	3.496229349	5.553298627	-263.2697709	1.194329205	19.89128882	180.0731542	5047.687	3983.351	78.91438197	604000000	64.78914031	541.4491743	0.923345089	245.689	5.271439811	0.628061359	4660.757	1870.17	40.12588513	0.499944436	0.264097402	0.166269663	0	0	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2998.016	NaN	0	0	20.46611829	4061000000	79.53388171	162000000	3.172737955	0	0	0	0	1045000000	20.46611829	5106000000	4061000000	0	0	2.873192035	4.563667845	-3.324957324	12.03656953	76.96296554	219.1219944	2901.541	375.083	12.9270274	4294000000	1415.576551	956.5331627	2.776593197	1052.429	13.06326809	2.433125175	8056.399	2871.261	35.63950842	2.655903472	0.966379261	0.608412639	3711.004	46.06281293	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73227.803	NaN	0	0	100	0	0	897000000	7.000156079	12336000000	96.26970501	0	0	478000000	3.73029499	12814000000	0	0	0	4.026235156	6.395117241	-371.4208425	0	100	156.369299	15533.425	0	0	11917000000	8340.63556	10871.74934	3.040837871	22137.679	46.86747923	0.954965506	47234.627	16666.515	35.2845276	33.05922712	0.755255904	0.475493686	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42869.722	NaN	1013000000	2.067220374	45.25437218	21009000000	42.87288533	8176000000	16.68469277	13273000000	27.08609677	5711000000	11.65438851	7890000000	16.10105504	49003000000	21116000000	107000000	0.218353978	3.858395753	6.128527589	2.297117464	7.509735653	88.45379183	163.1713304	43877.643	1771.538	4.037450234	40841000000	1325.533777	1424.090935	2.375069987	30989.817	29.73714768	0.517812881	104212.473	62250.992	59.73468454	3.382315638	0.615558937	0.38754333	3395.642	3.258383476	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.524927531	249.356	249.356	100	3.863648337	0.527620885	0.332179329	0	0	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	136469.836	NaN	92857000000	74.06400051	88.06610621	14502000000	11.56699156	9303000000	7.420198765	13784000000	10.99430504	0	0	3771000000	3.00780066	1.25374E+11	14962000000	460000000	0.366902229	2.920757252	4.704628844	-84.38818604	1.797693071	93.41706227	212.5566188	74012.245	3541.667	4.785244658	1.1708E+11	7309.094541	4620.451793	3.242231242	28114.889	11.71625483	0.939184889	239964.813	74007.394	30.84093583	14.98057315	1.110065289	0.68915771	134567.899	56.07817968	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7662.97	NaN	4109000000	9.343520477	26.25008527	31117000000	70.75744139	2811000000	6.391977625	5094000000	11.58332765	0	0	2341000000	5.323237147	43977000000	32395000000	1278000000	2.906064534	4.981222778	7.437532309	66.93517755	11.54689564	79.74839656	134.4531974	23175.597	2143.062	9.247062762	40282000000	5321.412974	3061.588862	2.333528496	9255.508	17.11418497	0.41584933	54080.916	27810.528	51.42392189	7.144304852	0.468464993	0.313750368	14737.673	27.2511527	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.276017404	242.022	227.354	93.93939394	0.048325137	0.115760683	0.072880561	18.335	7.575757576	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14690.864	NaN	13935000000	24.18389129	30.20947224	343000000	0.595269086	3065000000	5.319241249	973000000	1.688620468	39394000000	68.36743548	2499000000	4.336960483	57621000000	462000000	119000000	0.206521928	3.112592171	4.787537704	67.85258839	22.52990283	77.06553627	208.8756396	45698.435	203.195	0.444643236	55398000000	5617.419822	4633.872966	2.250989208	13494.56	13.11849423	0.629714809	102866.684	50421.25	49.01611293	10.43079804	0.723187968	0.47017681	36079.613	35.07414801	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1780.652	NaN	0	0	100	0	0	30000000	NaN	0	0	0	0	26000000	100	26000000	0	0	0	2.110559664	3.352331887	-14.34123112	0	8.716482354	298.2998204	1557.314	1409.445	90.50486928	137000000	32.20103222	366.0373598	0.445037417	0	0	0.501341172	693.063	542.716	78.30687831	0.162900321	0.210862277	0.132754582	0	0	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8950.266	NaN	0	0	90.625	450000000	9.375	1265000000	26.35416667	3032000000	63.16666667	0	0	1318000000	27.45833333	4800000000	450000000	0	0	4.034497057	6.408240128	15.98577113	0.363268606	39.0788597	156.0490837	10653.274	6451.397	60.55788108	3535000000	37.27900235	112.3460895	1.076011187	5738.855	50.06397953	0.447797734	11463.042	5295.148	46.19321817	0.120885649	0.266702682	0.16791056	282.359	2.463211772	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9875.372	NaN	17607000000	42.10186514	65.57627929	2326000000	5.56193209	4170000000	9.971305595	2342000000	5.600191296	12070000000	28.86178862	7475000000	17.87422286	41820000000	2326000000	0	0	1.28771982	2.053032912	68.05547082	10.82207855	86.75327583	487.0842519	30914.126	407.966	1.319675025	41622000000	4646.260939	3450.941716	2.961558383	9442.525	10.31361397	6.500969758	91553.989	38202.806	41.72707975	10.22016537	2.299846858	1.442528449	41066.733	44.85520888	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12610.764	NaN	0	0	100	0	0	5000000	0.172890733	2892000000	100	0	0	0	0	2892000000	0	0	0	1.262931329	2.005991604	-254.8292829	0	100	498.5065729	3554.037	0	0	2887000000	6700.785665	8248.992097	3.098448609	9383.853	85.21478521	2.934187411	11012.001	1628.148	14.78521479	25.55907809	2.453378531	1.544596998	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.666512188	205.352	205.352	100	1.205117371	0.62739141	0.394992813	0	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.174235835	425.372	425.372	100	7.475782074	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4653.17	NaN	0	0	38.08487486	1114000000	60.609358	355000000	19.31447225	495000000	26.93144723	0	0	205000000	11.15342764	1838000000	1138000000	24000000	1.305767138	4.723979629	7.503387756	-95.33111465	4.021667403	56.75695871	133.2731337	2382.196	934.329	39.22133191	1483000000	243.5838327	391.2774321	1.585516053	462.042	12.23300971	0.745597138	3777.01	2878.595	76.21359223	0.62037665	0.335631433	0.211306693	0	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101971.493	NaN	6008000000	2.972373941	8.0127444	1.82419E+11	90.249248	25351000000	12.54205256	0	0	144000000	0.071241985	10188000000	5.040370458	2.02128E+11	1.85788E+11	3369000000	1.666765614	4.880675091	7.753542822	24.67617564	11.61608367	50.01845765	128.9732994	135377.477	51053.079	37.71164904	1.87069E+11	1345.341628	973.5923927	1.469102663	5991.878	3.012759053	0.405443305	198883.412	142492.286	71.6461391	1.430307177	0.301003987	0.189475018	35151.862	17.67460727	2
