Water pollution, clay and glass industry (% of total BOD emissions)	Water pollution, chemical industry (% of total BOD emissions)	Water pollution, food industry (% of total BOD emissions)	Water pollution, metal industry (% of total BOD emissions)	Water pollution, other industry (% of total BOD emissions)	Water pollution, paper and pulp industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day)	Water pollution, textile industry (% of total BOD emissions)	Water pollution, wood industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day per worker)	Energy production (kt of oil equivalent)	Access to electricity (% of population)	Electricity production from coal sources (kWh)	Electricity production from coal sources (% of total)	Electricity production from oil, gas and coal sources (% of total)	Electricity production from hydroelectric sources (kWh)	Electricity production from hydroelectric sources (% of total)	Electric power transmission and distribution losses (kWh)	Electric power transmission and distribution losses (% of output)	Electricity production from natural gas sources (kWh)	Electricity production from natural gas sources (% of total)	Electricity production from nuclear sources (kWh)	Electricity production from nuclear sources (% of total)	Electricity production from oil sources (kWh)	Electricity production from oil sources (% of total)	Electricity production (kWh)	Electricity production from renewable sources (kWh)	Electricity production from renewable sources, excluding hydroelectric (kWh)	Electricity production from renewable sources, excluding hydroelectric (% of total)	GDP per unit of energy use (PPP $ per kg of oil equivalent)	GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)	Energy imports, net (% of energy use)	Alternative and nuclear energy (% of total energy use)	Fossil fuel energy consumption (% of total)	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)	Energy use (kt of oil equivalent)	Combustible renewables and waste (metric tons of oil equivalent)	Combustible renewables and waste (% of total energy)	Electric power consumption (kWh)	Electric power consumption (kWh per capita)	Energy use (kg of oil equivalent per capita)	CO2 intensity (kg per kg of oil equivalent energy use)	CO2 emissions from gaseous fuel consumption (kt)	CO2 emissions from gaseous fuel consumption (% of total)	CO2 emissions (kg per 2000 US$ of GDP)	CO2 emissions (kt)	CO2 emissions from liquid fuel consumption (kt)	CO2 emissions from liquid fuel consumption (% of total)	CO2 emissions (metric tons per capita)	CO2 emissions (kg per PPP $ of GDP)	CO2 emissions (kg per 2005 PPP $ of GDP)	CO2 emissions from solid fuel consumption (kt)	CO2 emissions from solid fuel consumption (% of total)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	1.201512837	2233.203	2233.203	100	24.73887516	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.462562201	524.381	524.381	100	8.113082898	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	223.687	28.63849765	NaN	781.071	506.046	64.78873239	0.030098129	NaN	NaN	3.667	0.469483568	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43680.183	NaN	0	0	36.88581315	912000000	63.11418685	211000000	14.60207612	0	0	0	0	533000000	36.88581315	1445000000	912000000	0	0	4.118003998	4.641885927	-487.9739241	1.055764139	24.39579471	215.42968	7428.932	5538.154	74.54845461	1234000000	88.60885745	533.443417	1.284374928	1085.432	11.37586472	1.045168747	9541.534	3670.667	38.47040738	0.68514135	0.311892589	0.27669248	0	0	2
NaN	NaN	41.69051	NaN	NaN	NaN	1979.032	58.3095	NaN	0.2573513	986.025	NaN	0	0	3.03925707	4594000000	96.96074293	2003000000	42.27522161	0	0	0	0	144000000	3.03925707	4738000000	4594000000	0	0	7.40513993	8.347202879	44.1747298	22.43043249	58.08647602	119.8006104	1766.27	257.952	14.60433569	3737000000	1216.528379	574.9846347	1.714880511	22.002	0.726392252	0.821597522	3028.942	2845.592	93.94673123	0.986029944	0.231579758	0.205443732	73.34	2.421307506	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	156403.453	NaN	0	0	100	0	0	1351000000	3.382235129	38709000000	96.90817144	0	0	1235000000	3.09182856	39944000000	0	0	0	5.408535508	6.096595552	-355.0413718	0	99.95077574	164.0259702	34371.26	16.92	0.049227174	38593000000	12722.30575	11330.59567	3.274893967	60380.822	53.64216836	1.078829438	112562.232	46655.241	41.44839719	37.10649941	0.605504755	0.53716766	0	0	3
4.05348	14.71521	29.17039	3.74011	23.34897	8.24384	173051	14.62996	2.09804	0.2245455	82264.724	NaN	1754000000	1.972781464	59.89090091	28774000000	32.36306377	13188000000	14.83297717	48611000000	54.67438983	6177000000	6.947474975	2884000000	3.243729614	88910000000	29484000000	710000000	0.798560342	5.526793695	6.229898243	-34.96222144	6.70562289	88.27265495	160.5162654	60953.89	2955.413	4.848604412	77016000000	2085.41894	1650.49336	2.314484342	69493.317	49.2592015	0.496393261	141076.824	66875.079	47.4033063	3.82004104	0.418775237	0.371512383	1657.484	1.174880433	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	631.964	NaN	0	0	45.1829473	1261000000	21.16482041	1512000000	25.3776435	2692000000	45.1829473	2005000000	33.65223229	0	0	5958000000	1261000000	0	0	3.126694287	3.524464332	68.45468572	31.49524822	70.44225356	283.7310598	2003.353	1.003	0.050066064	3983000000	1294.822207	651.2643615	1.729757561	2566.9	74.07407407	1.812816943	3465.315	788.405	22.75132275	1.126529454	0.553222478	0.490785946	0	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.429515927	344.698	344.698	100	4.438781292	0.306379869	0.271801924	0	0	2
