Water pollution, clay and glass industry (% of total BOD emissions)	Water pollution, chemical industry (% of total BOD emissions)	Water pollution, food industry (% of total BOD emissions)	Water pollution, metal industry (% of total BOD emissions)	Water pollution, other industry (% of total BOD emissions)	Water pollution, paper and pulp industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day)	Water pollution, textile industry (% of total BOD emissions)	Water pollution, wood industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day per worker)	Energy production (kt of oil equivalent)	Access to electricity (% of population)	Electricity production from coal sources (kWh)	Electricity production from coal sources (% of total)	Electricity production from oil, gas and coal sources (% of total)	Electricity production from hydroelectric sources (kWh)	Electricity production from hydroelectric sources (% of total)	Electric power transmission and distribution losses (kWh)	Electric power transmission and distribution losses (% of output)	Electricity production from natural gas sources (kWh)	Electricity production from natural gas sources (% of total)	Electricity production from nuclear sources (kWh)	Electricity production from nuclear sources (% of total)	Electricity production from oil sources (kWh)	Electricity production from oil sources (% of total)	Electricity production (kWh)	Electricity production from renewable sources (kWh)	Electricity production from renewable sources, excluding hydroelectric (kWh)	Electricity production from renewable sources, excluding hydroelectric (% of total)	GDP per unit of energy use (PPP $ per kg of oil equivalent)	GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)	Energy imports, net (% of energy use)	Alternative and nuclear energy (% of total energy use)	Fossil fuel energy consumption (% of total)	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)	Energy use (kt of oil equivalent)	Combustible renewables and waste (metric tons of oil equivalent)	Combustible renewables and waste (% of total energy)	Electric power consumption (kWh)	Electric power consumption (kWh per capita)	Energy use (kg of oil equivalent per capita)	CO2 intensity (kg per kg of oil equivalent energy use)	CO2 emissions from gaseous fuel consumption (kt)	CO2 emissions from gaseous fuel consumption (% of total)	CO2 emissions (kg per 2000 US$ of GDP)	CO2 emissions (kt)	CO2 emissions from liquid fuel consumption (kt)	CO2 emissions from liquid fuel consumption (% of total)	CO2 emissions (metric tons per capita)	CO2 emissions (kg per PPP $ of GDP)	CO2 emissions (kg per 2005 PPP $ of GDP)	CO2 emissions from solid fuel consumption (kt)	CO2 emissions from solid fuel consumption (% of total)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	1.211883251	2236.87	2236.87	100	24.21824757	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.41385083	524.381	524.381	100	7.898493749	NaN	NaN	0	0	3
12.99053	40.32476	6.35995	NaN	3.38295	19.21516	131.8911	17.72666	NaN	0.1784724	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	209.019	32.38636364	NaN	645.392	319.029	49.43181818	0.024174312	NaN	NaN	69.673	10.79545455	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43455.459	NaN	0	0	37.91208791	1017000000	62.08791209	238000000	14.52991453	0	0	0	0	621000000	37.91208791	1638000000	1017000000	0	0	4.13429106	4.55693495	-456.7508871	1.120562231	25.84421723	219.4457483	7805.189	5700.538	73.03523336	1400000000	97.30165821	542.4698803	1.246890754	990.09	10.17332329	1.03358128	9732.218	4305.058	44.2351168	0.676400678	0.301597235	0.273624875	0	0	2
NaN	NaN	34.23575	NaN	NaN	NaN	1792.567	65.76425	NaN	0.2321979	882.889	NaN	0	0	3.710725894	3555000000	96.28927411	1830000000	49.56663055	0	0	0	0	137000000	3.710725894	3692000000	3555000000	0	0	8.008501112	8.827201105	50.59768647	17.18336718	60.06907121	113.2861921	1787.141	255.946	14.32153367	3613000000	1174.051416	580.7349633	1.807706835	14.668	0.454029512	0.818976055	3230.627	3127.951	96.82179342	1.049798562	0.225723492	0.204788224	88.008	2.724177072	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	152325.131	NaN	0	0	100	0	0	3098000000	7.175947373	41963000000	97.1995738	0	0	1209000000	2.800426202	43172000000	0	0	0	5.161795181	5.689479653	-307.875139	0	99.95469129	175.7629979	37346.02	16.92	0.045306033	40074000000	12724.16684	11857.98745	2.71337824	61979.634	61.16378374	0.957812983	101333.878	34983.18	34.52268944	32.17520512	0.525665615	0.476911494	0	0	3
3.8891	15.05109	29.38218	3.65203	22.82543	8.3796	163933.8	14.74025	2.08032	0.2260751	84487.151	NaN	1349000000	1.496893032	50.33288948	37023000000	41.08189081	12847000000	14.25543719	43007000000	47.72192632	7059000000	7.832889481	1004000000	1.114070129	90120000000	37701000000	678000000	0.752330226	5.69421519	6.276328356	-46.08183262	8.693294663	85.82001416	159.3288215	57835.495	3022.324	5.225725136	79051000000	2119.209538	1550.461507	2.428815885	64861.896	46.17432845	0.51706069	140471.769	71554.171	50.93847078	3.765785539	0.426540938	0.386980373	1290.784	0.918892108	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	602.075	NaN	0	0	48.56396867	968000000	16.84943429	1502000000	26.14447346	2790000000	48.56396867	1987000000	34.58659704	0	0	5745000000	968000000	0	0	3.512910158	3.872030983	69.86299381	30.08680078	71.46005617	258.2623963	1997.793	1.003	0.050205402	3872000000	1262.961501	651.6362723	1.773117635	2614.571	73.80952381	1.691455432	3542.322	777.404	21.94616977	1.155427766	0.504743234	0.457929609	0	0	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.420222122	344.698	344.698	100	4.354171667	0.293105485	0.265920712	0	0	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	253785.78	NaN	1.86788E+11	83.28673792	91.89908637	16563000000	7.385261581	18151000000	8.093333512	17271000000	7.700951082	0	0	2044000000	0.911397372	2.24271E+11	18168000000	1605000000	0.715652046	4.991887275	5.428320201	-137.5616741	1.435140124	93.80434861	184.2190518	106829.429	5085.628	4.760512199	2.0649E+11	10636.68676	5502.984031	3.040917967	46519.562	14.31990067	0.763434398	324859.53	80582.325	24.80528276	16.73412301	0.609172002	0.560195024	193577.263	59.58798962	3
5.62321	9.16859	12.20258	5.40106	49.02255	7.22511	86669.76	5.81222	5.54469	0.143574	9774.678	NaN	8096000000	13.30200614	30.65573501	40189000000	66.03190773	3705000000	6.087442288	8745000000	14.36833544	0	0	1817000000	2.985393425	60863000000	41967000000	1778000000	2.921315085	7.714912447	8.486046388	67.69371002	11.76849994	76.97593514	117.840506	30256.269	3383.232	11.18192068	59021000000	7338.827372	3762.144577	2.103270499	15823.105	24.86458453	0.328504627	63637.118	31580.204	49.62544658	7.912807703	0.272624027	0.24785046	14337.97	22.53082863	3
5.52637	20.67086	15.42695	5.93417	28.94624	1.95316	18727.06	20.39699	1.14528	0.1607777	19580.733	NaN	0	0	93.1414413	1301000000	6.858558701	2560000000	13.49570352	11265000000	59.38636723	0	0	6403000000	33.75507407	18969000000	1301000000	0	0	1.753593562	1.932861445	-71.83844456	0.981899718	98.46912421	517.3676586	11394.85	4.418	0.038771901	17085000000	2106.34678	1404.829125	2.583507111	16589.508	56.35276532	5.080358265	29438.676	11954.42	40.60787245	3.629386034	1.473264482	1.336623025	0	0	2
