Water pollution, clay and glass industry (% of total BOD emissions)	Water pollution, chemical industry (% of total BOD emissions)	Water pollution, food industry (% of total BOD emissions)	Water pollution, metal industry (% of total BOD emissions)	Water pollution, other industry (% of total BOD emissions)	Water pollution, paper and pulp industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day)	Water pollution, textile industry (% of total BOD emissions)	Water pollution, wood industry (% of total BOD emissions)	Organic water pollutant (BOD) emissions (kg per day per worker)	Energy production (kt of oil equivalent)	Access to electricity (% of population)	Electricity production from coal sources (kWh)	Electricity production from coal sources (% of total)	Electricity production from oil, gas and coal sources (% of total)	Electricity production from hydroelectric sources (kWh)	Electricity production from hydroelectric sources (% of total)	Electric power transmission and distribution losses (kWh)	Electric power transmission and distribution losses (% of output)	Electricity production from natural gas sources (kWh)	Electricity production from natural gas sources (% of total)	Electricity production from nuclear sources (kWh)	Electricity production from nuclear sources (% of total)	Electricity production from oil sources (kWh)	Electricity production from oil sources (% of total)	Electricity production (kWh)	Electricity production from renewable sources (kWh)	Electricity production from renewable sources, excluding hydroelectric (kWh)	Electricity production from renewable sources, excluding hydroelectric (% of total)	GDP per unit of energy use (PPP $ per kg of oil equivalent)	GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)	Energy imports, net (% of energy use)	Alternative and nuclear energy (% of total energy use)	Fossil fuel energy consumption (% of total)	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)	Energy use (kt of oil equivalent)	Combustible renewables and waste (metric tons of oil equivalent)	Combustible renewables and waste (% of total energy)	Electric power consumption (kWh)	Electric power consumption (kWh per capita)	Energy use (kg of oil equivalent per capita)	CO2 intensity (kg per kg of oil equivalent energy use)	CO2 emissions from gaseous fuel consumption (kt)	CO2 emissions from gaseous fuel consumption (% of total)	CO2 emissions (kg per 2000 US$ of GDP)	CO2 emissions (kt)	CO2 emissions from liquid fuel consumption (kt)	CO2 emissions from liquid fuel consumption (% of total)	CO2 emissions (metric tons per capita)	CO2 emissions (kg per PPP $ of GDP)	CO2 emissions (kg per 2005 PPP $ of GDP)	CO2 emissions from solid fuel consumption (kt)	CO2 emissions from solid fuel consumption (% of total)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	1.234783593	2255.205	2255.205	100	23.27953548	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.37383879	535.382	535.382	100	7.414955057	NaN	NaN	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.001	1.886792453	NaN	583.053	443.707	76.10062893	0.020634867	0.034694182	0.032661335	91.675	15.72327044	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51348.855	NaN	0	0	37.79448622	1241000000	62.20551378	258000000	12.93233083	0	0	0	0	754000000	37.79448622	1995000000	1241000000	0	0	4.517677466	4.798858513	-485.743796	1.217438877	29.65331635	208.3828888	8766.436	6060.171	69.12924477	1737000000	112.6463308	568.5128667	1.03403755	1217.444	13.43042071	0.813930689	9064.824	6842.622	75.48543689	0.587863652	0.22888698	0.215475732	0	0	2
NaN	NaN	35.99038	NaN	NaN	NaN	2870.753	64.00962	NaN	0.2381182	1045.889	NaN	0	0	1.166347992	5169000000	98.83365201	2023000000	38.68068834	0	0	0	0	61000000	1.166347992	5230000000	5169000000	0	0	7.833023611	8.320552391	49.28159895	21.625159	64.9548117	120.1843283	2062.149	197.965	9.599936765	4123000000	1327.131256	663.7745312	2.080543162	25.669	0.598290598	0.999978806	4290.39	3890.687	90.68376068	1.381011562	0.265611757	0.250048682	84.341	1.965811966	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	163330.245	NaN	0	0	100	0	0	3270000000	6.612740142	48092000000	97.25379171	0	0	1358000000	2.746208291	49450000000	0	0	0	5.562106621	5.908293124	-307.5105811	0	99.95778443	169.2536201	40080.001	16.92	0.042215568	46180000000	13578.523	11784.91155	2.653817349	72272.903	67.94801076	0.902094273	106365.002	28928.963	27.19782114	31.27500273	0.477124502	0.449168193	0	0	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84268.092	NaN	930000000	1.010386337	53.81665291	33813000000	36.73569163	14049000000	15.26335231	47594000000	51.70787884	7566000000	8.219981748	1011000000	1.098387728	92044000000	34943000000	1130000000	1.227673721	5.61252861	5.961853387	-42.7128334	8.275348758	85.57721307	167.7330748	59047.312	3196.887	5.414110976	83058000000	2185.664888	1553.825478	2.410766353	69126.617	48.56127154	0.540289357	142349.273	68627.905	48.21092764	3.745910181	0.429533018	0.404365253	1991.181	1.398799557	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	692.146	NaN	0	0	27.64951827	1982000000	36.02981276	1240000000	22.54135612	1521000000	27.64951827	1998000000	36.32066897	0	0	5501000000	1982000000	0	0	4.770816799	5.067753283	64.87067828	35.07841525	66.07538015	197.3261018	1970.28	1.003	0.05090647	3985000000	1302.051851	643.7658019	1.740181599	2229.536	65.02673797	1.26835534	3428.645	935.085	27.27272727	1.120269402	0.364755486	0.343383251	73.34	2.139037433	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.439898161	388.702	388.702	100	4.756742866	0.29569782	0.278371904	0	0	2
