Time required to build a warehouse (days)	Procedures to build a warehouse (number)	Investment in energy with private participation (current US$)	Investment in telecoms with private participation (current US$)	Investment in transport with private participation (current US$)	Investment in water and sanitation with private participation (current US$)	Scientific and technical journal articles	Patent applications, nonresidents	Patent applications, residents	Trademark applications, aggregate direct	Trademark applications, Madrid	Trademark applications, direct nonresident	Trademark applications, direct resident	Trademark applications, total	CPIA business regulatory environment rating (1=low to 6=high)	CPIA debt policy rating (1=low to 6=high)	CPIA economic management cluster average (1=low to 6=high)	CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)	CPIA quality of budgetary and financial management rating (1=low to 6=high)	CPIA financial sector rating (1=low to 6=high)	CPIA fiscal policy rating (1=low to 6=high)	CPIA gender equality rating (1=low to 6=high)	CPIA building human resources rating (1=low to 6=high)	IDA resource allocation index (1=low to 6=high)	CPIA macroeconomic management rating (1=low to 6=high)	CPIA quality of public administration rating (1=low to 6=high)	CPIA equity of public resource use rating (1=low to 6=high)	CPIA property rights and rule-based governance rating (1=low to 6=high)	CPIA social protection rating (1=low to 6=high)	CPIA public sector management and institutions cluster average (1=low to 6=high)	CPIA efficiency of revenue mobilization rating (1=low to 6=high)	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	CPIA structural policies cluster average (1=low to 6=high)	CPIA trade rating (1=low to 6=high)	CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)	Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)	Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)	Air transport, registered carrier departures worldwide	Air transport, freight (million ton-km)	Air transport, passengers carried	Road sector diesel fuel consumption (kt of oil equivalent)	Road sector diesel fuel consumption per capita (kg of oil equivalent)	Road density (km of road per 100 sq. km of land area)	Road sector energy consumption (kt of oil equivalent)	Road sector energy consumption per capita (kg of oil equivalent)	Road sector energy consumption (% of total energy consumption)	Roads, goods transported (million ton-km)	Roads, paved (% of total roads)	Roads, passengers carried (million passenger-km)	Road sector gasoline fuel consumption (kt of oil equivalent)	Road sector gasoline fuel consumption per capita (kg of oil equivalent)	Roads, total network (km)	Railways, goods transported (million ton-km)	Railways, passengers carried (million passenger-km)	Rail lines (total route-km)	Liner shipping connectivity index (maximum value in 2004 = 100)	Container port traffic (TEU: 20 foot equivalent units)	Motor vehicles (per 1,000 people)	Passenger cars (per 1,000 people)	Vehicles (per km of road)	Mobile cellular subscriptions	Mobile cellular subscriptions (per 100 people)	Telephone lines	Telephone lines (per 100 people)	Fixed broadband Internet subscribers	Fixed broadband Internet subscribers (per 100 people)	Secure Internet servers	Secure Internet servers (per 1 million people)	Internet users	Internet users (per 100 people)	Daily newspapers (per 1,000 people)	Lead time to export, median case (days)	Lead time to import, median case (days)	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	Logistics performance index: Overall (1=low to 5=high)	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	Income
311	34	678770000	NaN	436750000	973613620	65300.5	95259	194579	NaN	17859	60704	590525	669088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.456089745	4.32238684	1853088	11386.055	191001220	72634	54.83239032	39	120105.024	90.66890926	5.672066831	3286819	53.5	1247611	59661	45.03889692	3730164	2511804	772834	60809	137.3754521	115060978	37	27	13	641245000	48.27650502	340359000	25.62412646	82879000	6.239594008	1238	0.934582967	300190268.4	22.66176993	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
153	11	0	211000000	NaN	NaN	161.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3.7	3	3	3	4	3	3.5	3.2	4	3	3	2.5	3	2.9	3.5	3.1	3.2	3.5	2.5	2.815469823	2.73243163	9471	25.522	470598	338	18.01823125	6	693.756	36.98300604	10.84808034	NaN	17.04	NaN	341	18.17815638	28857	978	379	977	11.04938174	270000	NaN	NaN	NaN	6160893	32.84272035	255306	1.360994837	860	0.00458452	7	0.373158635	637798.452	3.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
79	10	159300000	1691000000	956000000	NaN	574.6	1818	126	NaN	NaN	9579	13885	23464	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.481678023	2.874840434	187382	1099.545	12338706	3270	72.65733101	14	7109.386	157.9660587	23.11843805	NaN	NaN	NaN	3190	70.87978162	164183	9049	NaN	1663	21.63728107	1969316	68	50	19	41364753	91.90986394	7928944	17.61761189	1473100	3.273134994	472	10.48754136	11521480.19	25.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
155	15	NaN	NaN	NaN	NaN	0.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	2	2	2	1.5	2.5	1.5	3	2.5	2.3	2.5	2	2.5	2.5	2.5	2.2	2.5	2.5	2.7	3	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.151145046	NaN	NaN	NaN	NaN	91741	13.16162483	28809	4.133083895	110	0.015781153	1	1.434650247	20911.02	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
122	17	NaN	4700000	NaN	NaN	0.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5	4.5	4.5	3.5	4	4	4.5	4.5	4.5	4.2	4.5	4	4.5	4	4.5	4	3.5	4.3	3.8	4	4.5	NaN	NaN	12236	1.574	807957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.631101353	NaN	NaN	NaN	NaN	277670	56.97302466	71860	14.74441442	8107	1.663414524	1	2.051824996	97474.2	20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
189	20	NaN	NaN	NaN	NaN	107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.554169699	2.283236278	36786	10.63	1023665	722	159.6594874	74	1445.949	319.7499671	29.46126766	NaN	25.28	NaN	649	143.5166307	38049	NaN	NaN	NaN	12.78187338	1004971	163	126	19	1886570	41.71867025	1437733	31.79331217	107410	2.375211295	447	98.8473558	1460193.84	32.29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	0	NaN	NaN	252.6	189	69	NaN	1874	374	292	2540	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11686	31.692	861352	249	22.10012421	NaN	596.775	52.96707481	5.65887663	2221.8	NaN	6259.1	316	28.04674398	NaN	1351	1285	5076	6.122979922	319000	38	21	NaN	331736	2.944340083	1088089	9.657390384	2246	0.01993449	1	0.088755519	1457937.507	12.94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.7818699	36644	NaN	NaN	NaN	98313	177.7972692	35766	64.68215933	17530	31.7026856	74	1338.276517	33729.95	61	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
677	9	NaN	NaN	NaN	NaN	169	10	11	NaN	1854	859	604	3317	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.894145836	5.199188256	19399	47.549	2111205	330	306.4064007	133	741.827	688.7895183	28.6844753	1294.7	64.61	NaN	373	346.3320833	12321	NaN	NaN	NaN	11.80882468	416970	659	514	46	1016739	94.40464772	413323	38.37721599	147276	13.67463911	370	343.5465705	455679.1231	42.31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
150	33	NaN	NaN	NaN	NaN	3936.2	142	712	NaN	4023	816	8267	13106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.450718275	4.149283819	78377	27.174	4974879	3550	340.5492686	166	5767.588	553.2810915	12.92306715	50877	NaN	88468.3	1965	188.5012148	130573	15961	6759	9487	3.198637698	NaN	485	424	39	13780165	132.7906744	2477927	23.87820446	1759586	16.95600971	1569	150.5131838	6534622.962	62.68622733	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
97	9	NaN	NaN	NaN	NaN	44913.1	13177	49240	NaN	6962	3829	70074	80865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.991853137	6.421658275	1154472	8352.882	107941584	26101	317.8780802	180	49543.513	603.3790582	14.8021889	472700	NaN	949306	19937	242.8081409	643999	91178	76997	33862	89.26176085	17178075	556	503	71	105523065	127.9450964	50300000	60.98797784	22643636	27.45506104	45143	549.7862218	64330711.38	78.34689488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
165	9	NaN	0	NaN	NaN	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.5	3	3.8	3.5	3.5	4	4.5	3.5	4	3.9	4	3.5	3.5	4	3.5	3.8	4	3.6	4.2	4	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.31440236	NaN	NaN	NaN	NaN	91000	133.5113485	17500	25.67525932	7000	10.27010373	20	293.4315351	28054.2444	41.16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
67	5	NaN	NaN	NaN	NaN	5303.5	195	1634	NaN	3136	732	4151	8019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.899539457	6.353288211	NaN	NaN	NaN	2677	487.2924434	170	4264.546	776.2723348	22.19202375	10719	100	69368	1702	309.8138732	73197	NaN	5843	2133	26.49167985	740682	477	377	36	6556988	119.2762572	2975049	54.11824906	1984869	36.10617334	5698	1037.202967	4673814.662	85.0771224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
216	14	0	33000000	NaN	NaN	7.7	NaN	NaN	6983	NaN	NaN	NaN	6983	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.854200547	3.775746505	NaN	NaN	NaN	476	49.25013564	NaN	1307.644	135.2975722	16.03430215	NaN	NaN	NaN	762	78.8416037	NaN	NaN	NaN	NaN	20.08691103	1138471	125	84	NaN	7210483	74.60446761	985711	10.19882363	225997	2.338315736	130	13.4506673	2012242.174	20.82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
281	19	NaN	264000000	NaN	874000000	536.6	NaN	NaN	3621	2489	NaN	NaN	6110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.603603985	3.084834433	31026	16.985	2884506	3169	92.04709605	5	5957.14	173.0316938	15.97164005	NaN	73.46	NaN	2157	62.6524412	111261	1562	937	3572	7.752288615	225140	109	72	34	27031472	78.51588828	3069140	8.914655234	485000	1.408735929	18	0.522829829	3504773.25	10.18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
128	16	NaN	1062100000	NaN	NaN	69.9	847	2	NaN	NaN	7872	7652	15524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.375226245	2.855151713	49162	4.662	2926821	2035	144.7704091	NaN	3893.431	276.9796553	35.29633766	NaN	NaN	NaN	2040	145.1261103	NaN	NaN	NaN	NaN	13.16471434	670831	64	40	NaN	11684479	83.1236759	1906478	13.56273218	155998	1.109773674	136	9.675074021	2642667.12	18.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
249	25	NaN	1414000000	640000000	NaN	2018.9	1649	481	NaN	3340	NaN	NaN	3340	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.536452185	3.869988588	57510	195.482	6688999	6475	82.6701654	10	11816.733	150.8712388	16.71164147	NaN	86.89	12793	4370	55.7943819	104918	4188	40830	5063	52.53362779	6099218	42	31	33	41286662	52.71313013	11852539	15.13283953	769744	0.982777819	81	1.034175042	14106025.97	18.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	0	NaN	NaN	4.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2.5	2.2	2	2.5	1	2	3.5	3.5	2.3	2	3	3	2.5	3	2.7	3.5	3	1.5	1.5	2	NaN	NaN	NaN	NaN	NaN	30	6.063642782	NaN	36.376	7.352368994	5.371180845	NaN	NaN	NaN	5	1.01060713	NaN	NaN	NaN	NaN	3.262651405	NaN	NaN	NaN	NaN	108631	2.195665263	40415	0.816873743	44	0.000889334	NaN	NaN	200869.3526	4.06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
182	8	NaN	NaN	NaN	NaN	21509.1	252	3632	NaN	5837	1899	47850	55586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.465481875	5.045910403	616893	1306.438	55213716	26343	578.258939	NaN	32055.532	703.6555413	23.09280612	NaN	NaN	NaN	6143	134.8458665	NaN	10224	23344	15046	67.66526579	13461302	606	486	NaN	49623339	109.9168374	20576070	45.57646838	9054204	20.05527014	7753	170.1872055	26907169.77	59.06431098	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
133	13	NaN	NaN	NaN	NaN	477	10	62	NaN	2852	374	1426	4652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.374584559	5.477662523	11478	0.974	685582	437	325.9552091	128	734.131	547.5831204	13.49434074	NaN	NaN	2453	320	238.6857367	58399	5683	274	816	5.479385615	180927	477	412	11	1624465	121.034985	498129	37.11439524	281479	20.97232415	375	279.7098477	947285.941	70.65738833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
128	9	NaN	NaN	NaN	NaN	158.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5	3.5	3.3	3	4	3	4	3	4	3.4	2.5	3	4.5	3	3.5	3.3	4	3.6	3.2	3	2.5	3.2530286	3.615289747	39804	227.762	2715017	1073	13.50595802	NaN	1270.204	15.98818444	4.00640872	NaN	NaN	NaN	150	1.888064961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1954527	2.46018263	897287	1.129424097	1496	0.00188303	3	0.037761299	357508.8855	0.45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
66	16	NaN	NaN	NaN	NaN	5112.4	147	1799	NaN	2858	624	3846	7328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.78772998	6.346084538	114371	542.623	7916485	2309	434.561756	23	4019.427	756.470011	11.3914894	28500	65.47	71800	1656	311.664906	78860	10777	4052	5919	9.723763501	1605442	534	461	36	6830000	128.4719884	1650000	31.03642472	1591900	29.94356637	3635	684.119525	4448176.658	83.71621739	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
184	10	NaN	NaN	NaN	NaN	31981.8	1761	14658	NaN	6044	3062	70100	79206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.720391958	5.939108975	827851	6187.796	61214656	30319	471.0075723	173	41507.157	644.8162952	15.53412192	313000	100	769000	8268	128.4439001	951200	41530	88283	29901	66.24027551	4671989	598	495	39	57972000	93.35504274	35100000	56.52318361	17830000	28.712489	10653	165.4950252	43891158.31	68.18519055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.203682806	NaN	NaN	NaN	NaN	54860	112.8876268	21822	44.90400642	14878	30.61505854	NaN	NaN	36724.7529	75.57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
201	13	NaN	56400000	3900000	NaN	17.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5654	67.986	545640	115	79.29339245	NaN	171.364	118.1568079	8.612494057	NaN	NaN	NaN	49	33.78588026	NaN	2502	99	810	8.934291566	158884	NaN	NaN	NaN	1300000	89.63600885	33165	2.286752487	2200	0.151691707	6	4.137046562	90064.251	6.21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
150	17	NaN	NaN	NaN	NaN	46333.1	6856	16523	NaN	6216	4012	25477	35705	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.501151305	5.126249779	1056206	6283.831	104713553	22260	362.5789764	172	39374.752	641.3502819	18.91715886	163486	100	NaN	16663	271.4130046	419634	12512	51759	16321	77.98812594	7185963	526	462	77	76735443	125.2408107	34191893	55.80498701	17274023	28.19313424	55564	905.0466416	48029802.28	78.23268889	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
111	11	67800000	106000000	345000000	NaN	137.1	26	221	NaN	3982	700	759	5441	5.5	5	4.7	3	4	3.5	4.5	4.5	4.5	4.4	4.5	4	4.5	3.5	4.5	3.8	4.5	4.2	5	6	3	3.751205022	3.916618191	5487	2.913	310222	174	39.69249721	NaN	562.119	128.2293496	18.69676541	602.6	NaN	5568.4	351	80.06934781	NaN	6928	774	1513	4.031577302	253811	139	116	NaN	2755087	62.7008583	618028	14.06521321	112131	2.551901244	27	6.159180601	439841.2018	10.03356073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
218	16	NaN	1434000000	0	NaN	111.1	NaN	NaN	NaN	61	NaN	NaN	61	4	4	3.7	3.5	4	4	3.5	4	4.5	3.9	3.5	3.5	4	3.5	4	3.9	4.5	4	4	4	4	3.367601	3.487932	NaN	NaN	NaN	635	27.29518552	51	1132.825	48.69396621	11.97654771	NaN	16.15	NaN	530	22.78180839	120818	181	85	953	18.12754418	555009	28	18	5	11570430	49.7349659	143900	0.61854759	22980	0.098778482	16	0.687752706	993380.3152	4.27	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
287	29	NaN	89200000	NaN	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	2.5	3	2.5	3	3	3.5	3.5	3	3	3	3	3	2	3	2.6	3	3	3.3	4	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.412607307	NaN	NaN	NaN	NaN	2750000	28.7683686	27000	0.282453074	0	0	1	0.104612249	87943.812	0.92	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
109	14	NaN	0	NaN	NaN	18.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5	3	3.5	3.5	3	3	3.5	3.5	3.5	3.2	4	3	3	3	2.5	2.9	3.5	3.2	3.3	3.5	2	4.58814019	4.105122574	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.965088398	NaN	NaN	NaN	NaN	1166136	71.27504497	48868	2.986846215	300	0.018336209	3	1.833620906	112564.1616	6.88	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
170	12	NaN	24700000	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	1	1.8	2.5	2.5	3	2.5	2.5	2.5	2.6	2	2.5	3	2.5	2.5	2.6	3	2.6	3.2	4	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.340430191	NaN	33	27	NaN	500156	34.40437432	4647	0.319654523	0	0	NaN	NaN	34234.35948	2.354888711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
166	15	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.855782196	NaN	NaN	NaN	NaN	180000	27.17690808	10000	1.509828227	180	0.027176908	1	1.509828227	12054.3514	1.82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
169	14	NaN	NaN	NaN	NaN	4953.4	30	628	NaN	3397	789	6412	10598	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.984518667	4.247127817	128287	78.109	9442743	2499	222.3884574	88	6524.235	580.5980621	21.44717384	28850	NaN	NaN	4031	358.7226377	116711	786	2003	2552	27.13916841	672522	564	447	54	13799340	122.2066583	5253695	46.52660996	1506614	13.34254119	688	61.22579379	4313470.274	38.3859944	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
123	8	8600000	0	NaN	NaN	5.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	3	3	4	4	4	2.5	5	4	3.7	3.5	3.5	3.5	3.5	3.5	3.7	3.5	4	4.2	4.5	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.199414671	NaN	NaN	NaN	NaN	60022	57.86758964	28579	27.55319457	8954	8.632608004	7	67.48744252	24042.9914	23.18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.36018421	NaN	NaN	NaN	NaN	55816	97.3812307	22818	39.81017848	11946	20.84198405	17	301.8037211	36006.5394	63.92298573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
202	19	NaN	525000000	NaN	6700000	15.9	306	5	NaN	NaN	5350	3658	9008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.34437195	4.010249697	NaN	NaN	NaN	867	63.32698505	NaN	1817.95	132.7858045	22.16022012	NaN	NaN	NaN	861	62.88873602	NaN	NaN	NaN	NaN	15.43635153	937642	94	36	NaN	14948640	109.1871167	1448891	10.58291796	94500	0.690242225	109	7.961524072	1136340.218	8.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12139	57.96	1255510	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.563402717	167784	NaN	NaN	NaN	NaN	NaN	65500	37.31385797	2700	1.538128496	25	142.4193052	84993.22138	48.41870215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
195	8	NaN	0	NaN	NaN	3.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	4	3.7	3	3.5	3.5	3.5	4	4	3.4	3.5	2.5	3.5	3	3	3.1	3.5	3.5	3.5	4	3	2.394970752	3.02251901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.358874545	NaN	95	59	NaN	447769	59.57718294	138822	18.47073757	5084	0.67644343	3	3.99160167	136787.196	18.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
137	14	NaN	NaN	NaN	NaN	NaN	13489	173	NaN	NaN	16149	8081	24230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.943487922	6.637302726	144039	8985.895	25401266	1037	148.6163062	187	1422.368	203.8448199	10.06025396	NaN	100	NaN	327	46.86357969	2040	NaN	NaN	NaN	108.7753528	24494229	73	55	251	11580149	167.1893408	4183017	60.39264734	1935485	27.94372173	2008	287.7739083	4619887.456	66.20931619	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
