Time required to build a warehouse (days)	Procedures to build a warehouse (number)	Investment in energy with private participation (current US$)	Investment in telecoms with private participation (current US$)	Investment in transport with private participation (current US$)	Investment in water and sanitation with private participation (current US$)	Scientific and technical journal articles	Patent applications, nonresidents	Patent applications, residents	Trademark applications, aggregate direct	Trademark applications, Madrid	Trademark applications, direct nonresident	Trademark applications, direct resident	Trademark applications, total	CPIA business regulatory environment rating (1=low to 6=high)	CPIA debt policy rating (1=low to 6=high)	CPIA economic management cluster average (1=low to 6=high)	CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)	CPIA quality of budgetary and financial management rating (1=low to 6=high)	CPIA financial sector rating (1=low to 6=high)	CPIA fiscal policy rating (1=low to 6=high)	CPIA gender equality rating (1=low to 6=high)	CPIA building human resources rating (1=low to 6=high)	IDA resource allocation index (1=low to 6=high)	CPIA macroeconomic management rating (1=low to 6=high)	CPIA quality of public administration rating (1=low to 6=high)	CPIA equity of public resource use rating (1=low to 6=high)	CPIA property rights and rule-based governance rating (1=low to 6=high)	CPIA social protection rating (1=low to 6=high)	CPIA public sector management and institutions cluster average (1=low to 6=high)	CPIA efficiency of revenue mobilization rating (1=low to 6=high)	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	CPIA structural policies cluster average (1=low to 6=high)	CPIA trade rating (1=low to 6=high)	CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)	Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)	Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)	Air transport, registered carrier departures worldwide	Air transport, freight (million ton-km)	Air transport, passengers carried	Road sector diesel fuel consumption (kt of oil equivalent)	Road sector diesel fuel consumption per capita (kg of oil equivalent)	Road density (km of road per 100 sq. km of land area)	Road sector energy consumption (kt of oil equivalent)	Road sector energy consumption per capita (kg of oil equivalent)	Road sector energy consumption (% of total energy consumption)	Roads, goods transported (million ton-km)	Roads, paved (% of total roads)	Roads, passengers carried (million passenger-km)	Road sector gasoline fuel consumption (kt of oil equivalent)	Road sector gasoline fuel consumption per capita (kg of oil equivalent)	Roads, total network (km)	Railways, goods transported (million ton-km)	Railways, passengers carried (million passenger-km)	Rail lines (total route-km)	Liner shipping connectivity index (maximum value in 2004 = 100)	Container port traffic (TEU: 20 foot equivalent units)	Motor vehicles (per 1,000 people)	Passenger cars (per 1,000 people)	Vehicles (per km of road)	Mobile cellular subscriptions	Mobile cellular subscriptions (per 100 people)	Telephone lines	Telephone lines (per 100 people)	Fixed broadband Internet subscribers	Fixed broadband Internet subscribers (per 100 people)	Secure Internet servers	Secure Internet servers (per 1 million people)	Internet users	Internet users (per 100 people)	Daily newspapers (per 1,000 people)	Lead time to export, median case (days)	Lead time to import, median case (days)	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	Logistics performance index: Overall (1=low to 5=high)	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	Income
NaN	NaN	1900000	218980000	1045000000	134200000	1311.4	2147	391	NaN	NaN	6730	22392	29122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78187	1098.015	4986727	2517	159.4653722	NaN	4941	313.0386985	19.68788741	NaN	NaN	NaN	2164	137.1009398	NaN	3338	770	6328	NaN	1167880	NaN	NaN	NaN	6244310	39.56103371	3467013	21.96537618	188454	1.193956586	NaN	NaN	3488262.011	22.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	1351330000	1430000000	1787110000	917650000	23269.1	40426	39806	NaN	6693	37221	321034	364948	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	932064	5013.505	83671798	13808	10.78412996	NaN	51224	40.00624805	4.334769793	678250	NaN	780577	35520	27.74133083	NaN	1507817	480310	59530	NaN	55717488	NaN	NaN	NaN	206005000	16.01987612	214222000	16.65886703	3298490	0.25650543	NaN	NaN	59097714.83	4.615566607	66.33805092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	21500000	66000000	NaN	NaN	107.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4720	42.717	243122	394	24.01255235	NaN	684	41.68676601	10.48754351	NaN	NaN	NaN	258	15.7239556	NaN	1078	308	1016	NaN	NaN	NaN	NaN	NaN	701507	4.275374	110881	0.675770512	0	0	NaN	NaN	59212.11629	0.360871584	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	51300000	163400000	10800000	150700000	355.6	858	54	NaN	NaN	7116	8180	15296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	179994	538.757	9424850	1541	37.51387356	NaN	5645	137.4210359	21.7517474	31171	NaN	99.56999969	3823	93.06654031	163546	5120	NaN	NaN	NaN	960720	NaN	NaN	NaN	4596594	11.1898797	7766000	18.90543427	34888	0.084930825	NaN	NaN	1889594.256	4.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	10258	1.729352462	0	0	NaN	NaN	3291.320451	0.554869675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8735	0.368	236577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42949	9.48646022	70187	15.50271679	0	0	NaN	NaN	15930.82123	3.518757175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	89.1	NaN	NaN	NaN	NaN	5093	4248	9341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32605	12.506	675146	485	118.779476	NaN	1132	277.233746	35.68554228	NaN	22	NaN	589	144.2497141	35302.58984	NaN	NaN	NaN	NaN	602570	NaN	NaN	NaN	502478	12.30599454	1037986	25.42091405	8989	0.220146126	NaN	NaN	812345.9647	19.89485113	70.29633322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	60000000	0	NaN	206	NaN	NaN	NaN	1551	605	509	2665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9773	40.22	588700	198	17.71743272	NaN	351	31.40817618	2.851385079	2495	NaN	4611.899902	70	6.26373884	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17851	0.159734289	665639	5.956269797	0	0	NaN	NaN	421379.2423	3.770585038	64.17261425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19000	42.11272913	38000	84.22545825	0	0	NaN	NaN	NaN	NaN	281.3495477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	78.5	NaN	NaN	2860	NaN	NaN	NaN	2860	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15081	40.887	1704780	341	348.003927	NaN	587	599.0566134	27.38722598	NaN	62.20000076	NaN	228	232.6829776	11593	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	417933	42.65170828	427427	43.62060836	5879	0.599975099	NaN	NaN	277500.3168	28.32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	2746.6	5031	526	NaN	7952	1804	8114	17870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46574	27.317	2808793	2133	209.0181995	NaN	4337	424.993873	10.20105295	45100	100	90055	1926	188.7337329	127672	17042	6562	9499	NaN	NaN	NaN	NaN	NaN	8610177	84.33495274	3675470	36.00048974	15300	0.149860424	NaN	NaN	2443133.35	23.94089704	185.2640213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	42436	10589	47598	NaN	9228	3599	53817	66644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	796129	7195.804	61889678	25234	305.9093271	NaN	54534	661.1103767	16.07402486	225467	NaN	1072100	26970	326.9546862	NaN	73950	69848	35804	NaN	9252670	NaN	NaN	NaN	59128000	71.72940284	53670000	65.10818987	3205000	3.888051957	NaN	NaN	40243315.09	48.78657938	281.2625541	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	0	NaN	NaN	0.7	NaN	NaN	NaN	NaN	31	118	149	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12173	17.5654031	23708	34.21018456	2238	3.229390629	NaN	NaN	12768.63494	18.42489277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	4760.7	169	1815	NaN	5756	984	3922	10662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97713	185.061	6322432	1699	316.0382825	NaN	3750	697.5535958	19.73185202	NaN	100	NaN	1912	355.6593267	71847	1867	5528	2273	NaN	587300	NaN	NaN	NaN	4477752	83.37670913	3700867	68.91094267	451297	8.403247589	NaN	NaN	3450550.748	64.18517551	336.1997809	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	421800000	158700000	NaN	NaN	5.2	NaN	NaN	7643	NaN	NaN	NaN	7643	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	778	87.80285213	NaN	1926	217.3628447	23.69887224	NaN	NaN	NaN	1048	118.274279	NaN	NaN	NaN	NaN	NaN	541930	NaN	NaN	NaN	1700609	19.19258619	908957	10.25822841	0	0	NaN	NaN	604633.9602	6.823725733	53.79178991	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	133000000	NaN	NaN	229.7	291	43	NaN	1810	1258	1333	4401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46015	17.89	3002232	2163	68.79366633	NaN	4487	142.7078968	15.5920982	NaN	NaN	NaN	1823	57.98005257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	450244	1.431989621	1950000	6.201925536	0	0	NaN	NaN	500441.4258	1.59164126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	23000000	0	NaN	50.7	101	13	NaN	NaN	4878	5150	10028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15407	7.989	1184098	1360	106.5211713	NaN	3222	252.3611867	35.13839095	4901	16.87000084	9924	1697	132.9164909	43197	NaN	NaN	NaN	NaN	500470	NaN	NaN	NaN	1560861	12.22534867	1411055	11.0520023	6499	0.050903021	NaN	NaN	543993.6245	4.260796915	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	345400000	NaN	NaN	1564	788	627	NaN	2496	NaN	NaN	2496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41858	249.206	4526688	5472	77.97689627	NaN	8455	120.4851349	16.4086466	NaN	NaN	NaN	2430	34.62789801	NaN	4254	39083	5150	NaN	1336040	NaN	NaN	NaN	4494700	6.405021119	7794763	11.10766495	50937	0.072586059	NaN	NaN	1908749.79	2.719999715	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	10.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88	22.14408603	11.7580409	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	35897	0.903302564	0	0	NaN	NaN	9024.500755	0.227090138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	16062.3	371	2763	NaN	9188	3272	66471	78931	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	493019	807.417	40380629	19124	462.8942368	NaN	28183	682.1662976	21.86625588	124472	NaN	387658	8094	195.914346	665243	13781	20733	13856	NaN	6664100	NaN	NaN	NaN	33530997	81.06181339	17640745	42.64683151	1247496	3.01584495	NaN	NaN	8434267.631	20.41504851	129.02197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	321.2	700	19	NaN	4332	881	1017	6230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8324	1.247	304135	285	209.7679745	NaN	612	450.4491243	12.99567512	4211	24.79999924	2330.399902	306	225.2245621	55944	9330	177	967	NaN	NaN	NaN	NaN	NaN	881000	64.93965993	475000	35.01286999	46500	3.427575694	NaN	NaN	563278.5888	41.45888024	187.9391696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	101.7	12	1	NaN	NaN	398	355	753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28359	83.493	1103184	549	7.951834882	NaN	768	11.1238783	3.870969108	NaN	12	NaN	187	2.708548493	33297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50369	0.07295555	353816	0.512474756	0	0	NaN	NaN	49987.00597	0.072402262	4.78576077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	4904.3	207	2162	NaN	5157	947	2830	8934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108923	215.579	6415606	1864	358.4203201	NaN	3772	725.3012057	10.85449322	29000	64	66000	1781	342.460617	78138	9664	3318	5850	NaN	1086720	NaN	NaN	NaN	4516772	86.90604073	2725607	52.44269867	273500	5.262342695	NaN	NaN	3244677.512	62.39046955	435.943252	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	30530.9	3389	13519	NaN	9299	3475	58035	70809	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	734679	5030.16	49305864	28558	462.0807923	NaN	42883	693.8654883	16.42363601	NaN	100	NaN	12602	203.9058108	891320	50036	73227	29352	NaN	3276150	NaN	NaN	NaN	38585300	64.55140568	34124175	57.08815181	1655000	2.768737742	NaN	NaN	18039953.46	29.18942498	161.0375445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34737	73.99667689	24408	51.99386503	114	0.242842536	NaN	NaN	25020.7867	53.29922183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	0	9000000	NaN	NaN	20.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7474	49.31	365877	67	51.91657394	NaN	117	90.66028584	6.937115346	NaN	NaN	NaN	45	34.86934071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	279289	21.6413851	32075	2.485409118	0	0	NaN	NaN	25030.25667	1.939530106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	44642.9	10907	20624	NaN	8469	5829	21696	35994	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	924944	4940.527	72381196	16926	285.3058439	NaN	39187	660.5388222	17.93852775	164741	100	NaN	20808	350.7411083	389649	18520	39600	16652	NaN	7059610	NaN	NaN	NaN	49228000	82.95925861	34737600	58.53996794	1356481	2.285948202	NaN	NaN	33515215.62	56.49348266	323.0600866	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	15000000	NaN	NaN	127.9	252	194	NaN	2123	315	202	2640	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4239	4.484	246609	65	14.91852192	NaN	411	94.33096167	16.14931238	543	NaN	NaN	323	74.13357815	20229	5074.5	401	1565	NaN	NaN	NaN	NaN	NaN	503619	10.88662556	640400	13.84339155	920	0.019887446	NaN	NaN	73455.66651	1.685923032	3.516748283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	12000000	NaN	NaN	79.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4382	18.901	255630	450	22.37207535	NaN	1066	52.99696073	12.67955064	NaN	NaN	NaN	561	27.89052061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	386775	1.922879877	275039	1.367376274	0	0	NaN	NaN	167006.3279	0.830284034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	0	NaN	NaN	2.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90772	1.054882918	25989	0.302024327	0	0	NaN	NaN	34593.80023	0.402022749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	23	NaN	NaN	NaN	NaN	395	17	412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.70000076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100000	7.26725701	38350	2.786993063	0	0	NaN	NaN	24724.32006	1.796779883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	7.2	NaN	NaN	NaN	NaN	0	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.99999973	NaN	NaN	NaN	NaN	27.94000053	NaN	NaN	NaN	3455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	11197	0.868303547	0	0	NaN	NaN	13191.76374	1.022993234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	0.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32000	5.771703861	8800	1.587218562	0	0	NaN	NaN	1780.814844	0.321197997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	3447.1	36	376	NaN	4932	1143	5290	11365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113247	80.854	7579225	1925	175.1984042	NaN	5656	514.7647659	19.97125143	NaN	NaN	NaN	3493	317.905468	NaN	327	1836	2383	NaN	1660510	NaN	NaN	NaN	9314260	84.11432365	6293806	56.83749808	0	0	NaN	NaN	1624458.098	14.78454371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	0	NaN	NaN	NaN	1.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7553	7.408242933	33544	32.90111227	563	0.55220982	NaN	NaN	15047.22829	14.75884055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19924	35.19022219	25330	44.73842241	0	0	NaN	NaN	24999.55845	44.16180899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	60000000	129400000	NaN	NaN	19	293	8	NaN	NaN	5258	2550	7808	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	664	56.26951266	NaN	1550	131.352025	21.17229205	NaN	NaN	NaN	807	68.38779626	NaN	NaN	NaN	NaN	NaN	360160	NaN	NaN	NaN	1577085	13.36472957	845968	7.169007091	0	0	NaN	NaN	400237.9649	3.39174627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70500	43.98223243	70000	43.6703017	NaN	NaN	NaN	NaN	49998.75231	31.19229426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
