Time required to build a warehouse (days)	Procedures to build a warehouse (number)	Investment in energy with private participation (current US$)	Investment in telecoms with private participation (current US$)	Investment in transport with private participation (current US$)	Investment in water and sanitation with private participation (current US$)	Scientific and technical journal articles	Patent applications, nonresidents	Patent applications, residents	Trademark applications, aggregate direct	Trademark applications, Madrid	Trademark applications, direct nonresident	Trademark applications, direct resident	Trademark applications, total	CPIA business regulatory environment rating (1=low to 6=high)	CPIA debt policy rating (1=low to 6=high)	CPIA economic management cluster average (1=low to 6=high)	CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)	CPIA quality of budgetary and financial management rating (1=low to 6=high)	CPIA financial sector rating (1=low to 6=high)	CPIA fiscal policy rating (1=low to 6=high)	CPIA gender equality rating (1=low to 6=high)	CPIA building human resources rating (1=low to 6=high)	IDA resource allocation index (1=low to 6=high)	CPIA macroeconomic management rating (1=low to 6=high)	CPIA quality of public administration rating (1=low to 6=high)	CPIA equity of public resource use rating (1=low to 6=high)	CPIA property rights and rule-based governance rating (1=low to 6=high)	CPIA social protection rating (1=low to 6=high)	CPIA public sector management and institutions cluster average (1=low to 6=high)	CPIA efficiency of revenue mobilization rating (1=low to 6=high)	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	CPIA structural policies cluster average (1=low to 6=high)	CPIA trade rating (1=low to 6=high)	CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)	Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)	Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)	Air transport, registered carrier departures worldwide	Air transport, freight (million ton-km)	Air transport, passengers carried	Road sector diesel fuel consumption (kt of oil equivalent)	Road sector diesel fuel consumption per capita (kg of oil equivalent)	Road density (km of road per 100 sq. km of land area)	Road sector energy consumption (kt of oil equivalent)	Road sector energy consumption per capita (kg of oil equivalent)	Road sector energy consumption (% of total energy consumption)	Roads, goods transported (million ton-km)	Roads, paved (% of total roads)	Roads, passengers carried (million passenger-km)	Road sector gasoline fuel consumption (kt of oil equivalent)	Road sector gasoline fuel consumption per capita (kg of oil equivalent)	Roads, total network (km)	Railways, goods transported (million ton-km)	Railways, passengers carried (million passenger-km)	Rail lines (total route-km)	Liner shipping connectivity index (maximum value in 2004 = 100)	Container port traffic (TEU: 20 foot equivalent units)	Motor vehicles (per 1,000 people)	Passenger cars (per 1,000 people)	Vehicles (per km of road)	Mobile cellular subscriptions	Mobile cellular subscriptions (per 100 people)	Telephone lines	Telephone lines (per 100 people)	Fixed broadband Internet subscribers	Fixed broadband Internet subscribers (per 100 people)	Secure Internet servers	Secure Internet servers (per 1 million people)	Internet users	Internet users (per 100 people)	Daily newspapers (per 1,000 people)	Lead time to export, median case (days)	Lead time to import, median case (days)	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	Logistics performance index: Overall (1=low to 5=high)	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	Income
155	17	212000000	360200000	282000000	1543000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.5	5.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.76	NaN	NaN	NaN	NaN	22399969	129.7080782	NaN	19.49286387	2011268	11.64634233	1165	67.45987513	9307203.264	53.8938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
311	33	1693660000	NaN	1012090000	586060000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.4	4.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	152.06	NaN	NaN	NaN	NaN	986253000	73.18776926	NaN	21.15778693	156487000	11.61257248	3260	2.425360642	516117519.1	38.39788704	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
147	11	NaN	252200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3.5	3.666666667	3	3	3	3.5	3	3	3.183333333	4	3	3	2.5	3	2.9	3.5	3	3.166666667	3.5	2.5	4	3.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.4	NaN	NaN	NaN	NaN	10486614	52.35359201	NaN	3.339754918	1100	0.005491663	21	1.048408411	1001518.1	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
46	8	684000000	2096100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	3.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.25	NaN	NaN	NaN	NaN	46200421	98.45142015	NaN	15.18680294	3256616	6.939730486	996	21.22439847	18958558.5	40.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
155	15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	2	2.5	2.5	2	3	2.5	2.5	3	2.65	3	2.5	2.5	2.5	3	2.4	2.5	2.7	3	3.5	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.14	NaN	NaN	NaN	NaN	216438	28.70747523	NaN	3.130210109	150	0.019895403	3	3.979080647	41466.865	5.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
122	17	NaN	23200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5	3.5	3.833333333	3.5	4	4	4	4.5	4.5	4.008333333	4	4	4	4	4.5	4	3.5	4.2	4	4.5	4.5	3.2	3.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.24	NaN	NaN	NaN	NaN	396429	79.19314402	NaN	14.88318667	21710	4.336925797	8	15.98130188	160187.2	32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
188	20	NaN	170000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.9	2.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.69	NaN	NaN	NaN	NaN	4358127	92.20475714	NaN	31.5364085	410164	8.677826968	526	111.2856561	1990833.39	42.12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.55	NaN	NaN	NaN	NaN	1315141	11.68633507	NaN	10.60467856	4421	0.03928498	NaN	NaN	2614226.38	23.23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.03	NaN	NaN	NaN	NaN	95120	167.6743817	NaN	65.62604664	18816	33.16822084	141	2485.501243	39407.33593	69.46594499	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
677	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.9	5.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.12	NaN	NaN	NaN	NaN	1090944	97.70546068	NaN	36.27414103	201809	18.0741095	1252	1121.297122	644034.1152	57.68	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
120	33	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.4	4.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.44	NaN	NaN	NaN	NaN	12810000	121.6028451	NaN	20.90315885	1650000	15.66312993	4083	387.1610089	7686873.602	72.8889968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
97	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.7	6.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.32	NaN	NaN	NaN	NaN	108700000	132.2987788	NaN	63.04578419	26679420	32.47152424	83639	1023.407484	68194884.96	83.44331664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
165	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	3.5	3.833333333	3.5	3.5	3.5	4	3.5	4.5	3.791666667	4	3.5	3.5	4	3.5	3.8	4	3.7	3.833333333	4	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.08	NaN	NaN	NaN	NaN	111000	164.0192095	NaN	NaN	NaN	NaN	31	458.0716661	34726.41113	51.3135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
67	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.7	6.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.41	NaN	NaN	NaN	NaN	7047000	126.4581629	NaN	45.12815755	2129552	38.21473447	12155	2180.660208	5015334.6	89.97729817	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
216	14	202700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.4	4.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.87	NaN	NaN	NaN	NaN	8770780	87.21780167	NaN	10.3837232	401541	3.992977056	204	20.28603105	3569944.255	35.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
281	19	NaN	214000000	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.8	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.06	NaN	NaN	NaN	NaN	35615926	98.9875902	NaN	8.502833767	1000000	2.779306937	34	0.944964359	5037227.02	14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
128	16	NaN	326600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5	3.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.48	NaN	NaN	NaN	NaN	15332715	104.5455987	NaN	15.07295588	618920	4.220085088	289	19.70536726	4605141.27	31.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
218	22	NaN	980000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.1	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.15	NaN	NaN	NaN	NaN	83425145	101.0763385	NaN	10.55806521	1820446	2.205618175	248	3.004721411	29399597.47	35.62	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	1.5	1.833333333	2	2	1	2	3.5	3.5	2.158333333	2	3	2.5	2.5	2	2.6	3.5	2.7	1.5	1.5	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.02	NaN	NaN	NaN	NaN	241939	4.467709888	NaN	1.071320412	141	0.002603743	NaN	NaN	335747.36	6.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
182	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.5	5.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.58	NaN	NaN	NaN	NaN	53066828	114.2330168	NaN	42.33629847	10925764	23.51908017	13164	284.7193684	31403509.02	67.92150756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
148	13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.2	5.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.84	NaN	NaN	NaN	NaN	1863120	138.983109	NaN	35.10115722	363867	27.14337612	714	532.8358209	1025510.805	76.53065709	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
128	9	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5	4	3.666666667	3.5	3.5	3	4	3	4.5	3.458333333	3	3.5	4	3	3.5	3.3	3.5	3.7	3.166666667	3	3	3.5	3.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14126659	16.67172011	NaN	0.978362212	27043	0.031915071	15	0.177024024	932076.882	1.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
66	16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	6.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.273	NaN	NaN	NaN	NaN	8940000	166.0238042	NaN	20.05656695	1588700	29.5035814	8009	1486.727306	4812368.949	89.33300444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
184	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.9	5.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.84	NaN	NaN	NaN	NaN	66300000	105.0282155	NaN	55.92000012	22800000	36.11830036	23171	354.0987306	50235586.45	76.76991667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.20386	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62	1268.853734	39448.1616	80.7321728	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
201	13	NaN	30300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.97	NaN	NaN	NaN	NaN	1800000	117.3202491	NaN	1.955337485	4500	0.293300623	13	8.473129101	122740.96	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
99	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.9	5.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.46	NaN	NaN	NaN	NaN	81612000	130.7519369	NaN	53.23833338	20438000	32.74405831	99758	1592.53524	51182293.42	81.70733772	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
74	9	260500000	30200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.5	5	4.666666667	3	4	3.5	4.5	4.5	4.5	4.416666667	4.5	3.5	4.5	3.5	4.5	3.8	4.5	4.2	5	6	3.5	4.9	4.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.79	NaN	NaN	NaN	NaN	4430613	102.346648	NaN	31.00953887	329190	7.604250933	84	18.72492198	1582691.906	35.28069339	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
218	16	500000000	305500000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.5	4	3.833333333	3.5	3.5	4	3.5	4	4.5	3.9	4	3.5	3.5	3.5	4	3.7	4	3.9	4.166666667	4	4	3.6	4.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.01	NaN	NaN	NaN	NaN	21165843	84.77929582	NaN	1.140443397	62646	0.250927108	55	2.203012311	3522676.638	14.11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
287	29	NaN	76400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	2.5	2.833333333	2.5	3	2.5	3	3	3.5	2.858333333	3	3	3	2	3	2.6	3	3	3	4	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.208	NaN	NaN	NaN	NaN	4500000	44.02352304	NaN	0.176094092	600	0.005869803	5	0.489150256	132883.504	1.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
143	14	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5	3	3.5	3.5	3.5	3.5	3.5	3.5	4	3.466666667	4	3.5	4	3	2.5	3.2	3.5	3.5	3.666666667	4	2.5	5.2	4.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1581000	89.01510779	NaN	2.764479312	352	0.01981867	5	2.815152049	193067.7244	10.8703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
170	12	NaN	12800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	2.5	3	3	2.5	2.5	3	2.5	2.5	2.825	3.5	2.5	3	2.5	2.5	2.6	3	2.7	3	4	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.07	NaN	NaN	NaN	NaN	401880	25.97699767	NaN	NaN	NaN	NaN	1	0.646386923	41337.46992	2.672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
166	15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.68	NaN	NaN	NaN	NaN	426000	59.14916837	NaN	NaN	NaN	NaN	2	2.776956262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
169	14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	4.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.15	NaN	NaN	NaN	NaN	12127985	106.4789464	NaN	49.90942518	2464282	21.63542838	1745	154.3701345	6036716.43	53.40336545	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
123	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	3	3.333333333	4	4	3.5	3	4	4.5	3.733333333	4	3.5	3.5	3.5	3.5	3.7	3.5	3.9	4	4.5	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.93	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	76.27037849	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.3	NaN	NaN	NaN	NaN	58742	102.5237364	NaN	34.72493717	11648	20.32951689	85	1497.955731	36669.44	64.62258565	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
165	19	NaN	95800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.2	4.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.88	NaN	NaN	NaN	NaN	20715677	140.3756415	NaN	11.02057447	NaN	NaN	204	13.82365194	1730649.477	11.7274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.76	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44	241.6108857	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
