Time required to build a warehouse (days)	Procedures to build a warehouse (number)	Investment in energy with private participation (current US$)	Investment in telecoms with private participation (current US$)	Investment in transport with private participation (current US$)	Investment in water and sanitation with private participation (current US$)	Scientific and technical journal articles	Patent applications, nonresidents	Patent applications, residents	Trademark applications, aggregate direct	Trademark applications, Madrid	Trademark applications, direct nonresident	Trademark applications, direct resident	Trademark applications, total	CPIA business regulatory environment rating (1=low to 6=high)	CPIA debt policy rating (1=low to 6=high)	CPIA economic management cluster average (1=low to 6=high)	CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)	CPIA quality of budgetary and financial management rating (1=low to 6=high)	CPIA financial sector rating (1=low to 6=high)	CPIA fiscal policy rating (1=low to 6=high)	CPIA gender equality rating (1=low to 6=high)	CPIA building human resources rating (1=low to 6=high)	IDA resource allocation index (1=low to 6=high)	CPIA macroeconomic management rating (1=low to 6=high)	CPIA quality of public administration rating (1=low to 6=high)	CPIA equity of public resource use rating (1=low to 6=high)	CPIA property rights and rule-based governance rating (1=low to 6=high)	CPIA social protection rating (1=low to 6=high)	CPIA public sector management and institutions cluster average (1=low to 6=high)	CPIA efficiency of revenue mobilization rating (1=low to 6=high)	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	CPIA structural policies cluster average (1=low to 6=high)	CPIA trade rating (1=low to 6=high)	CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)	Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)	Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)	Air transport, registered carrier departures worldwide	Air transport, freight (million ton-km)	Air transport, passengers carried	Road sector diesel fuel consumption (kt of oil equivalent)	Road sector diesel fuel consumption per capita (kg of oil equivalent)	Road density (km of road per 100 sq. km of land area)	Road sector energy consumption (kt of oil equivalent)	Road sector energy consumption per capita (kg of oil equivalent)	Road sector energy consumption (% of total energy consumption)	Roads, goods transported (million ton-km)	Roads, paved (% of total roads)	Roads, passengers carried (million passenger-km)	Road sector gasoline fuel consumption (kt of oil equivalent)	Road sector gasoline fuel consumption per capita (kg of oil equivalent)	Roads, total network (km)	Railways, goods transported (million ton-km)	Railways, passengers carried (million passenger-km)	Rail lines (total route-km)	Liner shipping connectivity index (maximum value in 2004 = 100)	Container port traffic (TEU: 20 foot equivalent units)	Motor vehicles (per 1,000 people)	Passenger cars (per 1,000 people)	Vehicles (per km of road)	Mobile cellular subscriptions	Mobile cellular subscriptions (per 100 people)	Telephone lines	Telephone lines (per 100 people)	Fixed broadband Internet subscribers	Fixed broadband Internet subscribers (per 100 people)	Secure Internet servers	Secure Internet servers (per 1 million people)	Internet users	Internet users (per 100 people)	Daily newspapers (per 1,000 people)	Lead time to export, median case (days)	Lead time to import, median case (days)	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	Logistics performance index: Overall (1=low to 5=high)	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	Income
NaN	NaN	NaN	0	NaN	NaN	2.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	137955	18.61929345	92332	12.46172015	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	8995	107	NaN	NaN	12995	7374	20369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87070	5780.75	13024791	2079	308.878588	177	2512	373.2097225	18.45984352	NaN	100	NaN	338	50.21691329	1934	NaN	NaN	NaN	NaN	NaN	72	52	252	7349202	107.7242891	3806444	55.79469361	1267966	18.58579148	768	114.1023355	3561208.583	52.9091428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	358800000	60000000	NaN	NaN	5.9	NaN	NaN	NaN	NaN	3811	1959	5770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	407	61.57955026	NaN	762	115.291443	20.89499115	NaN	NaN	NaN	319	48.26505291	NaN	NaN	NaN	NaN	NaN	470567	NaN	NaN	NaN	379362	5.739789029	334400	5.059508995	0	0	16	2.420817701	317248.176	4.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	798.3	699	387	NaN	5066	855	1176	7097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19751	3.906	1582000	811	182.6576577	51	1616	363.963964	18.33863955	8241	NaN	3716	739	166.4414414	28588.30078	2487	1163	2726	NaN	42326	356	291	55	2537300	56.93370285	1871300	41.98953145	3400	0.076291566	107	24.0990991	1013873.543	22.8349897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	5520000	NaN	NaN	NaN	3.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	113	12.45124319	5.09478096	NaN	NaN	NaN	106	11.67992724	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	320000	3.526015771	140000	1.5426319	0	0	3	0.330563979	149504.3428	1.647358346	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	2450.7	4054	756	NaN	8024	1291	4386	13701	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40233	28.37	2260849	1799	177.5991673	172	3372	332.8873774	12.90179408	12505	43.90000153	NaN	1424	140.5787739	159568	7568	7300	7730	NaN	NaN	316	274	20	7944586	78.39139384	3602912	35.55091399	264311	2.608028625	139	13.72222582	2192095.162	21.6405934	209.092011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	829000000	939500000	0	0	156.6	3099	201	NaN	NaN	8023	28317	36340	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	155609	424.362	12221066	8765	39.51059424	19	20634	93.01330308	12.36642231	NaN	58.32649602	NaN	10800	48.68390391	370516	NaN	NaN	NaN	NaN	5176982	NaN	NaN	NaN	18495251	8.337231689	8058139	3.632422822	61600	0.027767856	60	0.270466133	5295346.418	2.38701978	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	913170000	2079700000	579140000	NaN	12462.2	9188	3425	NaN	NaN	15450	76801	92251	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	263870	579.85	19455085	19872	17.9693075	NaN	29694	26.85087645	6.066234108	NaN	NaN	NaN	7897	7.140882714	NaN	353194	515044	63122	NaN	3916814	12	8	NaN	33690000	3.04642698	42000000	3.797860884	140362	0.01269227	281	0.254094978	18650651.23	1.686489971	67.95296727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	1681.1	77	862	NaN	3757	1142	1285	6184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	231296	121.788	28863657	1913	478.66632	137	3614	904.2865032	25.20637809	15900	100	NaN	1583	396.0945032	96602	398	1601	1919	NaN	869607	447	382	20	3500000	87.27078329	1955000	48.74696609	41800	1.042262498	784	196.1706194	1376004.609	34.43006076	193.2555321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	0	NaN	NaN	1789.8	355	1287	NaN	NaN	1280	7468	8748	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	138537	157.374	16301238	12788	187.8883563	10	29613	435.0905454	20.24766519	NaN	67.36000061	NaN	15007	220.4911294	179388	18048	9314	6152	NaN	1090212	NaN	NaN	NaN	3449876	5.068748288	15340805	22.53955768	18700	0.027475072	1	0.014692552	4719208.688	6.933721953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	420000000	NaN	NaN	25.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3720	141.7987005	NaN	6939	264.500318	21.84874791	NaN	NaN	NaN	2889	110.1227005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80000	0.308701739	1183300	4.566084592	NaN	NaN	NaN	NaN	155489.892	0.592695286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	195	748	57	NaN	2293	555	458	3306	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9750	75.356	1133775	50	172.6990443	13	203	701.1581198	6.201667852	800	NaN	4330	145	500.8272284	12988	NaN	NaN	NaN	NaN	NaN	656	576	15	279670	96.52980078	192552	66.46049344	41571	14.34848338	184	635.532483	240876.5336	83.19829429	580.4634962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	6524.2	4569	1329	NaN	NaN	5127	2196	7323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46334	1394.397	3677879	1189	177.7359224	78	3375	504.5069286	16.99629148	NaN	100	NaN	2005	299.7144864	17253	1125	1278	615	NaN	1548080	285	231	110	6618367	104.1916964	2913000	45.85880651	633100	9.966773225	562	84.00974633	1244593.134	18.60461806	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	23764.5	NaN	NaN	NaN	8668	6750	38743	54161	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	385911	1373.956	36345771	20107	349.051634	161	38333	665.4496586	21.36462688	NaN	100	NaN	15398	267.3047725	484688	22457	45221	15965	NaN	8473220	NaN	NaN	NaN	56770000	98.10879697	26596000	45.96268389	2250000	3.888405728	1430	24.82438139	16803802.01	29.17090839	135.1621409	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	149100000	175000000	NaN	47.2	0	0	NaN	NaN	1012	360	1372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23976	48.859	1838047	0	0	191	550	209.4679514	14.6566923	NaN	73.25	NaN	514	195.7573219	20975	NaN	NaN	NaN	NaN	1137798	NaN	120	NaN	1576360	59.56915189	458675	17.33289397	9000	0.340101479	12	4.570209849	206408.982	7.86110302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	81700000	NaN	169000000	250.7	157	25	NaN	NaN	2386	2690	5076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15354	190.326	1353444	559	108.2494191	8	1265	244.9651433	24.48674619	NaN	100	NaN	669	129.5507359	7364	NaN	NaN	NaN	NaN	NaN	100	67	72	1325313	26.00289594	622572	12.21498237	4996	0.098022481	9	1.742835012	431494.4971	8.355819076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	57228.2	54909	358184	NaN	5402	11034	106957	123393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	639866	8279.576	103988547	26705	209.0934716	313	76230	596.8618362	15.0590552	321862	78.2198	954187	44510	348.5021688	1182593	22600	241160	20067	NaN	15055696	581	433	NaN	86655000	68.67344329	60219000	47.72310982	14917165	11.82174236	11878	93.00176952	61117628.08	47.85357434	551.6176539	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	0	139000000	NaN	NaN	119	102	1696	NaN	2421	864	2875	6160	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19560	20.796	1009731	302	20.25619526	3	2555	171.3727778	5.950678125	40158	93.97000122	80824	2128	142.7323957	88992	147672	10686	13770	NaN	NaN	96	77	16	1330730	8.895805836	2228400	14.896646	998	0.006671537	3	0.201220483	299243.4831	2.007130604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	108000000	NaN	NaN	239.4	73	22	NaN	1073	705	750	2528	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27057	141.539	1678160	399	11.80288263	NaN	734	21.71257106	4.895575507	NaN	NaN	NaN	300	8.874347843	NaN	NaN	NaN	NaN	NaN	NaN	17	9	NaN	1590785	4.705726478	328358	0.971321036	0	0	4	0.118324638	994519.1173	2.941902861	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	4700000	NaN	0	11.4	1	179	NaN	1665	296	76	2037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4810	4.849	205604	0	0	NaN	234	46.39819166	8.705033295	797.2000122	NaN	5273.699707	223	44.21708009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37	NaN	138279	2.760970284	396168	7.910153208	139	0.002775366	1	0.19828287	195764.6172	3.881677021	2.634752404	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	17000000	NaN	NaN	12.7	NaN	NaN	NaN	NaN	1556	298	1854	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4512	3.265	164515	201	15.43284406	NaN	357	27.41057377	8.041931577	NaN	NaN	NaN	139	10.6724643	NaN	NaN	45	NaN	NaN	NaN	NaN	NaN	NaN	498388	3.826638947	31379	0.240928962	419	0.003217095	1	0.076780319	33937.10811	0.260570198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	526	0.592502478	4400	4.956294494	NaN	NaN	NaN	NaN	2663.28	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	13400.9	28338	90313	NaN	1694	16549	92368	110611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	240942	6935.935	33372577	13892	290.2693328	98	25817	539.438768	12.74051648	NaN	76.88999939	NaN	7091	148.1643996	97252	11057	28562	3140	NaN	13049534	303	215	149	33591758	72.04691783	25127610	53.89318573	11173663	23.96504464	688	14.37556155	30539268.24	63.81092007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	230.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17833	219.483	2185990	351	165.0377612	31	2377	1117.648884	10.80399298	NaN	84.40000153	NaN	1882	884.9033236	5536	NaN	NaN	NaN	NaN	NaN	397	330	172	1420000	66.76741336	486904	22.89388777	13000	0.611250967	38	17.86733597	476462.5571	22.40293838	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	6100000	NaN	NaN	8.6	NaN	NaN	NaN	NaN	970	54	1024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7068	1.911	218652	NaN	NaN	13	NaN	NaN	NaN	242.3	14.40999985	1723.5	NaN	NaN	31210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112275	2.011365762	69760	1.24972501	25	0.000447866	NaN	NaN	18639.08737	0.333912466	2.653070485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	0	NaN	NaN	210.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10819	75.056	935213	21	5.336150821	NaN	1371	348.3744179	26.28484179	NaN	NaN	NaN	1260	320.1690493	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	795460	20.2128311	700000	17.7871694	70000	1.77871694	16	4.065638721	314833.68	8	54.88139365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	NaN	665	NaN	NaN	665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47250	1.555600623	NaN	NaN	0	0	NaN	NaN	967.9908421	0.031868935	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	24.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6414	0.283	626532	1595	287.8509571	NaN	3178	573.5362643	18.35331388	NaN	NaN	NaN	1428	257.7123302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	127000	2.291979408	750000	13.53531146	0	0	NaN	NaN	155954.1867	2.814517987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	6400000	15000000	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99000	61.09037055	49000	30.23664805	1400	0.86390423	5	31.12937368	34003.14737	21.16993361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	11.7	NaN	NaN	NaN	3328	NaN	NaN	3328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25000	73.51643828	19900	58.51908487	1500	4.410986297	30	882.1972593	19998.82381	58.80969184	513.6175424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	6780000	90000000	NaN	NaN	141.5	189	95	NaN	NaN	2139	3623	5762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12603	238.009	1957606	1247	65.03937829	148	1678	87.5189068	19.32731944	NaN	81	NaN	338	17.62895739	97286	126.5	4627.1	NaN	NaN	1959354	NaN	NaN	NaN	1393403	7.193668429	939013	4.847806537	3417	0.017640815	23	1.199603609	282524.8461	1.473555761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	12000000	NaN	NaN	2.6	NaN	NaN	NaN	668	NaN	NaN	668	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	125950	6.207564801	35101	1.729985963	0	0	NaN	NaN	31093.98802	1.53249659	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	253700000	113900000	NaN	NaN	307.9	49	64	NaN	5853	917	1795	8565	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9839	1.265	329271	532	154.0151786	121	1089	315.2679126	11.99712862	11462.2002	NaN	28899	356	103.0627887	78893	11457	432	1774	NaN	NaN	401	364	18	2102207	60.98356043	824219	23.91001894	66790	1.937531366	29	8.395564247	893161.747	25.85723045	88.01858582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	38.4	8	16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40831	4347.781	853903	1310	2900.604477	202	1931	4275.623851	50.51333424	9493	100	NaN	566	1253.23827	5225	NaN	NaN	NaN	NaN	NaN	718	638	62	539000	120.7599588	245000	54.89089035	15351	3.439306358	111	245.7764099	243478.47	53.91104887	256.6747424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	132.6	24	91	NaN	5838	914	1278	8030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10360	0.465	339747	438	188.3593897	108	828	356.0766545	19.57071587	2323.699951	100	NaN	340	146.2150514	69919	17604	762	2270	NaN	NaN	329	279	11	1219550	52.24646296	653853	28.01156701	19533	0.836808791	53	22.79234624	629773.905	27.08306585	147.2312161	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2040	NaN	NaN	NaN	2040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14355	45.973	1211797	NaN	NaN	1224	NaN	NaN	NaN	NaN	100	NaN	NaN	NaN	345.2000122	NaN	NaN	NaN	NaN	NaN	138	125	181	364031	79.23087303	174621	38.00603322	27774	6.044974927	12	26.11784371	118273.7332	25.74212398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
