Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	-5470	NaN	NaN	7063	11.75227541	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.472	6.369	NaN	NaN	74.839	72.22014634	69.726	2.392	NaN	NaN	NaN	NaN	NaN	26.51292035	66.63172432	6.85535533	50.07866151	10.28842552	39.79023598	0.198202915	NaN	NaN	60099	51.25542854	NaN	NaN	NaN	29765.83272	0.228897336	49.528	0.168091741	30333.16728	50.472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	25792	69.09558508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.310953358	NaN	NaN	37328	NaN	NaN	NaN	NaN	2962.35008	-7.135258174	7.936	5.361815372	34365.64992	92.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	-1117461	NaN	NaN	59021	0.385677757	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.573	24.729	NaN	173	39.01	39.20412195	39.389	7.742	NaN	NaN	NaN	NaN	NaN	45.50402027	52.19320769	2.302772032	91.59581182	4.41201477	87.18379705	2.530714445	NaN	NaN	15303190	48.10583933	NaN	NaN	NaN	12904414.97	1.932317353	84.325	5.605339508	2398775.033	15.675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.49134392	NaN	0
NaN	13955	NaN	NaN	89891	1.176827145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.59	24.364	NaN	169.6	41.661	40.16180488	38.734	7.2	NaN	NaN	NaN	NaN	NaN	46.48293757	50.81959358	2.697468848	96.7744977	5.307930777	91.46656692	3.167955957	NaN	NaN	7638420	50.81700142	NaN	NaN	NaN	5782436.708	1.811318034	75.702	7.516650065	1855983.292	24.298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	-5549	NaN	NaN	59730	2.235989967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.395	6.224	NaN	NaN	72.087	69.67404878	67.376	4.037	NaN	NaN	NaN	NaN	NaN	35.85482724	58.92928537	5.215887396	69.69491379	8.851095619	60.84381817	2.071623284	NaN	NaN	2671300	48.3959121	NaN	NaN	NaN	1769415.694	1.755086234	66.238	2.695566836	901884.306	33.762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	387827	NaN	NaN	718479	70.70057113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.677	4.075	NaN	34.6	70.467	68.68404878	66.986	5.423	NaN	NaN	NaN	NaN	NaN	28.25310855	70.42031906	1.326572383	42.00446878	1.883792066	40.12067672	9.145510114	NaN	NaN	1016228	30.43273754	NaN	NaN	NaN	196030.3812	8.01660305	19.29	9.417220754	820197.6188	80.71	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.45156521	NaN	3
NaN	-220000	NaN	NaN	1920798	6.828037641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.622	8.666	NaN	38.1	72.972	69.46960976	66.134	3.325	NaN	NaN	NaN	NaN	NaN	30.4684825	61.48706553	8.044451965	62.63583102	13.0831613	49.55266972	1.501498907	NaN	NaN	28131040	50.68020592	NaN	NaN	NaN	4814064.875	-0.715317867	17.113	1.965371887	23316975.12	82.887	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.11841999	52.14217338	2
NaN	18077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.167	5.478	NaN	58.7	73.868	70.68009756	67.644	2.385	NaN	NaN	NaN	NaN	NaN	30.40669858	63.62717671	5.966124708	57.1655465	9.376692501	47.78885399	1.684949897	NaN	NaN	3096298	51.25520864	NaN	NaN	NaN	1051193.171	0.258355466	33.95	2.426221957	2045104.829	66.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	13594	41.7942569	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.487171613	NaN	NaN	32526	NaN	NaN	NaN	NaN	8349.4242	0.95936197	25.67	3.020273112	24176.5758	74.33	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	9120	12.98627328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.5	5.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.422016498	NaN	NaN	70228	NaN	NaN	NaN	NaN	45916.47096	-0.544605058	65.382	-0.19007634	24311.52904	34.618	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.2077548	NaN	2
