Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.329	6.518	NaN	NaN	75.164	72.67319512	70.301	2.364	NaN	NaN	NaN	NaN	NaN	25.31418605	67.60664396	7.079169995	47.91445655	10.47111583	37.44334073	1.274654921	NaN	NaN	61347	51.27711943	NaN	NaN	NaN	30402.83704	1.305733949	49.5588	1.244128983	30944.16296	50.4412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.369951352	NaN	NaN	41390	NaN	NaN	NaN	NaN	2772.3022	-3.469192001	6.698	6.035598889	38617.6978	93.302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.708	24.162	NaN	166.1	39.658	39.83982927	40.013	7.785	NaN	NaN	NaN	NaN	NaN	45.72135916	51.98343142	2.295209418	92.36898616	4.415271088	87.95371507	2.317678243	NaN	NaN	16020767	48.10902905	NaN	NaN	NaN	13429920.6	1.995345821	83.8282	3.839153909	2590846.398	16.1718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.75	24.175	NaN	164.7	41.941	40.41004878	38.952	7.203	NaN	NaN	NaN	NaN	NaN	46.65057817	50.66430072	2.685121119	97.37763788	5.299828639	92.07780924	3.584148229	NaN	NaN	8191774	50.77845184	NaN	NaN	NaN	6003423.494	1.949249181	73.286	8.211553624	2188350.506	26.714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.854	6.038	NaN	NaN	72.903	70.3512439	67.921	3.942	NaN	NaN	NaN	NaN	NaN	35.1450105	59.55997137	5.295018131	67.89799877	8.890229476	59.00776929	1.910529504	NaN	NaN	2777592	48.31137907	NaN	NaN	NaN	1825144.593	1.509263506	65.7096	2.683991055	952447.4072	34.2904	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.177	3.754	NaN	30.4	71.191	69.49614634	67.882	5.274	NaN	NaN	NaN	NaN	NaN	29.89650369	68.78616063	1.317335674	45.37808054	1.915117318	43.46296322	5.796983488	NaN	NaN	1157336	32.44433769	NaN	NaN	NaN	227444.3001	6.723285237	19.6524	5.571717287	929891.6999	80.3476	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.52843093	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.629	8.522	NaN	33.3	73.521	69.99043902	66.628	3.213	NaN	NaN	NaN	NaN	NaN	30.77267521	61.00823901	8.219085785	63.9122873	13.47209151	50.44019579	1.52705882	NaN	NaN	29001060	50.77114078	NaN	NaN	NaN	4713426.278	-1.085476437	16.2526	2.04207032	24287633.72	83.7474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.37467251	24.56034512	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.515	5.581	NaN	54.4	73.592	70.53521951	67.624	2.381	NaN	NaN	NaN	NaN	NaN	29.99367342	64.23999649	5.766330084	55.66626006	8.976230385	46.69002967	1.482714161	NaN	NaN	3192877	51.17890431	NaN	NaN	NaN	1070699.373	0.864363894	33.534	1.796146804	2122177.627	66.466	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.62856907	NaN	NaN	34797	NaN	NaN	NaN	NaN	8454.696684	0.842719846	24.2972	4.539408227	26342.30332	75.7028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.2	NaN	74.22	72.24804878	70.37	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.207740659	NaN	NaN	68803	NaN	NaN	NaN	NaN	44873.86702	-1.331244569	65.2208	-0.975723997	23929.13298	34.7792	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.9824923	NaN	2
