Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.9382	NaN	NaN	81.0388	NaN	12.28	7.129	NaN	NaN	76.846	74.37414634	72.02	1.755	86.5090315	77.4836436	NaN	NaN	NaN	21.09511153	70.16385781	8.741030659	42.52352011	12.45802459	30.06549552	1.683830718	NaN	NaN	102711	52.64187867	NaN	NaN	NaN	54811.31431	1.617516601	53.3646	1.759767544	47899.68569	46.6354	NaN	694000	NaN	1064100000	21.38565472	100000	23000000	1064000000	218000000	241000000	5.048579367	NaN	81.68483213	3
NaN	NaN	NaN	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.6	3.3	NaN	3.3	NaN	NaN	NaN	1.24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.517849569	NaN	NaN	79874	NaN	NaN	NaN	NaN	8147.627244	7.498382116	10.2006	1.967470156	71726.37276	89.7994	NaN	2227000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	35	2107519	NaN	NaN	NaN	NaN	NaN	NaN	127.1892	NaN	NaN	389.3126	NaN	46.024	17.255	18.6	82.3	47.021	46.89909756	46.783	6.843	34.648219	32.6710903	NaN	NaN	NaN	47.52613	50.26390719	2.209962811	98.94991373	4.396719105	94.55319463	2.831299368	NaN	NaN	30751661	48.24179859	NaN	NaN	NaN	23939122.53	2.44393088	77.8466	4.024619178	6812538.468	22.1534	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.72088134	171.1647879	0
NaN	NaN	13090	206501	NaN	NaN	NaN	NaN	NaN	NaN	177.0726	NaN	NaN	354.6716	NaN	45.325	15.861	NaN	105.9	50.429	49.00714634	47.653	6.066	42.3573431	35.792671	NaN	NaN	NaN	47.50101791	50.0402872	2.458694892	99.83898094	4.913430817	94.92555013	3.112815744	NaN	NaN	17010366	50.54254565	NaN	NaN	NaN	7683548.301	1.167711954	45.1698	4.744136097	9326817.699	54.8302	NaN	121000	NaN	91000000	0.272892459	16000000	245000000	75000000	148000000	393000000	2.412698166	97.24887715	254.1643829	2
NaN	NaN	56	14079	NaN	NaN	NaN	NaN	NaN	NaN	17.7554	32.4775353	91.73392557	48.9826	NaN	13.283	5.862	NaN	16.7	79.559	76.30963415	73.215	1.692	89.8883937	81.2197827	NaN	NaN	NaN	25.5170666	65.81571023	8.667223172	51.93940724	13.16892751	38.77047973	0.470183247	NaN	NaN	3156607	50.0226034	NaN	NaN	NaN	1644352.345	-1.626230828	52.0924	2.800731883	1512254.655	47.9076	NaN	937000	2616000	1057000000	46.01960497	45000000	24000000	1012000000	965000000	989000000	21.97584346	42.22254237	216.0788885	1
NaN	NaN	174	265	NaN	NaN	NaN	NaN	NaN	NaN	26.342	86.01134216	91.21612231	71.4424	NaN	14.638	1.452	NaN	7.4	76.784	75.85180488	74.964	1.989	88.2846772	85.3892255	NaN	NaN	NaN	18.59859722	80.68958773	0.711815058	23.93172752	0.882164698	23.04956282	13.61176488	NaN	NaN	4662728	31.20947651	NaN	NaN	NaN	810475.381	11.58436058	17.382	14.04359476	3852252.619	82.618	NaN	NaN	NaN	4972000000	NaN	NaN	NaN	NaN	NaN	8827000000	NaN	110.5979734	232.197079	3
NaN	NaN	3158	894	NaN	NaN	NaN	NaN	NaN	NaN	57.6602	96.92589796	96.86069977	78.8464	NaN	17.563	7.731	NaN	14.9	78.798	74.93143902	71.249	2.269	86.5912923	73.6373568	NaN	32.6	NaN	25.99964391	63.74931113	10.25104496	56.86444015	16.08024429	40.78419586	0.881997595	897.9124305	208.8722666	39023850	51.08123889	NaN	NaN	NaN	3287603.267	-1.387706588	8.4246	1.093413009	35736246.73	91.5754	NaN	4173000	3892000	3899000000	7.145079754	555000000	939000000	3344000000	3099000000	4038000000	9.822100309	37.69767868	125.8062632	2
NaN	NaN	113714	14917	NaN	NaN	NaN	NaN	NaN	NaN	36.144	NaN	NaN	82.9618	NaN	14.96	8.498	NaN	19.9	76.527	73.13421951	69.903	1.728	84.0868476	71.0941166	NaN	NaN	NaN	21.3495982	66.59546876	12.05493303	50.16036655	18.10173163	32.05863492	0.12679689	NaN	NaN	3069844	53.3697282	NaN	NaN	NaN	1100219.81	0.192667529	35.8396	0.09002084	1969624.19	64.1604	NaN	382000	329000	307000000	20.32862532	36000000	35000000	271000000	286000000	321000000	12.65556385	49.75677069	186.7246332	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.6	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.705459148	NaN	NaN	64045	NaN	NaN	NaN	NaN	5365.6901	-2.261132803	8.378	2.076143807	58679.3099	91.622	NaN	25000	41000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.91823601	2
NaN	NaN	NaN	19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	249	NaN	NaN	NaN	NaN	8.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.227009259	NaN	NaN	84952	NaN	NaN	NaN	NaN	59056.25174	1.443304646	69.5172	0.735482347	25895.74826	30.4828	NaN	254000	NaN	327000000	59.65304633	NaN	NaN	327000000	45000000	45000000	5.498445201	60.05453356	127.6507191	2
NaN	NaN	68948	29	NaN	NaN	NaN	NaN	NaN	NaN	16.5352	96.26239512	NaN	47.13052924	NaN	12.9	6.4	NaN	4.6	83.5	81.04146341	78.7	1.883	92.777453	87.5077346	NaN	NaN	NaN	19.5514005	67.46061351	12.987986	48.2346436	19.25269475	28.98194884	1.475227945	4203.613572	1007.096168	20697900	50.30940074	NaN	NaN	NaN	2410311.851	0.002256447	11.6452	1.670994556	18287588.15	88.3548	NaN	5532000	4941000	20924000000	13.24295057	3084000000	4965000000	17840000000	11679000000	16644000000	9.982727072	35.03448071	162.5513883	3
NaN	NaN	25486	34	NaN	NaN	NaN	NaN	NaN	NaN	12.9254	NaN	NaN	51.5819192	NaN	9.4	9	NaN	3.9	82.7	79.83170732	77.1	1.41	92.41926	84.1098256	NaN	NaN	NaN	15.73249458	67.81375495	16.45375047	47.46270881	24.26314614	23.19956267	0.494797775	3529.308099	1791.52996	8268641	51.35652337	NaN	NaN	NaN	2751969.098	-0.056531002	33.282	0.770966413	5516671.902	66.718	NaN	20269000	10042000	18886000000	10.52458063	2376000000	2093000000	16510000000	9626000000	11719000000	7.018128973	84.30821744	149.0507215	3
NaN	NaN	2618	126068	NaN	NaN	NaN	NaN	53.8	NaN	33.7992	NaN	NaN	97.4814	NaN	17.8	6.2	51.1	46	72.305	69.36141463	66.558	2.3	77.8657695	67.5487496	1.8	24.7	6.3	23.36442337	69.80951001	6.826066626	43.24695874	9.778132843	33.4688259	1.098586574	NaN	NaN	8484550	50.80754752	91.7	95.5	94	4022406.371	0.672568561	47.4086	1.48418284	4462143.629	52.5914	22.7	682000	1836000	201000000	1.440395262	84000000	55000000	117000000	201000000	256000000	3.14783061	87.14009667	330.6528806	2
NaN	NaN	13176	396541	NaN	NaN	NaN	NaN	NaN	NaN	20.7062	NaN	NaN	409.9808	NaN	34.643	15.174	9.1	92.5	49.404	48.13887805	46.934	4.88	44.8817665	40.091814	NaN	NaN	NaN	40.80790564	56.33197103	2.860123331	77.51908582	5.07726479	72.44182103	3.028103488	NaN	NaN	7474363	51.12279133	NaN	NaN	NaN	6754701.433	2.748098045	90.3716	5.695152757	719661.5671	9.6284	NaN	201000	NaN	1600000	1.717316894	300000	1000000	1300000	125000000	126000000	28.19212504	39.52267031	226.0446579	0
NaN	NaN	16820	64	NaN	NaN	NaN	NaN	NaN	NaN	14.5606	NaN	NaN	61.0896585	NaN	11.6	9.6	NaN	3.9	82.8333	79.77723659	76.8667	1.8	91.78521	83.6446682	NaN	NaN	NaN	16.87652679	65.85447838	17.26899483	51.84996141	26.22296199	25.62699942	0.659558215	3329.733013	1367.564637	10547958	51.05220595	NaN	NaN	NaN	282178.9724	-0.559062899	2.6752	0.69326548	10265779.03	97.3248	NaN	6995000	7852000	11625000000	3.634010201	1314000000	2317000000	10311000000	15574000000	17891000000	5.757193557	179.6103474	131.8667811	3
NaN	NaN	10797	215	NaN	NaN	NaN	NaN	54.5	60.7	112.8708	NaN	NaN	290.1938	NaN	41.185	12.733	17	75.8	56.157	54.10668293	52.154	5.577	65.462434	60.0954788	4.8	22.5	21.4	44.40390828	52.61361321	2.982478517	90.06487846	5.668644168	84.3962343	3.069481599	NaN	NaN	7871707	50.92137564	56	68.4	60	4592826.166	1.959902538	58.346	4.644698365	3278880.834	41.654	29.9	180000	NaN	121600000	12.76604098	5600000	37000000	116000000	34000000	71000000	5.078846227	41.4797625	140.9273057	0
NaN	NaN	26311	7803	NaN	NaN	NaN	NaN	84.3	89.2	84.323	NaN	NaN	149.7594	NaN	22.568	6.403	NaN	46.8	67.685	67.31007317	66.953	2.509	68.5079789	63.6006656	NaN	NaN	NaN	33.68591545	61.95979271	4.354291834	61.39498797	7.027608782	54.36737919	1.248033532	NaN	NaN	142353501	48.96837594	8.8	12.8	10	105216889.1	0.638898974	73.9124	2.994282732	37136611.93	26.0876	NaN	200000	1819000	80200000	0.622307194	200000	304000000	80000000	140000000	444000000	2.645403402	44.96888177	135.8212485	0
NaN	NaN	4504	3438	NaN	NaN	NaN	NaN	100	NaN	43.2064	NaN	NaN	92.84837168	NaN	9.6	14.7	NaN	13.2	76.3	72.61219512	69.1	1.38	85.9699758	70.2642897	NaN	NaN	NaN	13.56918071	69.21405117	17.21676812	44.47933375	24.87467187	19.60466188	-0.529571959	1344.167126	499.7711171	7699020	51.51366386	NaN	NaN	NaN	2259816.35	-2.114787585	29.352	0.13649596	5439203.65	70.648	NaN	5158000	4180000	3317000000	16.26719104	705000000	621000000	2612000000	1478000000	2099000000	8.00073545	115.4313052	232.4436855	2
