Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.989	6.698	NaN	NaN	75.436	72.9897561	70.66	2.342	NaN	NaN	NaN	NaN	NaN	24.68369539	68.07670884	7.239595767	46.89311764	10.63446793	36.25864971	0.999680433	NaN	NaN	62833	51.28670327	NaN	NaN	NaN	31158.63337	1.030740154	49.5896	0.969135846	31674.36663	50.4104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.625956288	NaN	NaN	45702	NaN	NaN	NaN	NaN	2495.3292	-6.113185613	5.46	5.282858487	43206.6708	94.54	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.881	23.629	NaN	157.8	40.283	40.45868293	40.626	7.829	NaN	NaN	NaN	NaN	NaN	45.95685223	51.75688321	2.286264557	93.21101619	4.417314984	88.79370121	2.31768067	NaN	NaN	16771993	48.11374571	NaN	NaN	NaN	13976336.57	1.993586843	83.3314	3.792672942	2795656.425	16.6686	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.856	23.978	NaN	159.3	42.315	40.6554878	39.075	7.207	NaN	NaN	NaN	NaN	NaN	46.84810551	50.48462145	2.667273041	98.08012249	5.283337707	92.79678478	3.414665564	NaN	NaN	8786652	50.74725846	NaN	NaN	NaN	6227100.272	1.724500249	70.87	7.650031804	2559551.728	29.13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.381	5.859	NaN	42.7	73.786	71.0764878	68.496	3.865	NaN	NaN	NaN	NaN	NaN	34.76872905	59.95811834	5.273152605	66.78308587	8.794726637	57.98835923	2.073296525	NaN	NaN	2891004	48.39209783	NaN	NaN	NaN	1884391.099	1.668784181	65.1812	2.834975431	1006612.901	34.8188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.238	3.493	NaN	26.5	71.85	70.24119512	68.709	5.141	NaN	NaN	NaN	NaN	NaN	31.57840418	67.06272913	1.358866683	49.11412239	2.026262129	47.08786026	4.968027177	NaN	NaN	1279010	34.56931823	NaN	NaN	NaN	255991.2935	5.877480249	20.0148	4.741741486	1023018.707	79.9852	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.05631859	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.8	8.429	NaN	30.4	73.966	70.40931707	67.022	3.123	NaN	NaN	NaN	NaN	NaN	30.90618873	60.71311717	8.380694108	64.70905245	13.80376185	50.9052906	1.522480584	NaN	NaN	29899743	50.79557707	NaN	NaN	NaN	4602228.242	-1.23409641	15.3922	2.032241418	25297514.76	84.6078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.04713458	21.08812673	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.586	5.842	NaN	50.6	72.751	69.93904878	67.261	2.441	NaN	NaN	NaN	NaN	NaN	30.07213799	64.42257971	5.505282292	55.2250786	8.545578765	46.67949984	1.482407486	NaN	NaN	3287588	51.10372711	NaN	NaN	NaN	1088783.394	0.856314296	33.118	1.793887566	2198804.606	66.882	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.067724466	NaN	NaN	37706	NaN	NaN	NaN	NaN	8643.874264	1.117485569	22.9244	4.96226781	29062.12574	77.0756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.622424857	NaN	NaN	66701	NaN	NaN	NaN	NaN	43395.4038	-1.746234587	65.0596	-1.391479857	23305.5962	34.9404	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.44979661	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.42743901	NaN	15	7.1	NaN	9.6	78.84	75.38780488	72.1	1.84	NaN	NaN	NaN	NaN	NaN	23.88424765	65.91867793	10.19707442	51.70207162	15.46917314	36.23289848	1.132221774	NaN	NaN	15544000	50.08980644	NaN	NaN	NaN	2250771.2	1.547447355	14.48	1.062087418	13293228.8	85.52	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.13273448	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.97140104	NaN	11.7	11.6	NaN	11.2	77.2	73.52756098	70.03	1.53	NaN	NaN	NaN	NaN	NaN	18.63575703	67.05279874	14.31144423	49.13620592	21.34354494	27.79266098	-0.006294904	NaN	NaN	7561434	52.58616888	NaN	NaN	NaN	2606350.685	-0.107783901	34.469	0.047129201	4955083.315	65.531	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.47209726	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.6	6.8	NaN	81.4	69.052	65.22590244	61.582	2.98	NaN	NaN	NaN	NaN	NaN	32.79088606	62.14463778	5.064476162	60.91492938	8.149498239	52.76543114	1.566370993	NaN	NaN	6563000	51.32784732	NaN	NaN	NaN	3061390.106	1.257712355	46.6462	1.837008267	3501609.894	53.3538	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.819	17.342	NaN	113.2	49.91	48.0625122	46.303	6.491	NaN	NaN	NaN	NaN	NaN	43.78974784	52.83479448	3.375457688	89.26921357	6.38870222	82.88051135	3.304170054	NaN	NaN	4695065	51.60563204	NaN	NaN	NaN	4458217.751	3.11857097	94.9554	6.863580586	236847.249	5.0446	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.27637915	55.1929708	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.76682522	NaN	11.7	11.1	NaN	10.1	77.71	74.34385366	71.138	1.591	NaN	NaN	NaN	NaN	NaN	19.50331643	66.70116833	13.79551525	49.92241142	20.68256912	29.2398423	-0.001501708	NaN	NaN	9855372	51.30141747	NaN	NaN	NaN	411934.8389	-2.594510708	4.1798	0.113153613	9443437.161	95.8202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	130.3844229	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.598	19.383	NaN	118.4	49.484	46.47485366	43.609	6.994	NaN	NaN	NaN	NaN	NaN	45.80319608	50.40554324	3.791260685	98.39087843	7.521515376	90.86936305	2.762476367	NaN	NaN	4027682	52.47422588	NaN	NaN	NaN	2815164.445	1.778144426	69.8954	5.085919449	1212517.555	30.1046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.28691289	71.19841927	0
