Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.356	NaN	NaN	86.2076	NaN	13.799	6.942	NaN	NaN	76.307	73.78239024	71.378	1.848	85.7016403	76.2374785	NaN	NaN	NaN	23.01670655	69.31538886	7.66790459	44.26810791	11.06234087	33.20576704	2.291020843	NaN	NaN	92363	52.21364458	NaN	NaN	NaN	49245.73489	2.329664706	53.3176	2.246902596	43117.26511	46.6824	NaN	691000	NaN	825000000	24.16002304	3000000	21000000	822000000	135000000	156000000	5.227255709	52.13592024	93.70776303	3
NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.8	NaN	NaN	3.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.680585461	NaN	NaN	66390	NaN	NaN	NaN	NaN	5327.7975	8.056159791	8.025	2.224979097	61062.2025	91.975	NaN	3516000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.309485	3
NaN	NaN	6	3809767	NaN	NaN	NaN	NaN	NaN	84	171.4288	NaN	NaN	405.0924	NaN	49.837	18.903	NaN	92.7	45.64	45.56726829	45.498	7.595	32.8753772	30.9464474	NaN	NaN	NaN	48.11210124	49.68629133	2.201607424	101.2627574	4.43101581	96.83174163	2.877034772	NaN	NaN	26697430	48.21791108	NaN	NaN	NaN	21132938.06	2.508754947	79.1572	4.090732438	5564491.94	20.8428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.65877802	151.0359419	0
NaN	NaN	12250	470625	NaN	NaN	52	NaN	NaN	75	203.7726	NaN	NaN	375.75	NaN	49.848	18.67	6.2	116.6	47.367	45.97331707	44.646	6.751	39.6194103	33.3722427	NaN	NaN	NaN	47.67967548	49.8580647	2.46225982	100.5693574	4.938538699	95.63081874	3.262710367	NaN	NaN	14388244	50.65589649	19.4	33.8	29	7197258.637	1.300551188	50.0218	5.265905724	7190985.363	49.9782	NaN	67000	NaN	35000000	0.519532955	13000000	14000000	22000000	66000000	80000000	1.194509437	108.6948833	108.8617868	2
NaN	NaN	292	7626	NaN	NaN	5	NaN	NaN	NaN	16.2462	NaN	NaN	55.92	NaN	16.098	5.944	NaN	22.2	77.888	74.72365854	71.71	2.142	88.5659826	78.9119137	NaN	NaN	NaN	29.19947189	63.15184893	7.648679185	58.3484913	12.11156809	46.2369232	0.179599654	NaN	NaN	3077378	50.1272998	NaN	NaN	NaN	1761688.119	-1.573783205	57.2464	2.57655397	1315689.881	42.7536	NaN	354000	955000	451000000	53.7672866	5000000	12000000	446000000	257000000	269000000	15.14895534	39.94382575	122.6149402	1
NaN	NaN	556	18	NaN	NaN	5	NaN	NaN	NaN	25.4736	NaN	NaN	86.5386	NaN	16.541	1.84	NaN	10.1	75.884	74.83707317	73.84	2.527	87.9278957	84.0412959	NaN	NaN	NaN	24.64893826	74.32767541	1.023386335	34.53938853	1.376857718	33.16253081	3.751055773	NaN	NaN	3149440	32.36750209	NaN	NaN	NaN	609693.7907	1.67955532	19.3588	4.254795093	2539746.209	80.6412	NaN	4134000	NaN	1200000000	NaN	NaN	NaN	NaN	NaN	3321000000	NaN	82.95994631	122.0357289	3
NaN	NaN	2396	659	NaN	NaN	5	NaN	NaN	NaN	62.5208	NaN	NaN	85.4792	NaN	18.442	7.774	65.3	17.6	77.751	73.9295122	70.29	2.425	85.4373534	72.1018332	NaN	NaN	NaN	27.62068391	62.45157848	9.927737608	60.1240552	15.89669605	44.22735915	1.00066271	687.7894005	166.5052996	37302116	51.03614771	NaN	NaN	NaN	3589806.435	-1.578126864	9.6236	1.279220286	33712309.56	90.3764	NaN	2620000	4762000	2756000000	8.841905142	114000000	995000000	2642000000	3893000000	4888000000	17.67943496	17.44085333	83.02721259	2
NaN	NaN	264337	7206	NaN	NaN	28	NaN	NaN	NaN	40.9078	NaN	NaN	93.8168	NaN	13.513	8.372	NaN	25	74.858	71.45804878	68.22	1.684	81.921726	67.9291553	NaN	NaN	NaN	25.00362057	64.5548716	10.44150783	54.90697685	16.17462412	38.73235273	-0.335010216	NaN	NaN	3065810	53.07566152	NaN	NaN	NaN	1086228.746	-0.062556667	35.4304	-0.484195143	1979581.254	64.5696	NaN	123000	110000	81000000	15.01026974	16000000	19000000	65000000	40000000	59000000	6.03502222	57.44717644	99.85423531	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.734117669	NaN	NaN	58633	NaN	NaN	NaN	NaN	6291.672698	-2.850424435	10.7306	2.299624688	52341.3273	89.2694	NaN	36000	44000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.3105601	2
NaN	NaN	NaN	4	NaN	NaN	35	NaN	NaN	NaN	NaN	NaN	NaN	152.3333333	NaN	NaN	NaN	NaN	12.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.924546554	NaN	NaN	79165	NaN	NaN	NaN	NaN	53968.20547	2.363814326	68.1718	0.990135673	25196.79453	31.8282	NaN	215000	NaN	272000000	57.94032557	NaN	NaN	272000000	32000000	32000000	6.477951348	53.77988716	97.38054632	2
