Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.568	7.019	NaN	NaN	75.827	73.2962439	70.886	2.291	NaN	NaN	NaN	NaN	NaN	24.58122513	67.76211295	7.656661918	47.57509122	11.29932581	36.27576541	-1.238431112	NaN	NaN	61069	50.92597141	NaN	NaN	NaN	30321.12491	-1.207812495	49.6506	-1.268615595	30747.87509	50.3494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.467842677	NaN	NaN	50236	NaN	NaN	NaN	NaN	2566.657712	3.233117068	5.1092	1.37367347	47669.34229	94.8908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.254	22.574	NaN	137.7	41.588	41.71092683	41.828	7.915	NaN	NaN	NaN	NaN	NaN	46.41766238	51.31408768	2.268249938	94.87825765	4.420325959	90.45793169	2.082621295	NaN	NaN	18255378	48.11733626	NaN	NaN	NaN	15031295.69	1.760490046	82.339	3.475407713	3224082.309	17.661	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.771	23.588	NaN	148.6	43.045	41.04180488	39.134	7.194	NaN	NaN	NaN	NaN	NaN	47.33270882	50.0439198	2.623371375	99.82447497	5.242138078	94.5823369	2.446957916	NaN	NaN	9799680	50.75138168	NaN	NaN	NaN	6426473.349	0.392523233	65.5784	6.481766193	3373206.651	34.4216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.75092025	75.23142436	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.324	5.733	NaN	37.9	74.776	71.80936585	68.984	3.527	NaN	NaN	NaN	NaN	NaN	33.33290556	61.43834384	5.228750601	62.76480412	8.510565673	54.25423845	2.498837406	NaN	NaN	3194854	48.54661636	NaN	NaN	NaN	2048220.899	2.080123909	64.11	3.251172764	1146633.101	35.89	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.954	3.022	NaN	20.9	73.02	71.56690244	70.183	4.724	NaN	NaN	NaN	NaN	NaN	32.09399115	66.68708549	1.218923351	49.9540717	1.827825195	48.12624651	6.042363436	NaN	NaN	1611257	35.01022183	NaN	NaN	NaN	332689.1228	6.774411911	20.6478	5.852756505	1278567.877	79.3522	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.682613	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.031	8.333	NaN	26.2	74.711	71.10053659	67.662	3.037	NaN	NaN	NaN	NaN	NaN	30.93603575	60.33110268	8.732861569	65.75198456	14.47489136	51.2770932	1.458244281	NaN	NaN	31729130	50.88622663	NaN	NaN	NaN	4376843.109	-1.324121207	13.7944	1.910745315	27352286.89	86.2056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.4550072	20.24029257	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.451	7.002	NaN	47.8	70.867	68.19385366	65.648	2.566	NaN	NaN	NaN	NaN	NaN	30.33764998	64.3794795	5.282870523	55.32899735	8.205829815	47.12316754	1.532431958	NaN	NaN	3510439	51.249473	NaN	NaN	NaN	1148313.743	1.330260533	32.7114	1.630862578	2362125.257	67.2886	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.704726859	NaN	NaN	44048	NaN	NaN	NaN	NaN	8953.372672	0.618020191	20.3264	4.507705151	35094.62733	79.6736	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.5	4.9	52.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.33304663	NaN	NaN	62669	NaN	NaN	NaN	NaN	40569.40384	-1.458091995	64.736	-1.103086417	22099.59616	35.264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.83168716	NaN	2
