Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	53264	1891	16753	263940	2.915068721	NaN	NaN	NaN	88.54951292	32.3586	26.09003398	78.81729921	74.1838	NaN	18.5	6	NaN	39.8	73.53	70.5065122	67.627	2.3	79.2365955	69.915627	NaN	NaN	NaN	20.89020823	72.55355291	6.556238866	37.82922544	9.036413247	28.79281219	1.189787708	NaN	NaN	9054332	50.54477234	NaN	NaN	NaN	4219228.169	0.756384175	46.599	1.569526925	4835103.831	53.401	NaN	1280000	3176000	792000000	2.770202277	135000000	74000000	657000000	782000000	856000000	8.081886123	62.79369014	354.1645242	2
NaN	370000	29365	84064	60770	0.724932538	NaN	NaN	NaN	72.71105794	19.9978	NaN	NaN	380.88	NaN	33.951	14.224	21.9	87.7	51.296	49.87721951	48.526	4.338	47.879764	42.605475	NaN	NaN	NaN	37.87387796	59.26685546	2.859266581	68.72837141	4.824393937	63.90397748	2.561452306	NaN	NaN	8382849	50.93097824	NaN	NaN	NaN	7490746.209	2.278275216	89.358	4.971390815	892102.7906	10.642	NaN	NaN	NaN	2100000	1.161960284	300000	15000000	1800000	20000000	35000000	5.769524316	30.11413656	223.1937542	0
NaN	200000	17892	83	974849	8.947028599	NaN	NaN	NaN	NaN	12.4024	95.86056645	98.51798778	NaN	NaN	11.7	9.6	NaN	3.6	82.6	79.93658537	77.4	1.84	92.604621	85.1310045	NaN	NaN	NaN	16.86651296	65.70028601	17.43320103	52.20633892	26.53443704	25.67190188	0.915465803	NaN	NaN	10895785	50.98488938	NaN	NaN	NaN	277188.7704	-0.365601553	2.544	0.949127682	10618596.23	97.456	NaN	7186000	10170000	11431000000	3.083249985	1196000000	1879000000	10235000000	18679000000	20558000000	5.59811381	171.8511195	128.0072092	3
NaN	50000	7139	442	232036	2.621907702	NaN	NaN	NaN	100	102.8904	NaN	NaN	275.5848	NaN	39.571	11.778	NaN	69.5	57.493	55.58558537	53.769	5.287	68.0589545	62.6152145	NaN	NaN	NaN	43.695053	53.26680823	3.038138771	87.73416941	5.703624586	82.03054483	2.843714326	NaN	NaN	8849892	50.69231353	NaN	NaN	NaN	4933106.799	1.682600822	55.742	4.325560141	3916785.201	44.258	NaN	199000	NaN	133600000	NaN	600000	42000000	133000000	55000000	97000000	NaN	54.12946945	180.8268409	0
NaN	-2908015	229253	10049	1085345	0.729927665	NaN	NaN	NaN	99.71738053	72.5164	NaN	NaN	137.1104	NaN	20.348	6.08	NaN	38.6	69.294	68.63480488	68.007	2.245	71.661262	66.3961125	NaN	NaN	NaN	31.30206601	64.11177401	4.586159976	55.97758998	7.153381804	48.82420818	1.124029966	NaN	NaN	148692131	49.35253164	NaN	NaN	NaN	107215948	0.499682905	72.106	2.7562649	41476183.02	27.894	NaN	NaN	NaN	103000000	0.47551245	22000000	574000000	81000000	261000000	835000000	2.832699091	46.84594945	162.1943126	0
NaN	-50000	5530	2559	107245	1.423425621	NaN	NaN	NaN	NaN	38.8628	98.47009736	96.90372521	NaN	NaN	10	14.6	NaN	11	77.2	73.51219512	70	1.49	86.988022	72.515346	NaN	NaN	NaN	13.71547191	68.76080483	17.52372326	45.43168924	25.48504676	19.94664248	-0.672541561	NaN	NaN	7534289	51.66121544	NaN	NaN	NaN	2070121.246	-2.365081198	27.476	-0.023759034	5464167.754	72.524	NaN	6047000	3676000	4035000000	14.7665937	464000000	150000000	3571000000	1232000000	1382000000	4.863011087	96.68111213	220.2866183	2
NaN	447856	165	87	315403	24.99558183	NaN	NaN	NaN	NaN	14.8616	NaN	NaN	73.4428	NaN	19.532	2.723	NaN	8.7	75.703	75.02382927	74.377	2.54	87.542862	82.4317475	NaN	NaN	NaN	20.03415661	77.90273689	2.063106508	28.36519485	2.648310688	25.71688416	7.592401073	NaN	NaN	1261835	37.56426157	NaN	NaN	NaN	143622.0597	7.243336089	11.382	7.637323031	1118212.94	88.618	NaN	NaN	NaN	2163000000	12.09709951	801000000	178000000	1362000000	506000000	684000000	5.22317675	107.9571071	128.1943574	3
NaN	-10000	7016	63004	27780	0.73880051	NaN	NaN	NaN	NaN	14.6266	47.84688995	92.82000429	69.0444	NaN	8.53	9.919	NaN	6.9	78.049	75.40043902	72.878	1.148	89.2810395	79.1723285	NaN	NaN	NaN	15.04661118	70.92096616	14.03242265	41.0020272	19.7860004	21.2160268	-0.200163939	NaN	NaN	3760149	51.93241013	NaN	NaN	NaN	1965317.078	-1.1420096	52.267	0.841422205	1794831.922	47.733	NaN	365000	NaN	668000000	10.66007057	81000000	50000000	587000000	194000000	244000000	2.492672932	84.25346468	146.6367531	2
NaN	-50010	589	5743	1090378	11.48975764	NaN	NaN	NaN	NaN	21.1768	62.17391304	99.70591866	112.1717416	NaN	11.4	14.5	NaN	4.3	76.5	70.40487805	64.6	1.44	83.074886	54.287458	NaN	NaN	NaN	14.99919597	71.43440606	13.56639797	39.98856506	18.99140585	20.99715921	-0.178975676	NaN	NaN	9490000	53.49525571	NaN	NaN	NaN	2409036.5	-1.944662227	25.385	0.428912588	7080963.5	74.615	NaN	119000	415000	662000000	2.21359522	225000000	127000000	437000000	611000000	738000000	1.975337721	108.9585002	212.4289829	2
NaN	-972	134	23	46807	13.57905425	NaN	NaN	NaN	NaN	73.956	NaN	NaN	101.3628	NaN	24.502	3.798	NaN	15.1	77.312	75.83995122	74.438	2.79	86.0412025	81.130068	NaN	NaN	NaN	35.04285572	61.00145366	3.955690617	63.93051968	6.484584186	57.4459355	3.393156323	NaN	NaN	344700	50.68014004	NaN	NaN	NaN	189712.539	3.884212313	55.037	2.795342676	154987.461	44.963	NaN	239000	NaN	264000000	31.82348829	NaN	3000000	264000000	36000000	39000000	4.817107399	72.03968594	86.47687968	1
NaN	NaN	NaN	NaN	19942	31.04441366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.07	7.74	NaN	NaN	82.08	79.28853659	76.63	1.764	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.25310559	NaN	NaN	64237	NaN	NaN	NaN	NaN	0	NaN	0	-0.253426444	64237	100	NaN	232000	NaN	422000000	NaN	NaN	116000000	422000000	301000000	417000000	NaN	17.39934746	77.99345097	3
NaN	-165177	695	590	145817	1.468471474	NaN	NaN	NaN	24	76.1156	NaN	NaN	167.1864	NaN	26.457	7.27	NaN	40.9	68.555	66.26856098	64.091	3.348	72.252497	64.285111	NaN	NaN	NaN	36.07758789	59.24262292	4.679789189	68.79738787	7.899361909	60.89802596	1.587666684	NaN	NaN	9929849	50.1254148	NaN	NaN	NaN	3336528.562	0.280806383	33.601	2.255564842	6593320.438	66.399	NaN	807000	708000	339000000	4.956071572	29000000	108000000	310000000	313000000	421000000	6.835870887	59.41104791	188.0118448	1
NaN	-499999	4357	994	688026	0.35293073	NaN	NaN	NaN	NaN	75.8116	NaN	NaN	114.3956	NaN	15.486	6.377	NaN	15	76.689	73.09953659	69.681	1.83	81.037568	67.9372415	NaN	NaN	NaN	25.45076246	67.54607662	7.003160919	48.04708874	10.36797586	37.67911288	0.875786279	NaN	NaN	194946470	50.78790655	NaN	NaN	NaN	30538364.53	-1.02245663	15.665	1.232382673	164408105.5	84.335	NaN	5161000	5305000	6181000000	2.644432243	261000000	2918000000	5920000000	16422000000	19340000000	7.914536861	18.35742481	207.0288287	2
NaN	0	NaN	32	28080	10.27325843	NaN	NaN	NaN	NaN	41.515	NaN	NaN	58.8598	NaN	10.857	8.717	NaN	17.2	79.877	76.57282927	73.426	1.551	89.709192	82.8190315	NaN	NaN	NaN	17.39209969	71.18951015	11.41839016	40.47013357	16.0394279	24.43070566	0.212789026	NaN	NaN	273331	50.37152756	NaN	NaN	NaN	153368.7574	-0.747458998	56.111	1.454027109	119962.2426	43.889	NaN	532000	NaN	1074000000	51.91246474	3000000	77000000	1071000000	274000000	351000000	15.66682118	48.62873829	78.77215948	3
NaN	3500	NaN	1	148123	37.13100371	NaN	NaN	NaN	NaN	23.6696	NaN	NaN	92.124	NaN	19.167	3.261	NaN	5.8	80.325	77.93202439	75.653	2.042	89.1368595	85.982514	NaN	NaN	NaN	26.18770681	70.24039908	3.571894114	42.36821162	5.085241771	37.28296985	1.791495855	NaN	NaN	398920	49.47307731	NaN	NaN	NaN	97348.4476	0.101960361	24.403	2.34303587	301571.5524	75.597	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.89314577	205.3113982	3
NaN	16829	NaN	75070	40246	5.543984351	NaN	NaN	NaN	NaN	46.997	NaN	NaN	160.3466	NaN	20.442	6.929	65.6	43.6	68.868	66.90885366	65.043	2.399	73.072366	66.1848305	NaN	NaN	NaN	29.42557236	65.79951511	4.774912527	51.97680383	7.256759444	44.72004438	1.705370222	NaN	NaN	725940	47.06669973	NaN	NaN	100	473363.6958	0.538102304	65.207	3.930383692	252576.3042	34.793	NaN	27000	NaN	64000000	NaN	24000000	2000000	40000000	41000000	43000000	NaN	98.61461346	293.1023576	1
NaN	18730	2986	53	114838	5.72203025	NaN	NaN	NaN	91.06161036	47.1324	NaN	NaN	578.7394	NaN	23.561	13.055	NaN	21.3	52.164	53.1095122	54.01	2.75	42.393149	41.6945915	NaN	NaN	NaN	32.56093216	63.44942188	3.989645954	57.60584893	6.287915376	51.31793356	1.272117766	NaN	NaN	2006945	49.58242503	NaN	NaN	NaN	783170.1474	-0.584813325	39.023	2.478838089	1223774.853	60.977	NaN	2145000	NaN	222000000	4.415508248	4000000	1000000	218000000	25000000	26000000	0.45467832	69.44085086	176.6373754	2
NaN	5000	21574	164905	80492	1.828926772	NaN	NaN	NaN	0	101.826	NaN	NaN	435.958	NaN	34.953	16.447	NaN	108.9	49.237	47.61846341	46.077	4.631	41.200792	36.4337425	NaN	NaN	NaN	40.38573968	55.63982331	3.974437015	79.727386	7.143151755	72.58423424	1.902140103	NaN	NaN	4401051	50.74217499	NaN	NaN	NaN	2691286.697	1.646706282	61.151	2.305537021	1709764.303	38.849	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.16906302	177.492295	0
NaN	1098444	165549	90	7202340	21.10502784	NaN	NaN	NaN	NaN	12.3374	NaN	NaN	NaN	NaN	11.274	7.504	NaN	5	83.158	80.79780488	78.55	1.677	91.889844	86.870815	NaN	NaN	NaN	16.41917519	69.466513	14.1143118	43.95425317	20.31815214	23.63610103	1.168640257	NaN	NaN	34126181	50.40910182	NaN	NaN	NaN	6636177.157	0.725317075	19.446	1.275955062	27490003.84	80.554	NaN	16097000	28678000	18281000000	3.953936428	2506000000	7200000000	15775000000	29477000000	36677000000	7.43774557	50.1199953	119.7678628	3
NaN	182803	48813	19	1762797	22.52443825	NaN	NaN	NaN	NaN	4.1926	NaN	99.75102145	NaN	NaN	10.3	8	NaN	4	84.5	82.24634146	80.1	1.5	93.448902	88.3810115	NaN	NaN	NaN	15.24072983	68.06176362	16.69750655	46.92537291	24.53287376	22.39249914	1.057454743	NaN	NaN	7826153	50.85079977	NaN	NaN	NaN	2063130.454	0.920230071	26.362	1.106626231	5763022.546	73.638	NaN	8628000	NaN	17847000000	5.216090473	2869000000	2158000000	14978000000	11159000000	13317000000	4.658877158	70.20599081	132.409709	3
NaN	4500	NaN	NaN	74790	48.77014972	NaN	NaN	NaN	NaN	8.991	NaN	NaN	46.0894	NaN	9.173	9.16	NaN	NaN	82.037	79.832	77.732	1.46	92.5964895	86.488758	NaN	NaN	NaN	14.87492827	68.8631384	16.26193333	45.21557153	23.61485943	21.6007121	0.47978652	NaN	NaN	153352	51.03487402	NaN	NaN	NaN	105688.6649	0.353920815	68.919	0.759447501	47663.33512	31.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	30000	1621	1170	320397	1.872168056	NaN	NaN	NaN	NaN	56.8916	NaN	NaN	57.0508	NaN	14.343	5.534	NaN	7.7	82.026	78.88573171	75.895	1.862	90.12627	80.8653915	NaN	NaN	NaN	22.11700365	68.62800116	9.254995183	45.71311754	13.48574201	32.22737553	0.92723685	NaN	NaN	17113688	50.55499434	NaN	NaN	NaN	1892431.619	-1.430355431	11.058	1.224275356	15221256.38	88.942	NaN	2766000	3348000	2413000000	2.948945356	777000000	425000000	1636000000	1914000000	2339000000	3.491551556	60.09192632	257.5179824	2
NaN	-1884102	300986	199684	685775	0.051260441	NaN	NaN	96.6	NaN	8.829	NaN	NaN	87.956	NaN	12.12	7.1	NaN	13.7	75.033	73.27309756	71.597	1.598	83.2334695	76.245303	NaN	NaN	NaN	19.45512206	72.35567215	8.189205795	38.2061655	11.31798731	26.88817819	0.482916263	NaN	NaN	1337825000	48.08599842	NaN	NaN	NaN	679267265.5	-2.123540234	50.774	3.24446222	658557734.5	49.226	NaN	55664000	57386000	50154000000	2.861657299	4340000000	4960000000	45814000000	54880000000	59840000000	3.935395633	50.1291329	426.3442417	2
NaN	-19000	104275	14963	196570	1.002965015	NaN	NaN	NaN	89.33872976	120.193	NaN	NaN	378.3814	NaN	36.186	14.261	NaN	79.9	52.081	51.0627561	50.093	4.487	45.57331	43.281671	NaN	NaN	NaN	40.58256057	55.90760272	3.509836706	78.86654968	6.277923815	72.58862587	2.186407347	NaN	NaN	19598889	50.08619621	NaN	NaN	NaN	9503109.298	0.96839745	48.488	3.346629598	10095779.7	51.512	NaN	NaN	NaN	171000000	3.029492483	12000000	79000000	159000000	186000000	265000000	4.135330795	40.08708335	181.8623993	1
NaN	-120000	212	395577	110297	0.238249009	NaN	NaN	NaN	NaN	70.6084	NaN	NaN	89.4756	NaN	19.746	5.484	79.1	15.8	77.202	73.42968293	69.837	2.1	84.21367	71.9906185	NaN	34	19.5	28.73967965	65.64188653	5.618433812	52.34175201	8.559220505	43.78253151	1.39383392	NaN	NaN	46294841	50.80495686	NaN	NaN	97	11564451.28	0.248298605	24.98	1.778202704	34730389.72	75.02	7	NaN	NaN	2797000000	6.172556115	714000000	542000000	2083000000	1826000000	2368000000	5.070982931	27.87813111	263.2662143	2
NaN	-10000	NaN	368	13525	1.840762164	NaN	NaN	NaN	18	53.8752	NaN	NaN	239.677	NaN	37.506	8.845	NaN	60.1	62.022	60.62626829	59.297	4.919	72.395524	63.3218985	NaN	NaN	NaN	42.60823409	54.66852671	2.723239197	82.92060536	4.981365625	77.93923974	2.616583062	NaN	NaN	734750	49.64681865	NaN	NaN	NaN	529240.425	2.590208642	72.03	2.68453607	205509.575	27.97	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.37851247	247.7148287	0
NaN	-17279	NaN	25	12053	2.430045222	NaN	NaN	NaN	NaN	74.139	NaN	NaN	75.9264	NaN	20.685	5.308	NaN	19.1	77.657	73.77404878	70.076	2.405	82.511755	72.1432185	NaN	NaN	NaN	31.80087057	62.29629495	5.902834482	60.52319015	9.475418219	51.04777193	0.886581616	NaN	NaN	495999	50.51320668	NaN	NaN	91	189307.9383	-1.261686395	38.167	2.236030442	306691.0617	61.833	NaN	382000	NaN	398000000	60.89473759	109000000	9000000	289000000	127000000	136000000	12.24928365	47.42809672	205.0338991	1
NaN	75600	19505	352	489201	10.50038346	NaN	NaN	NaN	NaN	63.4196	95.99427754	97.58056266	57.5956	NaN	15.708	4.198	NaN	8.7	81.687	79.19260976	76.817	1.848	89.9821645	82.6694725	NaN	NaN	NaN	24.8997883	68.56991809	6.530293609	45.83654579	9.523554629	36.31299116	1.472445586	NaN	NaN	4658887	49.23141514	NaN	NaN	NaN	1668533.79	0.097014884	35.814	2.248200985	2990353.21	64.186	NaN	2100000	662000	2189000000	15.80942426	180000000	109000000	2009000000	425000000	534000000	3.623116887	63.55402403	179.2246327	2
NaN	-190123	411	7477	15259	0.135539425	NaN	NaN	NaN	NaN	44.4444	NaN	NaN	67.889	NaN	9.911	7.237	77.8	4.6	80.995	78.96414634	77.03	1.467	89.012054	82.995135	NaN	NaN	NaN	17.31722008	70.29569872	12.3870812	42.25621456	17.62139281	24.63482175	-0.041286632	NaN	NaN	11257979	49.70297955	NaN	NaN	NaN	2790290.095	0.269868732	24.785	-0.143607463	8467688.905	75.215	NaN	2507000	251000	2396000000	NaN	209000000	NaN	2187000000	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	1	NaN	35684	63.46078606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15	2.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.833985529	NaN	NaN	56230	NaN	NaN	NaN	NaN	0	NaN	0	0.833985529	56230	100	NaN	288000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
