Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.156	6.894	NaN	NaN	76.133	73.58943902	71.167	2.021	NaN	NaN	NaN	NaN	NaN	23.3700886	69.70579738	6.924114022	43.46009049	9.933340241	33.52675025	3.361558189	NaN	NaN	83069	50.88477465	NaN	NaN	NaN	42905.63691	4.161643321	51.6506	2.513858119	40163.36309	48.3494	NaN	641000	NaN	666000000	26.58060201	46000000	8000000	620000000	120000000	128000000	5.001528051	42.75708189	NaN	3
NaN	NaN	NaN	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.812774821	NaN	NaN	65227	NaN	NaN	NaN	NaN	4299.894294	4.729385286	6.5922	0.542072112	60927.10571	93.4078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	18775	2674236	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.709	20.542	NaN	104.8	44.208	44.13680488	44.069	8.043	NaN	NaN	NaN	NaN	NaN	47.64681909	50.12956744	2.223613463	99.48306977	4.435732395	95.04733737	2.917137528	NaN	NaN	23131309	48.18096513	NaN	NaN	NaN	18600024.35	2.566960509	80.4106	4.151539706	4531284.645	19.5894	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	9381	249687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.434	21.834	8.1	128.6	44.156	42.50160976	40.926	6.997	NaN	NaN	NaN	NaN	NaN	47.64659027	49.84371686	2.509692863	100.6270926	5.035123825	95.59196881	2.831221001	NaN	NaN	12452725	50.76634268	NaN	NaN	NaN	6850517.982	1.030123533	55.0122	5.078668246	5602207.018	44.9878	NaN	21000	3000	38000000	0.708603698	29000000	37369000	9000000	73000000	110369000	2.472561754	94.79905158	64.54924541	2
NaN	NaN	4925	5785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.566	6.314	NaN	28.7	75.22	72.24107317	69.404	2.54	NaN	NaN	NaN	NaN	NaN	32.15728355	61.36301061	6.47970584	62.9646248	10.55962831	52.40499649	-0.91162678	NaN	NaN	3112597	49.75636085	NaN	NaN	NaN	1883837.082	-1.842462695	60.523	0.532496904	1228759.918	39.477	NaN	287000	16000	93800000	25.15419684	16800000	13000000	77000000	12000000	25000000	2.249415152	38.10013269	NaN	1
NaN	NaN	464	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.367	2.208	NaN	13.5	74.873	73.68009756	72.544	3.217	NaN	NaN	NaN	NaN	NaN	26.68769076	72.30656426	1.005744978	38.30002991	1.390945605	36.9090843	5.203596979	NaN	NaN	2473983	33.33566425	NaN	NaN	NaN	526899.0034	3.419405913	21.2976	5.691939029	1947083.997	78.7024	NaN	2572000	NaN	743000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.28710106	NaN	3
NaN	NaN	10430	217	NaN	NaN	NaN	NaN	90	NaN	NaN	NaN	NaN	NaN	NaN	20.174	7.902	NaN	20.2	76.572	72.84629268	69.298	2.717	NaN	NaN	NaN	NaN	NaN	28.84311297	61.60349487	9.553392159	62.32845264	15.50787367	46.82057897	1.231663709	NaN	NaN	35287113	50.98023613	NaN	NaN	NaN	3899861.155	-1.395531119	11.0518	1.562966214	31387251.85	88.9482	NaN	2614000	4296000	2975000000	10.45765708	354000000	865000000	2621000000	3584000000	4449000000	14.71448926	17.48044913	81.02842655	2
NaN	NaN	218950	203231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.991	8.691	NaN	31.5	72.518	69.02943902	65.707	1.938	NaN	NaN	NaN	NaN	NaN	28.95734992	62.24127463	8.801375455	60.66509016	14.14073781	46.52435235	-1.594565319	NaN	NaN	3172185	52.73618886	NaN	NaN	NaN	1085559.773	-0.778296531	34.2212	-2.01660609	2086625.227	65.7788	NaN	13000	NaN	18000000	4.889311422	6000000	4000000	12000000	22000000	26000000	2.927433429	71.76094604	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.8386588	NaN	NaN	53901	NaN	NaN	NaN	NaN	7558.429428	-3.013594894	14.0228	2.652877241	46342.57057	85.9772	NaN	35000	39000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.599864606	NaN	NaN	70450	NaN	NaN	NaN	NaN	46782.8861	3.153757153	66.4058	1.513927166	23667.1139	33.5942	NaN	228000	369000	258000000	64.09584012	NaN	NaN	258000000	26000000	26000000	5.563083946	74.48148288	NaN	2
