Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.393	21.05263158	68.64295125	79.83	NaN	12.052	7.176	NaN	NaN	76.994	74.52829268	72.18	1.74	86.6960725	77.8073272	NaN	NaN	NaN	20.62017884	70.4714664	8.908354761	41.90140366	12.64108045	29.26032321	1.463280449	NaN	NaN	104225	52.63556818	NaN	NaN	NaN	55582.3587	1.396922326	53.3292	1.539159654	48642.6413	46.6708	NaN	772000	NaN	1211300000	29.11763205	300000	19000000	1211000000	251000000	270000000	7.166008831	NaN	56.38511418	3
NaN	NaN	NaN	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.1	2.8	NaN	3.1	NaN	NaN	NaN	1.18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.880202228	NaN	NaN	81390	NaN	NaN	NaN	NaN	8705.63718	6.62440184	10.6962	1.326776868	72684.36282	89.3038	NaN	2189000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	42	3055698	NaN	NaN	NaN	NaN	NaN	94	118.693	NaN	NaN	386.176	NaN	45.404	16.935	NaN	80.5	47.339	47.20531707	47.078	6.7	35.119187	33.1161701	NaN	NaN	NaN	47.31490706	50.47167617	2.213416774	98.13092727	4.385463179	93.74546409	2.831300722	NaN	NaN	31622333	48.24707427	NaN	NaN	NaN	24531088.07	2.442716731	77.5752	4.009610813	7091244.931	22.4248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.15959965	170.2945418	0
NaN	NaN	12069	186155	NaN	NaN	NaN	NaN	44.7	36	171.103	NaN	NaN	350.755	NaN	44.26	15.451	NaN	104	50.872	49.43529268	48.067	5.898	42.9873237	36.342531	NaN	24.8	28.6	47.32999014	50.20587872	2.464131134	99.17986208	4.908052995	94.27180909	2.982645128	NaN	NaN	17525367	50.52452542	NaN	NaN	NaN	7760688.167	0.998955271	44.2826	4.587780018	9764678.833	55.7174	NaN	195000	NaN	236000000	0.527882655	11000000	261000000	225000000	212000000	473000000	1.798157073	96.04327064	367.5838468	2
NaN	NaN	77	15340	NaN	NaN	NaN	NaN	60.3	NaN	17.856	27.22443559	77.60683761	47.983	NaN	13.041	5.918	NaN	15.9	79.711	76.47341463	73.39	1.635	90.0208899	81.5245669	NaN	NaN	NaN	24.77667994	66.29906747	8.924252587	50.83168408	13.46060047	37.37108361	0.412818752	NaN	NaN	3169665	49.98249027	NaN	NaN	NaN	1616174.148	-1.728487652	50.9888	2.690287522	1553490.852	49.0112	NaN	1127000	2979000	1479000000	48.89897601	101000000	63000000	1378000000	1268000000	1331000000	22.54271601	49.18502397	275.1287022	1
NaN	NaN	159	308	NaN	NaN	NaN	NaN	NaN	NaN	26.691	96	NaN	68.46	NaN	14.232	1.396	NaN	7	76.965	76.03843902	75.156	1.906	88.3385264	85.6432785	NaN	NaN	NaN	17.9707082	81.43619667	0.593095122	22.79551856	0.728294231	22.06722433	14.7823854	NaN	NaN	5405541	30.87548499	NaN	NaN	NaN	920347.4107	12.71302535	17.026	15.21235853	4485193.589	82.974	NaN	NaN	NaN	6072000000	NaN	NaN	NaN	NaN	NaN	11273000000	NaN	120.5230723	325.5599191	3
NaN	NaN	3263	1171	NaN	NaN	NaN	NaN	NaN	NaN	56.9	100	100	77.332	NaN	17.476	7.723	NaN	14.4	78.98	75.11497561	71.434	2.254	86.8350921	73.9748616	NaN	33	NaN	25.69628323	63.97940493	10.32431183	56.30029711	16.13693007	40.16336704	0.878198237	982.5476314	196.4028408	39368066	51.08367398	NaN	NaN	NaN	3240464.249	-1.444220291	8.2312	1.089167629	36127601.75	91.7688	NaN	4562000	4167000	4984000000	7.512427762	670000000	1142000000	4314000000	3921000000	5063000000	9.481220143	38.53407205	152.9945774	2
NaN	NaN	4566	15436	NaN	NaN	NaN	NaN	NaN	NaN	35.706	35.34693878	100	81.28	NaN	15.125	8.589	NaN	18.8	76.695	73.32782927	70.121	1.731	84.3880992	71.6222102	NaN	NaN	NaN	20.87993518	67.22688092	11.89318391	48.75002177	17.69111365	31.05890812	0.141177834	NaN	NaN	3074181	53.40394726	NaN	NaN	NaN	1102499.68	0.207005113	35.8632	0.104388255	1971681.32	64.1368	NaN	511000	468000	343000000	19.304802	38000000	51000000	305000000	294000000	345000000	9.611339709	48.0118051	259.285133	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.679931128	NaN	NaN	65130	NaN	NaN	NaN	NaN	5235.8007	-2.45052139	8.039	2.049246789	59894.1993	91.961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.9197628	2
NaN	NaN	NaN	25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	268.3333333	NaN	NaN	NaN	NaN	8.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.150480543	NaN	NaN	85935	NaN	NaN	NaN	NaN	59868.68019	1.366309102	69.6674	0.656525704	26066.31981	30.3326	NaN	262000	NaN	338000000	58.15017833	NaN	NaN	338000000	52000000	52000000	5.577172205	60.78172591	135.0237394	2
NaN	NaN	22164	63	NaN	NaN	NaN	NaN	NaN	NaN	16.488	NaN	94.32388019	47.4873538	NaN	13.4	6.6	NaN	4.5	83.7	81.29268293	79	1.931	92.892609	87.8307362	NaN	NaN	NaN	19.36732344	67.57786677	13.05480979	47.97744407	19.31817386	28.65927022	1.520422261	NaN	NaN	21072500	50.27890643	NaN	NaN	NaN	2417521.49	0.298669985	11.4724	1.989046818	18654978.51	88.5276	NaN	5644000	5462000	25803000000	14.10642247	3495000000	5811000000	22308000000	14732000000	20543000000	10.26569295	35.78460998	180.8826956	3
NaN	NaN	30773	23	NaN	NaN	NaN	NaN	NaN	NaN	12.779	90.90909091	98.57992074	51.70629778	NaN	9.2	9	NaN	3.8	82.8	79.98292683	77.3	1.38	92.558112	84.5440992	NaN	NaN	NaN	15.47029381	67.80079964	16.72890655	47.49088586	24.67361247	22.81727339	0.388028342	3811.844425	1958.883884	8300788	51.3162075	NaN	NaN	NaN	2747394.812	-0.166356928	33.098	0.663436389	5553393.188	66.902	NaN	20773000	9876000	21088000000	9.708698049	2529000000	2264000000	18559000000	10561000000	12825000000	6.405450017	87.09902321	166.7768624	3
NaN	NaN	2352	15916	NaN	NaN	NaN	NaN	NaN	95	33.849	24.53199218	84.29031498	91.657	NaN	18	6.3	NaN	44.9	72.745	69.74865854	66.895	2.3	78.2603525	68.3084652	NaN	NaN	NaN	22.39408839	70.78634184	6.819569775	41.27019055	9.634019216	31.63617134	1.133855466	NaN	NaN	8581300	50.73205328	NaN	NaN	NaN	4050905.641	0.706014772	47.2062	1.517970596	4530394.359	52.7938	NaN	732000	1631000	317000000	1.407834327	139000000	117000000	178000000	264000000	381000000	4.043040447	82.64704282	331.6501854	2
NaN	NaN	24483	375715	NaN	NaN	NaN	NaN	NaN	83	18.64	NaN	NaN	404.775	NaN	34.438	14.934	NaN	91.2	49.843	48.54663415	47.312	4.736	45.6613195	40.789478	NaN	NaN	NaN	39.90118557	57.24417962	2.854634816	74.69024916	4.986768673	69.70348049	3.075143985	NaN	NaN	7707781	51.06572177	NaN	NaN	NaN	6946113.497	2.79435231	90.1182	5.672905671	761667.5029	9.8818	NaN	NaN	NaN	2300000	2.566078097	1000000	2000000	1300000	104000000	106000000	24.48160912	28.64604552	154.0146238	0
NaN	NaN	17575	60	NaN	NaN	NaN	NaN	NaN	NaN	14.164	100	97.7186238	61.92644413	NaN	11.7	9.5	NaN	3.8	82.3	79.53414634	76.9	1.82	92.01491	84.1399854	NaN	NaN	NaN	16.86174345	65.8702697	17.26798685	51.81355786	26.2151452	25.59841266	0.734330831	3446.178762	1405.744965	10625700	51.03620389	NaN	NaN	NaN	280773.4968	-0.499324051	2.6424	0.768026738	10344926.5	97.3576	NaN	7045000	8371000	12371000000	3.307320272	1354000000	1709000000	11017000000	17506000000	19215000000	5.226286041	183.306753	138.2705439	3
NaN	NaN	7621	271	NaN	NaN	NaN	NaN	NaN	73	111.735	NaN	NaN	288.084	NaN	40.846	12.517	NaN	74.2	56.416	54.43073171	52.54	5.511	66.097718	60.7440196	NaN	NaN	NaN	44.22051354	52.78117717	2.998309291	89.4614811	5.68064119	83.78083991	3.014014192	NaN	NaN	8112573	50.85187534	NaN	NaN	NaN	4680548.992	1.891985203	57.695	4.564802188	3432024.008	42.305	NaN	186000	NaN	206300000	15.29966951	300000	35000000	206000000	72000000	107000000	5.089343242	55.60332009	214.3393924	0
NaN	NaN	27573	10243	NaN	NaN	NaN	NaN	NaN	95	78.934	NaN	NaN	146.408	NaN	21.895	6.3	55.8	44.6	68.101	67.66665854	67.253	2.427	69.5032743	64.5600172	1.9	12.8	32.7	33.10180509	62.47948959	4.418705319	60.05252388	7.072249386	52.98027449	1.119988157	NaN	NaN	143956805	49.07227415	NaN	NaN	NaN	105751820.6	0.507120399	73.4608	2.836266119	38204984.39	26.5392	16.8	289000	2327000	76000000	0.539346486	NaN	374000000	76000000	156000000	530000000	2.710447185	45.38333519	140.9345287	0
NaN	NaN	4836	3311	NaN	NaN	NaN	NaN	NaN	NaN	42.815	87.56345178	98.8445222	90.58675744	NaN	9.8	14.8	NaN	12.6	76.3	72.66341463	69.2	1.42	86.2884046	70.8879999	NaN	NaN	NaN	13.50447713	69.23982246	17.25570041	44.42555807	24.92164162	19.50391645	-0.511187415	1466.306942	476.1603726	7659764	51.55374521	NaN	NaN	NaN	2212369.636	-2.121937446	28.883	0.150473377	5447394.364	71.117	NaN	5151000	4515000	4181000000	15.89852061	468000000	262000000	3713000000	1880000000	2142000000	6.077764741	115.1159037	256.0056324	2
NaN	NaN	NaN	73	NaN	NaN	NaN	NaN	NaN	NaN	14.915	NaN	NaN	76.603	NaN	20.674	2.793	NaN	9.2	75.333	74.63129268	73.963	2.609	86.9508883	81.5563056	NaN	NaN	NaN	23.54637126	74.14854143	2.305087309	34.86441955	3.108742619	31.75567693	13.18123811	NaN	NaN	925733	40.07043052	NaN	NaN	NaN	106472.2553	12.83579063	11.5014	13.22622068	819260.7447	88.4986	NaN	4935000	NaN	1854000000	10.7078738	749000000	192000000	1105000000	479000000	671000000	5.314291732	135.9923518	148.2861217	3
NaN	NaN	7367	78273	NaN	NaN	NaN	NaN	NaN	NaN	16.426	NaN	NaN	72.321	NaN	8.901	9.353	NaN	7.4	77.694	74.96860976	72.373	1.179	88.6281015	77.851048	NaN	NaN	NaN	15.8675555	70.36799371	13.76445079	42.11006273	19.56066965	22.54939308	-0.067560582	197.1853124	71.4251314	3779034	51.92096812	NaN	NaN	NaN	2031261.007	-0.98352514	53.7508	1.007622758	1747772.993	46.2492	NaN	306000	NaN	809000000	14.19053025	80000000	54000000	729000000	203000000	257000000	2.441553499	90.78181906	171.6709056	2
NaN	NaN	649	4970	NaN	NaN	NaN	NaN	NaN	NaN	22.147	NaN	NaN	115.6184159	NaN	10.68	13.71	NaN	5.8	76.15	70.20341463	64.54	1.37	82.3849957	52.3240812	NaN	NaN	NaN	15.09904835	70.72053916	14.18041249	41.40163689	20.05133538	21.35030152	-0.313875068	NaN	NaN	9702000	53.39503213	NaN	NaN	NaN	2594470.032	-1.990735149	26.7416	0.305305	7107529.968	73.2584	NaN	105000	517000	479000000	1.733905269	155000000	118000000	324000000	606000000	724000000	2.379661128	116.990761	192.2664119	2
