Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	6316	NaN	NaN	29495	32.67383767	NaN	NaN	NaN	NaN	43.593	NaN	NaN	86.5412	NaN	14.2	6.907	NaN	NaN	76.257	73.72009756	71.304	1.874	85.5998085	76.1619635	NaN	NaN	NaN	23.23559061	69.30132601	7.463083382	44.29738327	10.76903403	33.52834924	2.046928719	NaN	NaN	90271	52.01116638	NaN	NaN	NaN	48111.73487	2.822202327	53.297	1.169475787	42159.26513	46.703	NaN	721000	NaN	850000000	24.04142425	36000000	17000000	814000000	146000000	163000000	5.052670588	54.23263982	100	3
12.42886962	NaN	NaN	2	42146	65.20716651	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.3	NaN	NaN	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.009190723	NaN	NaN	64634	NaN	NaN	NaN	NaN	4915.4157	4.395265174	7.605	0.735524727	59718.5843	92.395	NaN	2949000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	3
22.61341787	-375870	NaN	3587336	75917	0.292541861	NaN	NaN	NaN	NaN	181.6836	NaN	NaN	408.3258	NaN	50.647	19.255	4.9	94.9	45.362	45.29285366	45.227	7.73	32.792408	30.835205	NaN	NaN	NaN	48.10763351	49.68900481	2.203361681	101.2517666	4.434304309	96.81746232	2.917139198	NaN	NaN	25950816	48.21188922	NaN	NaN	NaN	20609359.54	2.563109225	79.417	4.08956284	5341456.457	20.583	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	0
3.669515674	-126311	12086	433760	46108	0.331084052	NaN	NaN	NaN	NaN	206.5942	NaN	NaN	381.162	NaN	50.345	19.354	NaN	118.7	46.615	45.20492683	43.862	6.826	39.2640765	33.0416305	NaN	NaN	NaN	47.65403742	49.8774663	2.468496284	100.4913389	4.949121251	95.54221766	3.023765511	NaN	NaN	13926373	50.68062589	NaN	NaN	NaN	7104260.658	1.082831517	51.013	5.085830321	6822112.342	48.987	NaN	51000	NaN	34000000	0.415242324	16000000	10000000	18000000	136000000	146000000	2.544006078	120.0655433	100	2
17.45867803	-270245	523	6802	76695	2.496699064	NaN	NaN	NaN	NaN	15.1394	NaN	NaN	58.859	NaN	16.92	6.025	57.5	23.3	77.358	74.23873171	71.268	2.241	87.993533	78.0844975	NaN	NaN	NaN	29.88720825	62.67491054	7.437881203	59.55347863	11.8673982	47.68608044	-0.028285086	NaN	NaN	3071856	50.09987447	NaN	NaN	NaN	1789632.587	-0.995119852	58.259	1.336973227	1282223.413	41.741	NaN	317000	NaN	398000000	56.5742715	9000000	18000000	389000000	272000000	290000000	19.34235977	36.56246793	100	1
0.739383257	469370	562	16	2286174	75.36445633	NaN	NaN	NaN	NaN	26.0012	NaN	NaN	89.7052	NaN	16.927	1.915	NaN	10.6	75.691	74.61590244	73.592	2.645	87.8156895	83.7354665	NaN	NaN	NaN	25.59895513	73.37724094	1.023803928	36.28203884	1.395260866	34.88677797	4.602526581	NaN	NaN	3033491	32.50825534	NaN	NaN	NaN	599539.1612	2.681211898	19.764	5.081512259	2433951.839	80.236	NaN	3907000	NaN	1063000000	NaN	NaN	NaN	NaN	NaN	3019000000	NaN	81.31708481	100	3
2.781131606	-50000	2396	609	1540219	4.170564394	NaN	NaN	NaN	NaN	64.3406	NaN	NaN	86.0544	NaN	18.754	7.785	NaN	18.1	77.52	73.71797561	70.097	2.477	85.236927	71.865662	NaN	NaN	NaN	27.91279203	62.22567511	9.861532851	60.7053677	15.84801263	44.85735508	1.060771569	715.3937933	158.0256691	36930709	51.02435483	NaN	NaN	NaN	3646907.514	-1.874951775	9.875	1.387741038	33283801.49	90.125	NaN	2909000	4953000	3195000000	10.21533076	291000000	1035000000	2904000000	4425000000	5460000000	16.49128129	18.11904342	100	2
8.947855542	-225000	280591	5786	574235	18.66764323	NaN	NaN	NaN	NaN	43.9196	NaN	NaN	97.9446	NaN	13.338	8.417	60.5	26.3	74.373	70.98943902	67.767	1.688	81.181232	67.0513995	1.5	28.9	6	25.860522	64.145063	9.994415002	55.89664321	15.5809575	40.31568571	-0.471110158	NaN	NaN	3076098	53.00903937	NaN	NaN	NaN	1086908.467	0.319349394	35.334	-0.900398018	1989189.533	64.666	11.8	45000	111000	52000000	11.63723738	14000000	16000000	38000000	40000000	56000000	5.796047829	61.52031561	100	1
NaN	NaN	NaN	NaN	24912	43.23123644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.67644706	NaN	NaN	57625	NaN	NaN	NaN	NaN	6473.5925	-4.34474531	11.234	2.46498372	51151.4075	88.766	NaN	44000	41000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	2
68.48936885	NaN	NaN	1	15866	20.43113217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	133	NaN	21.1	6.2	NaN	12.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.175286402	NaN	NaN	77656	NaN	NaN	NaN	NaN	52707.45688	2.71717304	67.873	1.040036021	24948.54312	32.127	NaN	207000	NaN	291000000	58.73528397	NaN	NaN	291000000	31000000	31000000	6.16835315	57.19435872	100	2
