Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	22548	28	NaN	NaN	NaN	NaN	NaN	NaN	14.8988	92.24579371	96.26655907	NaN	NaN	13.4	6.4	NaN	4.3	83.9	81.54390244	79.3	1.926	93.0803615	88.3271606	NaN	NaN	NaN	19.07377307	67.66447359	13.26175333	47.78804103	19.59928546	28.18875558	2.086142001	NaN	NaN	21951700	50.21579469	NaN	NaN	NaN	2442521.756	0.545070587	11.1268	2.280765588	19509178.24	88.8732	NaN	5584000	6285000	27864000000	14.18899953	2270000000	3884000000	25594000000	17575000000	21459000000	10.66953223	34.60321912	178.1282162	3
NaN	NaN	38906	12	NaN	NaN	NaN	NaN	NaN	NaN	11.5642	99.65517241	100	NaN	NaN	9.1	9.3	NaN	3.6	82.9	80.08292683	77.4	1.39	92.7496791	85.1834311	NaN	NaN	NaN	14.95215027	67.73176239	17.31608735	47.64121954	25.56568254	22.075537	0.339464568	4122.125219	NaN	8365275	51.24219814	NaN	NaN	NaN	2737954.508	-0.221136498	32.73	0.613363932	5627320.493	67.27	NaN	21355000	10121000	21220000000	11.19017827	2061000000	1954000000	19159000000	10813000000	12767000000	7.271285637	73.3551774	139.5260987	3
NaN	NaN	1642	16939	NaN	NaN	NaN	NaN	NaN	79	32.8554	NaN	NaN	80.0082	NaN	17.2	5.9	NaN	41.9	73.357	70.31763415	67.423	2.3	78.9250149	69.4247054	NaN	NaN	NaN	21.11557107	72.21704755	6.667381378	38.47145984	9.232420327	29.23903951	2.076148264	NaN	NaN	8947243	50.60139944	NaN	NaN	NaN	4187434.985	1.644615014	46.8014	2.457334998	4759808.015	53.1986	NaN	1005000	2363000	545000000	2.382443984	166000000	82000000	379000000	406000000	488000000	4.927635949	62.33928851	335.7665261	2
NaN	NaN	24967	94239	NaN	NaN	NaN	NaN	NaN	90	19.5452	NaN	NaN	388.845	NaN	34.123	14.461	NaN	89	50.796	49.42126829	48.112	4.465	47.1482968	42.018609	NaN	NaN	NaN	38.40034063	58.74570975	2.853949625	70.22519674	4.858141364	65.36705538	2.823380296	NaN	NaN	8170853	50.97048631	NaN	NaN	NaN	7322015.765	2.541002835	89.6114	5.292834074	848837.2348	10.3886	NaN	NaN	NaN	1700000	1.46637819	200000	9000000	1500000	62000000	71000000	13.66273475	25.87160075	184.0117528	0
NaN	NaN	15545	71	NaN	NaN	NaN	NaN	NaN	NaN	12.9896	NaN	NaN	61.08810998	NaN	11.8	9.7	NaN	3.7	82.4	79.73658537	77.2	1.84	92.4146766	84.8336603	NaN	NaN	NaN	16.85406886	65.81816105	17.3277701	51.93374961	26.32673083	25.60701878	0.804599573	3490.722017	NaN	10796493	51.00046065	NaN	NaN	NaN	278204.0316	-0.460263812	2.5768	0.838272787	10518288.97	97.4232	NaN	6815000	11123000	11448000000	3.405829781	1246000000	1747000000	10202000000	20432000000	22179000000	6.636718304	152.8218772	121.0675776	3
NaN	NaN	7205	411	NaN	NaN	NaN	NaN	NaN	56	105.8386	NaN	NaN	279.7512	NaN	40.038	12.038	NaN	71.1	57.088	55.17341463	53.35	5.366	67.4015167	61.9964447	NaN	NaN	NaN	43.87057547	53.09945511	3.029969413	88.32584965	5.706215642	82.61963401	2.899066209	NaN	NaN	8601771	50.73779001	NaN	NaN	NaN	4850796.72	1.751279954	56.393	4.403201402	3750974.28	43.607	NaN	190000	NaN	131400000	9.088872441	400000	35000000	131000000	53000000	88000000	3.939328692	49.94544967	190.5913566	0
NaN	NaN	228586	10432	NaN	NaN	NaN	NaN	NaN	91	74.6556	NaN	NaN	140.2096	NaN	20.787	6.141	NaN	40.5	68.904	68.32521951	67.774	2.296	70.997126	65.8535447	NaN	NaN	NaN	31.91567413	63.54562998	4.538695882	57.36723363	7.142420152	50.22481348	1.061069919	NaN	NaN	147030145	49.27978917	NaN	NaN	NaN	106681544.5	0.440596777	72.5576	2.720389458	40348600.51	27.4424	NaN	267000	2254000	77000000	0.451646165	7000000	402000000	70000000	249000000	651000000	2.821352053	41.31145487	145.0050155	0
NaN	NaN	5393	2745	NaN	NaN	NaN	NaN	NaN	NaN	40.1802	NaN	NaN	86.03467295	NaN	10.7	14.2	NaN	11.5	77.1	73.41219512	69.9	1.57	86.7718608	71.9891496	NaN	NaN	NaN	13.59982065	69.01402195	17.3861574	44.89809052	25.19221009	19.70588043	-0.503192495	1586.705192	NaN	7585131	51.62848767	NaN	NaN	NaN	2119664.858	-2.167561368	27.945	0.149826722	5465466.142	72.055	NaN	5739000	4993000	4273000000	18.36010382	497000000	200000000	3776000000	1755000000	1955000000	7.188537223	82.06362407	202.7562571	2
NaN	NaN	139	79	NaN	NaN	NaN	NaN	NaN	NaN	14.8794	83.66013072	79.06591587	74.4962	NaN	20.023	2.734	NaN	8.9	75.571	74.88978049	74.241	2.572	87.3527704	82.1443101	NaN	NaN	NaN	20.68027955	77.21836423	2.101356216	29.50287279	2.721316667	26.78155612	10.56086891	NaN	NaN	1169578	38.02722007	NaN	NaN	NaN	133586.86	10.21301816	11.4218	10.60581106	1035991.14	88.5782	NaN	NaN	NaN	1873000000	11.92629975	755000000	189000000	1118000000	408000000	597000000	5.258063761	100.2838033	114.9049068	3
NaN	NaN	7132	70018	NaN	NaN	NaN	NaN	NaN	NaN	15.2264	NaN	94.76208644	70.1366	NaN	8.652	9.738	NaN	7.1	77.92	75.25043902	72.708	1.157	89.1589045	78.7850315	NaN	NaN	NaN	15.33744904	70.74241974	13.92013122	41.35790148	19.67720538	21.6806961	-0.171867756	NaN	NaN	3767683	51.92911818	NaN	NaN	NaN	1987889.834	-1.10492539	52.7616	0.880681698	1779793.166	47.2384	NaN	311000	NaN	772000000	14.00766728	85000000	50000000	687000000	231000000	281000000	2.964051452	74.50292919	148.6477529	2
NaN	NaN	580	5525	NaN	NaN	NaN	NaN	NaN	NaN	21.5002	NaN	97.38756209	113.3031219	NaN	11.5	14.2	NaN	4.8	76.4	70.40731707	64.7	1.42	82.8477592	53.573808	NaN	NaN	NaN	14.96522007	71.30770642	13.72707351	40.23729695	19.25047684	20.9868201	-0.994304073	NaN	NaN	9507000	53.46734584	NaN	NaN	NaN	2456342.604	-2.729354294	25.8372	-0.382697916	7050657.396	74.1628	NaN	95000	316000	563000000	2.264226825	193000000	113000000	370000000	639000000	752000000	2.470961276	101.2216709	187.3119629	2
NaN	NaN	230	17	NaN	NaN	NaN	NaN	NaN	NaN	75.543	NaN	NaN	104.5272	NaN	24.773	3.828	NaN	15.8	77.088	75.6185122	74.219	2.845	85.6540159	80.6873428	NaN	NaN	NaN	35.74265628	60.30936781	3.947975913	65.81171987	6.546206762	59.2655131	3.388085396	NaN	NaN	333200	50.68124441	NaN	NaN	NaN	182484.9768	3.88156465	54.7674	2.793824333	150715.0232	45.2326	NaN	232000	NaN	256000000	35.15035591	NaN	2000000	256000000	41000000	43000000	5.496900957	68.83936249	84.51774832	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.276	7.572	NaN	NaN	81.932	79.14617073	76.493	1.7616	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.31152648	NaN	NaN	64400	NaN	NaN	NaN	NaN	0	NaN	0	0.311042241	64400	100	NaN	236000	NaN	363000000	NaN	NaN	112000000	363000000	295000000	407000000	NaN	18.87579486	94.14542536	3
NaN	NaN	679	573	NaN	NaN	NaN	NaN	NaN	45	76.8094	NaN	NaN	170.1116	NaN	26.815	7.35	NaN	42.4	68.217	65.96385366	63.818	3.407	71.7981974	63.8214722	NaN	NaN	NaN	36.51631734	58.86530831	4.618374351	69.87934467	7.845664082	62.03368059	1.598381216	NaN	NaN	9773441	50.14919518	NaN	NaN	NaN	3327172.52	0.308379671	34.043	2.270770265	6446268.48	65.957	NaN	671000	628000	306000000	5.632205911	27000000	98000000	279000000	290000000	388000000	7.521026892	54.57025715	172.1616388	1
NaN	NaN	4232	973	NaN	NaN	NaN	NaN	NaN	NaN	75.7414	50.11520566	87.5075509	116.7284	NaN	15.831	6.384	NaN	16.2	76.401	72.75980488	69.292	1.857	80.6971936	67.4840137	NaN	NaN	NaN	25.89406382	67.27198078	6.833955399	48.65029814	10.15869507	38.49160306	0.885358145	NaN	NaN	193246610	50.76906706	NaN	NaN	NaN	30852207.78	-0.977521736	15.9652	1.243230702	162394402.2	84.0348	NaN	4802000	4952000	5635000000	3.118029908	330000000	1999000000	5305000000	10898000000	12897000000	7.383271981	17.67772119	150.1311891	2
NaN	NaN	NaN	29	NaN	NaN	NaN	NaN	NaN	NaN	41.879	NaN	NaN	59.8672	NaN	10.842	8.744	NaN	16.9	79.73	76.41302439	73.254	1.541	89.56308	82.3436017	NaN	NaN	NaN	17.80451767	70.85986852	11.3356138	41.12360364	15.99722669	25.12637695	0.209201258	NaN	NaN	272750	50.36608482	NaN	NaN	NaN	154519.421	-0.741913634	56.6524	1.466039904	118230.579	43.3476	NaN	519000	NaN	1122000000	59.55833102	10000000	77000000	1112000000	216000000	293000000	14.10721655	50.84397117	83.12955951	3
NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	24.1354	NaN	NaN	93.196	NaN	19.535	3.209	NaN	5.9	80.195	77.79792683	75.515	2.066	88.9609641	85.8746948	NaN	NaN	NaN	26.53756537	69.98649949	3.475935147	42.88470024	4.966579515	37.91812072	1.839512446	NaN	NaN	391837	49.4432634	NaN	NaN	NaN	97249.24136	0.178048629	24.8188	2.394111304	294587.7586	75.1812	NaN	157000	NaN	254000000	3.140923818	NaN	NaN	254000000	477000000	477000000	12.83424761	89.90639095	159.8003697	3
NaN	NaN	NaN	89070	NaN	NaN	NaN	NaN	NaN	NaN	48.05	NaN	NaN	164.0914	NaN	20.865	6.999	NaN	45.7	68.462	66.53204878	64.694	2.476	72.4280372	65.6126167	NaN	NaN	NaN	30.09777711	65.18501704	4.717205856	53.40948663	7.236641287	46.17284534	1.738807989	NaN	NaN	713665	47.08672428	NaN	NaN	NaN	470823.3558	0.585008157	65.9726	4.014457094	242841.6442	34.0274	NaN	23000	NaN	51000000	NaN	9000000	1000000	42000000	33000000	34000000	NaN	81.06780262	193.0310337	1
NaN	NaN	3022	30	NaN	NaN	NaN	NaN	NaN	89	48.7976	NaN	NaN	564.3076	NaN	23.814	12.962	NaN	22.4	52.17	53.01153659	53.813	2.804	42.9875026	41.6351429	NaN	NaN	NaN	32.94640226	63.15468092	3.898916822	58.3413906	6.173599114	52.16779149	1.3593347	NaN	NaN	1981576	49.64371793	NaN	NaN	NaN	787763.6493	-0.463742155	39.7544	2.580794811	1193812.351	60.2456	NaN	2103000	NaN	230000000	5.851019443	2000000	1000000	228000000	230000000	231000000	4.661537662	70.93519034	157.1478879	2
NaN	NaN	27047	159554	NaN	NaN	NaN	NaN	NaN	87	103.425	NaN	NaN	449.634	NaN	35.221	16.93	NaN	109.3	48.429	46.88370732	45.412	4.719	40.8328212	35.9117579	NaN	NaN	NaN	40.65768778	55.36290263	3.979409596	80.62636757	7.187863004	73.43850457	1.873971766	NaN	NaN	4318128	50.75187674	NaN	NaN	NaN	2647332.005	1.619188747	61.3074	2.279002567	1670795.995	38.6926	NaN	52000	NaN	6000000	NaN	1500000	9000000	4500000	52000000	61000000	NaN	19.69545882	152.7316787	0
NaN	NaN	169434	99	NaN	NaN	NaN	NaN	NaN	NaN	12.8756	NaN	NaN	NaN	NaN	11.2	7.4	NaN	5	83.023	80.66178049	78.413	1.665	91.7789228	86.6364138	NaN	NaN	NaN	16.58808865	69.5738649	13.83804646	43.73213296	19.88971933	23.84241363	1.22477123	NaN	NaN	33729690	50.42868473	NaN	NaN	NaN	6588217.97	0.783404731	19.5324	1.332201323	27141472.03	80.4676	NaN	15737000	26203000	15555000000	4.044351384	1848000000	6063000000	13707000000	24169000000	30232000000	7.406485637	48.33166553	108.6043866	3
NaN	NaN	46203	18	NaN	NaN	NaN	NaN	NaN	NaN	4.3224	100	100	42.24644092	NaN	10.1	8.1	NaN	4.1	84.4	82.04390244	79.8	1.5	93.3693852	88.1732457	NaN	NaN	NaN	15.41093464	68.14460745	16.44445792	46.7467548	24.13170834	22.61504647	1.249484631	NaN	NaN	7743831	50.88943858	NaN	NaN	NaN	2044231.995	1.112448007	26.3982	1.29868031	5699599.005	73.6018	NaN	8294000	10453000	16667000000	5.901416409	2519000000	1924000000	14148000000	10951000000	12875000000	5.302103532	66.60119503	122.9360311	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.298	NaN	NaN	46.9316	NaN	9.194	9.135	NaN	NaN	81.879	79.67553659	77.577	1.444	92.5082069	86.3133824	NaN	NaN	NaN	15.0840661	68.94665112	15.96928278	45.03967688	23.16179615	21.87788073	0.600022173	NaN	NaN	152618	51.04836913	NaN	NaN	NaN	105315.2718	0.47431469	69.0058	0.880467451	47302.72816	30.9942	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	1539	1312	NaN	NaN	NaN	NaN	NaN	NaN	57.3444	NaN	NaN	57.9362	NaN	14.473	5.449	NaN	7.7	81.904	78.76270732	75.771	1.876	89.9716232	80.6561493	NaN	NaN	NaN	22.58286327	68.40653247	9.01060426	46.18486918	13.17214005	33.01272913	0.948971207	NaN	NaN	16955737	50.55050112	NaN	NaN	NaN	1919694.632	-1.354316485	11.3218	1.246894661	15036042.37	88.6782	NaN	2750000	2895000	2350000000	3.751691936	746000000	337000000	1604000000	1628000000	1965000000	3.932704544	55.95621242	194.9167859	2
NaN	NaN	300989	200638	NaN	NaN	NaN	NaN	96.4	NaN	8.696	NaN	96.88560553	89.676	NaN	12.13	7.08	NaN	14.9	74.799	73.0565122	71.397	1.614	82.9508177	75.9135726	NaN	NaN	NaN	19.85432144	72.11319489	8.032483672	38.67087729	11.13871558	27.53216172	0.506395011	NaN	NaN	1331380000	48.0915071	NaN	NaN	NaN	693846024.2	-2.033847517	52.1148	3.346373402	637533975.8	47.8852	NaN	50875000	47656000	42632000000	3.197369574	2957000000	3406000000	39675000000	43702000000	47108000000	4.231633467	44.2280424	325.9998379	2
NaN	NaN	99957	14766	NaN	NaN	NaN	NaN	NaN	NaN	122.719	NaN	NaN	384.5166	NaN	36.623	14.564	NaN	81.1	51.573	50.58292683	49.64	4.561	45.0571368	42.7686918	NaN	NaN	NaN	40.74620386	55.747298	3.506498139	79.38089126	6.289987614	73.09090365	2.194700462	NaN	NaN	19175028	50.09763219	NaN	NaN	NaN	9411525.593	0.991347701	49.0822	3.368542039	9763502.407	50.9178	NaN	NaN	NaN	271000000	5.001130852	1000000	87000000	270000000	389000000	476000000	7.509134295	36.03787172	167.076687	1
NaN	NaN	196	389753	NaN	NaN	NaN	NaN	NaN	NaN	71.8386	55.06935762	77.44098315	90.9754	NaN	20.076	5.478	NaN	16.2	76.991	73.20997561	69.609	2.403	83.9565996	71.6149891	NaN	NaN	NaN	29.12744908	65.39474508	5.477805844	52.91748577	8.376522973	44.5409628	1.430121979	NaN	NaN	45654044	50.79322652	NaN	NaN	NaN	11535772.53	0.297560693	25.2678	1.815973858	34118271.47	74.7322	NaN	2147000	2122000	2671000000	6.987145273	672000000	550000000	1999000000	1752000000	2302000000	5.978826939	27.84106812	225.6590911	2
NaN	NaN	NaN	268	NaN	NaN	NaN	NaN	NaN	40	55.2548	NaN	NaN	241.782	NaN	38.149	9.081	NaN	61.4	61.612	60.22907317	58.912	4.986	71.6991388	62.6881359	NaN	NaN	NaN	42.50735217	54.74653348	2.746114352	82.65996703	5.016051569	77.64391546	2.653028462	NaN	NaN	715774	49.66295274	NaN	NaN	NaN	515708.0093	2.626660996	72.049	2.721027677	200065.9907	27.951	NaN	NaN	NaN	34000000	NaN	NaN	NaN	NaN	NaN	17000000	NaN	34.63530678	242.2296371	0
NaN	NaN	NaN	24	NaN	NaN	NaN	NaN	NaN	NaN	76.615	NaN	NaN	76.4646	NaN	21.126	5.263	NaN	20.1	77.543	73.58680488	69.819	2.477	82.057599	71.6642431	NaN	NaN	NaN	32.75415972	61.29673325	5.949107034	63.140831	9.705422652	53.43540835	0.86824544	NaN	NaN	491621	50.60676946	NaN	NaN	NaN	191711.5419	-1.234840938	38.9958	2.236153774	299909.4581	61.0042	NaN	287000	NaN	356000000	61.36374499	63000000	9000000	293000000	136000000	145000000	13.3140069	46.50358569	210.3661055	1
NaN	NaN	19116	344	NaN	NaN	NaN	NaN	NaN	NaN	64.1574	93.6440678	97.38181437	58.3974	NaN	15.945	4.153	NaN	8.8	81.561	79.06917073	76.696	1.875	89.8407843	82.4858963	NaN	NaN	NaN	25.4353608	68.1776557	6.386983504	46.67562118	9.368147729	37.30747345	1.507032758	NaN	NaN	4590790	49.22390264	NaN	NaN	NaN	1666915.849	0.150263764	36.31	2.288853202	2923874.151	63.69	NaN	1923000	579000	2001000000	16.09667871	186000000	95000000	1815000000	368000000	463000000	3.769715041	68.63917005	165.1406655	2
NaN	NaN	454	7549	NaN	NaN	NaN	NaN	NaN	NaN	44.7016	100	100	69.934	NaN	10.129	7.152	77.8	4.8	80.801	78.77321951	76.842	1.481	88.889988	82.843349	NaN	NaN	NaN	17.72269471	70.20227164	12.07503365	42.44553298	17.20034604	25.24518694	-0.037967942	NaN	NaN	11262628	49.70140625	NaN	NaN	NaN	2782770.126	0.274158621	24.708	-0.140184185	8479857.874	75.292	NaN	2405000	206000	2249000000	NaN	198000000	NaN	2051000000	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.5	2.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.842807849	NaN	NaN	55763	NaN	NaN	NaN	NaN	0	NaN	0	0.842807849	55763	100	NaN	272000	NaN	486000000	NaN	NaN	NaN	NaN	NaN	102000000	NaN	NaN	NaN	3
