Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
2.089956671	666530	97915	NaN	3581363	20.98647532	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.0431699	NaN	15.4	7	NaN	7.5	80.16	76.99463415	73.98	1.902	NaN	NaN	NaN	NaN	NaN	22.02586746	66.78069037	11.19344217	49.74388472	16.76149514	32.98238957	1.479977923	NaN	NaN	17065100	50.15253432	NaN	NaN	NaN	2491504.6	1.562203593	14.6	1.465927481	14573595.4	85.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.02464136	NaN	3
16.75548815	110701	34938	NaN	793239	10.3315251	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.51515152	NaN	11.6	10.7	NaN	7.900001	78.89	75.53	72.33	1.45	NaN	NaN	NaN	NaN	NaN	17.46937917	67.58430629	14.94631454	47.96334458	22.11506689	25.84827769	0.762001611	NaN	NaN	7677850	52.1374646	NaN	NaN	NaN	2628511.948	0.645813841	34.235	0.822538444	5049338.053	65.765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.87666353	NaN	3
0.422781995	-151163	NaN	NaN	360600	5.037016343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.76878636	NaN	25.9	6.1	NaN	75.4	69.099	64.74636585	60.601	2.74	NaN	NaN	NaN	NaN	NaN	34.26274999	61.504138	4.233112008	62.59068617	6.882645859	55.70804031	1.039043262	NaN	NaN	7159000	51.07217557	NaN	NaN	NaN	3311109.09	0.930563993	46.251	1.132484056	3847890.91	53.749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
11.39982319	-2869	268403	191622	333110	5.946566412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.945	18.619	NaN	109.7	47.88	46.22714634	44.653	6.505	NaN	NaN	NaN	NaN	NaN	44.56418743	52.26596474	3.169847832	91.32910011	6.064841333	85.26425878	2.426813221	NaN	NaN	5601720	51.27185936	NaN	NaN	NaN	5250436.139	2.203013652	93.729	5.83291608	351283.8612	6.271	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.02938446	45.47335434	0
5.178633873	51559	25911	NaN	891537	8.94454801	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.06642823	NaN	12.4	10.6	NaN	8.5	79.4	75.96829268	72.7	1.62	NaN	NaN	NaN	NaN	NaN	18.10016646	66.97111544	14.9287181	49.31810429	22.29127886	27.02682543	0.298235706	NaN	NaN	9967379	51.16580841	NaN	NaN	NaN	361118.1412	-2.139379876	3.623	0.391039477	9606260.859	96.377	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.0448964	NaN	3
8.436322532	-8723	456	2	76212	1.596685785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.677	17.359	NaN	106.8	51.671	48.64853659	45.77	6.744	NaN	NaN	NaN	NaN	NaN	46.21545537	50.36804936	3.416495273	98.53856021	6.783060526	91.75549969	3.105310387	NaN	NaN	4773137	52.15624442	NaN	NaN	NaN	3127120.706	1.985449981	65.515	5.268009984	1646016.294	34.485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.97222565	43.25163281	0
3.596847047	-289365	145	477	881617	0.837592899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.721	10.348	NaN	96.5	59.15	59.47114634	59.777	4.538	NaN	NaN	NaN	NaN	NaN	42.5309103	53.78675231	3.682337389	85.91938665	6.846179089	79.07320756	2.476252386	NaN	NaN	105256026	48.56474061	NaN	NaN	NaN	84403754.69	1.900526944	80.189	4.841080789	20852271.31	19.811	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.5546459	62.72336564	0
6.534869393	-186395	NaN	1922	21510	0.246722723	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.03142386	NaN	12.1	12.4	NaN	18.5	75.15	71.64146341	68.3	1.81	NaN	NaN	NaN	NaN	NaN	20.3216949	66.53852543	13.13977967	50.28887303	19.74762678	30.54124625	-1.803750479	NaN	NaN	8718289	50.70410589	NaN	NaN	NaN	2931350.31	-2.8611036	33.623	-1.263856149	5786938.69	66.377	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.87509969	NaN	2
4.193276227	12900	1780	39	173200	35.13961505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.959	3.394	NaN	17.5	73.664	72.46495122	71.323	3.709	NaN	NaN	NaN	NaN	NaN	32.61897661	65.1827686	2.198254787	53.41477839	3.372447709	50.04233068	3.068778208	NaN	NaN	492891	42.26269094	NaN	NaN	NaN	58456.8726	1.421377151	11.86	3.292536415	434434.1274	88.14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	176.6755473	NaN	3
23.34308461	-24141	NaN	NaN	56000	1.299847709	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.953	8.92	NaN	16.5	73.71	67.46685366	61.521	1.708	NaN	NaN	NaN	NaN	NaN	24.18861069	69.70268537	6.108703943	43.46649554	8.76394347	34.70255207	-1.357258757	NaN	NaN	4308197	50.58487344	NaN	NaN	NaN	2617272.759	-1.902263964	60.751	-0.507779453	1690924.241	39.249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
2.743017872	-32547	NaN	NaN	1248977	12.25809206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.2037857	NaN	13.9	10.7	NaN	13.9	75.6	70.83658537	66.3	1.91	NaN	NaN	NaN	NaN	NaN	23.0721756	66.27921869	10.64860571	50.87685398	16.06628129	34.81057269	0.186649681	NaN	NaN	10189000	53.13488698	NaN	NaN	NaN	3466195.91	-2.222727524	34.019	1.451952651	6722804.09	65.981	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
66.80409152	-4746	30657	NaN	30404	16.08677249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.047	4.893	NaN	35.2	74.322	72.48680488	70.739	4.508	NaN	NaN	NaN	NaN	NaN	44.11246787	52.01192172	3.87561041	92.26361321	7.451388608	84.8122246	3.116856085	NaN	NaN	189000	50.58846411	NaN	NaN	NaN	99291.15	3.480703852	52.535	2.715681658	89708.85	47.465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.28289876	NaN	1
NaN	NaN	NaN	NaN	15683	25.92231405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.6	7.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.498779002	NaN	NaN	60500	NaN	NaN	NaN	NaN	0	NaN	0	1.498779097	60500	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.13288119	NaN	3
6.74327363	-100000	200	731	59590	0.894951417	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.399	10.587	NaN	82.7	60.539	58.77807317	57.101	4.913	NaN	NaN	NaN	NaN	NaN	40.95852766	55.31394487	3.727527468	80.78623796	6.738856678	74.04738128	2.279226466	NaN	NaN	6658462	50.45985094	NaN	NaN	NaN	2957888.574	0.027568867	44.423	4.116172903	3700573.426	55.577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.13759781	37.93744407	1
1.288108337	-92000	5335	14	798517	0.533588975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.163	7.041	NaN	48.8	70.174	66.34073171	62.69	2.809	NaN	NaN	NaN	NaN	NaN	35.17586671	60.36878225	4.455351034	65.64852937	7.380223466	58.26830591	1.726496105	NaN	NaN	149650206	50.33167345	NaN	NaN	NaN	39025780.72	-1.339746223	26.078	2.831028798	110624425.3	73.922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.67611039	25.78358871	2
68.50570841	-5397	NaN	NaN	21392	8.243513512	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.993	8.11	NaN	15.7	77.052	74.41726829	71.908	1.748	NaN	NaN	NaN	NaN	NaN	23.96368415	65.95350307	10.08281278	51.62196903	15.28775928	36.33420976	0.352449461	NaN	NaN	259501	51.92195791	NaN	NaN	NaN	174594.8678	1.325044851	67.281	-1.618284262	84906.13219	32.719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.78745754	NaN	3
22.11733212	2590	NaN	NaN	73200	29.03321765	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.23	3.699	NaN	9.2	75.81	73.65365854	71.6	3.532	NaN	NaN	NaN	NaN	NaN	35.38363907	61.8006941	2.815666832	61.81048038	4.556044027	57.25443635	2.820974733	NaN	NaN	252125	47.13138324	NaN	NaN	NaN	86143.54875	0.746467534	34.167	3.914839926	165981.4513	65.833	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.29250901	NaN	3
0.447883483	1595	NaN	NaN	23807	4.26266786	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.048	13.789	NaN	96.3	54.18	52.58963415	51.075	5.753	NaN	NaN	NaN	NaN	NaN	42.76669651	53.98818263	3.245120859	85.22572001	6.010798477	79.21492153	0.961275131	NaN	NaN	558500	48.73178156	NaN	NaN	NaN	466973.02	0.140132955	83.612	5.259057459	91526.98	16.388	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.68181855	NaN	1
3.970875669	5803	1179	3	27510	1.990059109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.576	6.707	NaN	41.3	66.068	64.01717073	62.064	4.698	NaN	NaN	NaN	NaN	NaN	44.78689151	52.58002374	2.633084751	90.18629678	5.007766379	85.1785304	2.998193303	NaN	NaN	1382371	50.62353015	NaN	NaN	NaN	802701.3686	-2.10764327	58.067	10.52870355	579669.6314	41.933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.37571949	73.72506483	2
4.859168809	-40982	4284	100	62713	2.136891491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.018	16.976	NaN	111.5	51.207	48.82887805	46.564	5.78	NaN	NaN	NaN	NaN	NaN	43.18754031	52.80789648	4.004563209	89.36561891	7.583265905	81.78235301	2.283699658	NaN	NaN	2934777	50.89568986	NaN	NaN	NaN	1854045.37	1.875196034	63.175	2.988417295	1080731.63	36.825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.42003213	71.75126513	0
4.86975092	889397	154761	NaN	4497521	16.18337231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.65008427	NaN	15	7.3	NaN	6.8	80.65	77.37707317	74.26	1.83	NaN	NaN	NaN	NaN	NaN	20.69470494	68.03864603	11.26664904	46.97529395	16.55919054	30.41610341	1.493593109	NaN	NaN	27791000	50.42230467	NaN	NaN	NaN	6508096.38	1.299060438	23.418	1.553154862	21282903.62	76.582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.05185697	NaN	3
7.098661968	130857	40943	NaN	1376417	20.49606293	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.34293154	NaN	12.5	9.5	NaN	6.6	80.71	77.24243902	73.94	1.59	NaN	NaN	NaN	NaN	NaN	17.03135484	68.40246051	14.56618465	46.19357148	21.29482557	24.89874591	1.026873072	NaN	NaN	6715519	51.18792497	NaN	NaN	NaN	1800833.575	-4.750189955	26.816	3.230132396	4914685.425	73.184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.02766467	NaN	3
NaN	6085	NaN	NaN	40191	28.67979192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.18	10.913	NaN	NaN	78.285	75.4182439	72.688	1.46	NaN	NaN	NaN	NaN	NaN	16.01432884	69.25294533	14.73272583	44.3981906	21.27378953	23.12440108	0.716864349	NaN	NaN	140137	51.36045441	NaN	NaN	NaN	96145.19296	0.845211604	68.608	0.436930332	43991.80704	31.392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
6.861692042	-40000	58	14548	107501	0.815153618	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.039	5.643	56	15.7	76.73	73.60356098	70.626	2.624	NaN	NaN	NaN	NaN	NaN	29.91651919	63.92867328	6.15480753	56.42433179	9.627616552	46.79671523	1.772795867	NaN	NaN	13187821	50.61105242	NaN	NaN	NaN	2206190.575	1.002265011	16.729	1.928312968	10981630.42	83.271	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.06003679	41.01424438	2
3.009029532	-236257	287276	19226	376361	0.033154155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	135	NaN	21.06	6.67	NaN	38.7	71.067	69.45973171	67.929	2.336	NaN	NaN	NaN	NaN	NaN	28.01808381	66.03973077	5.942185426	51.4239971	8.997894687	42.42610241	1.467303211	NaN	NaN	1135185000	48.38715976	NaN	NaN	NaN	835019382.3	0.501859832	73.558	4.203124706	300165617.7	26.442	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.34073015	24.94630314	2
21.30741954	24753	49876	100	265344	2.178375691	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.069	13.929	NaN	89.9	54.782	53.25309756	51.797	5.923	NaN	NaN	NaN	NaN	NaN	45.18821764	51.25117613	3.560606229	95.11747349	6.947364914	88.17010857	2.877219253	NaN	NaN	12180819	50.33434944	NaN	NaN	NaN	7350271.609	1.748436804	60.343	4.619623023	4830547.391	39.657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.50689136	73.46275208	1
10.63815767	-235000	460	494	104277	0.314055934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.227	6.27	66.1	27.8	72.399	68.30553659	64.407	3.104	NaN	NaN	2.1	22.7	12.8	36.53642959	59.1652594	4.298311003	69.01810456	7.264923786	61.75318077	1.964149917	NaN	NaN	33203321	50.41119833	NaN	NaN	NaN	10533421.55	0.275053618	31.724	2.758792203	22669899.45	68.276	11.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.67968722	50.45928375	2
15.13676976	-4500	NaN	4	14079	3.215293827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	307.0703556	NaN	37.255	11.397	NaN	85.7	57.577	55.59941463	53.716	5.573	NaN	NaN	NaN	NaN	NaN	46.22290329	50.76368652	3.013410189	96.99120936	5.936153175	91.05505619	2.423414039	NaN	NaN	437876	49.95546684	NaN	NaN	NaN	315844.3376	1.760162516	72.131	4.160762743	122031.6624	27.869	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.99629815	40.27948638	0
82.14524688	-34010	NaN	NaN	8931	2.565163069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.039	8.516	NaN	45	68.179	65.08021951	62.129	5.307	NaN	NaN	NaN	NaN	NaN	45.4221418	49.75916591	4.818692287	100.9679989	9.684029461	91.28396943	1.597866109	NaN	NaN	348165	52.25539615	NaN	NaN	NaN	194554.602	-2.819918516	55.88	7.488784668	153610.398	44.12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.27048379	57.82294127	1
8.296234798	25043	276210	NaN	417628	13.60245453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.956	4.213	NaN	14.5	78.12	75.747	73.487	3.175	NaN	NaN	NaN	NaN	NaN	35.80840586	59.18781594	5.003778206	68.9536916	8.454067999	60.4996236	2.543406724	NaN	NaN	3070240	49.14632081	NaN	NaN	NaN	1514150.261	0.488306201	49.317	4.584497295	1556089.739	50.683	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.43776349	28.83798724	2
31.11793544	-66501	3988	13523	34555	0.326905655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.824	7.005	NaN	10.6	76.316	74.45980488	72.692	1.752	NaN	NaN	NaN	NaN	NaN	23.20056672	68.0761562	8.723277083	46.89431011	12.81399769	34.08031242	0.918338205	NaN	NaN	10570328	49.60402364	NaN	NaN	NaN	2815512.566	-0.890551443	26.636	1.583266825	7754815.434	73.364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.86228722	NaN	2
NaN	NaN	NaN	NaN	12711	48.79837224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.103469599	NaN	NaN	26048	NaN	NaN	NaN	NaN	0	NaN	0	5.103469599	26048	100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
27.39234389	17167	33	11	43805	5.713722979	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.046	6.988	NaN	9.5	78.596	76.50470732	74.513	2.411	NaN	NaN	NaN	NaN	NaN	25.48433927	64.60661334	9.909047391	54.78291592	15.33751249	39.44540343	2.050853194	NaN	NaN	766663	49.30314884	NaN	NaN	NaN	254716.1151	0.795819343	33.224	2.681205218	511946.8849	66.776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.93897405	NaN	3
