Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	59436	10	NaN	NaN	NaN	130	NaN	NaN	16.724	NaN	NaN	53.05592463	NaN	12.8	6.8	70.8	5	82.6	79.93658537	77.4	1.756	92.2462574	86.103477	NaN	NaN	NaN	20.32587144	67.03560234	12.63852622	49.17446329	18.85345366	30.32100963	1.220563785	3732.54487	NaN	19651400	50.39324017	NaN	NaN	NaN	2442315.295	-0.402788889	12.4282	1.453100494	17209084.71	87.5718	NaN	4841000	3461000	13624000000	16.10256784	3653000000	2422000000	9971000000	6072000000	8494000000	9.552861382	34.67793573	107.5388816	3
NaN	NaN	14130	72	NaN	NaN	NaN	100	NaN	NaN	13.511	NaN	NaN	58.77682296	NaN	9.7	9.4	NaN	4.4	81.7	78.67804878	75.8	1.39	91.7952562	82.2708546	NaN	NaN	NaN	16.59318582	67.72459535	15.68221882	47.65684383	23.15586936	24.50097448	0.491980464	2984.526032	1261.143832	8081957	51.5500258	NaN	NaN	NaN	2740300.668	0.059958415	33.9064	0.714336744	5341656.332	66.0936	NaN	18611000	8266000	12334000000	12.3924051	1531000000	842000000	10803000000	6901000000	7743000000	8.499245907	75.63558943	110.3847616	3
NaN	NaN	458	260217	NaN	NaN	NaN	180	NaN	NaN	33.6	NaN	NaN	120.779	NaN	13.8	5.8	NaN	52.8	70.438	67.55485366	64.809	1.8	76.4012804	64.3782161	NaN	NaN	NaN	28.58880037	65.24667785	6.164521785	53.26450832	9.448024003	43.81648432	0.746167883	NaN	NaN	8171950	51.16952344	NaN	NaN	NaN	3939925.91	0.330964689	48.2128	1.134280147	4232024.09	51.7872	NaN	576000	1141000	63000000	2.362179039	12000000	5000000	51000000	105000000	110000000	3.524434585	61.46383361	143.8772261	2
NaN	NaN	40533	574555	NaN	NaN	NaN	370	NaN	89	28.971	NaN	NaN	430.804	NaN	36.332	16.293	19.7	97.6	47.888	46.67307317	45.516	5.484	41.9419836	37.3858567	NaN	NaN	NaN	44.72314586	52.36785441	2.908999728	90.95684006	5.554933958	85.40190611	2.378057967	NaN	NaN	6656071	51.40948079	NaN	NaN	NaN	6077152.569	2.131053237	91.3024	5.008470436	578918.4313	8.6976	NaN	74000	NaN	1600000	4.15281279	500000	NaN	1100000	14000000	14000000	9.492389861	20.43584043	89.80380236	0
NaN	NaN	12578	27	NaN	NaN	NaN	100	NaN	NaN	16.147	NaN	NaN	66.934916	NaN	10.8	10.2	NaN	4.3	81.7	78.57560976	75.6	1.6599	90.8885827	81.7639344	NaN	NaN	NaN	16.97637757	65.87694101	17.14668143	51.79818381	26.02835099	25.76983283	0.448268895	2990.834038	1497.73684	10332785	51.07692833	NaN	NaN	NaN	290599.2453	-0.781515492	2.8124	0.484082344	10042185.75	97.1876	NaN	6720000	6773000	7598000000	3.670748195	663000000	1085000000	6935000000	10185000000	11270000000	5.764385189	163.9425186	109.1188107	3
NaN	NaN	5021	232	NaN	NaN	NaN	220	NaN	85	117.414	NaN	NaN	298.633	NaN	42.367	13.499	NaN	82.9	55.497	53.0615122	50.742	5.828	63.0416403	57.5937763	NaN	NaN	NaN	45.26044666	51.75703032	2.982523024	93.21046703	5.762546663	87.44792037	3.172429346	NaN	NaN	6937985	51.28702354	NaN	NaN	NaN	4204349.53	2.295086617	60.599	4.536992861	2733635.47	39.401	NaN	72000	NaN	94500000	15.74959786	1500000	29000000	93000000	20000000	49000000	5.519870695	41.77540845	124.9944401	0
NaN	NaN	22025	5790	NaN	NaN	NaN	300	NaN	84	105.879	NaN	NaN	163.165	NaN	25.69	6.99	NaN	56.5	65.865	65.66831707	65.481	2.907	64.4596113	59.7010732	NaN	NaN	NaN	36.07678351	59.80102383	4.122192656	67.22121728	6.893180739	60.32803654	1.744407836	NaN	NaN	134266428	48.76451323	NaN	NaN	NaN	101494141.2	1.204537772	75.5916	3.435091725	32772286.81	24.4084	NaN	207000	1158000	59000000	0.848797116	2000000	196000000	57000000	113000000	309000000	3.363866941	30.98728153	101.2781606	0
NaN	NaN	3658	2841	NaN	NaN	NaN	210	NaN	NaN	44.772	NaN	NaN	93.96607826	NaN	8.5	14.3	NaN	16.2	75.4	71.86585366	68.5	1.21	84.7193047	67.8575215	NaN	NaN	NaN	14.7960271	68.30106582	16.90290708	46.41059959	24.7476476	21.66295199	-1.911020315	1168.553186	470.436732	7868468	51.34716204	NaN	NaN	NaN	2406885.677	-2.744439861	30.589	-1.541520884	5461582.323	69.411	NaN	3433000	3188000	1392000000	18.41911872	296000000	301000000	1096000000	717000000	1018000000	11.611372	85.65309401	127.4100199	2
NaN	NaN	NaN	49	NaN	NaN	NaN	NaN	NaN	NaN	15.665	NaN	NaN	83.124	NaN	21.298	3.028	NaN	10.2	74.876	74.03753659	73.239	2.647	85.8097063	79.9503143	NaN	NaN	NaN	28.65677779	68.72870163	2.61452058	45.49962043	3.80411752	41.69550291	-0.068504884	NaN	NaN	642070	43.37702549	NaN	NaN	NaN	74539.19044	-0.149442385	11.6092	-0.057869727	567530.8096	88.3908	NaN	3167000	NaN	985000000	14.16035296	245000000	170000000	740000000	380000000	550000000	9.779726232	127.2731932	110.9195117	3
NaN	NaN	28022	406326	NaN	NaN	NaN	160	NaN	NaN	18.17	NaN	NaN	76.655	NaN	10.18	8.229	NaN	7.8	77.12	74.61536585	72.23	1.315	85.3595249	74.4599098	NaN	NaN	NaN	18.50027702	69.38057419	12.11914879	44.13256328	17.46763979	26.66492348	0.731318381	NaN	NaN	3775883	51.84701119	NaN	NaN	NaN	2117643.566	-0.063964575	56.0834	1.756212516	1658239.434	43.9166	NaN	160000	NaN	307000000	18.78971238	19000000	27000000	288000000	85000000	112000000	2.35565714	73.3356808	116.3666725	2
NaN	NaN	618	6364	NaN	NaN	NaN	130	NaN	NaN	23.915	NaN	NaN	137.3856553	NaN	9.4	14.3	NaN	9.3	74.1	68.05609756	62.3	1.22	81.220477	50.7819135	NaN	NaN	NaN	17.36854012	68.69764704	13.93381284	45.56539314	20.28280943	25.28258371	-0.454984055	NaN	NaN	9925000	53.20011819	NaN	NaN	NaN	2885654.05	-2.079571075	29.0746	0.218690244	7039345.95	70.9254	NaN	63000	1436000	295000000	3.17016818	61000000	34000000	234000000	493000000	527000000	5.384693982	117.2544534	110.7921853	2
NaN	NaN	1049	1	NaN	NaN	NaN	170	NaN	NaN	91.187	NaN	NaN	126.678	NaN	28.203	4.232	NaN	20.6	75.483	73.80863415	72.214	3.396	82.9501449	77.4054059	NaN	NaN	NaN	40.50588576	55.55530175	3.938812493	80.00082233	7.089894878	72.91092746	3.024153902	NaN	NaN	265200	50.68146862	NaN	NaN	NaN	140231.9256	3.536833581	52.8778	2.451966821	124968.0744	47.1222	NaN	200000	NaN	121000000	24.91909232	NaN	4000000	121000000	44000000	48000000	7.658767701	74.40951627	103.4186151	1
NaN	NaN	NaN	1	NaN	NaN	NaN	200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.4	6.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.48	NaN	NaN	62800	NaN	NaN	NaN	NaN	0	NaN	0	0.478851673	62800	100	NaN	284000	145000	378000000	NaN	NaN	NaN	378000000	243000000	243000000	NaN	20.39505967	111.2142016	3
NaN	NaN	350	215	NaN	NaN	NaN	220	NaN	50	84.403	NaN	NaN	186.248	NaN	30.476	8.16	NaN	54.9	65.808	63.67880488	61.651	3.983	68.7033474	60.6466088	NaN	NaN	NaN	39.21074274	56.52635162	4.262905646	76.9086402	7.541448412	69.36719179	1.98507187	120.2776703	NaN	8646659	50.24548782	NaN	NaN	NaN	3218632.346	0.727697358	37.224	2.738187413	5428026.654	62.776	NaN	334000	217000	143000000	9.194296003	43000000	34000000	100000000	80000000	114000000	5.501943779	38.82114686	97.83073902	1
NaN	NaN	3182	441	NaN	NaN	NaN	230	NaN	NaN	86.001	NaN	NaN	131.761	NaN	19.926	6.395	NaN	27.7	74.626	70.72409756	67.008	2.264	78.2569598	63.8727198	NaN	NaN	NaN	28.65093427	65.52351487	5.825550866	52.61696538	8.890778948	43.72618643	1.354495615	458.6667106	314.0121743	179289227	50.61433948	NaN	NaN	NaN	32543146.17	-0.438579058	18.1512	1.756530322	146746080.8	81.8488	NaN	3785000	2338000	2142000000	3.063801452	144000000	533000000	1998000000	2396000000	2929000000	4.743393543	21.83134975	90.58746953	2
NaN	NaN	NaN	9	NaN	NaN	NaN	140	NaN	NaN	42.096	NaN	NaN	66.079	NaN	11.192	8.76	NaN	15.5	78.813	75.60819512	72.556	1.516	88.395041	78.5039974	NaN	NaN	NaN	21.08059044	67.29026546	11.6291441	48.60990563	17.28206007	31.32784556	0.231282866	NaN	NaN	268813	50.23064103	NaN	NaN	NaN	162682.9395	-0.701251337	60.519	1.677828913	106130.0605	39.481	NaN	498000	NaN	666000000	54.76079045	8000000	47000000	658000000	99000000	146000000	10.11379082	51.71426793	95.30487697	3
NaN	NaN	NaN	2	NaN	NaN	NaN	130	NaN	NaN	26.219	NaN	NaN	101.776	NaN	21.958	2.995	NaN	6.9	79.073	76.68104878	74.403	2.292	87.6392131	84.2900861	NaN	NaN	NaN	29.37921747	67.59576679	3.025015735	47.93825818	4.475155589	43.4631026	2.141418322	289.8253729	NaN	341585	49.35843202	NaN	NaN	NaN	95283.08624	0.467709336	27.8944	2.796490498	246301.9138	72.1056	NaN	NaN	NaN	113000000	2.732386152	NaN	NaN	113000000	398000000	398000000	16.88893679	89.98295164	142.2980644	3
NaN	NaN	NaN	112523	NaN	NaN	NaN	NaN	96.2	NaN	58.287	NaN	NaN	194.801	NaN	25.413	8.083	NaN	60.1	64.778	63.02680488	61.359	3.352	66.9171843	60.5637105	NaN	NaN	NaN	37.41068806	58.20762283	4.381689114	71.79880426	7.527689503	64.27111475	3.010761095	NaN	NaN	606024	48.58437482	NaN	NaN	NaN	438538.3592	1.489294623	72.3632	7.107766782	167485.6408	27.6368	NaN	6000	NaN	8000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.96213526	113.7470476	1
NaN	NaN	2805	5	NaN	NaN	NaN	240	NaN	85	61.247	NaN	NaN	570.505	NaN	25.797	14.328	NaN	46.8	49.273	49.33753659	49.399	3.228	37.8889788	31.7617252	NaN	NaN	NaN	36.66081339	60.1111108	3.228075803	66.35859604	5.370181585	60.98841446	1.316854527	NaN	NaN	1808103	50.06667201	NaN	NaN	NaN	816188.5428	-0.483825072	45.1406	2.823238465	991914.4572	54.8594	NaN	1274000	NaN	324000000	11.42785474	5000000	13000000	319000000	184000000	197000000	9.135700088	70.0999177	120.1947007	2
NaN	NaN	50725	25376	NaN	NaN	NaN	310	NaN	90	122.536	NaN	NaN	501.579	NaN	38.423	19.576	NaN	111.9	44.943	43.52882927	42.182	5.329	40.667661	33.7392106	NaN	NaN	NaN	41.89084765	54.15559505	3.953557303	84.65312755	7.30036721	77.35276034	1.636884774	NaN	NaN	3829238	50.83469675	NaN	NaN	NaN	2381395.454	1.499336265	62.1898	1.863535368	1447842.546	37.8102	NaN	3000	5000	3000000	NaN	NaN	NaN	NaN	NaN	29000000	NaN	25.62440931	103.5465861	0
NaN	NaN	129950	51	NaN	NaN	NaN	110	NaN	NaN	14.978	NaN	NaN	59.5295634	NaN	10.7	7.1	74	5.3	82.1	79.5902439	77.2	1.52	90.8830421	84.7125997	NaN	NaN	NaN	18.50537216	68.73978537	12.75484247	45.47615978	18.55525501	26.92090477	0.897131277	3709.258124	1364.246929	31362000	50.48743952	NaN	NaN	NaN	6355321.128	0.263545276	20.2644	1.058795753	25006678.87	79.7356	NaN	20057000	17705000	12744000000	4.186742469	2057000000	2535000000	10687000000	11722000000	14257000000	5.232321071	65.32160802	97.54909039	3
NaN	NaN	54113	56	NaN	NaN	NaN	120	NaN	NaN	5.341	NaN	NaN	51.9301563	NaN	9.9	8.5	NaN	4.5	83.1	80.38536585	77.8	1.39	92.5523631	85.8676055	NaN	NaN	NaN	17.01745119	67.4553851	15.5271637	48.24613312	23.01841977	25.22771335	0.756469146	NaN	NaN	7284753	51.12905956	NaN	NaN	NaN	1939492.639	0.655108274	26.624	0.79327269	5345260.361	73.376	NaN	6868000	11427000	9117000000	6.739758567	1857000000	1673000000	7260000000	5537000000	7210000000	6.413240369	64.20482722	102.1735896	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.878	NaN	NaN	55.238	NaN	10.207	9.626	NaN	NaN	80.412	78.05385366	75.808	1.406	91.8379761	84.985899	NaN	NaN	NaN	16.54140466	68.60652272	14.85207262	45.75873552	21.64819325	24.11054227	0.431275252	NaN	NaN	146626	51.18669267	NaN	NaN	NaN	101849.6454	0.378886376	69.4622	0.550542885	44776.35463	30.5378	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	413	1709	NaN	NaN	NaN	140	NaN	NaN	61.6	NaN	NaN	69.36018766	NaN	15.875	5.027	NaN	8.4	80.675	77.55521951	74.584	2.014	88.628164	78.8956497	NaN	NaN	NaN	26.66532227	65.75298117	7.581696564	52.0843591	11.53057463	40.55378447	1.145608973	439.8443968	NaN	15783991	50.53864401	NaN	NaN	NaN	2112403.084	-1.329629751	13.3832	1.533583424	13671587.92	86.6168	NaN	1412000	1938000	1221000000	5.410951195	323000000	259000000	898000000	673000000	932000000	4.463334818	52.43557346	101.8613632	2
NaN	NaN	297277	152741	NaN	NaN	NaN	250	NaN	NaN	8.204	NaN	NaN	101.716	NaN	12.86	6.41	NaN	25.2	73.283	71.57943902	69.957	1.705	80.6688125	73.6421919	NaN	NaN	NaN	24.09760743	68.65871425	7.243678319	45.64793572	10.55026794	35.09766777	0.669999568	630.3007254	NaN	1280400000	48.16685087	NaN	NaN	NaN	786997860	-1.469162471	61.465	4.179687631	493402140	38.535	NaN	36803000	16602000	21742000000	5.950267653	1357000000	1361000000	20385000000	15398000000	16759000000	5.109260553	42.69873672	139.4452392	2
NaN	NaN	58288	5223	NaN	NaN	NaN	240	NaN	86	136.201	NaN	NaN	392.13	NaN	37.897	15.243	NaN	85.4	50.645	49.57809756	48.562	4.917	45.7710425	42.2740886	NaN	NaN	NaN	42.27748956	54.20885827	3.513652173	84.47169558	6.48169374	77.99000184	2.270499536	NaN	NaN	16408085	50.19537321	NaN	NaN	NaN	8738683.542	1.150586714	53.2584	3.562029212	7669401.458	46.7416	NaN	226000	NaN	124000000	4.153898181	62000000	34000000	62000000	171000000	205000000	6.617404838	33.71392299	129.4101053	1
NaN	NaN	205	30617	NaN	NaN	NaN	210	NaN	NaN	95.702	NaN	NaN	104.39	NaN	22.163	5.573	NaN	20	75.334	71.53402439	67.915	2.57	81.7276283	68.8181788	NaN	21	NaN	31.99697036	63.14882204	4.854207601	58.35608135	7.686932937	50.66914841	1.608704887	125.7932444	NaN	41078136	50.70724485	NaN	NaN	NaN	11223614.79	0.512352744	27.3226	2.024000244	29854521.21	72.6774	NaN	567000	1277000	1237000000	8.680055678	270000000	280000000	967000000	1075000000	1355000000	8.810427429	25.06599314	115.4645254	2
NaN	NaN	NaN	43	NaN	NaN	NaN	320	NaN	NaN	63.594	NaN	NaN	256.517	NaN	40.073	10.185	NaN	69.4	59.862	58.31721951	56.846	5.303	66.5371507	57.9809125	NaN	NaN	NaN	41.20282955	55.92395409	2.873216357	78.81425165	5.137720327	73.67653132	2.665312004	NaN	NaN	593170	49.79230168	NaN	NaN	NaN	427094.2634	2.722271086	72.002	2.51898009	166075.7366	27.998	NaN	19000	NaN	11000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.66663112	125.6968698	0
NaN	NaN	NaN	8	NaN	NaN	NaN	200	NaN	NaN	94.65	NaN	NaN	99.563	NaN	26.722	5.825	NaN	28.6	74.686	70.51365854	66.54	3.358	78.4311386	68.0097793	NaN	NaN	NaN	39.99390377	54.49011461	5.515981614	83.5195259	10.12290331	73.39662259	1.702802004	132.5263948	33.13159871	452740	51.45260293	NaN	NaN	NaN	203114.5572	-0.175863413	44.8634	3.25790799	249625.4428	55.1366	NaN	126000	NaN	100000000	51.38949742	35000000	7000000	65000000	56000000	63000000	14.99634979	46.14364662	122.5943436	1
NaN	NaN	12433	98	NaN	NaN	NaN	150	NaN	NaN	76.415	NaN	NaN	64.872	NaN	19.013	3.941	NaN	10	80.581	78.1347561	75.805	2.275	88.7343633	81.0689479	NaN	NaN	NaN	30.02975365	64.34254825	5.6276981	55.41815286	8.746464436	46.67168843	1.984966997	NaN	NaN	4083197	49.18917701	NaN	NaN	NaN	1628983.277	0.656315127	39.8948	2.87670798	2454213.723	60.1052	NaN	1113000	364000	1292000000	18.10008302	131000000	85000000	1161000000	345000000	430000000	5.562259197	73.9237713	118.6053255	2
NaN	NaN	1005	18034	NaN	NaN	NaN	140	NaN	NaN	50.299	NaN	NaN	86.765	NaN	12.514	7.19	NaN	6	78.754	76.81534146	74.969	1.621	86.8928004	80.5428879	NaN	NaN	NaN	20.89312481	68.96807704	10.13879815	44.99461822	14.70071167	30.29390655	0.316066126	NaN	NaN	11175434	49.74692265	NaN	NaN	NaN	2726805.896	0.316066126	24.4	0.316066126	8448628.104	75.6	NaN	1656000	111000	1769000000	NaN	136000000	NaN	1633000000	NaN	NaN	NaN	16.66249881	94.47401565	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.973151055	NaN	NaN	45117	NaN	NaN	NaN	NaN	0	NaN	0	5.973151055	45117	100	NaN	303000	NaN	607000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	173	7	NaN	NaN	NaN	120	NaN	NaN	7.226	NaN	NaN	45.772	NaN	12.505	6.805	NaN	4.6	80.34	78.20926829	76.18	1.613	92.2622503	86.1069287	NaN	NaN	NaN	21.43814262	68.19175915	10.37009823	46.64528565	15.20726017	31.43802548	1.894814787	443.9346283	210.2311113	979874	49.56938385	NaN	NaN	NaN	304090.1777	1.38313374	31.0336	2.125918671	675783.8223	68.9664	NaN	2418000	645000	2178000000	40.46611479	219000000	70000000	1959000000	512000000	582000000	10.6258436	46.68778107	103.6139913	3
