Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	69745	1	NaN	NaN	NaN	NaN	NaN	NaN	18.7432	NaN	NaN	57.43828279	NaN	13.3	6.8	NaN	5.3	81.5	78.63170732	75.9	1.762	91.2210606	83.913461	NaN	NaN	NaN	21.04234595	66.63419781	12.32345625	50.07309053	18.49419165	31.57889888	1.046071719	3355.47955	NaN	18711000	50.35227352	NaN	NaN	NaN	2480816.646	-0.542592995	13.2586	1.286708369	16230183.35	86.7414	NaN	4167000	3161000	11664000000	15.9654625	3533000000	2127000000	8131000000	5935000000	8062000000	10.17771814	30.03956973	NaN	3
NaN	NaN	80300	60	NaN	NaN	NaN	NaN	NaN	NaN	14.3718	NaN	NaN	62.30244217	NaN	10	9.6	NaN	4.8	80.8	77.57317073	74.5	1.37	90.6910818	79.7187474	NaN	NaN	NaN	17.33488647	67.37625998	15.28885355	48.42022996	22.6917516	25.72847836	0.109728368	2346.354749	992.8389967	7976789	51.68370127	NaN	NaN	NaN	2728061.838	0.109728368	34.2	0.109728368	5248727.162	65.8	NaN	17352000	NaN	12694000000	14.75276677	1453000000	818000000	11241000000	9581000000	10399000000	12.10431676	62.62113282	NaN	3
NaN	NaN	221635	329657	NaN	NaN	NaN	NaN	NaN	NaN	39.5264	NaN	NaN	115.983	NaN	15.9	5.9	NaN	61	69.478	65.92336585	62.538	2	75.7336916	60.2859849	NaN	NaN	NaN	32.79017189	61.98053777	5.229290345	61.34096864	8.436987696	52.90398094	0.952327625	NaN	NaN	7913000	51.27602107	NaN	NaN	NaN	3820871.18	1.289359203	48.286	0.632511116	4092128.82	51.714	NaN	NaN	1146000	143000000	14.16634058	18000000	11000000	125000000	170000000	181000000	7.4649149	37.80589758	NaN	2
NaN	NaN	25093	502568	NaN	NaN	NaN	NaN	NaN	NaN	37.9022	NaN	NaN	427.7008	NaN	39.56	17.819	NaN	102.8	46.622	45.33843902	44.116	6.026	40.2512044	35.2727903	NaN	NaN	NaN	46.60616282	50.44175993	2.95207725	98.24843569	5.852446969	92.39598872	0.677503162	NaN	NaN	6223515	51.46656649	NaN	NaN	NaN	5736089.305	0.453165109	92.168	3.356061436	487425.6948	7.832	NaN	15000	16000	1300000	1.898302842	900000	NaN	400000	3000000	3000000	1.820018616	24.95046812	62.68361349	0
NaN	NaN	15509	14	NaN	NaN	NaN	NaN	NaN	NaN	21.4254	NaN	NaN	70.91469681	NaN	11.3	10.2	NaN	5.2	81.1	77.87317073	74.8	1.6	90.1471643	80.5869456	NaN	NaN	NaN	17.29165118	66.11329584	16.59505298	51.25550577	25.10093132	26.15457445	0.213527651	2724.153547	1015.673061	10203008	51.08464099	NaN	NaN	NaN	307967.5935	-2.020799531	3.0184	0.283875007	9895040.407	96.9816	NaN	6179000	7776000	4623000000	2.412340538	NaN	NaN	4623000000	8311000000	8311000000	4.592011883	137.2873015	NaN	3
NaN	NaN	2903	56	NaN	NaN	NaN	NaN	NaN	NaN	122.1548	NaN	NaN	299.917	NaN	43.819	14.42	NaN	90.5	54.796	51.99582927	49.329	6.12	61.4632427	55.7392987	NaN	NaN	NaN	45.62168435	51.32938091	3.048934742	94.82019503	5.939940611	88.88025442	2.744431991	NaN	NaN	6154708	51.51155043	NaN	NaN	NaN	3834198.443	2.240063742	62.297	3.583418947	2320509.557	37.703	NaN	152000	NaN	64200000	11.53421214	200000	12000000	64000000	20000000	32000000	4.188415287	48.95988542	104.3464928	0
NaN	NaN	22277	4658	NaN	NaN	NaN	NaN	NaN	NaN	125.5462	NaN	NaN	177.9458	NaN	28.747	7.846	NaN	68.1	63.744	63.72197561	63.701	3.344	59.9409417	55.3661788	NaN	NaN	NaN	38.51581677	57.55326554	3.930917688	73.75208699	6.830051521	66.92203547	1.968677125	NaN	NaN	124803351	48.70438375	NaN	NaN	NaN	96309248.33	1.4782323	77.1688	3.644400368	28494102.67	22.8312	NaN	172000	992000	52000000	0.886558961	NaN	143000000	52000000	151000000	294000000	3.696805263	28.61305984	95.88402265	0
NaN	NaN	240	3122	NaN	NaN	NaN	NaN	NaN	NaN	49.4736	NaN	NaN	98.61367555	NaN	7.9	14.3	63.4	18.6	74.8	71.06097561	67.5	1.11	83.6299423	66.0672615	NaN	NaN	NaN	16.55552865	67.35836068	16.08611068	48.45967003	23.88138683	24.5782832	-0.667302701	1472.519287	598.0110904	8256786	51.17344653	NaN	NaN	NaN	2604834.334	-1.372939009	31.5478	-0.340409865	5651951.666	68.4522	NaN	2667000	2592000	1150000000	19.22656313	184000000	135000000	966000000	519000000	654000000	10.91942085	70.81503223	NaN	2
NaN	NaN	NaN	97	NaN	NaN	NaN	NaN	NaN	NaN	17.4274	NaN	NaN	88.6928	NaN	22.757	3.155	NaN	11.5	74.502	73.54317073	72.63	2.84	85.0858687	78.3954687	NaN	NaN	NaN	28.53197696	69.00842063	2.459602413	44.90985171	3.564206209	41.3456455	3.031398272	NaN	NaN	611237	42.35378421	NaN	NaN	NaN	71035.51919	3.058936998	11.6216	3.027777543	540201.4808	88.3784	NaN	1640000	NaN	625000000	15.64476244	259000000	185000000	366000000	142000000	327000000	8.27736554	110.5443907	NaN	3
NaN	NaN	40000	640075	NaN	NaN	NaN	NaN	NaN	NaN	25.2468	NaN	NaN	86.0966	NaN	11.89	8.061	NaN	9.3	75.93	72.7164878	69.656	1.487	84.2381481	72.7495402	NaN	NaN	NaN	20.70034494	69.31550146	9.984153597	44.26787355	14.40392609	29.86394747	3.350317972	NaN	NaN	3480285	51.76696736	NaN	NaN	NaN	2010915.634	2.659393276	57.7802	4.303692082	1469369.366	42.2198	NaN	148000	NaN	257000000	22.86453933	10000000	16000000	247000000	81000000	97000000	2.395416223	85.38393281	NaN	2
NaN	NaN	75	290	NaN	NaN	NaN	NaN	NaN	NaN	31.3614	NaN	NaN	130.8666274	NaN	9.1	13.6	NaN	12.4	74.4	68.40731707	62.7	1.27	80.693605	51.3507015	NaN	NaN	NaN	20.05634113	66.83913844	13.10452043	49.61293987	19.60605828	30.00688159	-0.475577999	NaN	NaN	10069000	53.07212635	NaN	NaN	NaN	3105863.602	-1.794094417	30.8458	0.118191618	6963136.398	69.1542	NaN	355000	901000	54000000	0.760841998	32000000	14000000	22000000	124000000	138000000	1.700219304	102.6079673	NaN	2
NaN	NaN	3483	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.2454	NaN	NaN	110.978	NaN	31.33	4.37	NaN	24	75.341	73.37263415	71.498	3.8	82.7753601	76.1921811	NaN	NaN	NaN	42.59240621	53.51047145	3.897122344	86.87931034	7.282915361	79.59639498	3.628999912	NaN	NaN	238500	50.66468728	NaN	NaN	NaN	124994.511	3.560714061	52.4086	3.704252123	113505.489	47.5914	NaN	176000	NaN	101000000	30.92373167	2000000	12000000	99000000	21000000	33000000	8.463545841	67.79193806	NaN	1
NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.139319526	NaN	NaN	62000	NaN	NaN	NaN	NaN	0	NaN	0	0.161420535	62000	100	NaN	370000	NaN	487000000	NaN	NaN	NaN	487000000	NaN	NaN	NaN	21.52840152	NaN	3
NaN	NaN	349	183	NaN	NaN	NaN	NaN	NaN	NaN	86.4038	NaN	NaN	196.0616	NaN	32.516	8.799	48.3	63.5	64.262	62.2357561	60.306	4.302	66.6670866	58.7456712	2.5	19.5	13.7	40.13250143	55.77907313	4.088425445	79.27870506	7.329676195	71.94902886	2.116059551	74.01611569	NaN	7971237	50.26418115	NaN	NaN	NaN	3119910.277	0.87997749	39.1396	2.919138912	4851326.723	60.8604	26.1	387000	299000	137000000	10.10920897	68000000	38000000	69000000	60000000	98000000	4.454545455	36.32833496	106.2533556	1
NaN	NaN	2347	136	NaN	NaN	NaN	NaN	NaN	NaN	88.9594	NaN	NaN	138.8114	NaN	21.373	6.45	NaN	34.9	73.43	69.4712439	65.701	2.427	76.8094382	61.9985742	NaN	NaN	NaN	30.59241432	64.08333839	5.32424729	56.04680174	8.308317613	47.73848413	1.511003801	NaN	NaN	169409713	50.52732337	NaN	NaN	NaN	34289881.19	-1.967185541	20.2408	2.413265561	135119831.8	79.7592	NaN	4818000	4171000	1398000000	2.37888611	81000000	634000000	1317000000	5385000000	6019000000	8.088423033	13.30543658	105.5583489	2
NaN	NaN	NaN	5	NaN	NaN	NaN	NaN	NaN	NaN	53.364	NaN	NaN	70.475	NaN	12.7	8.465	55	14.8	78.234	75.21563415	72.341	1.614	87.727545	77.2457046	NaN	NaN	NaN	22.39991276	66.21193263	11.3881546	51.03017844	17.19955022	33.83062822	0.321263334	NaN	NaN	265941	50.51571201	NaN	NaN	NaN	167008.2886	-0.58703404	62.799	1.873530073	98932.71141	37.201	NaN	512000	NaN	721000000	58.62179594	9000000	44000000	712000000	82000000	126000000	9.329864006	53.37189696	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.2502	NaN	NaN	108.3832	NaN	23.77	3.115	NaN	7.7	78.052	75.73636585	73.531	2.569	86.8385019	83.1624629	NaN	NaN	NaN	31.50563396	65.56528535	2.929080695	52.51973581	4.467426137	48.05230968	2.428224378	NaN	NaN	312216	48.61921631	NaN	NaN	NaN	93177.74304	0.753544092	29.844	3.149216286	219038.257	70.156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.11056047	NaN	3
NaN	NaN	NaN	105689	NaN	NaN	NaN	NaN	NaN	NaN	71.6566	NaN	NaN	228.1434	NaN	28.829	9.675	NaN	70.2	61.272	59.51004878	57.832	4.048	61.4283387	54.9610265	NaN	NaN	NaN	41.85574945	54.02291195	4.121338602	85.1066453	7.628871628	77.47777367	2.299093808	NaN	NaN	540507	49.47770969	NaN	NaN	NaN	413673.7894	1.031654984	76.5344	6.548236991	126833.2106	23.4656	NaN	6000	NaN	8000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.03240593	NaN	1
NaN	NaN	2137	16	NaN	NaN	NaN	NaN	NaN	NaN	70.8574	NaN	NaN	431.9354	NaN	28.181	11.573	NaN	49.1	54.652	53.84170732	53.07	3.631	51.4608652	42.2110148	NaN	NaN	NaN	39.36366655	57.73651516	2.899818293	73.20061616	5.022503151	68.178113	2.088734732	NaN	NaN	1695587	50.28235026	NaN	NaN	NaN	821956.1453	0.355357999	48.4762	3.747481178	873630.8547	51.5238	NaN	750000	NaN	179000000	7.730452627	4000000	12000000	175000000	126000000	138000000	5.507786599	83.01635042	95.74850029	2
NaN	NaN	43013	173	NaN	NaN	NaN	NaN	NaN	NaN	132.0272	NaN	NaN	458.7062	NaN	39.658	19.287	NaN	112.7	46.092	44.37256098	42.735	5.522	43.846765	35.5425514	NaN	NaN	NaN	42.1878876	53.86162012	3.950492287	85.66095818	7.334521834	78.32643635	2.146049405	NaN	NaN	3559604	50.87269465	NaN	NaN	NaN	2225613.924	2.015625028	62.5242	2.364027319	1333990.076	37.4758	NaN	7000	NaN	4000000	NaN	NaN	NaN	NaN	NaN	44000000	NaN	28.3612213	109.784094	0
NaN	NaN	119371	15	NaN	NaN	NaN	NaN	NaN	NaN	19.0652	NaN	NaN	62.71022579	NaN	11.4	7.2	80	5.4	81.5	78.66243902	75.96	1.53	90.2010909	82.9490373	NaN	NaN	NaN	19.68789106	67.96334273	12.34876621	47.13814239	18.16974522	28.96839718	0.865613663	3161.788156	1101.28282	30247900	50.49921678	NaN	NaN	NaN	6425621.893	-0.817624435	21.2432	1.324530302	23822278.11	78.7568	NaN	18870000	17648000	11049000000	4.343591044	1635000000	2535000000	9414000000	10849000000	13384000000	5.51297103	68.16081081	NaN	3
NaN	NaN	81903	77	NaN	NaN	NaN	NaN	NaN	NaN	5.617	NaN	NaN	55.14875983	NaN	11	8.7	NaN	4.8	82.5	79.32439024	76.3	1.47	91.8878359	83.8120335	NaN	NaN	NaN	17.64817195	67.30604958	15.04577846	48.57505472	22.35427358	26.22078114	0.297135766	NaN	NaN	7110001	51.15417621	NaN	NaN	NaN	1889525.426	0.489979517	26.5756	0.227428479	5220475.574	73.4244	NaN	7185000	11891000	10188000000	8.445567536	2197000000	1940000000	7991000000	6814000000	8754000000	8.110535283	58.30194042	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.3964	NaN	NaN	60.6084	NaN	11.01	10.148	NaN	NaN	79.6	77.04721951	74.616	1.405	91.3639129	84.087763	NaN	NaN	NaN	16.81358713	68.63989655	14.54651632	45.68786525	21.19250909	24.49535616	0.519257202	NaN	NaN	143847	51.31463689	NaN	NaN	NaN	99991.21433	0.535658546	69.5122	0.481872185	43855.78567	30.4878	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	305	7011	NaN	NaN	NaN	NaN	NaN	NaN	65.8408	NaN	NaN	76.74760481	NaN	17.805	5.21	NaN	9.9	79.14	76.03302439	73.074	2.192	86.71502	76.5881753	NaN	NaN	NaN	28.70064453	64.29025576	7.009099708	55.54456708	10.9022738	44.64229328	1.33288005	402.0251763	NaN	15039162	50.54443186	NaN	NaN	NaN	2208290.391	-0.788350352	14.6836	1.702541928	12830871.61	85.3164	NaN	1759000	1351000	1431000000	7.0580171	326000000	286000000	1105000000	888000000	1174000000	5.156610385	45.61088489	114.2867457	2
NaN	NaN	292345	130631	NaN	NaN	NaN	NaN	NaN	NaN	7.0984	NaN	NaN	108.9888	NaN	15.64	6.5	NaN	32.1	72.603	70.92709756	69.331	1.776	78.7125845	71.9221191	NaN	NaN	NaN	26.45127685	66.79250069	6.756222462	49.71740684	10.11524107	39.60216577	0.959550406	388.7046972	NaN	1241935000	48.234062	NaN	NaN	NaN	820787389.9	-0.517173985	66.0894	3.901801603	421147610.1	33.9106	NaN	25073000	8426000	13229000000	6.377757637	627000000	738000000	12602000000	9205000000	9943000000	6.078111341	31.77657285	66.2782206	2
NaN	NaN	47826	1348	NaN	NaN	NaN	NaN	NaN	NaN	141.4802	NaN	NaN	354.9732	NaN	38.13	14.675	19.3	86.8	52.057	50.7867561	49.577	5.094	49.5676225	44.7481334	4.3	22.4	31.2	43.46944776	53.01478032	3.515771926	88.62664223	6.631682532	81.9949597	2.325765087	NaN	NaN	14976200	50.24481178	NaN	NaN	NaN	8333596.347	1.264308099	55.6456	3.673569635	6642603.653	44.3544	19.7	247000	NaN	114000000	4.731847933	29000000	50000000	85000000	160000000	210000000	9.031508593	32.87764802	92.13507331	1
NaN	NaN	226	3538	NaN	NaN	NaN	NaN	NaN	NaN	92.502	NaN	NaN	111.6132	NaN	23.743	5.772	NaN	22.3	74.366	70.40519512	66.633	2.727	80.4337187	66.9029692	NaN	23	NaN	33.63432461	61.74008818	4.625587208	61.9693184	7.492032073	54.47728632	1.742620703	79.86659625	NaN	38439099	50.6512978	NaN	NaN	NaN	10973824.62	0.656369189	28.5486	2.179956154	27465274.38	71.4514	NaN	674000	1093000	1216000000	9.050955158	288000000	335000000	928000000	1120000000	1455000000	8.387921796	25.88991354	123.1345758	2
NaN	NaN	NaN	33	NaN	NaN	NaN	NaN	NaN	NaN	65.8884	NaN	NaN	264.8722	NaN	38.715	10.519	NaN	74.9	59.1	57.41129268	55.803	5.289	63.4273003	55.1328045	NaN	NaN	NaN	42.01785841	55.04183575	2.940305834	81.67998693	5.341947254	76.33803967	2.581590462	NaN	NaN	533754	49.85911113	NaN	NaN	NaN	383404.0383	2.643142209	71.8316	2.424800022	150349.9617	28.1684	NaN	27000	NaN	16000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.85599614	53.06679317	0
NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	103.5596	NaN	NaN	121.1734	NaN	31.021	6.612	52.9	34.6	72.57	68.48780488	64.6	4.05	76.2861354	66.0136617	NaN	NaN	17.6	43.11446764	51.72957393	5.155958424	93.3130169	9.967138779	83.34587812	1.992642325	NaN	NaN	421203	51.79652518	NaN	NaN	NaN	203996.1946	0.083732351	48.4318	3.819253975	217206.8054	51.5682	NaN	52000	NaN	45000000	37.77205726	25000000	8000000	20000000	24000000	32000000	10.34250354	45.60168316	84.09921429	1
NaN	NaN	22986	54	NaN	NaN	NaN	NaN	NaN	NaN	84.803	NaN	NaN	69.2296	NaN	21.13	3.935	NaN	11.9	79.851	77.43036585	75.125	2.548	87.9768857	80.1869951	NaN	NaN	NaN	32.73468238	61.89831141	5.367006213	61.55529565	8.670682755	52.88461289	2.498898103	NaN	NaN	3740578	49.17802788	NaN	NaN	NaN	1580828.112	0.973032846	42.2616	3.630699746	2159749.888	57.7384	NaN	943000	330000	1038000000	15.08337269	124000000	57000000	914000000	409000000	466000000	6.612555341	83.29359782	96.68827883	2
NaN	NaN	1067	23559	NaN	NaN	NaN	NaN	NaN	NaN	64.3814	NaN	NaN	92.4986	NaN	13.552	7.152	NaN	7.3	77.921	75.94034146	74.054	1.615	85.9753236	79.2935431	NaN	NaN	NaN	22.20759029	68.34174098	9.45066873	46.32345997	13.82854548	32.49491449	0.355426267	NaN	NaN	11031429	49.71851793	NaN	NaN	NaN	2750046.998	-0.700386266	24.9292	0.708516168	8281382.002	75.0708	NaN	1390000	94000	1759000000	NaN	203000000	NaN	1556000000	NaN	NaN	NaN	22.18241726	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.727622303	NaN	NaN	36704	NaN	NaN	NaN	NaN	0	NaN	0	3.727622303	36704	100	NaN	404000	NaN	534000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
