Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.396	6.883	NaN	NaN	75.663	73.17936585	70.814	2.32	NaN	NaN	NaN	NaN	NaN	24.47200805	68.10018677	7.427805182	46.84247539	10.907173	35.93530239	-0.612693383	NaN	NaN	62645	51.16613189	NaN	NaN	NaN	31084.57429	-0.582056004	49.6202	-0.642859655	31560.42571	50.3798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.579592794	NaN	NaN	48653	NaN	NaN	NaN	NaN	2398.787512	4.409473765	4.9304	2.485600612	46254.21249	95.0696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.061	23.098	NaN	147.6	40.922	41.08487805	41.24	7.871	NaN	NaN	NaN	NaN	NaN	46.1886179	51.53407506	2.277307037	94.04636618	4.419031552	89.62733463	2.082623136	NaN	NaN	17518107	48.11629186	NaN	NaN	NaN	14511123.93	1.76228994	82.835	3.516572356	3006983.067	17.165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.874	23.764	NaN	153.8	42.736	40.89056098	39.133	7.206	NaN	NaN	NaN	NaN	NaN	47.08035261	50.27303161	2.64661578	98.91380488	5.264484149	93.64932073	2.795335745	NaN	NaN	9322550	50.73973883	NaN	NaN	NaN	6367376.23	0.821986158	68.3008	7.184374925	2955173.77	31.6992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.04369694	52.54329887	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.883	5.72	NaN	40.4	74.499	71.63736585	68.912	3.747	NaN	NaN	NaN	NaN	NaN	34.15226255	60.60594872	5.24178873	65.00030461	8.648967372	56.35133724	2.537467239	NaN	NaN	3033393	48.47197461	NaN	NaN	NaN	1961027.907	2.122231046	64.648	3.301295755	1072365.093	35.352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.482	3.254	NaN	23.5	72.461	70.93363415	69.479	4.973	NaN	NaN	NaN	NaN	NaN	32.29186716	66.3896718	1.318461044	50.62583877	1.985943007	48.63989576	5.746295522	NaN	NaN	1428788	35.35243532	NaN	NaN	NaN	290709.7792	6.489221199	20.3466	5.557404891	1138078.221	79.6534	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.26571707	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.325	8.382	NaN	28.2	74.336	70.75370732	67.342	3.073	NaN	NaN	NaN	NaN	NaN	30.96636228	60.48250135	8.551136363	65.33707728	14.13819894	51.19887834	1.493503857	NaN	NaN	30810984	50.83290272	NaN	NaN	NaN	4490023.076	-1.142183743	14.5728	1.950137442	26320960.92	85.4272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.43499179	20.31303853	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.239	6.323	NaN	47	71.647	69.03121951	66.54	2.519	NaN	NaN	NaN	NaN	NaN	30.22112096	64.45094261	5.327936424	55.15676877	8.266653998	46.89011477	1.703334312	NaN	NaN	3396511	51.12618474	NaN	NaN	NaN	1115543.28	1.50197706	32.8438	1.801959086	2280967.72	67.1562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.948719329	NaN	NaN	40834	NaN	NaN	NaN	NaN	8820.470672	1.041500705	21.6008	4.764803652	32013.52933	78.3992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.8	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.651939558	NaN	NaN	64539	NaN	NaN	NaN	NaN	41884.52022	-1.776672976	64.898	-1.420916823	22654.47978	35.102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.31534083	NaN	2
