Emigration rate of tertiary educated (% of total tertiary educated population)	Net migration	Refugee population by country or territory of asylum	Refugee population by country or territory of origin	International migrant stock, total	International migrant stock (% of population)	Prevalence of undernourishment (% of population)	Depth of hunger (kilocalories per person per day)	Consumption of iodized salt (% of households)	Vitamin A supplementation coverage rate (% of children ages 6-59 months)	Adolescent fertility rate (births per 1,000 women ages 15-19)	Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)	Completeness of total death reporting (% of reported total deaths to estimated total deaths)	Mortality rate, adult, female (per 1,000 female adults)	Mortality rate, adult, male (per 1,000 male adul ts)	Birth rate, crude (per 1,000 people)	Death rate, crude (per 1,000 people)	Contraceptive prevalence (% of women ages 15-49)	Mortality rate, infant (per 1,000 live births)	Life expectancy at birth, female (years)	Life expectancy at birth, total (years)	Life expectancy at birth, male (years)	Fertility rate, total (births per woman)	Survival to age 65, female (% of cohort)	Survival to age 65, male (% of cohort)	Wanted fertility rate (births per woman)	Female headed households (% of households with a female head)	Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Age dependency ratio (% of working-age population)	Age dependency ratio, old (% of working-age population)	Age dependency ratio, young (% of working-age population)	Population growth (annual %)	Researchers in R&D (per million people)	Technicians in R&D (per million people)	Population, total	Population, female (% of total)	Completeness of birth registration, rural (%)	Completeness of birth registration, urban (%)	Completeness of birth registration (%)	Rural population	Rural population growth (annual %)	Rural population (% of total population)	Urban population growth (annual %)	Urban population	Urban population (% of total)	Unmet need for contraception (% of married women ages 15-49)	International tourism, number of arrivals	International tourism, number of departures	International tourism, receipts (current US$)	International tourism, receipts (% of total exports)	International tourism, receipts for passenger transport items (current US$)	International tourism, expenditures for passenger transport items (current US$)	International tourism, receipts for travel items (current US$)	International tourism, expenditures for travel items (current US$)	International tourism, expenditures (current US$)	International tourism, expenditures (% of total imports)	Merchandise trade (% of GDP)	Import volume index (2000 = 100)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.283	6.966	NaN	NaN	76.066	73.5357561	71.126	2.108	NaN	NaN	NaN	NaN	NaN	23.55431653	69.46185011	6.983833357	43.96391666	10.05420003	33.90971662	5.611677421	NaN	NaN	76762	50.54909266	NaN	NaN	NaN	39092.89079	6.225408282	50.9274	4.978707346	37669.10921	49.0726	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.11120721	NaN	3
NaN	NaN	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.944573887	NaN	NaN	63111	NaN	NaN	NaN	NaN	3867.946968	7.434477664	6.1288	3.720900378	59243.05303	93.8712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	19131	2731169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.851	21.072	NaN	111.5	43.599	43.54265854	43.489	8.052	NaN	NaN	NaN	NaN	NaN	47.36118492	50.40446657	2.234348506	98.39511614	4.432838314	93.96227783	3.391209225	NaN	NaN	21738467	48.16480919	NaN	NaN	NaN	17585506.79	3.042680885	80.8958	4.582239643	4152960.213	19.1042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	10686	282577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.842	22.652	NaN	133.7	43.555	41.71621951	39.965	7.063	NaN	NaN	NaN	NaN	NaN	47.63840593	49.82488228	2.536711789	100.7029328	5.091254958	95.61167783	3.212170237	NaN	NaN	11742960	50.78494703	NaN	NaN	NaN	6738204.392	0.854711047	57.3808	6.476574863	5004755.608	42.6192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.1592565	68.34278269	2
NaN	NaN	3000	5019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.234	6.305	NaN	31.3	74.59	71.61773171	68.787	2.683	NaN	NaN	NaN	NaN	NaN	32.63499298	61.35348236	6.01152466	62.98993335	9.798180037	53.19175332	-1.419654241	NaN	NaN	3179442	49.42680212	NaN	NaN	NaN	1958078.432	-2.222777882	61.5856	-0.118481193	1221363.568	38.4144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.75546075	NaN	1
NaN	NaN	381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.305	2.379	NaN	15.1	74.443	73.18709756	71.991	3.584	NaN	NaN	NaN	NaN	NaN	27.47292855	71.5179715	1.009099947	39.8249949	1.41097395	38.41402095	5.111747684	NaN	NaN	2232980	33.74047237	NaN	NaN	NaN	480863.3111	5.793905268	21.5346	4.925342474	1752116.689	78.4654	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.92261718	NaN	3
NaN	NaN	11901	469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.797	8.008	NaN	21.5	76.097	72.39843902	68.876	2.827	NaN	NaN	NaN	NaN	NaN	29.41683455	61.22067549	9.362489959	63.34350969	15.29301969	48.05049	1.281601472	NaN	NaN	34420352	50.96372053	NaN	NaN	NaN	4020297.114	-1.53786443	11.68	1.660488634	30400054.89	88.32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.44453318	78.35130352	2
NaN	NaN	304039	201842	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.114	8.656	NaN	34.5	71.81	68.27892683	64.916	2.176	NaN	NaN	NaN	NaN	NaN	29.87662192	62.31814513	7.805232947	60.46690702	12.5248159	47.94209112	-2.397173568	NaN	NaN	3290540	52.3830768	NaN	NaN	NaN	1107931.399	-1.583661516	33.6702	-2.80760832	2182608.601	66.3298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.38223613	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.111369163	NaN	NaN	51885	NaN	NaN	NaN	NaN	8087.00364	-3.298324472	15.5864	3.143047608	43797.99636	84.4136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.508210468	NaN	NaN	66895	NaN	NaN	NaN	NaN	43980.7867	2.954860957	65.746	1.656473513	22914.2133	34.254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.18627936	NaN	2
